,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
13,14,2,Nott'm Forest,2,True,2023-08-12T12:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,12.0,23.4,14.0,4.9,1,0.11,0.09,0.20,1.18,85,0,1941821,0,0,14,Martin Ødegaard,85,MID,Arsenal,Nott'm Forest,Arsenal
14,15,2,Nott'm Forest,2,True,2023-08-12T12:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,18,23.8,27.6,2.0,5.3,1,0.00,0.06,0.06,1.18,50,0,31892,0,0,15,Thomas Partey,50,MID,Arsenal,Nott'm Forest,Arsenal
15,16,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,6884,0,0,16,Nicolas Pépé,50,MID,Arsenal,Nott'm Forest,Arsenal
16,17,2,Nott'm Forest,2,True,2023-08-12T12:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,1,0,10,12.6,0.0,0.0,1.3,1,0.00,0.00,0.00,1.18,50,0,1510016,0,0,17,Aaron Ramsdale,50,GKP,Arsenal,Nott'm Forest,Arsenal
17,18,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,14124,0,0,18,Rúnar Alex Rúnarsson,40,GKP,Arsenal,Nott'm Forest,Arsenal
18,19,2,Nott'm Forest,10,True,2023-08-12T12:00:00Z,2,1,1,90,1,0,0,1,0,0,0,0,0,0,3,37,53.8,46.2,39.0,13.9,1,0.19,0.17,0.36,1.18,85,0,4878155,0,0,19,Bukayo Saka,86,MID,Arsenal,Nott'm Forest,Arsenal
19,20,2,Nott'm Forest,5,True,2023-08-12T12:00:00Z,2,1,1,90,0,1,0,1,0,0,0,0,0,0,0,22,33.6,13.6,2.0,4.9,1,0.00,0.03,0.03,1.18,50,0,1463572,0,0,20,William Saliba,51,DEF,Arsenal,Nott'm Forest,Arsenal
20,21,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1680,0,0,21,Albert Sambi Lokonga,50,MID,Arsenal,Nott'm Forest,Arsenal
21,22,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,14977,0,0,22,Emile Smith Rowe,55,MID,Arsenal,Nott'm Forest,Arsenal
22,23,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,22301,0,0,23,Nuno Varela Tavares,40,DEF,Arsenal,Nott'm Forest,Arsenal
23,24,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,27894,0,0,24,Kieran Tierney,45,DEF,Arsenal,Nott'm Forest,Arsenal
24,25,2,Nott'm Forest,1,True,2023-08-12T12:00:00Z,2,1,1,40,0,0,0,1,0,0,0,0,0,0,0,9,10.0,4.3,9.0,2.3,0,0.03,0.02,0.05,0.90,45,0,16472,0,0,25,Takehiro Tomiyasu,45,DEF,Arsenal,Nott'm Forest,Arsenal
25,26,2,Nott'm Forest,1,True,2023-08-12T12:00:00Z,2,1,1,17,0,0,0,1,0,0,0,0,0,0,0,8,5.4,10.8,0.0,1.6,0,0.00,0.01,0.01,0.88,70,0,500290,0,0,26,Leandro Trossard,70,MID,Arsenal,Nott'm Forest,Arsenal
26,29,2,Nott'm Forest,1,True,2023-08-12T12:00:00Z,2,1,1,90,0,0,0,1,0,0,0,1,0,0,0,8,10.8,7.3,2.0,2.0,1,0.00,0.03,0.03,1.18,55,0,812755,0,0,29,Benjamin White,55,DEF,Arsenal,Nott'm Forest,Arsenal
27,30,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,0,2183,0,0,30,Granit Xhaka,60,MID,Arsenal,Nott'm Forest,Arsenal
28,31,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,561504,0,0,31,Oleksandr Zinchenko,50,DEF,Arsenal,Nott'm Forest,Arsenal
29,113,8,Spurs,0,True,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,458701,0,0,113,David Raya Martin,50,GKP,Brentford,Spurs,Arsenal
30,540,2,Nott'm Forest,2,True,2023-08-12T12:00:00Z,2,1,1,90,0,0,0,1,0,0,0,0,0,0,0,18,21.6,4.6,31.0,5.7,1,0.25,0.03,0.28,1.18,55,0,511196,0,0,540,Declan Rice,55,MID,Arsenal,Nott'm Forest,Arsenal
31,578,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2148,0,0,578,Reiss Nelson,50,MID,Arsenal,Nott'm Forest,Arsenal
32,585,2,Nott'm Forest,0,True,2023-08-12T12:00:00Z,2,1,1,49,0,0,0,0,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,1,0.00,0.01,0.01,0.28,50,0,489582,0,0,585,Jurriën Timber,49,DEF,Arsenal,Nott'm Forest,Arsenal
33,32,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,4109,0,0,32,Alexandre Moreno Lopera,50,DEF,Newcastle,Aston Villa,Aston Villa
34,33,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,532337,0,0,33,Cameron Archer,45,FWD,Newcastle,Aston Villa,Aston Villa
35,34,6,Newcastle,1,False,2023-08-12T16:30:00Z,5,1,1,45,0,0,0,2,0,0,0,0,0,0,0,-1,0.2,3.8,0.0,0.4,1,0.00,0.01,0.01,1.24,55,0,58138,0,0,34,Leon Bailey,55,MID,Newcastle,Aston Villa,Aston Villa
36,35,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,0,19802,0,0,35,Emiliano Buendía Stati,59,MID,Newcastle,Aston Villa,Aston Villa
37,36,6,Newcastle,-1,False,2023-08-12T16:30:00Z,5,1,1,86,0,0,0,4,0,0,0,1,0,0,0,1,3.8,1.8,11.0,1.7,1,0.74,0.00,0.74,2.80,45,0,626098,0,0,36,Matty Cash,45,DEF,Newcastle,Aston Villa,Aston Villa
38,37,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,118764,0,0,37,Calum Chambers,40,DEF,Newcastle,Aston Villa,Aston Villa
39,38,6,Newcastle,1,False,2023-08-12T16:30:00Z,5,1,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.8,4.0,0.5,0,0.08,0.01,0.09,0.65,60,0,45198,0,0,38,Philippe Coutinho Correia,60,MID,Newcastle,Aston Villa,Aston Villa
40,39,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,20200,0,0,39,Keinan Davis,50,FWD,Newcastle,Aston Villa,Aston Villa
41,40,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2495,0,0,40,Leander Dendoncker,50,MID,Newcastle,Aston Villa,Aston Villa
42,41,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,26,0,0,0,2,0,0,0,0,0,0,0,6,9.4,0.4,37.0,4.7,0,0.27,0.00,0.27,1.64,45,0,36482,0,0,41,Diego Carlos Santos Silva,45,DEF,Newcastle,Aston Villa,Aston Villa
43,42,6,Newcastle,-1,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,1,0,0,0,13,13.2,45.2,2.0,6.0,1,0.00,0.15,0.15,3.44,45,0,93893,0,0,42,Lucas Digne,45,DEF,Newcastle,Aston Villa,Aston Villa
44,43,6,Newcastle,1,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,1,0,0,0,10,9.4,22.3,19.0,5.1,1,0.19,0.15,0.34,3.44,55,0,255432,0,0,43,Douglas Luiz Soares de Paulo,55,MID,Newcastle,Aston Villa,Aston Villa
45,44,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,4236,0,0,44,Jhon Durán,50,FWD,Newcastle,Aston Villa,Aston Villa
46,45,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,16597,0,0,45,Kortney Hause,40,DEF,Newcastle,Aston Villa,Aston Villa
47,46,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,3839,0,0,46,Tim Iroegbunam,45,MID,Newcastle,Aston Villa,Aston Villa
48,47,6,Newcastle,2,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,0,0,0,0,10,4.8,19.3,7.0,3.1,1,0.03,0.02,0.05,3.44,50,0,6923,0,0,47,Boubacar Kamara,50,MID,Newcastle,Aston Villa,Aston Villa
49,48,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,0,0,0,0,16,13.2,1.3,0.0,1.5,1,0.00,0.01,0.01,3.44,45,0,102941,0,0,48,Ezri Konsa Ngoyo,45,DEF,Newcastle,Aston Villa,Aston Villa
50,49,6,Newcastle,1,False,2023-08-12T16:30:00Z,5,1,1,90,0,0,0,5,0,0,0,1,0,7,0,18,45.6,0.0,0.0,4.6,1,0.00,0.00,0.00,3.44,50,0,649104,0,0,49,Emiliano Martínez Romero,50,GKP,Newcastle,Aston Villa,Aston Villa
51,50,6,Newcastle,2,False,2023-08-12T16:30:00Z,5,1,1,63,0,0,0,3,0,0,0,0,0,0,0,6,0.8,18.1,0.0,1.9,1,0.00,0.03,0.03,1.80,55,0,40207,0,0,50,John McGinn,55,MID,Newcastle,Aston Villa,Aston Villa
52,51,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,30,0,0,0,2,0,0,0,0,0,0,0,5,3.6,13.0,5.0,2.2,1,0.01,0.16,0.17,1.08,45,0,1160101,0,0,51,Tyrone Mings,45,DEF,Newcastle,Aston Villa,Aston Villa
53,53,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,74539,0,0,53,Robin Olsen,40,GKP,Newcastle,Aston Villa,Aston Villa
54,54,6,Newcastle,1,False,2023-08-12T16:30:00Z,5,1,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0.4,0.3,2.0,0.3,0,0.00,0.00,0.00,0.65,45,0,10520,0,0,54,Jaden Philogene-Bidace,45,MID,Newcastle,Aston Villa,Aston Villa
55,55,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,0,13340,0,0,55,Jacob Ramsey,60,MID,Newcastle,Aston Villa,Aston Villa
56,56,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,1024,0,0,56,Morgan Sanson,45,MID,Newcastle,Aston Villa,Aston Villa
57,57,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,723,0,0,57,Viljami Sinisalo,40,GKP,Newcastle,Aston Villa,Aston Villa
58,58,6,Newcastle,1,False,2023-08-12T16:30:00Z,5,1,1,45,0,0,0,3,0,0,0,0,0,0,0,3,3.4,13.3,2.0,1.9,0,0.00,0.09,0.09,2.20,60,0,98326,0,0,58,Youri Tielemans,60,MID,Newcastle,Aston Villa,Aston Villa
59,59,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2560,0,0,59,Bertrand Traoré,50,MID,Newcastle,Aston Villa,Aston Villa
60,60,6,Newcastle,5,False,2023-08-12T16:30:00Z,5,1,1,90,0,1,0,5,0,0,0,0,0,0,0,18,32.2,23.4,29.0,8.5,1,0.23,0.10,0.33,3.44,80,0,2116959,0,0,60,Ollie Watkins,80,FWD,Newcastle,Aston Villa,Aston Villa
61,61,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1283,0,0,61,Wesley Moraes Ferreira da Silva,50,FWD,Newcastle,Aston Villa,Aston Villa
62,584,6,Newcastle,0,False,2023-08-12T16:30:00Z,5,1,1,59,0,0,0,3,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0,0.00,0.02,0.02,2.36,45,0,222078,0,0,584,Pau Torres,45,DEF,Newcastle,Aston Villa,Aston Villa
63,599,6,Newcastle,7,False,2023-08-12T16:30:00Z,5,1,1,86,1,0,0,4,0,0,0,0,0,0,0,26,0.0,0.0,0.0,0.0,1,0.36,0.11,0.47,2.80,65,0,498593,0,0,599,Moussa Diaby,65,MID,Newcastle,Aston Villa,Aston Villa
64,62,3,West Ham,1,True,2023-08-12T14:00:00Z,1,1,1,59,0,0,0,1,0,0,0,0,0,0,0,1,5.4,1.2,2.0,0.9,1,0.00,0.00,0.00,0.84,50,0,12860,0,0,62,Jaidon Anthony,50,MID,Bournemouth,West Ham,Bournemouth
65,63,3,West Ham,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,16.2,17.1,14.0,4.7,1,0.07,0.06,0.13,1.07,55,0,68285,0,0,63,Philip Billing,55,MID,Bournemouth,West Ham,Bournemouth
66,64,3,West Ham,2,True,2023-08-12T14:00:00Z,1,1,1,74,0,0,0,1,0,0,0,0,0,0,0,4,5.2,13.8,16.0,3.5,1,0.16,0.02,0.18,0.88,50,0,8398,0,0,64,David Brooks,50,MID,Bournemouth,West Ham,Bournemouth
67,65,3,West Ham,2,True,2023-08-12T14:00:00Z,1,1,1,66,0,0,0,1,0,0,0,0,0,0,0,8,11.4,14.8,9.0,3.5,1,0.02,0.03,0.05,0.84,50,0,1557,0,0,65,Ryan Christie,50,MID,Bournemouth,West Ham,Bournemouth
68,66,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2410,0,0,66,Lewis Cook,50,MID,Bournemouth,West Ham,Bournemouth
69,67,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,638,0,0,67,Siriki Dembélé,45,MID,Bournemouth,West Ham,Bournemouth
70,68,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,2520,0,0,68,Ryan Fredericks,45,DEF,Bournemouth,West Ham,Bournemouth
71,69,3,West Ham,1,True,2023-08-12T14:00:00Z,1,1,1,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.8,0.0,0.2,0,0.00,0.01,0.01,0.19,40,0,18665,0,0,69,James Hill,40,DEF,Bournemouth,West Ham,Bournemouth
72,70,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,1350,0,0,70,Lloyd Kelly,45,DEF,Bournemouth,West Ham,Bournemouth
73,71,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,6701,0,0,71,Gavin Kilkenny,45,MID,Bournemouth,West Ham,Bournemouth
74,72,3,West Ham,1,True,2023-08-12T14:00:00Z,1,1,1,30,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0.00,0.01,0.01,0.23,50,0,43879,0,0,72,Justin Kluivert,50,MID,Bournemouth,West Ham,Bournemouth
75,73,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1436,0,0,73,Jamal Lowe,50,MID,Bournemouth,West Ham,Bournemouth
76,74,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,3266,0,0,74,Emiliano Marcondes,45,MID,Bournemouth,West Ham,Bournemouth
77,75,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,30,0,0,0,0,0,0,0,1,0,0,0,2,5.8,11.2,0.0,1.7,0,0.00,0.01,0.01,0.23,45,0,7439,0,0,75,Chris Mepham,45,DEF,Bournemouth,West Ham,Bournemouth
78,76,3,West Ham,1,True,2023-08-12T14:00:00Z,1,1,1,23,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3.3,7.0,0.9,0,0.04,0.05,0.09,0.23,50,0,42328,0,0,76,Kieffer Moore,50,FWD,Bournemouth,West Ham,Bournemouth
79,77,3,West Ham,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,1,0,11,14.0,0.0,0.0,1.4,1,0.00,0.01,0.01,1.07,45,0,62624,0,0,77,Norberto Murara Neto,45,GKP,Bournemouth,West Ham,Bournemouth
80,78,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,4909,0,0,78,Dango Ouattara,50,MID,Bournemouth,West Ham,Bournemouth
81,79,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,189,0,0,79,Ben Pearson,45,MID,Bournemouth,West Ham,Bournemouth
82,80,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,52208,0,0,80,Darren Randolph,40,GKP,Bournemouth,West Ham,Bournemouth
83,81,3,West Ham,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,13,18.8,15.3,1.0,3.5,1,0.03,0.04,0.07,1.07,50,0,1430,0,0,81,Joe Rothwell,50,MID,Bournemouth,West Ham,Bournemouth
84,82,3,West Ham,4,True,2023-08-12T14:00:00Z,1,1,1,15,0,1,0,0,0,0,0,0,0,0,0,11,0.0,2.3,3.0,0.5,0,0.07,0.01,0.08,0.19,45,0,65212,0,0,82,Antoine Semenyo,45,FWD,Bournemouth,West Ham,Bournemouth
85,83,3,West Ham,1,True,2023-08-12T14:00:00Z,1,1,1,59,0,0,0,1,0,0,0,0,0,0,0,9,16.2,0.5,0.0,1.7,1,0.00,0.02,0.02,0.84,45,0,13935,0,0,83,Marcos Senesi,45,DEF,Bournemouth,West Ham,Bournemouth
86,84,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,2685,0,0,84,Adam Smith,45,DEF,Bournemouth,West Ham,Bournemouth
87,85,3,West Ham,7,True,2023-08-12T14:00:00Z,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,22,40.6,23.0,72.0,13.6,1,0.98,0.14,1.12,1.07,65,0,252120,0,0,85,Dominic Solanke,65,FWD,Bournemouth,West Ham,Bournemouth
88,86,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,2591,0,0,86,Marcus Tavernier,55,MID,Bournemouth,West Ham,Bournemouth
89,87,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2008,0,0,87,Hamed Traorè,50,MID,Bournemouth,West Ham,Bournemouth
90,88,3,West Ham,0,True,2023-08-12T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,17482,0,0,88,Mark Travers,40,GKP,Bournemouth,West Ham,Bournemouth
91,89,3,West Ham,2,True,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,15.4,1.2,0.0,1.7,1,0.00,0.01,0.01,1.07,45,0,6638,0,0,89,Illia Zabarnyi,45,DEF,Bournemouth,West Ham,Bournemouth
