,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
36,38,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-347,19573,0,347,38,Philippe Coutinho Correia,58,MID,Aston Villa,Luton,Aston Villa
37,39,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-445,13937,0,445,39,Keinan Davis,49,FWD,Aston Villa,Luton,Aston Villa
38,40,92,Luton,1,True,2023-10-29T14:00:00Z,3,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.32,49,-4,1814,103,107,40,Leander Dendoncker,49,MID,Aston Villa,Luton,Aston Villa
39,41,92,Luton,1,True,2023-10-29T14:00:00Z,3,1,10,11,0,0,0,1,0,0,0,0,0,0,0,3,2.0,0.1,0.0,0.2,0,0.00,0.00,0.00,0.37,44,723,32681,2163,1440,41,Diego Carlos Santos Silva,44,DEF,Aston Villa,Luton,Aston Villa
40,42,92,Luton,2,True,2023-10-29T14:00:00Z,3,1,10,90,0,0,0,1,0,0,0,0,0,0,0,18,17.6,46.0,10.0,7.4,1,0.00,0.39,0.39,0.48,47,33100,652618,61910,28810,42,Lucas Digne,47,DEF,Aston Villa,Luton,Aston Villa
41,43,92,Luton,7,True,2023-10-29T14:00:00Z,3,1,10,89,0,1,0,1,0,0,0,0,0,0,2,28,37.8,40.8,2.0,8.1,1,0.00,0.13,0.13,0.17,55,459976,840846,485179,25203,43,Douglas Luiz Soares de Paulo,56,MID,Aston Villa,Luton,Aston Villa
42,44,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1760,26484,2195,3955,44,Jhon Durán,50,FWD,Aston Villa,Luton,Aston Villa
43,45,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,183,20260,1310,1127,45,Kortney Hause,40,DEF,Aston Villa,Luton,Aston Villa
44,46,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,118,2157,235,117,46,Tim Iroegbunam,44,MID,Aston Villa,Luton,Aston Villa
45,47,92,Luton,2,True,2023-10-29T14:00:00Z,3,1,10,78,0,0,1,0,0,0,0,1,0,0,0,12,14.4,17.2,0.0,3.2,1,0.00,0.21,0.21,0.11,50,310,12354,1184,874,47,Boubacar Kamara,50,MID,Aston Villa,Luton,Aston Villa
46,48,92,Luton,2,True,2023-10-29T14:00:00Z,3,1,10,90,0,0,0,1,0,0,0,0,0,0,0,13,16.4,15.1,9.0,4.1,1,0.12,0.18,0.30,0.48,45,19333,127075,24183,4850,48,Ezri Konsa Ngoyo,45,DEF,Aston Villa,Luton,Aston Villa
47,49,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,90,0,0,0,1,1,0,0,0,0,1,0,5,4.2,0.0,0.0,0.4,1,0.00,0.00,0.00,0.48,49,55256,765758,77601,22345,49,Emiliano Martínez Romero,49,GKP,Aston Villa,Luton,Aston Villa
48,50,92,Luton,8,True,2023-10-29T14:00:00Z,3,1,10,90,1,0,0,1,0,0,0,0,0,0,1,27,40.4,3.8,37.0,8.1,1,0.37,0.01,0.38,0.48,55,1067,69465,6028,4961,50,John McGinn,55,MID,Aston Villa,Luton,Aston Villa
49,51,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-10156,159610,186,10342,51,Tyrone Mings,42,DEF,Aston Villa,Luton,Aston Villa
50,53,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2090,76503,1287,3377,53,Robin Olsen,40,GKP,Aston Villa,Luton,Aston Villa
51,54,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-308,6911,0,308,54,Jaden Philogene-Bidace,45,MID,Aston Villa,Luton,Aston Villa
52,55,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-1226,7513,41,1267,55,Jacob Ramsey,59,MID,Aston Villa,Luton,Aston Villa
53,56,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-14,461,0,14,56,Morgan Sanson,45,MID,Aston Villa,Luton,Aston Villa
54,57,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-21,418,0,21,57,Viljami Sinisalo,40,GKP,Aston Villa,Luton,Aston Villa
55,58,92,Luton,1,True,2023-10-29T14:00:00Z,3,1,10,11,0,0,0,1,0,0,0,0,0,0,0,2,2.0,4.0,0.0,0.6,0,0.00,0.02,0.02,0.37,57,-883,53361,1417,2300,58,Youri Tielemans,57,MID,Aston Villa,Luton,Aston Villa
56,59,92,Luton,1,True,2023-10-29T14:00:00Z,3,1,10,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.32,50,-14,1987,141,155,59,Bertrand Traoré,50,MID,Aston Villa,Luton,Aston Villa
57,60,92,Luton,2,True,2023-10-29T14:00:00Z,3,1,10,90,0,0,0,1,0,0,0,0,0,0,0,7,12.2,21.5,56.0,9.0,1,0.79,0.61,1.40,0.48,83,852615,4255692,872806,20191,60,Ollie Watkins,84,FWD,Aston Villa,Luton,Aston Villa
58,61,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-12,563,0,12,61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,Luton,Aston Villa
59,584,92,Luton,2,True,2023-10-29T14:00:00Z,3,1,10,90,0,0,0,1,0,0,0,0,0,0,0,17,20.4,7.5,10.0,3.8,1,0.07,0.11,0.18,0.48,45,73657,366026,92316,18659,584,Pau Torres,45,DEF,Aston Villa,Luton,Aston Villa
60,599,92,Luton,13,True,2023-10-29T14:00:00Z,3,1,10,89,1,1,0,1,0,0,0,0,0,0,3,37,33.2,16.5,35.0,8.5,1,0.31,0.32,0.63,0.17,67,5161,1358939,140064,134903,599,Moussa Diaby,67,MID,Aston Villa,Luton,Aston Villa
61,618,92,Luton,0,True,2023-10-29T14:00:00Z,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,59,6138,611,552,618,Omari Kellyman,45,MID,Aston Villa,Luton,Aston Villa
62,62,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-237,5382,0,237,62,Jaidon Anthony,49,MID,Bournemouth,Burnley,Bournemouth
63,63,93,Burnley,8,True,2023-10-28T14:00:00Z,2,1,10,81,1,0,0,1,0,0,0,1,0,0,2,27,44.4,16.8,18.0,7.9,1,0.11,0.05,0.16,0.28,52,3466,41091,6498,3032,63,Philip Billing,52,MID,Bournemouth,Burnley,Bournemouth
64,64,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-508,8988,308,816,64,David Brooks,49,MID,Bournemouth,Burnley,Bournemouth
65,65,93,Burnley,2,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,6,8.6,22.3,4.0,3.5,1,0.00,0.09,0.09,0.88,50,-1263,6348,460,1723,65,Ryan Christie,50,MID,Bournemouth,Burnley,Bournemouth
66,66,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-276,1931,21,297,66,Lewis Cook,50,MID,Bournemouth,Burnley,Bournemouth
67,67,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-8,299,0,8,67,Siriki Dembélé,45,MID,Bournemouth,Burnley,Bournemouth
68,68,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-35,1280,36,71,68,Ryan Fredericks,44,DEF,Bournemouth,Burnley,Bournemouth
69,69,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-662,14940,0,662,69,James Hill,40,DEF,Bournemouth,Burnley,Bournemouth
70,70,93,Burnley,2,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,16,13.8,1.5,4.0,1.9,1,0.12,0.01,0.13,0.88,45,779,3945,984,205,70,Lloyd Kelly,45,DEF,Bournemouth,Burnley,Bournemouth
71,71,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-267,7068,185,452,71,Gavin Kilkenny,44,MID,Bournemouth,Burnley,Bournemouth
72,72,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1828,20356,463,2291,72,Justin Kluivert,47,MID,Bournemouth,Burnley,Bournemouth
73,73,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-29,979,0,29,73,Jamal Lowe,49,MID,Bournemouth,Burnley,Bournemouth
74,74,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-67,1668,39,106,74,Emiliano Marcondes,44,MID,Bournemouth,Burnley,Bournemouth
75,75,93,Burnley,2,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,11,13.8,0.7,21.0,3.6,1,0.09,0.02,0.11,0.88,43,-105,5434,99,204,75,Chris Mepham,43,DEF,Bournemouth,Burnley,Bournemouth
76,76,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,364,26394,2114,1750,76,Kieffer Moore,47,FWD,Bournemouth,Burnley,Bournemouth
77,77,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-11298,161725,7518,18816,77,Norberto Murara Neto,45,GKP,Bournemouth,Burnley,Bournemouth
78,78,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,21,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.2,0.0,0.0,0,0.00,0.00,0.00,0.60,48,-75,1534,57,132,78,Dango Ouattara,48,MID,Bournemouth,Burnley,Bournemouth
79,79,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,87,0,1,79,Ben Pearson,45,MID,Bournemouth,Burnley,Bournemouth
80,80,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-860,50628,691,1551,80,Darren Randolph,40,GKP,Bournemouth,Burnley,Bournemouth
81,81,93,Burnley,1,True,2023-10-28T14:00:00Z,2,1,10,8,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.60,49,-25,1848,31,56,81,Joe Rothwell,48,MID,Bournemouth,Burnley,Bournemouth
82,82,93,Burnley,9,True,2023-10-28T14:00:00Z,2,1,10,68,1,0,0,1,0,0,0,0,0,0,3,38,43.6,25.7,30.0,9.9,1,0.14,0.38,0.52,0.28,45,-14094,264419,10786,24880,82,Antoine Semenyo,45,FWD,Bournemouth,Burnley,Bournemouth
83,83,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-773,14056,467,1240,83,Marcos Senesi,44,DEF,Bournemouth,Burnley,Bournemouth
84,84,93,Burnley,1,True,2023-10-28T14:00:00Z,2,1,10,5,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,0,0.00,0.00,0.00,0.60,44,-61,1985,85,146,84,Adam Smith,44,DEF,Bournemouth,Burnley,Bournemouth
85,85,93,Burnley,2,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,3,3.6,3.8,30.0,3.7,1,0.15,0.03,0.18,0.88,64,34951,331639,55705,20754,85,Dominic Solanke,64,FWD,Bournemouth,Burnley,Bournemouth
86,86,93,Burnley,2,True,2023-10-28T14:00:00Z,2,1,10,81,0,0,0,1,0,0,0,0,0,0,0,5,26.0,8.1,37.0,7.1,1,0.43,0.10,0.53,0.28,54,209,4388,1316,1107,86,Marcus Tavernier,54,MID,Bournemouth,Burnley,Bournemouth
87,87,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-66,1750,18,84,87,Hamed Traorè,48,MID,Bournemouth,Burnley,Bournemouth
88,88,93,Burnley,0,True,2023-10-28T14:00:00Z,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-334,9993,0,334,88,Mark Travers,40,GKP,Bournemouth,Burnley,Bournemouth
89,89,93,Burnley,2,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,0,0,18,18.4,0.8,0.0,1.9,1,0.00,0.01,0.01,0.88,45,-792,12641,1426,2218,89,Illia Zabarnyi,45,DEF,Bournemouth,Burnley,Bournemouth
90,595,93,Burnley,1,True,2023-10-28T14:00:00Z,2,1,10,8,0,0,0,0,0,0,0,0,0,0,0,5,2.0,0.3,2.0,0.4,0,0.01,0.00,0.01,0.60,45,1474,24444,3451,1977,595,Milos Kerkez,45,DEF,Bournemouth,Burnley,Bournemouth
91,607,93,Burnley,3,True,2023-10-28T14:00:00Z,2,1,10,90,0,0,0,1,0,0,0,0,0,3,0,14,18.2,0.0,0.0,1.8,1,0.00,0.00,0.00,0.88,44,1758,11526,2095,337,607,Ionuț Radu,44,GKP,Bournemouth,Burnley,Bournemouth
