,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
19,22,84,Chelsea,1,False,2023-10-21T16:30:00Z,2,2,9,22,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.7,0.0,0.0,0,0.00,0.00,0.00,0.06,53,-374,12040,297,671,22,Emile Smith Rowe,53,MID,Chelsea,Arsenal,Arsenal
20,24,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-493,11826,0,493,24,Kieran Tierney,44,DEF,Chelsea,Arsenal,Arsenal
21,25,84,Chelsea,1,False,2023-10-21T16:30:00Z,2,2,9,45,0,0,0,1,0,0,0,0,0,0,0,3,0.6,1.4,8.0,1.0,0,0.11,0.01,0.12,0.18,45,127,25817,1401,1274,25,Takehiro Tomiyasu,45,DEF,Chelsea,Arsenal,Arsenal
22,26,84,Chelsea,6,False,2023-10-21T16:30:00Z,2,2,9,12,1,0,0,0,0,0,0,0,0,0,0,20,33.0,0.0,33.0,6.6,0,0.34,0.00,0.34,0.02,66,-20857,159436,1571,22428,26,Leandro Trossard,65,MID,Chelsea,Arsenal,Arsenal
23,29,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,90,0,0,0,2,0,0,0,1,0,0,0,8,13.6,27.2,0.0,4.1,1,0.00,0.07,0.07,1.36,56,216831,1333314,244689,27858,29,Benjamin White,56,DEF,Chelsea,Arsenal,Arsenal
24,30,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,60,-13,1033,0,13,30,Granit Xhaka,60,MID,Chelsea,Arsenal,Arsenal
25,31,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,45,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1.5,0.0,0.0,1,0.00,0.01,0.01,1.18,49,20903,575220,43414,22511,31,Oleksandr Zinchenko,49,DEF,Chelsea,Arsenal,Arsenal
26,113,84,Chelsea,2,False,2023-10-21T16:30:00Z,2,2,9,90,0,0,0,2,0,0,0,0,0,3,0,17,23.0,0.0,0.0,2.3,1,0.00,0.00,0.00,1.36,48,48210,388574,61150,12940,113,David Raya Martin,48,GKP,Chelsea,Arsenal,Arsenal
27,540,84,Chelsea,9,False,2023-10-21T16:30:00Z,2,2,9,90,1,0,0,2,0,0,0,0,0,0,2,27,46.4,13.6,9.0,6.9,1,0.07,0.02,0.09,1.36,54,4552,451555,21488,16936,540,Declan Rice,54,MID,Chelsea,Arsenal,Arsenal
28,578,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-450,4662,261,711,578,Reiss Nelson,49,MID,Chelsea,Arsenal,Arsenal
29,585,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-2460,53775,94,2554,585,Jurriën Timber,47,DEF,Chelsea,Arsenal,Arsenal
30,646,84,Chelsea,0,False,2023-10-21T16:30:00Z,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,18,4801,257,239,646,Karl Hein,40,GKP,Chelsea,Arsenal,Arsenal
31,32,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-602,5255,158,760,32,Alexandre Moreno Lopera,50,DEF,Aston Villa,West Ham,Aston Villa
32,34,81,West Ham,6,True,2023-10-22T15:30:00Z,4,1,9,14,1,0,0,0,0,0,0,0,0,0,0,21,32.4,1.4,25.0,5.9,0,0.31,0.01,0.32,0.25,55,-4280,102237,5144,9424,34,Leon Bailey,55,MID,Aston Villa,West Ham,Aston Villa
33,35,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-78,4244,58,136,35,Emiliano Buendía Stati,57,MID,Aston Villa,West Ham,Aston Villa
34,36,81,West Ham,2,True,2023-10-22T15:30:00Z,4,1,9,90,0,0,0,1,0,0,0,0,0,0,0,14,24.6,3.3,2.0,3.0,1,0.00,0.01,0.01,1.15,51,278997,3336489,335065,56068,36,Matty Cash,51,DEF,Aston Villa,West Ham,Aston Villa
35,37,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,68,105319,4155,4087,37,Calum Chambers,39,DEF,Aston Villa,West Ham,Aston Villa
36,38,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,58,-609,19911,0,609,38,Philippe Coutinho Correia,58,MID,Aston Villa,West Ham,Aston Villa
37,39,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-578,14380,0,578,39,Keinan Davis,49,FWD,Aston Villa,West Ham,Aston Villa
38,40,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,18,1792,128,110,40,Leander Dendoncker,49,MID,Aston Villa,West Ham,Aston Villa
39,41,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,1175,31718,2085,910,41,Diego Carlos Santos Silva,44,DEF,Aston Villa,West Ham,Aston Villa
40,42,81,West Ham,2,True,2023-10-22T15:30:00Z,4,1,9,90,0,0,0,1,0,0,0,0,0,0,0,14,20.2,1.6,2.0,2.4,1,0.00,0.01,0.01,1.15,47,14827,616561,42054,27227,42,Lucas Digne,47,DEF,Aston Villa,West Ham,Aston Villa
41,43,81,West Ham,15,True,2023-10-22T15:30:00Z,4,1,9,90,2,0,0,1,0,0,0,0,0,0,3,54,90.8,41.1,31.0,16.3,1,0.90,0.07,0.97,1.15,54,-2240,362599,28475,30715,43,Douglas Luiz Soares de Paulo,55,MID,Aston Villa,West Ham,Aston Villa
42,44,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1562,27939,2183,3745,44,Jhon Durán,50,FWD,Aston Villa,West Ham,Aston Villa
43,45,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,243,19851,1130,887,45,Kortney Hause,40,DEF,Aston Villa,West Ham,Aston Villa
44,46,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-22,1975,76,98,46,Tim Iroegbunam,44,MID,Aston Villa,West Ham,Aston Villa
45,47,81,West Ham,2,True,2023-10-22T15:30:00Z,4,1,9,90,0,0,0,1,0,0,0,0,0,0,0,18,25.0,40.7,2.0,6.8,1,0.00,0.07,0.07,1.15,50,135,11926,938,803,47,Boubacar Kamara,50,MID,Aston Villa,West Ham,Aston Villa
46,48,81,West Ham,6,True,2023-10-22T15:30:00Z,4,1,9,90,0,1,0,1,0,0,0,0,0,0,1,25,18.2,0.5,41.0,6.0,1,0.14,0.00,0.14,1.15,45,944,106051,5743,4799,48,Ezri Konsa Ngoyo,45,DEF,Aston Villa,West Ham,Aston Villa
47,49,81,West Ham,3,True,2023-10-22T15:30:00Z,4,1,9,90,0,0,0,1,0,0,0,0,0,3,0,22,24.0,0.0,0.0,2.4,1,0.00,0.00,0.00,1.15,49,14945,699742,37793,22848,49,Emiliano Martínez Romero,49,GKP,Aston Villa,West Ham,Aston Villa
48,50,81,West Ham,5,True,2023-10-22T15:30:00Z,4,1,9,90,0,1,0,1,0,0,0,0,0,0,0,18,21.4,38.1,3.0,6.3,1,0.02,0.20,0.22,1.15,55,-1423,67939,4358,5781,50,John McGinn,55,MID,Aston Villa,West Ham,Aston Villa
49,51,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-14202,169575,160,14362,51,Tyrone Mings,42,DEF,Aston Villa,West Ham,Aston Villa
50,53,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1335,78478,1150,2485,53,Robin Olsen,40,GKP,Aston Villa,West Ham,Aston Villa
51,54,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-381,7220,0,381,54,Jaden Philogene-Bidace,45,MID,Aston Villa,West Ham,Aston Villa
52,55,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-1786,8699,120,1906,55,Jacob Ramsey,59,MID,Aston Villa,West Ham,Aston Villa
53,56,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-16,476,0,16,56,Morgan Sanson,45,MID,Aston Villa,West Ham,Aston Villa
54,57,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-13,440,0,13,57,Viljami Sinisalo,40,GKP,Aston Villa,West Ham,Aston Villa
55,58,81,West Ham,4,True,2023-10-22T15:30:00Z,4,1,9,5,0,1,0,0,0,0,0,0,0,0,0,18,19.6,11.1,0.0,3.1,0,0.00,0.03,0.03,0.03,57,-2121,53908,1034,3155,58,Youri Tielemans,57,MID,Aston Villa,West Ham,Aston Villa
56,59,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,71,1952,201,130,59,Bertrand Traoré,50,MID,Aston Villa,West Ham,Aston Villa
57,60,81,West Ham,11,True,2023-10-22T15:30:00Z,4,1,9,90,1,1,0,1,0,0,0,0,0,0,2,36,58.6,14.7,53.0,12.6,1,0.60,0.04,0.64,1.15,82,405748,3362516,457204,51456,60,Ollie Watkins,83,FWD,Aston Villa,West Ham,Aston Villa
58,61,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-21,574,0,21,61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,West Ham,Aston Villa
59,584,81,West Ham,2,True,2023-10-22T15:30:00Z,4,1,9,90,0,0,0,1,0,0,0,0,0,0,0,12,15.4,1.1,0.0,1.7,1,0.00,0.01,0.01,1.15,45,62655,290047,74812,12157,584,Pau Torres,45,DEF,Aston Villa,West Ham,Aston Villa
60,599,81,West Ham,2,True,2023-10-22T15:30:00Z,4,1,9,84,0,0,0,1,0,0,0,0,0,0,0,13,8.4,49.8,11.0,6.9,1,0.04,0.54,0.58,1.12,67,81493,1349924,153048,71555,599,Moussa Diaby,67,MID,Aston Villa,West Ham,Aston Villa
61,618,81,West Ham,0,True,2023-10-22T15:30:00Z,4,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,119,6016,572,453,618,Omari Kellyman,45,MID,Aston Villa,West Ham,Aston Villa
62,62,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-343,5615,0,343,62,Jaidon Anthony,49,MID,Bournemouth,Wolves,Bournemouth
63,63,82,Wolves,6,True,2023-10-21T14:00:00Z,1,2,9,90,0,1,0,2,0,0,0,0,0,0,1,22,38.6,23.4,9.0,7.1,1,0.01,0.53,0.54,2.06,52,-4277,37011,1690,5967,63,Philip Billing,52,MID,Bournemouth,Wolves,Bournemouth
64,64,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,56,0,0,0,1,0,0,0,0,0,0,0,7,9.4,13.4,19.0,4.2,1,0.05,0.05,0.10,0.74,49,-534,9441,372,906,64,David Brooks,49,MID,Bournemouth,Wolves,Bournemouth
65,65,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,33,0,0,0,1,0,0,0,0,0,0,0,3,7.2,1.4,7.0,1.6,0,0.04,0.00,0.04,1.32,50,-797,7552,1228,2025,65,Ryan Christie,50,MID,Bournemouth,Wolves,Bournemouth
66,66,82,Wolves,-2,True,2023-10-21T14:00:00Z,1,2,9,53,0,0,0,2,0,0,0,0,1,0,0,-1,1.4,1.2,0.0,0.3,1,0.00,0.00,0.00,3.40,50,-41,2214,134,175,66,Lewis Cook,50,MID,Bournemouth,Wolves,Bournemouth
67,67,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7,306,0,7,67,Siriki Dembélé,45,MID,Bournemouth,Wolves,Bournemouth
68,68,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-17,1310,70,87,68,Ryan Fredericks,44,DEF,Bournemouth,Wolves,Bournemouth
69,69,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-864,15583,0,864,69,James Hill,40,DEF,Bournemouth,Wolves,Bournemouth
70,70,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,90,0,0,0,2,0,0,0,0,0,0,0,11,16.0,1.0,0.0,1.7,1,0.00,0.01,0.01,2.06,45,-221,2948,66,287,70,Lloyd Kelly,45,DEF,Bournemouth,Wolves,Bournemouth
71,71,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-57,7320,328,385,71,Gavin Kilkenny,44,MID,Bournemouth,Wolves,Bournemouth
72,72,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,-1306,22174,920,2226,72,Justin Kluivert,47,MID,Bournemouth,Wolves,Bournemouth
73,73,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-28,1009,0,28,73,Jamal Lowe,49,MID,Bournemouth,Wolves,Bournemouth
74,74,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-65,1729,57,122,74,Emiliano Marcondes,44,MID,Bournemouth,Wolves,Bournemouth
75,75,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-141,5491,118,259,75,Chris Mepham,43,DEF,Bournemouth,Wolves,Bournemouth
76,76,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,5,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.5,0.0,0.1,0,0.00,0.01,0.01,0.52,47,-82,25766,1661,1743,76,Kieffer Moore,47,FWD,Bournemouth,Wolves,Bournemouth
77,77,82,Wolves,2,True,2023-10-21T14:00:00Z,1,2,9,90,0,0,0,2,0,0,0,0,0,5,0,20,30.6,0.0,0.0,3.1,1,0.00,0.00,0.00,2.06,45,1031,172629,10991,9960,77,Norberto Murara Neto,45,GKP,Bournemouth,Wolves,Bournemouth
78,78,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,15,0,0,0,1,0,0,0,0,0,0,0,6,5.6,11.1,0.0,1.7,0,0.00,0.01,0.01,0.81,48,-44,1583,87,131,78,Dango Ouattara,48,MID,Bournemouth,Wolves,Bournemouth
79,79,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7,89,0,7,79,Ben Pearson,45,MID,Bournemouth,Wolves,Bournemouth
80,80,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-576,51354,669,1245,80,Darren Randolph,40,GKP,Bournemouth,Wolves,Bournemouth
81,81,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,33,0,0,0,1,0,0,0,0,0,0,0,6,8.8,0.8,2.0,1.2,0,0.03,0.00,0.03,1.32,49,-32,1857,29,61,81,Joe Rothwell,49,MID,Bournemouth,Wolves,Bournemouth
82,82,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-10486,278027,12546,23032,82,Antoine Semenyo,45,FWD,Bournemouth,Wolves,Bournemouth
83,83,82,Wolves,1,True,2023-10-21T14:00:00Z,1,2,9,5,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.1,0.0,0.0,0,0.00,0.00,0.00,0.52,44,114,14820,1079,965,83,Marcos Senesi,44,DEF,Bournemouth,Wolves,Bournemouth
84,84,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,80,2012,178,98,84,Adam Smith,44,DEF,Bournemouth,Wolves,Bournemouth
85,85,82,Wolves,7,True,2023-10-21T14:00:00Z,1,2,9,84,1,0,0,1,0,0,0,0,0,0,1,22,35.8,2.1,44.0,8.2,1,0.48,0.01,0.49,1.54,64,2899,290284,32937,30038,85,Dominic Solanke,64,FWD,Bournemouth,Wolves,Bournemouth
86,86,82,Wolves,2,True,2023-10-21T14:00:00Z,1,2,9,74,0,0,0,1,0,0,0,0,0,0,0,5,10.2,14.2,0.0,2.4,1,0.00,0.04,0.04,1.24,54,-127,4073,1069,1196,86,Marcus Tavernier,54,MID,Bournemouth,Wolves,Bournemouth
87,87,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-68,1801,22,90,87,Hamed Traorè,48,MID,Bournemouth,Wolves,Bournemouth
88,88,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-421,10317,0,421,88,Mark Travers,40,GKP,Bournemouth,Wolves,Bournemouth
89,89,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,90,0,0,0,2,0,0,0,1,0,0,0,10,11.4,0.4,0.0,1.2,1,0.00,0.00,0.00,2.06,45,1231,13288,2620,1389,89,Illia Zabarnyi,45,DEF,Bournemouth,Wolves,Bournemouth
90,595,82,Wolves,2,True,2023-10-21T14:00:00Z,1,2,9,84,0,0,0,1,0,0,0,0,0,0,0,7,7.4,5.8,0.0,1.3,1,0.00,0.06,0.06,1.54,45,102,22565,1645,1543,595,Milos Kerkez,45,DEF,Bournemouth,Wolves,Bournemouth
91,607,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-146,9527,120,266,607,Ionuț Radu,44,GKP,Bournemouth,Wolves,Bournemouth
92,619,82,Wolves,0,True,2023-10-21T14:00:00Z,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,391,17491,1131,740,619,Ben Greenwood,40,DEF,Bournemouth,Wolves,Bournemouth
