,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
42,44,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-1529,28888,4147,5676,44,Jhon Durán,50,FWD,Wolves,Aston Villa,Aston Villa
43,45,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,343,19208,1489,1146,45,Kortney Hause,40,DEF,Wolves,Aston Villa,Aston Villa
44,46,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-77,1976,58,135,46,Tim Iroegbunam,44,MID,Wolves,Aston Villa,Aston Villa
45,47,80,Wolves,1,False,2023-10-08T13:00:00Z,1,1,8,81,0,0,0,1,0,0,0,1,0,0,0,2,6.0,14.1,0.0,2.0,1,0.00,0.00,0.00,1.05,50,-1152,11477,487,1639,47,Boubacar Kamara,50,MID,Wolves,Aston Villa,Aston Villa
46,48,80,Wolves,2,False,2023-10-08T13:00:00Z,1,1,8,90,0,0,0,1,0,0,0,0,0,0,0,11,16.4,12.1,22.0,5.1,1,0.23,0.02,0.25,1.19,45,2609,104522,9496,6887,48,Ezri Konsa Ngoyo,45,DEF,Wolves,Aston Villa,Aston Villa
47,49,80,Wolves,3,False,2023-10-08T13:00:00Z,1,1,8,90,0,0,0,1,0,0,0,0,0,2,1,18,19.4,0.0,0.0,1.9,1,0.00,0.00,0.00,1.19,49,24783,680037,57820,33037,49,Emiliano Martínez Romero,49,GKP,Wolves,Aston Villa,Aston Villa
48,50,80,Wolves,1,False,2023-10-08T13:00:00Z,1,1,8,90,0,0,0,1,0,0,0,1,0,0,0,9,10.8,54.9,4.0,7.0,1,0.09,0.17,0.26,1.19,55,12091,69776,17542,5451,50,John McGinn,55,MID,Wolves,Aston Villa,Aston Villa
49,51,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,42,-20708,183002,328,21036,51,Tyrone Mings,42,DEF,Wolves,Aston Villa,Aston Villa
50,53,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2413,79406,1548,3961,53,Robin Olsen,40,GKP,Wolves,Aston Villa,Aston Villa
51,54,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-662,7571,0,662,54,Jaden Philogene-Bidace,45,MID,Wolves,Aston Villa,Aston Villa
52,55,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,2872,10649,5563,2691,55,Jacob Ramsey,59,MID,Wolves,Aston Villa,Aston Villa
53,56,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-20,491,0,20,56,Morgan Sanson,45,MID,Wolves,Aston Villa,Aston Villa
54,57,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-14,453,0,14,57,Viljami Sinisalo,40,GKP,Wolves,Aston Villa,Aston Villa
55,58,80,Wolves,1,False,2023-10-08T13:00:00Z,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,3,0.8,1.3,0.0,0.2,0,0.00,0.00,0.00,0.14,57,-1559,55582,2122,3681,58,Youri Tielemans,57,MID,Wolves,Aston Villa,Aston Villa
56,59,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,200,1748,337,137,59,Bertrand Traoré,50,MID,Wolves,Aston Villa,Aston Villa
57,60,80,Wolves,5,False,2023-10-08T13:00:00Z,1,1,8,90,0,1,0,1,0,0,0,0,0,0,0,16,16.2,10.6,37.0,6.4,1,0.31,0.22,0.53,1.19,81,1068831,2987250,1120684,51853,60,Ollie Watkins,81,FWD,Wolves,Aston Villa,Aston Villa
58,61,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-11,595,0,11,61,Wesley Moraes Ferreira da Silva,50,FWD,Wolves,Aston Villa,Aston Villa
59,584,80,Wolves,10,False,2023-10-08T13:00:00Z,1,1,8,90,1,0,0,1,0,0,0,0,0,0,2,20,40.6,11.3,25.0,7.7,1,0.32,0.03,0.35,1.19,45,7089,222290,26732,19643,584,Pau Torres,45,DEF,Wolves,Aston Villa,Aston Villa
60,599,80,Wolves,2,False,2023-10-08T13:00:00Z,1,1,8,61,0,0,0,1,0,0,0,0,0,0,0,10,5.2,14.2,0.0,1.9,1,0.00,0.07,0.07,0.42,67,95207,1255803,313307,218100,599,Moussa Diaby,67,MID,Wolves,Aston Villa,Aston Villa
61,618,80,Wolves,0,False,2023-10-08T13:00:00Z,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,279,5789,849,570,618,Omari Kellyman,45,MID,Wolves,Aston Villa,Aston Villa
62,62,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-509,5934,0,509,62,Jaidon Anthony,49,MID,Everton,Bournemouth,Bournemouth
63,63,75,Everton,2,False,2023-10-07T14:00:00Z,3,0,8,90,0,0,0,3,0,0,0,0,0,0,0,12,21.0,13.3,15.0,4.9,1,0.10,0.18,0.28,2.71,53,2115,41321,6652,4537,63,Philip Billing,53,MID,Everton,Bournemouth,Bournemouth
64,64,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,23,0,0,0,0,0,0,0,0,0,0,0,3,2.4,4.3,0.0,0.7,0,0.00,0.02,0.02,0.51,49,-493,9892,612,1105,64,David Brooks,49,MID,Everton,Bournemouth,Bournemouth
65,65,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,45,0,0,0,2,0,0,0,0,0,0,0,2,3.0,1.8,2.0,0.7,1,0.00,0.01,0.01,0.86,50,3494,8416,5227,1733,65,Ryan Christie,50,MID,Everton,Bournemouth,Bournemouth
66,66,75,Everton,2,False,2023-10-07T14:00:00Z,3,0,8,66,0,0,0,3,0,0,0,0,0,0,0,16,14.0,15.8,0.0,3.0,1,0.00,0.07,0.07,2.20,50,151,2160,292,141,66,Lewis Cook,50,MID,Everton,Bournemouth,Bournemouth
67,67,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-14,312,0,14,67,Siriki Dembélé,45,MID,Everton,Bournemouth,Bournemouth
68,68,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-68,1319,35,103,68,Ryan Fredericks,44,DEF,Everton,Bournemouth,Bournemouth
69,69,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1237,16401,0,1237,69,James Hill,40,DEF,Everton,Bournemouth,Bournemouth
70,70,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-373,3134,70,443,70,Lloyd Kelly,45,DEF,Everton,Bournemouth,Bournemouth
71,71,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-26,7348,537,563,71,Gavin Kilkenny,44,MID,Everton,Bournemouth,Bournemouth
72,72,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,47,603,23603,3629,3026,72,Justin Kluivert,47,MID,Everton,Bournemouth,Bournemouth
73,73,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-46,1036,0,46,73,Jamal Lowe,49,MID,Everton,Bournemouth,Bournemouth
74,74,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-58,1792,87,145,74,Emiliano Marcondes,44,MID,Everton,Bournemouth,Bournemouth
75,75,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,-425,5588,31,456,75,Chris Mepham,43,DEF,Everton,Bournemouth,Bournemouth
76,76,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,24,0,0,0,0,0,0,0,0,0,0,0,4,2.4,10.7,28.0,4.1,0,0.20,0.24,0.44,0.51,47,-1106,25441,1212,2318,76,Kieffer Moore,47,FWD,Everton,Bournemouth,Bournemouth
77,77,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,90,0,0,0,3,0,0,0,1,0,5,0,19,41.2,0.0,0.0,4.1,1,0.00,0.00,0.00,2.71,45,14976,170608,30098,15122,77,Norberto Murara Neto,45,GKP,Everton,Bournemouth,Bournemouth
78,78,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,56,0,0,0,2,0,0,0,0,0,0,0,3,6.2,14.6,5.0,2.6,1,0.03,0.18,0.21,1.02,48,17,1598,200,183,78,Dango Ouattara,48,MID,Everton,Bournemouth,Bournemouth
79,79,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1,95,0,1,79,Ben Pearson,45,MID,Everton,Bournemouth,Bournemouth
80,80,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1144,51766,600,1744,80,Darren Randolph,40,GKP,Everton,Bournemouth,Bournemouth
81,81,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,45,0,0,0,1,0,0,0,0,0,0,0,2,3.4,16.6,0.0,2.0,0,0.00,0.02,0.02,1.85,49,-28,1854,46,74,81,Joe Rothwell,49,MID,Everton,Bournemouth,Bournemouth
82,82,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-13338,286084,22620,35958,82,Antoine Semenyo,45,FWD,Everton,Bournemouth,Bournemouth
83,83,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,90,0,0,0,3,0,0,0,0,0,0,0,11,21.6,1.2,2.0,2.5,1,0.00,0.03,0.03,2.71,44,77,14572,1126,1049,83,Marcos Senesi,44,DEF,Everton,Bournemouth,Bournemouth
84,84,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,85,0,0,0,3,0,0,0,0,0,0,0,13,15.4,23.3,2.0,4.1,1,0.00,0.13,0.13,2.54,44,52,1835,162,110,84,Adam Smith,44,DEF,Everton,Bournemouth,Bournemouth
85,85,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,90,0,0,0,3,0,0,0,1,0,0,0,-1,13.8,14.9,30.0,5.9,1,0.11,0.17,0.28,2.71,64,69972,291889,108743,38771,85,Dominic Solanke,64,FWD,Everton,Bournemouth,Bournemouth
86,86,75,Everton,2,False,2023-10-07T14:00:00Z,3,0,8,90,0,0,0,3,0,0,0,0,0,0,0,9,16.4,21.8,15.0,5.3,1,0.05,0.05,0.10,2.71,54,1336,4079,2073,737,86,Marcus Tavernier,54,MID,Everton,Bournemouth,Bournemouth
87,87,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-47,1838,47,94,87,Hamed Traorè,48,MID,Everton,Bournemouth,Bournemouth
88,88,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-500,10718,0,500,88,Mark Travers,40,GKP,Everton,Bournemouth,Bournemouth
89,89,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,90,0,0,0,3,0,0,0,0,0,0,0,9,14.8,0.4,8.0,2.3,1,0.21,0.00,0.21,2.71,45,904,11639,2194,1290,89,Illia Zabarnyi,45,DEF,Everton,Bournemouth,Bournemouth
90,595,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,66,0,0,0,3,0,0,0,0,0,0,0,4,11.0,0.9,2.0,1.4,1,0.02,0.00,0.02,2.20,45,447,22127,2091,1644,595,Milos Kerkez,45,DEF,Everton,Bournemouth,Bournemouth
91,607,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-143,9576,172,315,607,Ionuț Radu,44,GKP,Everton,Bournemouth,Bournemouth
92,619,75,Everton,0,False,2023-10-07T14:00:00Z,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,148,16770,1127,979,619,Ben Greenwood,40,DEF,Everton,Bournemouth,Bournemouth
93,643,75,Everton,1,False,2023-10-07T14:00:00Z,3,0,8,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.17,45,3201,23581,6083,2882,643,Max Aarons,45,DEF,Everton,Bournemouth,Bournemouth
