,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
89,89,62,Arsenal,0,True,2023-09-30T14:00:00Z,0,4,7,90,0,0,0,4,0,0,0,0,0,0,0,18,20.0,2.1,0.0,2.2,1,0.00,0.02,0.02,3.47,45,384,10351,1040,656,89,Illia Zabarnyi,45,DEF,Bournemouth,Arsenal,Bournemouth
90,595,62,Arsenal,1,True,2023-09-30T14:00:00Z,0,4,7,82,0,0,0,3,0,0,0,0,0,0,0,6,5.4,2.6,6.0,1.4,1,0.07,0.01,0.08,2.89,45,-658,21240,686,1344,595,Milos Kerkez,45,DEF,Bournemouth,Arsenal,Bournemouth
91,607,62,Arsenal,0,True,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-222,9612,120,342,607,Ionuț Radu,44,GKP,Bournemouth,Arsenal,Bournemouth
92,619,62,Arsenal,0,True,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,24,16191,925,901,619,Ben Greenwood,40,DEF,Bournemouth,Arsenal,Bournemouth
93,643,62,Arsenal,0,True,2023-09-30T14:00:00Z,0,4,7,90,0,0,0,4,0,0,0,0,0,0,0,5,0.0,13.3,6.0,1.8,1,0.00,0.13,0.13,3.47,45,628,19572,1925,1297,643,Max Aarons,45,DEF,Bournemouth,Arsenal,Bournemouth
94,644,62,Arsenal,0,True,2023-09-30T14:00:00Z,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-28,629,22,50,644,Alex Scott,49,MID,Bournemouth,Arsenal,Bournemouth
95,90,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,88,0,0,0,1,0,0,0,0,0,0,0,10,8.0,2.1,17.0,2.7,1,0.07,0.19,0.26,0.22,45,-1022,27278,1034,2056,90,Kristoffer Ajer,45,DEF,Nott'm Forest,Brentford,Brentford
96,91,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-602,21495,284,886,91,Ellery Balcombe,40,GKP,Nott'm Forest,Brentford,Brentford
97,92,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-16106,106708,72,16178,92,Shandon Baptiste,44,MID,Nott'm Forest,Brentford,Brentford
98,93,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1180,12209,0,1180,93,Mads Bech Sørensen,40,DEF,Nott'm Forest,Brentford,Brentford
99,94,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4,148,0,4,94,Mads Bidstrup,45,MID,Nott'm Forest,Brentford,Brentford
100,95,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-106,1481,0,106,95,Sergi Canós Tenés,50,MID,Nott'm Forest,Brentford,Brentford
101,96,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,12,13.8,1.8,2.0,1.8,1,0.00,0.02,0.02,0.47,45,-5288,49915,2321,7609,96,Nathan Collins,45,DEF,Nott'm Forest,Brentford,Brentford
102,97,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-26,694,0,26,97,Matthew Cox,40,GKP,Nott'm Forest,Brentford,Brentford
103,98,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-553,4988,12,565,98,Mikkel Damsgaard,49,MID,Nott'm Forest,Brentford,Brentford
104,99,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-439,3693,11,450,99,Josh Dasilva,48,MID,Nott'm Forest,Brentford,Brentford
105,100,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-42,771,0,42,100,Halil Dervişoğlu,45,FWD,Nott'm Forest,Brentford,Brentford
106,101,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,13,5.6,0.0,0.0,0.6,1,0.00,0.00,0.00,0.47,45,-22952,360006,9521,32473,101,Mark Flekken,45,GKP,Nott'm Forest,Brentford,Brentford
107,102,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-235,14099,535,770,102,Charlie Goode,40,DEF,Nott'm Forest,Brentford,Brentford
108,103,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-138813,242102,102,138915,103,Rico Henry,45,DEF,Nott'm Forest,Brentford,Brentford
109,104,67,Nott'm Forest,1,False,2023-10-01T13:00:00Z,1,1,7,68,0,0,0,1,0,0,0,1,0,0,0,0,2.0,4.7,0.0,0.7,1,0.00,0.01,0.01,0.22,45,-2717,37736,2017,4734,104,Aaron Hickey,45,DEF,Nott'm Forest,Brentford,Brentford
110,105,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,88,0,0,0,1,0,0,0,0,0,0,0,14,8.0,14.1,13.0,3.5,1,0.03,0.17,0.20,0.22,54,-147,7003,286,433,105,Vitaly Janelt,54,MID,Nott'm Forest,Brentford,Brentford
111,106,67,Nott'm Forest,6,False,2023-10-01T13:00:00Z,1,1,7,68,0,1,0,1,0,0,0,0,0,0,1,21,26.8,26.3,0.0,5.3,1,0.00,0.24,0.24,0.22,54,44860,125062,55225,10365,106,Mathias Jensen,54,MID,Nott'm Forest,Brentford,Brentford
112,107,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,74,0,0,0,1,0,0,0,0,0,0,0,8,6.2,3.8,7.0,1.7,1,0.03,0.01,0.04,0.22,48,-4,2745,178,182,107,Keane Lewis-Potter,48,MID,Nott'm Forest,Brentford,Brentford
113,108,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,15,13.6,62.3,17.0,9.3,1,0.21,0.22,0.43,0.47,69,-309512,2809604,88441,397953,108,Bryan Mbeumo,68,MID,Nott'm Forest,Brentford,Brentford
114,109,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-57302,204189,139,57441,109,Ben Mee,48,DEF,Nott'm Forest,Brentford,Brentford
115,110,67,Nott'm Forest,9,False,2023-10-01T13:00:00Z,1,1,7,90,1,0,0,1,0,0,0,0,0,0,2,28,40.2,29.5,33.0,10.3,1,0.56,0.14,0.70,0.47,55,-540,14678,757,1297,110,Christian Nørgaard,55,MID,Nott'm Forest,Brentford,Brentford
116,111,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,21,0,0,0,0,0,0,0,1,0,0,0,0,0.0,14.5,5.0,1.9,0,0.02,0.27,0.29,0.26,49,-17,1249,84,101,111,Frank Onyeka,49,MID,Nott'm Forest,Brentford,Brentford
117,112,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,14,18.6,2.9,23.0,4.5,1,0.07,0.01,0.08,0.47,45,-20571,193680,3557,24128,112,Ethan Pinnock,45,DEF,Nott'm Forest,Brentford,Brentford
118,114,67,Nott'm Forest,1,False,2023-10-01T13:00:00Z,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,7,8.8,22.3,0.0,3.1,0,0.00,0.17,0.17,0.26,44,-144,6256,305,449,114,Mads Roerslev Rasmussen,44,DEF,Nott'm Forest,Brentford,Brentford
119,115,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-8040,12802,103,8143,115,Kevin Schade,54,MID,Nott'm Forest,Brentford,Brentford
120,116,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,13291,57769,16014,2723,116,Thomas Strakosha,39,GKP,Nott'm Forest,Brentford,Brentford
121,117,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,79,-168,6918,234,402,117,Ivan Toney,79,FWD,Nott'm Forest,Brentford,Brentford
122,118,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-82,1482,0,82,118,Ryan Trevitt,45,MID,Nott'm Forest,Brentford,Brentford
123,119,67,Nott'm Forest,2,False,2023-10-01T13:00:00Z,1,1,7,90,0,0,0,1,0,0,0,0,0,0,0,5,5.4,11.4,10.0,2.7,1,0.37,0.01,0.38,0.47,60,-168677,1139780,51705,220382,119,Yoane Wissa,60,FWD,Nott'm Forest,Brentford,Brentford
124,120,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,404,68912,6020,5616,120,Yegor Yarmolyuk,44,MID,Nott'm Forest,Brentford,Brentford
125,121,67,Nott'm Forest,0,False,2023-10-01T13:00:00Z,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-280,7256,97,377,121,Mathias Jorgensen,44,DEF,Nott'm Forest,Brentford,Brentford
126,258,67,Nott'm Forest,1,False,2023-10-01T13:00:00Z,1,1,7,15,0,0,0,0,0,0,0,0,0,0,0,2,3.2,2.3,33.0,3.9,0,0.26,0.01,0.27,0.26,49,-3827,70645,3704,7531,258,Neal Maupay,49,FWD,Nott'm Forest,Brentford,Brentford
127,620,67,Nott'm Forest,1,False,2023-10-01T13:00:00Z,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,5.0,0.6,0,0.08,0.00,0.08,0.26,45,158,2321,362,204,620,Michael Olakigbe,45,MID,Nott'm Forest,Brentford,Brentford
128,122,61,Aston Villa,1,False,2023-09-30T11:30:00Z,6,1,7,28,0,0,0,3,0,0,0,0,0,0,0,-2,2.2,0.8,9.0,1.2,0,0.03,0.00,0.03,0.43,50,-757,31169,2948,3705,122,Simon Adingra,50,MID,Aston Villa,Brighton,Brighton
129,123,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-967,7570,0,967,123,Steven Alzate,44,MID,Aston Villa,Brighton,Brighton
130,124,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-219,2368,0,219,124,Yasin Ayari,45,MID,Aston Villa,Brighton,Brighton
131,125,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-66,3544,181,247,125,Facundo Buonanotte,48,MID,Aston Villa,Brighton,Brighton
132,127,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-140,2393,0,140,127,Aaron Connolly,45,FWD,Aston Villa,Brighton,Brighton
133,128,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,1137,11215,1952,815,128,Mahmoud Dahoud,48,MID,Aston Villa,Brighton,Brighton
134,129,61,Aston Villa,-2,False,2023-09-30T11:30:00Z,6,1,7,90,0,0,0,6,0,0,0,1,0,0,0,11,23.4,3.9,2.0,2.9,1,0.00,0.16,0.16,1.58,50,-17719,358030,13748,31467,129,Lewis Dunk,50,DEF,Aston Villa,Brighton,Brighton
135,130,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,52,-12634,69296,143,12777,130,Julio Enciso,51,MID,Aston Villa,Brighton,Brighton
136,131,61,Aston Villa,-2,False,2023-09-30T11:30:00Z,6,1,7,45,0,0,0,3,1,0,0,0,0,0,0,-8,2.0,1.1,17.0,2.0,1,0.49,0.02,0.51,1.15,53,-83127,6171122,112873,196000,131,Pervis Estupiñán,53,DEF,Aston Villa,Brighton,Brighton
137,132,61,Aston Villa,1,False,2023-09-30T11:30:00Z,6,1,7,45,0,0,0,3,0,0,0,0,0,0,0,-3,0.0,1.7,0.0,0.0,1,0.00,0.00,0.00,1.15,60,-28049,779047,75147,103196,132,Evan Ferguson,60,FWD,Aston Villa,Brighton,Brighton
138,133,61,Aston Villa,2,False,2023-09-30T11:30:00Z,6,1,7,90,0,0,0,6,0,0,0,0,0,0,0,18,15.0,28.5,1.0,4.5,1,0.03,0.24,0.27,1.58,49,20229,58517,25758,5529,133,Billy Gilmour,49,MID,Aston Villa,Brighton,Brighton
139,134,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-108944,175650,1335,110279,134,Pascal Groß,63,MID,Aston Villa,Brighton,Brighton
140,135,61,Aston Villa,4,False,2023-09-30T11:30:00Z,6,1,7,45,0,1,0,3,0,0,0,0,0,0,0,16,21.8,22.6,13.0,5.7,0,0.04,0.76,0.80,0.43,54,-118959,1071472,60792,179751,135,João Pedro Junqueira de Jesus,53,FWD,Aston Villa,Brighton,Brighton
141,136,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-64,1630,0,64,136,Michał Karbownik,40,DEF,Aston Villa,Brighton,Brighton
142,137,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4,137,0,4,137,Kacper Kozłowski,45,MID,Aston Villa,Brighton,Brighton
143,138,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-452,5296,355,807,138,Adam Lallana,49,MID,Aston Villa,Brighton,Brighton
144,139,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,45,0,0,0,3,0,0,0,0,0,0,0,14,8.0,1.8,0.0,1.0,0,0.00,0.00,0.00,0.43,39,60067,737628,102402,42335,139,Tariq Lamptey,39,DEF,Aston Villa,Brighton,Brighton
145,140,61,Aston Villa,2,False,2023-09-30T11:30:00Z,6,1,7,61,0,0,0,3,0,0,0,0,0,0,0,6,6.8,5.3,4.0,1.6,1,0.34,0.13,0.47,1.15,64,-148027,705829,23616,171643,140,Solly March,64,MID,Aston Villa,Brighton,Brighton
146,141,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,58,22224,980,922,141,Tom McGill,39,GKP,Aston Villa,Brighton,Brighton
147,142,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-2816,14905,45,2861,142,James Milner,48,MID,Aston Villa,Brighton,Brighton
148,143,61,Aston Villa,1,False,2023-09-30T11:30:00Z,6,1,7,90,0,0,0,6,0,0,0,1,0,0,0,-3,5.0,28.7,17.0,5.1,1,0.08,0.08,0.16,1.58,66,380149,4427304,489528,109379,143,Kaoru Mitoma,66,MID,Aston Villa,Brighton,Brighton
149,144,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,108,7911,891,783,144,Jakub Moder,44,MID,Aston Villa,Brighton,Brighton
150,146,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-54,1052,0,54,146,Jeremy Sarmiento Morante,45,MID,Aston Villa,Brighton,Brighton
151,147,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-2,78,0,2,147,Kjell Scherpen,40,GKP,Aston Villa,Brighton,Brighton
152,148,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,90,0,0,0,6,0,0,0,0,0,4,0,16,36.6,0.0,0.0,3.7,1,0.00,0.00,0.00,1.58,44,-37070,323119,3602,40672,148,Jason Steele,44,GKP,Aston Villa,Brighton,Brighton
153,149,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-79,1685,0,79,149,Deniz Undav,55,FWD,Aston Villa,Brighton,Brighton
154,150,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6891,179193,6129,13020,150,Jan Paul van Hecke,40,DEF,Aston Villa,Brighton,Brighton
155,151,61,Aston Villa,-1,False,2023-09-30T11:30:00Z,6,1,7,90,0,0,0,6,0,0,0,0,0,0,0,22,21.4,12.8,2.0,3.6,1,0.00,0.14,0.14,1.58,44,-1051,85319,6494,7545,151,Joël Veltman,44,DEF,Aston Villa,Brighton,Brighton
156,152,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-448,39576,1713,2161,152,Bart Verbruggen,44,GKP,Aston Villa,Brighton,Brighton
157,153,61,Aston Villa,-1,False,2023-09-30T11:30:00Z,6,1,7,90,0,0,0,6,0,0,0,0,0,0,0,13,23.8,1.5,0.0,2.5,1,0.00,0.01,0.01,1.58,44,-487,23282,952,1439,153,Adam Webster,44,DEF,Aston Villa,Brighton,Brighton
158,154,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,45,0,0,0,3,0,0,0,1,0,0,0,-2,3.2,2.3,0.0,0.6,1,0.00,0.01,0.01,1.15,58,3687,113364,16095,12408,154,Danny Welbeck,58,FWD,Aston Villa,Brighton,Brighton
159,155,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-7602,72464,0,7602,155,Andi Zeqiri,44,FWD,Aston Villa,Brighton,Brighton
160,606,61,Aston Villa,0,False,2023-09-30T11:30:00Z,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,43,221,10339,913,692,606,Igor Julio dos Santos de Paulo,43,DEF,Aston Villa,Brighton,Brighton
161,621,61,Aston Villa,2,False,2023-09-30T11:30:00Z,6,1,7,85,0,0,0,5,0,0,0,0,0,0,0,12,6.2,22.8,2.0,3.1,1,0.00,0.02,0.02,1.28,45,26,1653,164,138,621,Jack Hinshelwood,45,MID,Aston Villa,Brighton,Brighton
162,156,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-599,12157,468,1067,156,Enock Agyei,44,MID,Newcastle,Burnley,Burnley
163,157,15,Luton,2,False,2023-10-03T18:30:00Z,1,2,7,90,0,0,0,1,0,0,0,0,0,0,0,9,13.2,0.1,0.0,1.3,1,0.00,0.00,0.00,1.31,40,13979,79963,18830,4851,157,Ameen Al-Dakhil,40,DEF,Newcastle,Burnley,Burnley
164,158,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-280,1881,0,280,158,Samuel Bastien,49,MID,Newcastle,Burnley,Burnley
165,159,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-1061,9117,189,1250,159,Manuel Benson Hedilazio,53,MID,Newcastle,Burnley,Burnley
166,160,15,Luton,2,False,2023-10-03T18:30:00Z,1,2,7,90,0,0,0,1,0,0,0,0,0,0,0,14,25.0,1.2,0.0,2.6,1,0.00,0.01,0.01,1.31,40,-9477,285996,8748,18225,160,Jordan Beyer,40,DEF,Newcastle,Burnley,Burnley
167,161,15,Luton,2,False,2023-10-03T18:30:00Z,1,2,7,90,0,0,0,1,0,0,0,0,0,0,0,13,10.2,44.7,12.0,6.7,1,0.10,0.41,0.51,1.31,48,4679,22264,6320,1641,161,Josh Brownhill,48,MID,Newcastle,Burnley,Burnley
168,162,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-195,1984,16,211,162,Darko Churlinov,44,MID,Newcastle,Burnley,Burnley
169,163,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-58,2305,50,108,163,Jack Cork,48,MID,Newcastle,Burnley,Burnley
170,164,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-120,1309,0,120,164,Dara Costelloe,45,MID,Newcastle,Burnley,Burnley
171,165,15,Luton,2,False,2023-10-03T18:30:00Z,1,2,7,90,0,0,0,1,0,0,0,0,0,0,0,16,18.6,6.5,8.0,3.3,1,0.03,0.05,0.08,1.31,50,2984,10722,3508,524,165,Josh Cullen,50,MID,Newcastle,Burnley,Burnley
172,166,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,258,21714,1973,1715,166,CJ Egan-Riley,39,DEF,Newcastle,Burnley,Burnley
173,167,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,39,-1014,13048,302,1316,167,Hjalmar Ekdal,39,DEF,Newcastle,Burnley,Burnley
174,168,15,Luton,9,False,2023-10-03T18:30:00Z,1,2,7,79,1,0,1,0,0,0,0,0,0,0,3,28,37.8,3.3,22.0,6.3,1,0.47,0.04,0.51,1.12,50,-15950,59280,2509,18459,168,Lyle Foster,50,FWD,Newcastle,Burnley,Burnley
175,169,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-419,12687,165,584,169,Denis Franchi,39,GKP,Newcastle,Burnley,Burnley
176,170,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-290,2960,128,418,170,Jóhann Berg Gudmundsson,49,MID,Newcastle,Burnley,Burnley
177,171,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-82,1391,0,82,171,Luke McNally,40,DEF,Newcastle,Burnley,Burnley
178,172,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-853,17579,101,954,172,Arijanet Muric,44,GKP,Newcastle,Burnley,Burnley
179,173,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-522,18711,549,1071,173,Dara O'Shea,44,DEF,Newcastle,Burnley,Burnley
180,174,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-130,2555,107,237,174,Michael Obafemi,49,FWD,Newcastle,Burnley,Burnley
181,175,15,Luton,0,False,2023-10-03T18:30:00Z,1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-39,1242,0,39,175,Bailey Peacock-Farrell,40,GKP,Newcastle,Burnley,Burnley
182,176,15,Luton,4,False,2023-10-03T18:30:00Z,1,2,7,90,0,1,0,1,0,0,0,1,0,0,0,22,35.2,21.9,2.0,5.9,1,0.00,0.02,0.02,1.31,44,3726,28499,4989,1263,176,Connor Roberts,44,DEF,Newcastle,Burnley,Burnley
