,season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,name
322,2021/22,60689,70,63,91,2694,5,0,6,41,0,0,0,1,0,0,8,228,274.8,265.4,784.0,130.5,Chris Wood
323,2021/22,67089,45,44,96,2340,0,0,8,35,0,0,0,1,0,73,9,465,590.8,20.0,0.0,61.1,Martin Dubravka
324,2021/22,75115,75,71,75,1386,8,0,3,32,0,0,0,4,0,0,14,220,319.8,127.3,494.0,92.4,Callum Wilson
325,2021/22,77794,50,49,28,429,2,0,1,5,0,0,0,0,0,0,3,101,164.8,128.3,14.0,30.8,Kieran Trippier
326,2021/22,78916,45,44,92,2461,1,1,9,30,0,0,0,8,0,0,6,454,594.0,83.8,264.0,94.0,Dan Burn
327,2021/22,90105,55,51,78,1459,2,5,5,23,0,0,0,3,0,0,8,263,250.2,428.1,324.0,99.2,Ryan Fraser
328,2021/22,101148,45,44,47,2055,1,1,3,44,2,0,0,5,0,0,2,284,418.4,46.4,280.0,74.2,Jamaal Lascelles
329,2021/22,104547,55,52,7,34,0,0,0,0,0,0,0,1,0,0,0,22,4.2,24.2,13.0,4.1,Dwight Gayle
330,2021/22,106618,45,45,7,197,0,0,1,1,0,0,0,2,0,0,0,28,24.2,1.9,0.0,2.6,Paul Dummett
331,2021/22,109528,40,39,38,1258,1,3,1,27,0,0,0,5,0,0,0,206,244.2,65.4,64.0,37.7,Javier Manquillo Gaitán
332,2021/22,111773,45,43,58,1636,0,1,6,20,0,0,0,5,0,0,3,262,270.4,102.7,54.0,42.9,Emil Krafth
333,2021/22,114243,50,46,62,1457,1,4,2,35,0,0,0,4,0,0,0,215,267.8,282.0,281.0,82.8,Jacob Murphy
334,2021/22,119471,45,41,88,2158,2,2,6,32,0,0,0,4,0,0,10,383,465.2,115.9,234.0,81.7,Fabian Schär
335,2021/22,169359,50,47,101,2871,1,2,9,47,1,0,0,3,0,0,7,530,587.4,635.1,184.0,140.7,Matt Targett
336,2021/22,170137,65,67,116,2804,5,7,9,54,0,0,0,6,0,0,15,394,575.8,671.5,862.0,211.3,Allan Saint-Maximin
337,2021/22,179018,55,50,59,1706,1,0,6,32,0,0,0,2,0,0,0,228,227.2,240.9,347.0,81.8,Miguel Almirón Rejala
338,2021/22,180135,45,43,48,1458,1,1,2,29,0,0,0,1,0,0,1,206,246.0,116.6,93.0,45.7,Sean Longstaff
339,2021/22,180974,60,59,83,2554,4,2,7,46,0,0,0,8,0,0,7,323,529.6,386.6,583.0,149.5,Joelinton Cássio Apolinário de Lira
340,2021/22,194799,45,42,10,261,0,0,1,4,0,0,0,1,0,0,0,39,39.4,13.8,2.0,5.6,Jamal Lewis
341,2021/22,200089,60,53,79,2037,2,3,6,37,0,0,0,0,0,0,3,248,320.4,243.2,449.0,101.3,Joe Willock
342,2021/22,208706,50,50,67,1031,5,1,4,13,0,0,0,4,0,0,11,245,407.6,190.9,323.0,92.3,Bruno Guimarães Rodriguez Moura
343,2021/22,83314,50,48,8,69,1,0,0,3,0,0,0,0,0,0,0,25,38.8,12.1,9.0,6.0,Jeff Hendrick
344,2021/22,98747,55,53,130,3240,0,0,9,47,0,0,0,1,0,120,12,683,902.8,20.0,0.0,92.4,Nick Pope
345,2021/22,215136,40,38,4,7,0,1,0,0,0,0,0,0,0,0,0,17,18.2,11.1,2.0,3.1,Neco Williams
346,2018/19,48615,50,49,48,1999,0,1,7,39,0,0,0,10,0,0,0,225,230.6,188.8,170.0,58.9,Harry Arter
347,2019/20,56917,50,50,52,2427,1,0,3,48,0,0,0,6,1,0,5,362,557.2,51.5,159.0,77.2,Steve Cook
348,2019/20,58771,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Jack Colback
349,2017/18,168172,45,43,11,217,1,0,0,5,0,0,0,1,0,0,0,28,50.6,20.0,47.0,11.8,Joe Lolley
350,2019/20,209925,45,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Xande Nascimento da Costa Silva
351,2019/20,217331,45,43,4,25,0,0,0,2,0,0,0,0,0,0,0,3,3.4,10.6,24.0,3.4,Sam Surridge
352,2021/22,172649,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Dean Henderson
353,2021/22,20066,45,45,4,180,0,0,0,6,0,0,0,0,0,8,0,37,62.8,30.0,0.0,9.3,Wayne Hennessey
354,2021/22,109322,70,67,29,354,2,0,0,13,0,0,0,1,0,0,1,105,115.8,109.5,102.0,32.7,Jesse Lingard
355,2021/22,514356,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Roméo Lavia
356,2021/22,20467,60,58,12,376,0,0,0,8,0,0,0,0,0,0,0,28,13.6,19.2,70.0,9.7,Theo Walcott
357,2021/22,58376,45,43,55,1530,0,0,5,27,0,0,0,1,0,44,3,286,334.4,10.0,0.0,34.5,Alex McCarthy
358,2021/22,78056,45,45,88,2890,2,2,7,52,0,0,0,9,0,0,6,487,540.6,525.2,247.0,131.5,Oriol Romeu Vidal
359,2021/22,83283,60,59,79,1827,1,6,4,33,0,0,0,0,0,0,6,313,333.6,516.0,310.0,116.0,Nathan Redmond
360,2021/22,88900,45,44,12,810,0,0,1,19,0,0,0,3,0,0,0,135,192.8,48.2,6.0,24.8,Jack Stephens
361,2021/22,91047,60,58,57,1465,2,1,3,30,0,0,0,1,0,0,3,239,266.2,384.0,377.0,102.7,Stuart Armstrong
362,2021/22,96787,55,54,90,2039,4,3,8,35,0,0,0,4,0,0,6,243,393.4,373.0,719.0,148.4,Mohamed Elyounoussi
363,2021/22,101178,65,64,159,3215,10,5,7,65,0,0,0,3,1,0,21,769,970.0,1170.6,413.0,255.5,James Ward-Prowse
364,2021/22,155511,60,57,57,1409,2,3,4,31,0,0,0,1,0,0,3,150,179.2,180.2,575.0,92.7,Adam Armstrong
365,2021/22,158534,50,48,82,2630,1,3,6,49,0,0,0,5,0,0,7,481,481.8,376.9,425.0,128.0,Kyle Walker-Peters
366,2021/22,171771,45,44,94,2629,4,0,7,52,1,0,0,10,0,0,15,499,699.6,88.1,321.0,111.2,Jan Bednarek
367,2021/22,200439,70,65,103,2034,7,4,5,40,0,0,0,0,0,0,11,333,425.8,337.7,804.0,156.8,Che Adams
368,2021/22,203389,50,47,29,802,0,2,1,18,0,0,0,2,0,0,0,81,79.4,102.2,138.0,31.7,Nathan Tella
369,2021/22,212721,45,44,19,906,0,0,1,20,0,0,0,2,0,0,1,155,202.8,35.6,58.0,29.6,Lyanco Silveira Neves Vojnovic
370,2021/22,213482,40,39,9,369,0,0,1,7,0,0,0,0,0,0,0,62,70.8,20.4,2.0,9.3,Yan Valery
371,2021/22,214466,45,45,5,132,0,0,0,5,0,0,0,0,0,0,0,25,7.2,15.7,8.0,3.1,Will Smallbone
372,2021/22,240143,45,45,44,1016,0,3,1,21,0,0,0,1,0,0,3,187,177.6,209.6,79.0,46.6,Ibrahima Diallo
373,2021/22,244560,50,48,38,1621,0,1,3,33,0,0,0,3,0,0,1,189,195.2,152.7,178.0,52.4,Romain Perraud
374,2021/22,431131,55,52,13,452,0,0,1,10,0,0,0,3,0,0,0,21,45.2,88.2,130.0,26.1,Moussa Djenepo
375,2021/22,441191,40,42,80,2200,1,2,7,42,0,0,0,2,0,0,7,440,437.2,327.4,221.0,98.8,Tino Livramento
376,2021/22,450527,45,45,58,2971,0,0,6,58,1,0,0,8,1,0,4,478,730.2,139.6,330.0,119.7,Mohammed Salisu
377,2021/22,20310,45,42,2,180,0,0,0,5,0,0,0,1,0,6,0,23,53.2,0.0,0.0,5.4,Willy Caballero
378,2021/22,37915,55,55,158,3420,0,0,16,40,0,0,0,2,0,97,11,703,746.2,23.0,0.0,76.9,Hugo Lloris
379,2021/22,40383,45,44,57,1710,0,0,3,35,0,0,0,1,0,68,6,330,559.8,0.0,0.0,56.2,Fraser Forster
380,2021/22,78830,125,125,192,3231,17,11,14,40,0,0,0,5,0,0,23,684,1036.4,674.0,1798.0,350.4,Harry Kane
381,2021/22,85971,100,112,258,3009,23,10,18,30,0,0,0,2,0,0,27,819,1201.8,1051.5,1296.0,355.4,Son Heung-min
382,2021/22,87835,50,45,67,871,2,5,3,11,0,0,0,0,0,0,8,255,279.6,224.4,291.0,79.6,Matt Doherty
383,2021/22,93264,45,47,132,3071,0,1,16,30,1,0,0,1,0,0,7,680,727.4,117.1,195.0,104.0,Eric Dier
384,2021/22,95715,65,59,87,1763,2,6,8,21,0,0,0,4,0,0,4,324,390.8,490.0,431.0,131.1,Lucas Rodrigues Moura da Silva
385,2021/22,115556,45,45,105,2537,1,2,12,30,0,0,0,6,0,0,3,490,501.4,203.5,254.0,96.2,Ben Davies
386,2021/22,132015,50,48,109,3196,2,3,16,34,0,0,0,3,0,0,6,616,716.0,439.2,323.0,147.9,Pierre-Emile Højbjerg
387,2021/22,157668,45,44,33,904,0,2,1,15,0,0,0,2,0,0,1,175,168.6,198.6,20.0,38.8,Harry Winks
388,2021/22,173904,45,42,93,1626,2,1,10,16,0,0,0,4,0,0,8,417,421.4,94.3,186.0,70.2,Davinson Sánchez
389,2021/22,184349,45,44,56,1046,0,3,6,11,0,0,0,2,0,0,3,231,171.0,204.9,137.0,51.3,Ryan Sessegnon
390,2021/22,194252,60,59,55,548,3,2,3,6,0,0,0,1,0,0,3,138,164.8,111.6,275.0,55.1,Steven Bergwijn
391,2021/22,199249,50,50,104,1914,2,4,9,25,0,0,0,4,0,0,9,438,468.8,459.9,362.0,129.3,Sergio Reguilón
392,2021/22,199584,45,42,29,735,0,0,5,11,0,0,0,2,1,0,0,133,118.0,48.1,108.0,27.5,Japhet Tanganga
393,2021/22,202993,50,49,52,1360,0,4,9,12,0,0,0,5,0,0,4,266,322.8,244.8,122.0,68.9,Rodrigo Bentancur
394,2021/22,209042,45,44,34,1346,0,0,8,13,0,0,0,6,0,0,0,180,183.8,151.5,39.0,37.4,Oliver Skipp
395,2021/22,214225,45,42,3,87,0,0,0,3,0,0,0,0,0,0,0,17,19.6,0.7,0.0,2.0,Joe Rodon
396,2021/22,221632,50,48,63,1844,1,0,5,25,0,0,0,8,0,0,10,385,498.8,98.9,102.0,69.9,Cristian Romero
397,2021/22,227127,45,44,66,2110,1,2,7,28,0,0,0,10,0,0,9,351,429.2,169.3,126.0,72.4,Yves Bissouma
398,2021/22,241157,50,46,102,2282,1,1,10,26,0,0,0,5,0,0,8,489,463.0,448.9,298.0,121.1,Emerson Leite de Souza Junior
399,2021/22,445044,60,63,99,1259,5,9,9,11,0,0,0,3,0,0,8,343,425.2,368.7,442.0,123.3,Dejan Kulusevski
400,2021/22,490145,45,45,1,3,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.1,Dane Scarlett
401,2021/22,448791,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Harvey White
402,2021/22,214572,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Brandon Austin
403,2021/22,496179,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Alfie Devine
404,2019/20,447235,45,43,2,6,0,0,0,0,0,0,0,0,0,0,0,6,0.2,0.1,0.0,0.0,Troy Parrott
405,2021/22,212319,75,76,125,2522,10,6,7,46,0,0,0,9,0,0,19,413,651.4,383.7,1010.0,203.9,Richarlison de Andrade
406,2021/22,37096,50,50,136,3330,0,0,8,50,0,3,0,2,0,114,9,661,918.6,0.0,0.0,91.8,Lukasz Fabianski
407,2021/22,40669,50,49,40,921,1,0,3,11,0,0,0,1,0,0,6,182,167.0,5.3,67.0,24.0,Angelo Ogbonna
408,2021/22,55459,55,54,115,2726,2,4,7,38,0,0,0,3,0,0,17,578,589.2,545.7,187.0,132.4,Aaron Cresswell
409,2021/22,57531,75,73,140,2975,10,10,7,43,0,0,1,6,1,0,14,441,649.2,615.6,1274.0,252.7,Michail Antonio
410,2021/22,60232,50,49,90,2752,2,3,6,43,0,0,0,4,1,0,1,466,712.0,62.4,389.0,116.6,Craig Dawson
411,2021/22,86934,60,56,92,1777,5,3,4,29,0,0,0,2,0,0,8,440,425.4,373.5,201.0,100.3,Manuel Lanzini
412,2021/22,103192,55,54,66,2078,1,0,5,29,1,0,0,1,0,0,5,388,506.0,33.3,131.0,67.2,Kurt Zouma
413,2021/22,105717,45,44,29,645,1,1,1,12,0,0,0,1,0,0,3,145,178.2,57.2,39.0,27.5,Arthur Masuaku
414,2021/22,164555,50,47,70,2207,0,4,6,36,1,0,0,3,1,0,3,384,433.2,359.9,167.0,95.8,Vladimir Coufal
415,2021/22,172841,60,59,138,2162,8,6,9,27,0,0,0,0,0,0,15,441,561.0,476.4,737.0,177.6,Saïd Benrahma
416,2021/22,178186,65,69,206,2987,12,17,8,46,0,0,0,6,0,0,24,586,822.2,627.2,1223.0,267.4,Jarrod Bowen
417,2021/22,180151,60,56,30,549,1,0,1,10,0,0,0,0,0,0,0,98,85.4,122.8,115.0,32.3,Nikola Vlasic
418,2021/22,204480,50,50,95,3178,1,4,8,49,0,0,0,8,0,0,7,595,773.4,401.8,288.0,146.8,Declan Rice
419,2021/22,215439,60,57,114,3061,5,1,6,46,0,0,0,3,0,0,14,485,662.0,300.1,690.0,165.6,Tomas Soucek
420,2021/22,217593,60,59,117,2795,6,4,8,38,0,0,0,4,0,0,5,480,574.8,719.5,532.0,182.7,Pablo Fornals Malla
421,2021/22,219924,45,42,30,961,0,1,2,19,0,0,0,0,0,0,2,203,225.6,21.3,44.0,29.1,Issa Diop
422,2021/22,222018,40,39,48,1397,1,0,3,18,0,0,0,1,0,0,1,235,307.2,176.4,39.0,52.3,Ben Johnson
423,2021/22,84182,50,47,2,90,0,0,0,1,0,0,0,0,0,2,0,11,20.4,0.0,0.0,2.0,Alphonse Areola
424,2021/22,90585,50,49,17,900,0,0,1,20,0,0,0,1,0,0,0,165,195.4,18.1,29.0,24.3,Willy Boly
425,2021/22,94147,45,47,138,3361,4,0,11,43,0,0,0,4,0,0,10,688,781.0,45.4,202.0,103.2,Conor Coady
426,2021/22,102057,75,75,101,2630,6,5,11,32,0,0,0,5,2,0,11,266,470.8,506.7,746.0,171.2,Raúl Jiménez
427,2021/22,114128,45,45,38,1022,2,0,2,22,0,0,0,1,0,0,2,178,229.8,174.2,144.0,54.9,Jonathan Castro Otto
428,2021/22,149065,50,52,146,3285,0,1,11,40,1,0,0,3,0,121,11,722,947.0,30.0,0.0,97.5,José Malheiro de Sá
429,2021/22,151589,50,46,76,1945,2,3,5,29,0,0,0,4,0,0,5,308,348.6,180.0,279.0,80.9,Leander Dendoncker
430,2021/22,171317,55,52,95,2659,4,2,9,34,0,0,0,9,0,0,7,509,629.6,436.7,237.0,130.4,Rúben da Silva Neves
431,2021/22,184754,55,54,81,1811,5,1,7,22,0,0,0,2,0,0,11,288,322.2,268.3,481.0,106.7,Hwang Hee-chan
432,2021/22,200402,50,48,94,2131,0,1,9,18,0,0,0,1,0,0,9,412,346.2,289.3,266.0,90.3,Nélson Cabral Semedo
433,2021/22,200600,55,55,70,1475,2,3,9,12,0,0,0,2,0,0,2,257,328.6,493.0,459.0,128.2,Daniel Castelo Podence
434,2021/22,214048,45,45,106,2688,1,1,10,25,0,0,0,3,0,0,5,536,587.8,68.8,207.0,86.5,Max Kilman
435,2021/22,245923,45,44,7,179,0,0,1,1,0,0,0,0,0,0,0,32,17.0,32.0,2.0,5.1,Luke Cundle
436,2021/22,247632,65,62,22,459,1,1,0,14,0,0,0,3,0,0,0,88,103.4,205.1,219.0,52.6,Pedro Lomba Neto
437,2021/22,448514,45,41,87,1826,1,4,7,26,0,0,0,4,0,0,10,367,390.8,323.2,174.0,89.1,Rayan Aït-Nouri
438,2021/22,449988,60,56,30,562,0,1,0,7,0,0,0,0,0,0,0,43,21.0,48.3,262.0,32.0,Fabio Silva
439,2021/22,510362,45,44,6,360,0,0,0,6,0,0,0,1,0,0,0,52,87.0,4.5,28.0,12.0,Toti António Gomes
440,2021/22,510363,55,55,20,203,0,3,0,5,0,0,0,0,0,0,2,67,99.4,83.4,118.0,30.1,Francisco Jorge Tomás Oliveira
441,2021/22,159533,60,56,44,1069,1,1,5,10,0,0,0,0,0,0,0,168,192.0,271.1,300.0,76.6,Adama Traoré Diarra
442,2020/21,216208,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Matija Šarkić
443,2021/22,222531,45,45,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.7,24.0,2.1,Morgan Gibbs-White
444,2021/22,501837,45,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Yerson Mosquera Valdelamar
445,2021/22,19624,50,49,96,2970,2,1,11,40,0,0,0,4,0,0,8,511,527.8,660.9,144.0,133.2,João Filipe Iria Santos Moutinho
446,2021/22,432830,45,43,55,1670,2,0,5,26,0,0,0,2,1,0,1,272,436.0,78.2,254.0,77.0,Nathan Collins
