index,name,team,points,value
Alexander Isak2023-09-30T14:00:00Z,Alexander Isak,Newcastle,3.290699941344507,76
Anthony Martial2023-09-30T14:00:00Z,Anthony Martial,Man Utd,2.5189319736710694,65
Antoine Semenyo2023-09-30T14:00:00Z,Antoine Semenyo,Bournemouth,1.8914919311438432,45
Bénie Traoré2023-09-30T14:00:00Z,Bénie Traoré,Sheffield Utd,1.8276093865022927,53
Callum Wilson2023-09-30T14:00:00Z,Callum Wilson,Newcastle,4.6011451799908345,78
Cameron Archer2023-09-30T14:00:00Z,Cameron Archer,Sheffield Utd,2.646148946670177,45
Carlos Vinícius Alves Morais2023-10-02T19:00:00Z,Carlos Vinícius Alves Morais,Fulham,2.1182483832027335,48
Carlton Morris2023-09-30T14:00:00Z,Carlton Morris,Luton,2.389676793751362,55
Chris Wood2023-10-01T13:00:00Z,Chris Wood,Nott'm Forest,2.0457573034581094,50
Cody Gakpo2023-09-30T16:30:00Z,Cody Gakpo,Liverpool,3.019873397507966,73
Danny Ings2023-09-30T14:00:00Z,Danny Ings,West Ham,1.7308793619367213,57
Danny Welbeck2023-09-30T11:30:00Z,Danny Welbeck,Brighton,3.096851575383959,58
Darwin Núñez Ribeiro2023-09-30T16:30:00Z,Darwin Núñez Ribeiro,Liverpool,3.4148643282379134,74
Dominic Calvert-Lewin2023-09-30T14:00:00Z,Dominic Calvert-Lewin,Everton,2.3115652732038257,58
Dominic Solanke2023-09-30T14:00:00Z,Dominic Solanke,Bournemouth,3.6534617716364983,64
Eddie Nketiah2023-09-30T14:00:00Z,Eddie Nketiah,Arsenal,3.1436657823667664,55
Elijah Adebayo2023-09-30T14:00:00Z,Elijah Adebayo,Luton,1.802597746579995,48
Erling Haaland2023-09-30T14:00:00Z,Erling Haaland,Man City,6.960481614965731,141
Evan Ferguson2023-09-30T11:30:00Z,Evan Ferguson,Brighton,2.9664872186070257,60
Fábio Silva2023-09-30T14:00:00Z,Fábio Silva,Wolves,1.776969027409343,54
Gabriel Fernando de Jesus2023-09-30T14:00:00Z,Gabriel Fernando de Jesus,Arsenal,3.1753191176869824,79
Jean-Philippe Mateta2023-09-30T14:00:00Z,Jean-Philippe Mateta,Crystal Palace,1.8658241391331245,49
Jhon Durán2023-09-30T11:30:00Z,Jhon Durán,Aston Villa,2.1240238807877008,50
João Pedro Junqueira de Jesus2023-09-30T11:30:00Z,João Pedro Junqueira de Jesus,Brighton,2.830003302138512,54
Julián Álvarez2023-09-30T14:00:00Z,Julián Álvarez,Man City,4.066550832711201,70
Lyle Foster2023-09-30T14:00:00Z,Lyle Foster,Burnley,2.12807878830912,50
Matheus Santos Carneiro Da Cunha2023-09-30T14:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,2.11383730119374,55
Michail Antonio2023-09-30T14:00:00Z,Michail Antonio,West Ham,2.8763176607534326,59
Nicolas Jackson2023-10-02T19:00:00Z,Nicolas Jackson,Chelsea,2.7382572291204568,70
Norberto Bercique Gomes Betuncal2023-09-30T14:00:00Z,Norberto Bercique Gomes Betuncal,Everton,2.9163412374373774,60
Odsonne Edouard2023-09-30T14:00:00Z,Odsonne Edouard,Crystal Palace,3.277151664086547,56
Oliver McBurnie2023-09-30T14:00:00Z,Oliver McBurnie,Sheffield Utd,2.360486202131741,54
Ollie Watkins2023-09-30T11:30:00Z,Ollie Watkins,Aston Villa,4.313747597150707,79
Rasmus Højlund2023-09-30T14:00:00Z,Rasmus Højlund,Man Utd,3.1163460318858243,71
Raúl Jiménez2023-10-02T19:00:00Z,Raúl Jiménez,Fulham,3.0075362133360333,54
Taiwo Awoniyi2023-10-01T13:00:00Z,Taiwo Awoniyi,Nott'm Forest,3.4256584827990917,66
Yoane Wissa2023-10-01T13:00:00Z,Yoane Wissa,Brentford,2.952275473969137,60
Zeki Amdouni2023-09-30T14:00:00Z,Zeki Amdouni,Burnley,1.8084697935707912,54
