index,name,team,points,value
Aaron Ramsdale2023-09-30T14:00:00Z,Aaron Ramsdale,Arsenal,2.8385922611466268,49
Alisson Ramses Becker2023-09-30T16:30:00Z,Alisson Ramses Becker,Liverpool,3.067803921942726,55
Alphonse Areola2023-09-30T14:00:00Z,Alphonse Areola,West Ham,3.750878277569021,42
André Onana2023-09-30T14:00:00Z,André Onana,Man Utd,3.637382455501419,49
Bart Verbruggen2023-09-30T11:30:00Z,Bart Verbruggen,Brighton,2.911803822861218,44
Bernd Leno2023-10-02T19:00:00Z,Bernd Leno,Fulham,3.6127052645872237,46
David Raya Martin2023-09-30T14:00:00Z,David Raya Martin,Arsenal,3.573795080334112,48
Ederson Santana de Moraes2023-09-30T14:00:00Z,Ederson Santana de Moraes,Man City,3.9663552123030517,56
Emiliano Martínez Romero2023-09-30T11:30:00Z,Emiliano Martínez Romero,Aston Villa,3.2356632675358394,49
Guglielmo Vicario2023-09-30T16:30:00Z,Guglielmo Vicario,Spurs,3.4394722880812756,51
James Trafford2023-09-30T14:00:00Z,James Trafford,Burnley,1.3320209049643321,45
Jordan Pickford2023-09-30T14:00:00Z,Jordan Pickford,Everton,4.224045998882999,44
José Malheiro de Sá2023-09-30T14:00:00Z,José Malheiro de Sá,Wolves,2.5441047164189063,50
Mark Flekken2023-10-01T13:00:00Z,Mark Flekken,Brentford,2.8747205257110457,45
Matt Turner2023-10-01T13:00:00Z,Matt Turner,Nott'm Forest,3.2997634600786334,40
Nick Pope2023-09-30T14:00:00Z,Nick Pope,Newcastle,3.485766656957384,55
Norberto Murara Neto2023-09-30T14:00:00Z,Norberto Murara Neto,Bournemouth,2.990432014749908,45
Robert Sánchez2023-10-02T19:00:00Z,Robert Sánchez,Chelsea,2.8916719368727395,46
Sam Johnstone2023-09-30T14:00:00Z,Sam Johnstone,Crystal Palace,2.340418434222764,45
Thomas Kaminski2023-09-30T14:00:00Z,Thomas Kaminski,Luton,2.1733117137340106,45
Wes Foderingham2023-09-30T14:00:00Z,Wes Foderingham,Sheffield Utd,2.553785447067318,45
