,name,team,minutes
200,Tim Iroegbunam,Aston Villa,0
142,Tom Cairney,Fulham,1
207,Tom Davies,Sheffield Utd,0
180,Tommy Doyle,Wolves,0
142,Tomáš Souček,West Ham,1
228,Tyler Adams,Bournemouth,1
167,Tyler Onyango,Everton,0
146,Tyrese Francois,Fulham,0
201,Vini de Souza Costa,Sheffield Utd,1
208,Vitaly Janelt,Brentford,1
170,Wataru Endo,Liverpool,1
154,Will Hughes,Crystal Palace,1
164,Willian Borges da Silva,Fulham,1
106,Wilson Odobert,Burnley,1
204,Yasin Ayari,Brighton,0
222,Yegor Yarmolyuk,Brentford,0
211,Youri Tielemans,Aston Villa,1
191,Yves Bissouma,Spurs,1
238,Ângelo Gabriel Borges Damaceno,Chelsea,0
