,name,team,minutes
108,Aaron Ramsey,Burnley,1
145,Abdoulaye Doucouré,Everton,1
217,Adam Lallana,Brighton,1
169,Adama Traoré,Fulham,1
40,Albert Sambi Lokonga,Luton,1
217,Alejandro Garnacho,Man Utd,0
140,Alex Iwobi,Fulham,1
252,Alex Matos,Chelsea,0
284,Alex Mighten,Nott'm Forest,0
227,Alex Scott,Bournemouth,0
156,Alexis Mac Allister,Liverpool,1
47,Allan Campbell,Luton,0
253,Allan Saint-Maximin,Newcastle,0
207,Amad Diallo,Man Utd,0
155,Amadou Onana,Everton,1
98,Anass Zaroury,Burnley,0
204,Andre Brooks,Sheffield Utd,0
141,Andreas Hoelgebaum Pereira,Fulham,1
260,Andrey Nascimento dos Santos,Nott'm Forest,0
140,André Tavares Gomes,Everton,0
198,Anis Slimane,Sheffield Utd,1
237,Anssumane Fati Vieira,Brighton,1
262,Anthony Elanga,Nott'm Forest,1
239,Anthony Gordon,Newcastle,1
147,Anthony Knockaert,Fulham,0
208,Antony Matheus dos Santos,Man Utd,1
163,Arnaut Danjuma Groeneveld,Everton,1
168,Ben Doak,Liverpool,0
195,Ben Osborn,Sheffield Utd,0
212,Ben Pearson,Bournemouth,0
160,Bernardo Veiga de Carvalho e Silva,Man City,1
212,Bertrand Traoré,Aston Villa,0
212,Billy Gilmour,Brighton,1
167,Bobby Clark,Liverpool,0
144,Bobby De Cordova-Reid,Fulham,1
201,Boubacar Kamara,Aston Villa,1
207,Boubacar Traoré,Wolves,1
287,Braian Ojeda Rodríguez,Nott'm Forest,0
263,Brandon Aguilera Zamora,Nott'm Forest,0
188,Brennan Johnson,Spurs,1
209,Bruno Borges Fernandes,Man Utd,1
195,Bruno Cavaco Jordão,Wolves,0
233,Bruno Guimarães Rodriguez Moura,Newcastle,1
192,Bryan Gil Salvatierra,Spurs,0
211,Bryan Mbeumo,Brentford,1
210,Bukayo Saka,Arsenal,1
261,Callum Hudson-Odoi,Nott'm Forest,1
236,Carlos Baleba,Brighton,0
212,Carlos Henrique Casimiro,Man Utd,1
53,Carlos Mendes Gomes,Luton,0
217,Carney Chukwuemeka,Chelsea,0
148,Cheick Doucouré,Crystal Palace,1
279,Cheikhou Kouyaté,Nott'm Forest,1
214,Christian Eriksen,Man Utd,1
213,Christian Nørgaard,Brentford,1
231,Christian Pulisic,Chelsea,0
237,Cole Palmer,Chelsea,1
130,Conor Coventry,West Ham,0
223,Conor Gallagher,Chelsea,1
152,Curtis Jones,Liverpool,1
211,Dango Ouattara,Bournemouth,1
201,Daniel Castelo Podence,Wolves,0
240,Daniel Gore,Man Utd,0
271,Danilo dos Santos de Oliveira,Nott'm Forest,0
78,Dara Costelloe,Burnley,0
76,Darko Churlinov,Burnley,0
197,David Brooks,Bournemouth,1
220,Declan Rice,Arsenal,1
200,Dejan Kulusevski,Spurs,1
144,Dele Alli,Everton,0
149,Demarai Gray,Everton,0
248,Diego Manuel Jadon da Silva Moreira,Chelsea,0
146,Diogo Teixeira da Silva,Liverpool,1
60,Dion Pereira,Luton,0
161,Dominik Szoboszlai,Liverpool,1
233,Donny van de Beek,Man Utd,0
197,Douglas Luiz Soares de Paulo,Aston Villa,1
153,Dwight McNeil,Everton,1
151,Eberechi Eze,Crystal Palace,1
146,Edson Álvarez Velázquez,West Ham,1
230,Elliot Anderson,Newcastle,1
65,Elliot Thorpe,Luton,0
212,Emile Smith Rowe,Arsenal,1
189,Emiliano Buendía Stati,Aston Villa,0
207,Emiliano Marcondes,Bournemouth,0
70,Enock Agyei,Burnley,0
211,Enso González,Wolves,1
220,Enzo Fernández,Chelsea,1
226,Ethan Brierley,Brentford,0
148,Fabio Henrique Tavares,Liverpool,0
205,Facundo Buonanotte,Brighton,0
227,Facundo Pellistri Rebollo,Man Utd,0
132,Flynn Downes,West Ham,0
185,Francisco Jorge Tomás Oliveira,Wolves,0
214,Frank Onyeka,Brentford,1
57,Fred Onyedinma,Luton,0
216,Frederico Rodrigues de Paula Santos,Man Utd,0
196,Fábio Ferreira Vieira,Arsenal,1
203,Gabriel Martinelli Silva,Arsenal,1
245,Garang Kuol,Newcastle,0
204,Gavin Kilkenny,Bournemouth,0
202,Giovani Lo Celso,Spurs,0
62,Glen Rea,Luton,0
189,Gonçalo Manuel Ganchinho Guedes,Wolves,0
217,Granit Xhaka,Arsenal,0
206,Gustavo Hamer,Sheffield Utd,1
290,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
236,Hakim Ziyech,Chelsea,0
220,Hamed Traorè,Bournemouth,0
109,Han-Noah Massengo,Burnley,1
218,Hannibal Mejbri,Man Utd,1
156,Harrison Reed,Fulham,1
264,Harry Arter,Nott'm Forest,0
162,Harry Wilson,Fulham,1
263,Harvey Barnes,Newcastle,1
147,Harvey Elliott,Liverpool,1
192,Hwang Hee-chan,Wolves,1
239,Ian Maatsen,Chelsea,0
307,Ibrahim Sangaré,Nott'm Forest,0
150,Idrissa Gueye,Everton,1
240,Isaac Hayden,Newcastle,0
184,Ismaila Coulibaly,Sheffield Utd,0
143,Ivan Neves Abreu Cavaleiro,Fulham,0
77,Jack Cork,Burnley,1
169,Jack Grealish,Man City,1
168,Jack Harrison,Everton,1
235,Jack Hinshelwood,Brighton,0
104,Jacob Bruun Larsen,Burnley,1
250,Jacob Murphy,Newcastle,0
208,Jacob Ramsey,Aston Villa,1
207,Jaden Philogene-Bidace,Aston Villa,0
230,Jadon Sancho,Man Utd,0
195,Jaidon Anthony,Bournemouth,0
164,Jairo Riedewald,Crystal Palace,0
223,Jakub Moder,Brighton,0
206,Jamal Lowe,Bournemouth,0
146,James Garner,Everton,1
203,James Maddison,Spurs,1
177,James McAtee,Sheffield Utd,1
169,James McConnell,Liverpool,0
221,James Milner,Brighton,1
148,James Ward-Prowse,West Ham,1
127,Jarrod Bowen,West Ham,1
147,Jean-Philippe Gbamin,Everton,0
213,Jean-Ricner Bellegarde,Wolves,1
241,Jeff Hendrick,Newcastle,0
156,Jefferson Lerma Solís,Crystal Palace,1
165,Jeffrey Schlupp,Crystal Palace,1
224,Jeremy Sarmiento Morante,Brighton,0
171,Jesurun Rak-Sakyi,Crystal Palace,0
190,Joe Hodge,Wolves,0
214,Joe Rothwell,Bournemouth,0
259,Joe Willock,Newcastle,0
243,Joelinton Cássio Apolinário de Lira,Newcastle,1
187,John Fleck,Sheffield Utd,0
204,John McGinn,Aston Villa,1
291,Jonjo Shelvey,Nott'm Forest,0
146,Jordan Ayew,Crystal Palace,1
48,Jordan Clark,Luton,0
151,Jordan Henderson,Liverpool,0
200,Jorge Luiz Frello Filho,Arsenal,1
269,Josh Bowler,Nott'm Forest,0
75,Josh Brownhill,Burnley,1
79,Josh Cullen,Burnley,1
202,Josh Dasilva,Brentford,0
154,João Palhinha Gonçalves,Fulham,1
193,João Victor Gomes da Silva,Wolves,1
209,Julio Enciso,Brighton,0
205,Justin Kluivert,Bournemouth,1
185,Jérémy Doku,Man City,1
84,Jóhann Berg Gudmundsson,Burnley,0
216,Kacper Kozłowski,Brighton,0
198,Kai Havertz,Arsenal,1
177,Kalvin Phillips,Man City,0
222,Kaoru Mitoma,Brighton,1
210,Keane Lewis-Potter,Brentford,1
165,Kevin De Bruyne,Man City,1
217,Kevin Schade,Brentford,1
222,Kobbie Mainoo,Man Utd,0
194,Leander Dendoncker,Aston Villa,0
215,Leandro Trossard,Arsenal,1
188,Leon Bailey,Aston Villa,1
241,Lesley Ugochukwu,Chelsea,1
199,Lewis Cook,Bournemouth,1
164,Lewis Dobbin,Everton,0
266,Lewis Miley,Newcastle,0
286,Lewis O'Brien,Nott'm Forest,0
67,Louie Watson,Luton,0
103,Luca Koleosho,Burnley,1
140,Lucas Tolentino Coelho de Lima,West Ham,1
155,Luis Díaz,Liverpool,1
229,Luis Sinisterra,Bournemouth,1
45,Luke Berry,Luton,0
186,Luke Cundle,Wolves,0
50,Luke Freeman,Luton,0
170,Luke Harris,Fulham,0
170,Mackenzie Hunt,Everton,0
197,Mads Bidstrup,Brentford,0
207,Mahmoud Dahoud,Brighton,1
149,Malcolm Ebiowei,Crystal Palace,0
220,Manor Solomon,Spurs,1
73,Manuel Benson Hedilazio,Burnley,1
202,Marcus Oliveira Alencar,Arsenal,0
229,Marcus Rashford,Man Utd,1
219,Marcus Tavernier,Bournemouth,1
199,Mario Lemina,Wolves,1
205,Martin Ødegaard,Arsenal,1
41,Marvelous Nakamba,Luton,1
205,Mason Mount,Man Utd,0
171,Mateo Kovačić,Man City,1
170,Matheus França de Oliveira,Crystal Palace,0
183,Matheus Luiz Nunes,Man City,1
209,Mathias Jensen,Brentford,1
252,Matt Ritchie,Newcastle,0
168,Matthew Dibley-Dias,Fulham,0
128,Maxwel Cornet,West Ham,0
225,Michael Olakigbe,Brentford,0
161,Michael Olise,Crystal Palace,0
229,Miguel Almirón Rejala,Newcastle,1
110,Mike Trésor,Burnley,1
201,Mikkel Damsgaard,Brentford,0
195,Mohamed Elneny,Arsenal,0
160,Mohamed Salah,Liverpool,1
150,Mohammed Kudus,West Ham,1
205,Moisés Caicedo Corozo,Chelsea,1
276,Morgan Gibbs-White,Nott'm Forest,1
209,Morgan Sanson,Aston Villa,0
216,Moussa Diaby,Aston Villa,1
228,Mykhailo Mudryk,Chelsea,1
176,Máximo Perrone,Man City,0
144,Naouirou Ahamada,Crystal Palace,0
102,Nathan Redmond,Burnley,1
207,Nicolas Pépé,Arsenal,0
306,Nicolás Domínguez,Nott'm Forest,0
219,Nicolò Zaniolo,Aston Villa,1
143,Nikola Vlašić,West Ham,0
227,Noni Madueke,Chelsea,1
194,Oliver Norwood,Sheffield Utd,1
213,Oliver Skipp,Spurs,0
238,Omari Forson,Man Utd,0
217,Omari Kellyman,Aston Villa,0
281,Orel Mangala,Nott'm Forest,1
161,Oscar Bobb,Man City,0
135,Pablo Fornals Malla,West Ham,1
203,Pablo Sarabia,Wolves,1
211,Pape Matar Sarr,Spurs,1
213,Pascal Groß,Brighton,1
200,Pedro Lomba Neto,Wolves,1
72,Pelly Ruddock Mpanzu,Luton,1
168,Phil Foden,Man City,1
196,Philip Billing,Bournemouth,1
192,Philippe Coutinho Correia,Aston Villa,0
198,Pierre-Emile Højbjerg,Spurs,1
234,Raheem Sterling,Chelsea,1
221,Reiss Nelson,Arsenal,1
275,Remo Freuler,Nott'm Forest,0
207,Richarlison de Andrade,Spurs,1
174,Riyad Mahrez,Man City,0
190,Rodrigo Bentancur,Spurs,0
178,Rodrigo Hernandez,Man City,1
244,Roméo Lavia,Chelsea,0
76,Ross Barkley,Luton,0
198,Ryan Christie,Bournemouth,1
237,Ryan Fraser,Newcastle,0
171,Ryan Gravenberch,Liverpool,0
220,Ryan Trevitt,Brentford,0
298,Ryan Yates,Nott'm Forest,1
227,Saman Ghoddos,Brentford,0
72,Samuel Bastien,Burnley,0
99,Sander Berge,Burnley,1
256,Sandro Tonali,Newcastle,1
126,Saïd Benrahma,West Ham,1
150,Saša Lukić,Fulham,0
226,Scott McTominay,Man Utd,1
94,Scott Twine,Burnley,0
248,Sean Longstaff,Newcastle,1
198,Sergi Canós Tenés,Brentford,0
195,Shandon Baptiste,Brentford,0
164,Shea Charles,Man City,0
202,Simon Adingra,Brighton,1
200,Siriki Dembélé,Bournemouth,0
243,Sofyan Amrabat,Man Utd,0
219,Solly March,Brighton,1
214,Son Heung-min,Spurs,1
144,Stefan Bajcetic,Liverpool,0
203,Steven Alzate,Brighton,0
73,Tahith Chong,Luton,1
204,Tanguy Ndombélé Alvaro,Spurs,0
162,Thiago Alcántara do Nascimento,Liverpool,0
206,Thomas Partey,Arsenal,0
