index,name,team,points,value
Aaron Hickey2023-10-01T13:00:00Z,Aaron Hickey,Brentford,2.5651387282684794,45
Aaron Wan-Bissaka2023-09-30T14:00:00Z,Aaron Wan-Bissaka,Man Utd,2.789825166747839,45
Adam Webster2023-09-30T11:30:00Z,Adam Webster,Brighton,2.4359785292289375,44
Amari'i Bell2023-09-30T14:00:00Z,Amari'i Bell,Luton,1.7174235159936522,40
Ameen Al-Dakhil2023-09-30T14:00:00Z,Ameen Al-Dakhil,Burnley,1.059792465001932,40
Andrew Omobamidele2023-10-01T13:00:00Z,Andrew Omobamidele,Nott'm Forest,2.7541236797483686,45
Andrew Robertson2023-09-30T16:30:00Z,Andrew Robertson,Liverpool,4.001539695519202,66
Anel Ahmedhodžić2023-09-30T14:00:00Z,Anel Ahmedhodžić,Sheffield Utd,1.9275917396625664,44
Antonee Robinson2023-10-02T19:00:00Z,Antonee Robinson,Fulham,3.3665611769400443,45
Ashley Young2023-09-30T14:00:00Z,Ashley Young,Everton,3.8503124648566063,44
Axel Disasi2023-10-02T19:00:00Z,Axel Disasi,Chelsea,3.3884354829341614,51
Ben Chilwell2023-10-02T19:00:00Z,Ben Chilwell,Chelsea,2.8873810070250046,56
Ben Davies2023-09-30T16:30:00Z,Ben Davies,Spurs,1.7898409184543977,44
Ben Mee2023-10-01T13:00:00Z,Ben Mee,Brentford,2.861238403931966,49
Benjamin White2023-09-30T14:00:00Z,Benjamin White,Arsenal,3.351014860788249,55
Chris Basham2023-09-30T14:00:00Z,Chris Basham,Sheffield Utd,1.7282366287652664,40
Clément Lenglet2023-09-30T11:30:00Z,Clément Lenglet,Aston Villa,1.7083857962849183,45
Connor Roberts2023-09-30T14:00:00Z,Connor Roberts,Burnley,1.2676518593684833,44
Craig Dawson2023-09-30T14:00:00Z,Craig Dawson,Wolves,1.8107320027859963,45
Cristian Romero2023-09-30T16:30:00Z,Cristian Romero,Spurs,2.6140011836656942,48
Dan Burn2023-09-30T14:00:00Z,Dan Burn,Newcastle,3.577842075986839,45
Dara O'Shea2023-09-30T14:00:00Z,Dara O'Shea,Burnley,0.8165975484271375,44
Destiny Udogie2023-09-30T16:30:00Z,Destiny Udogie,Spurs,2.8361966276164132,48
Diogo Dalot Teixeira2023-09-30T14:00:00Z,Diogo Dalot Teixeira,Man Utd,3.392709635517865,49
Emerson Leite de Souza Junior2023-09-30T16:30:00Z,Emerson Leite de Souza Junior,Spurs,1.7567206515218146,45
Emerson Palmieri dos Santos2023-09-30T14:00:00Z,Emerson Palmieri dos Santos,West Ham,3.4744712475815853,45
Ethan Pinnock2023-10-01T13:00:00Z,Ethan Pinnock,Brentford,2.6582383123868754,45
Ezri Konsa Ngoyo2023-09-30T11:30:00Z,Ezri Konsa Ngoyo,Aston Villa,2.7038707556510233,45
Fabian Schär2023-09-30T14:00:00Z,Fabian Schär,Newcastle,3.395813823812976,50
Fodé Ballo-Touré2023-10-02T19:00:00Z,Fodé Ballo-Touré,Fulham,2.9191335652679373,45
Gabriel dos Santos Magalhães2023-09-30T14:00:00Z,Gabriel dos Santos Magalhães,Arsenal,2.943243304068693,47
Gonzalo Montiel2023-10-01T13:00:00Z,Gonzalo Montiel,Nott'm Forest,2.7541236797483686,45
Hugo Bueno López2023-09-30T14:00:00Z,Hugo Bueno López,Wolves,1.6865550636563291,45
Ibrahima Konaté2023-09-30T16:30:00Z,Ibrahima Konaté,Liverpool,1.9549430470926228,49
Illia Zabarnyi2023-09-30T14:00:00Z,Illia Zabarnyi,Bournemouth,2.028859828864647,45
Issa Diop2023-10-02T19:00:00Z,Issa Diop,Fulham,2.9194072932408637,45
Issa Kaboré2023-09-30T14:00:00Z,Issa Kaboré,Luton,2.2738207349160517,40
Ivan Perišić2023-09-30T16:30:00Z,Ivan Perišić,Spurs,2.123741014942697,48
Jack Robinson2023-09-30T14:00:00Z,Jack Robinson,Sheffield Utd,1.7487138306758845,45
James Tarkowski2023-09-30T14:00:00Z,James Tarkowski,Everton,4.089755272812138,44
Jan Paul van Hecke2023-09-30T11:30:00Z,Jan Paul van Hecke,Brighton,2.4529786093626877,40
