,name,team,minutes
131,Aaron Cresswell,West Ham,0
207,Aaron Hickey,Brentford,1
234,Aaron Wan-Bissaka,Man Utd,1
211,Abdul Rahman Baba,Chelsea,0
217,Adam Smith,Bournemouth,0
231,Adam Webster,Brighton,1
78,Aidan Francis-Clarke,Luton,0
265,Alex Murphy,Newcastle,0
206,Alex Telles,Man Utd,0
187,Alexandre Moreno Lopera,Aston Villa,0
49,Alfie Doughty,Luton,0
250,Alfie Gilchrist,Chelsea,0
44,Amari'i Bell,Luton,1
71,Ameen Al-Dakhil,Burnley,1
305,Andrew Omobamidele,Nott'm Forest,1
159,Andrew Robertson,Liverpool,1
178,Anel Ahmedhodžić,Sheffield Utd,1
145,Angelo Ogbonna,West Ham,0
157,Antonee Robinson,Fulham,1
224,Ashley Phillips,Spurs,0
162,Ashley Young,Everton,1
175,Auston Trusty,Sheffield Utd,0
240,Axel Disasi,Chelsea,1
172,Aymeric Laporte,Man City,0
245,Bashir Humphreys,Chelsea,0
216,Ben Chilwell,Chelsea,1
193,Ben Davies,Spurs,0
194,Ben Davies,Spurs,1
148,Ben Godfrey,Everton,0
225,Ben Greenwood,Bournemouth,0
137,Ben Johnson,West Ham,0
212,Ben Mee,Brentford,1
183,Bendegúz Bolla,Wolves,0
216,Benjamin White,Arsenal,1
212,Benoît Badiashile,Chelsea,0
93,Bobby Thomas,Burnley,0
210,Brandon Williams,Man Utd,0
80,CJ Egan-Riley,Burnley,0
191,Calum Chambers,Aston Villa,0
165,Calvin Bassey,Fulham,0
205,Charlie Goode,Brentford,0
92,Charlie Taylor,Burnley,0
181,Chris Basham,Sheffield Utd,1
208,Chris Mepham,Bournemouth,0
163,Chris Richards,Crystal Palace,0
221,Clément Lenglet,Aston Villa,1
90,Connor Roberts,Burnley,1
187,Craig Dawson,Wolves,1
209,Cristian Romero,Spurs,1
194,Cédric Alves Soares,Arsenal,0
210,César Azpilicueta,Chelsea,0
234,Dan Burn,Newcastle,1
61,Dan Potts,Luton,0
87,Dara O'Shea,Burnley,1
210,Davinson Sánchez,Spurs,0
217,Destiny Udogie,Spurs,1
195,Diego Carlos Santos Silva,Aston Villa,0
213,Diogo Dalot Teixeira,Man Utd,1
215,Djed Spence,Spurs,0
196,Emerson Leite de Souza Junior,Spurs,1
133,Emerson Palmieri dos Santos,West Ham,1
244,Emil Krafth,Newcastle,0
211,Eric Bailly,Man Utd,0
195,Eric Dier,Spurs,0
207,Ethan Ampadu,Chelsea,0
215,Ethan Pinnock,Brentford,1
202,Ezri Konsa Ngoyo,Aston Villa,1
254,Fabian Schär,Newcastle,1
274,Felipe Augusto de Almeida Monteiro,Nott'm Forest,0
202,Femi Seriki,Sheffield Utd,0
173,Fodé Ballo-Touré,Fulham,1
58,Gabriel Osho,Luton,0
197,Gabriel dos Santos Magalhães,Arsenal,1
180,George Baldock,Sheffield Utd,0
267,Giulian Biancone,Nott'm Forest,0
302,Gonzalo Montiel,Nott'm Forest,1
107,Hannes Delcroix,Burnley,0
231,Harrison Ashby,Newcastle,0
221,Harry Maguire,Man Utd,0
293,Harry Toffolo,Nott'm Forest,0
81,Hjalmar Ekdal,Burnley,0
184,Hugo Bueno López,Wolves,1
154,Ibrahima Konaté,Liverpool,1
234,Igor Julio dos Santos de Paulo,Brighton,0
222,Illia Zabarnyi,Bournemouth,1
145,Issa Diop,Fulham,1
74,Issa Kaboré,Luton,1
206,Ivan Perišić,Spurs,1
197,Jack Robinson,Sheffield Utd,1
160,Jake O'Brien,Crystal Palace,0
201,Jakub Kiwior,Arsenal,0
246,Jamaal Lascelles,Newcastle,0
247,Jamal Lewis,Newcastle,0
202,James Hill,Bournemouth,0
159,James Tarkowski,Everton,1
166,James Tomkins,Crystal Palace,0
228,Jan Paul van Hecke,Brighton,1
216,Japhet Tanganga,Spurs,0
166,Jarell Quansah,Liverpool,1
141,Jarrad Branthwaite,Everton,1
249,Javier Manquillo Gaitán,Newcastle,0
182,Jayden Bogle,Sheffield Utd,1
145,Joachim Andersen,Crystal Palace,1
150,Joe Gomez,Liverpool,1
208,Joe Rodon,Spurs,0
297,Joe Worrall,Nott'm Forest,1
157,Joel Matip,Liverpool,1
167,Joel Ward,Crystal Palace,1
186,John Egan,Sheffield Utd,0
181,John Stones,Man City,0
194,Jonathan Castro Otto,Wolves,0
288,Jonathan Panzo,Nott'm Forest,0
242,Jonny Evans,Man Utd,0
74,Jordan Beyer,Burnley,1
80,Joseph Johnson,Luton,0
301,Josh Powell,Nott'm Forest,0
162,João Cancelo,Man City,0
229,Joël Veltman,Brighton,1
184,Joško Gvardiol,Man City,1
222,Jurriën Timber,Arsenal,0
258,Kell Watts,Newcastle,0
159,Kenny Tete,Fulham,1
151,Kevin Mbabu,Fulham,0
191,Ki-Jana Hoever,Wolves,0
213,Kieran Tierney,Arsenal,0
257,Kieran Trippier,Newcastle,1
149,Konstantinos Mavropanos,West Ham,1
163,Konstantinos Tsimikas,Liverpool,0
199,Kortney Hause,Aston Villa,0
193,Kristoffer Ajer,Brentford,1
144,Kurt Zouma,West Ham,1
182,Kyle Walker,Man City,1
218,Levi Colwill,Chelsea,1
208,Lewis Dunk,Brighton,1
228,Lewis Hall,Newcastle,0
225,Lisandro Martínez,Man Utd,1
203,Lloyd Kelly,Bournemouth,1
282,Loïc Mbe Soh,Nott'm Forest,0
166,Luc De Fougerolles,Fulham,0
196,Lucas Digne,Aston Villa,1
85,Luke McNally,Burnley,0
231,Luke Shaw,Man Utd,0
208,Luke Thomas,Sheffield Utd,0
196,Mads Bech Sørensen,Brentford,0
43,Mads Juel Andersen,Luton,0
216,Mads Roerslev Rasmussen,Brentford,1
232,Malang Sarr,Chelsea,0
224,Malo Gusto,Chelsea,1
157,Manuel Akanji,Man City,1
219,Marc Cucurella Saseta,Chelsea,0
153,Marc Guéhi,Crystal Palace,1
216,Marcos Senesi,Bournemouth,1
151,Mason Holgate,Everton,0
223,Mathias Jorgensen,Brentford,0
209,Matt Doherty,Wolves,1
255,Matt Targett,Newcastle,0
190,Matty Cash,Aston Villa,1
226,Max Aarons,Bournemouth,1
197,Max Kilman,Wolves,1
190,Max Lowe,Sheffield Utd,0
152,Michael Keane,Everton,0
215,Michał Karbownik,Brighton,0
221,Micky van de Ven,Spurs,1
223,Milos Kerkez,Bournemouth,1
273,Mohamed Dräger,Nott'm Forest,0
285,Moussa Niakhaté,Nott'm Forest,1
303,Murillo Santiago Costa dos Santos,Nott'm Forest,1
158,Nathan Aké,Man City,1
199,Nathan Collins,Brentford,1
156,Nathan Patterson,Everton,1
147,Nathaniel Clyne,Crystal Palace,0
158,Nathaniel Phillips,Liverpool,0
123,Nayef Aguerd,West Ham,1
295,Neco Williams,Nott'm Forest,0
258,Nuno Varela Tavares,Nott'm Forest,1
205,Nélson Cabral Semedo,Wolves,1
218,Oleksandr Zinchenko,Arsenal,1
299,Olu Aina,Nott'm Forest,1
289,Omar Richards,Nott'm Forest,0
105,Owen Dodgson,Burnley,0
215,Pau Torres,Aston Villa,1
262,Paul Dummett,Newcastle,0
205,Pedro Porro,Spurs,1
210,Pervis Estupiñán,Brighton,1
228,Raphaël Varane,Man Utd,1
181,Rayan Aït-Nouri,Wolves,1
46,Reece Burke,Luton,0
225,Reece James,Chelsea,0
193,Rhys Norrington-Davies,Sheffield Utd,0
280,Richie Laryea,Nott'm Forest,0
206,Rico Henry,Brentford,1
173,Rico Lewis,Man City,1
143,Rob Holding,Crystal Palace,0
201,Ryan Fredericks,Bournemouth,0
70,Ryan Giles,Luton,1
212,Ryan Sessegnon,Spurs,0
166,Rúben Gato Alves Dias,Man City,1
210,Santiago Bueno,Wolves,1
283,Scott McKenna,Nott'm Forest,1
143,Seamus Coleman,Everton,0
164,Sepp van den Berg,Liverpool,0
265,Serge Aurier,Nott'm Forest,1
179,Sergio Gómez,Man City,0
235,Sergio Reguilón,Man Utd,1
270,Steve Cook,Nott'm Forest,0
232,Sven Botman,Newcastle,1
214,Takehiro Tomiyasu,Arsenal,1
218,Tariq Lamptey,Brighton,0
69,Teden Mengi,Luton,0
148,Terence Kongolo,Fulham,0
235,Thiago Emiliano da Silva,Chelsea,1
138,Thilo Kehrer,West Ham,0
155,Tim Ream,Fulham,1
171,Timothy Castagne,Fulham,1
264,Tino Livramento,Newcastle,0
71,Tom Lockyer,Luton,1
160,Tosin Adarabioyo,Fulham,0
206,Toti António Gomes,Wolves,1
142,Trent Alexander-Arnold,Liverpool,1
215,Trevoh Chalobah,Chelsea,0
223,Tyrell Malacia,Man Utd,0
159,Tyrick Mitchell,Crystal Palace,1
205,Tyrone Mings,Aston Villa,0
220,Victor Lindelöf,Man Utd,1
96,Victor da Silva,Burnley,1
165,Virgil van Dijk,Liverpool,1
154,Vitalii Mykolenko,Everton,1
129,Vladimír Coufal,West Ham,1
222,Wesley Fofana,Chelsea,0
211,William Saliba,Arsenal,1
268,Willy Boly,Nott'm Forest,1
199,Yasser Larouci,Sheffield Utd,1
215,Álvaro Fernández Carreras,Man Utd,0
