,name,team,minutes
206,Aaron Connolly,Brighton,0
55,Admiral Muskwe,Luton,0
223,Alejo Véliz,Spurs,0
152,Aleksandar Mitrović,Fulham,0
242,Alexander Isak,Newcastle,1
233,Andi Zeqiri,Brighton,0
224,Anthony Martial,Man Utd,1
215,Antoine Semenyo,Bournemouth,1
205,Antwoine Hackford,Sheffield Utd,0
59,Aribim Pepple,Luton,0
214,Armando Broja,Chelsea,0
200,Bénie Traoré,Sheffield Utd,1
260,Callum Wilson,Newcastle,1
176,Cameron Archer,Sheffield Utd,1
161,Carlos Vinícius Alves Morais,Fulham,1
54,Carlton Morris,Luton,1
68,Cauley Woodrow,Luton,0
56,Chiedozie Ogbene,Luton,0
296,Chris Wood,Nott'm Forest,1
230,Christopher Nkunku,Chelsea,0
149,Cody Gakpo,Liverpool,1
222,Dane Scarlett,Spurs,0
189,Daniel Jebbison,Sheffield Utd,0
136,Danny Ings,West Ham,1
232,Danny Welbeck,Brighton,1
145,Darwin Núñez Ribeiro,Liverpool,1
221,David Datro Fofana,Chelsea,0
246,Deivid Washington de Souza Eugênio,Chelsea,0
227,Deniz Undav,Brighton,0
139,Divin Mubama,West Ham,0
308,Divock Origi,Nott'm Forest,0
142,Dominic Calvert-Lewin,Everton,1
218,Dominic Solanke,Bournemouth,1
204,Eddie Nketiah,Arsenal,1
42,Elijah Adebayo,Luton,1
158,Ellis Simms,Everton,0
272,Emmanuel Dennis,Nott'm Forest,0
170,Erling Haaland,Man City,1
211,Evan Ferguson,Brighton,1
193,Folarin Balogun,Arsenal,0
188,Fábio Silva,Wolves,1
199,Gabriel Fernando de Jesus,Arsenal,1
141,Gianluca Scamacca,West Ham,0
203,Halil Dervişoğlu,Brentford,0
199,Harry Kane,Spurs,0
294,Hwang Ui-jo,Nott'm Forest,0
192,Iliman Ndiaye,Sheffield Utd,0
219,Ivan Toney,Brentford,0
77,Jacob Brown,Luton,0
91,Jay Rodriguez,Burnley,0
167,Jay Stansfield,Fulham,0
157,Jean-Philippe Mateta,Crystal Palace,1
198,Jhon Durán,Aston Villa,1
64,Joe Taylor,Luton,0
52,John McAtee,Luton,0
172,John-Kymani Gordon,Crystal Palace,0
214,João Pedro Junqueira de Jesus,Brighton,1
159,Julián Álvarez,Man City,1
193,Keinan Davis,Aston Villa,0
209,Kieffer Moore,Bournemouth,0
203,Louie Marsh,Sheffield Utd,0
162,Luke Plange,Crystal Palace,0
82,Lyle Foster,Burnley,1
242,Mason Burstow,Chelsea,0
208,Matheus Santos Carneiro Da Cunha,Wolves,1
88,Michael Obafemi,Burnley,0
124,Michail Antonio,West Ham,1
212,Nathan Fraser,Wolves,0
224,Neal Maupay,Brentford,0
229,Nicolas Jackson,Chelsea,1
169,Norberto Bercique Gomes Betuncal,Everton,1
150,Odsonne Edouard,Crystal Palace,1
191,Oliver McBurnie,Sheffield Utd,1
213,Ollie Watkins,Aston Villa,1
209,Pierre-Emerick Aubameyang,Chelsea,0
237,Rasmus Højlund,Man Utd,1
163,Raúl Jiménez,Fulham,1
183,Rhian Brewster,Sheffield Utd,0
153,Rodrigo Muniz Carvalho,Fulham,0
226,Romelu Lukaku Bolingoli,Chelsea,0
251,Ronnie Stutter,Chelsea,0
292,Sam Surridge,Nott'm Forest,0
196,Sasa Kalajdzic,Wolves,0
232,Shola Shoretire,Man Utd,0
266,Taiwo Awoniyi,Nott'm Forest,1
166,Thomas Cannon,Everton,0
214,Wesley Moraes Ferreira da Silva,Aston Villa,0
196,William Osula,Sheffield Utd,0
97,Wout Weghorst,Burnley,0
221,Yoane Wissa,Brentford,1
165,Youssef Ramalho Chermiti,Everton,0
100,Zeki Amdouni,Burnley,1
