index,name,team,points,value
Nick Pope2023-10-28T16:30:00Z,Nick Pope,Newcastle,3.030811066843654,55
Jason Steele2023-10-29T14:00:00Z,Jason Steele,Brighton,3.5046772897894454,43
Emiliano Martínez Romero2023-10-29T14:00:00Z,Emiliano Martínez Romero,Aston Villa,4.385442115163042,49
Bart Verbruggen2023-10-29T14:00:00Z,Bart Verbruggen,Brighton,2.7100698764217532,44
Guglielmo Vicario2023-10-27T19:00:00Z,Guglielmo Vicario,Spurs,3.3567172516502923,52
Alisson Ramses Becker2023-10-29T14:00:00Z,Alisson Ramses Becker,Liverpool,3.9678935074815667,55
Ederson Santana de Moraes2023-10-29T15:30:00Z,Ederson Santana de Moraes,Man City,3.6057010399519025,56
Stefan Ortega Moreno2023-10-29T15:30:00Z,Stefan Ortega Moreno,Man City,2.6769707101239675,39
David Raya Martin2023-10-28T14:00:00Z,David Raya Martin,Arsenal,4.2049425202827635,48
Alphonse Areola2023-10-29T13:00:00Z,Alphonse Areola,West Ham,3.600888105420423,42
Mark Flekken2023-10-28T11:30:00Z,Mark Flekken,Brentford,3.2355512174755647,45
Robert Sánchez2023-10-28T11:30:00Z,Robert Sánchez,Chelsea,3.0149205003084467,46
José Malheiro de Sá2023-10-28T16:30:00Z,José Malheiro de Sá,Wolves,2.6937037751502597,50
André Onana2023-10-29T15:30:00Z,André Onana,Man Utd,2.1574300379375866,48
Jordan Pickford2023-10-29T13:00:00Z,Jordan Pickford,Everton,2.1597077932837037,44
Matt Turner2023-10-29T14:00:00Z,Matt Turner,Nott'm Forest,2.2003080371912667,41
Thomas Kaminski2023-10-29T14:00:00Z,Thomas Kaminski,Luton,2.1254241122638255,45
James Trafford2023-10-28T14:00:00Z,James Trafford,Burnley,2.7417666228342754,45
Wes Foderingham2023-10-28T14:00:00Z,Wes Foderingham,Sheffield Utd,1.5083811303262007,45
Sam Johnstone2023-10-27T19:00:00Z,Sam Johnstone,Crystal Palace,2.9552902587669916,45
Bernd Leno2023-10-29T14:00:00Z,Bernd Leno,Fulham,2.7782443612358545,47
Norberto Murara Neto2023-10-28T14:00:00Z,Norberto Murara Neto,Bournemouth,3.812592802680218,45
