,name,team,minutes
176,Bernardo Veiga de Carvalho e Silva,Man City,1
178,Kevin De Bruyne,Man City,0
184,Jack Grealish,Man City,1
185,Rodrigo Hernandez,Man City,1
186,Máximo Perrone,Man City,0
187,Mateo Kovačić,Man City,1
189,Kalvin Phillips,Man City,1
193,Tom Davies,Sheffield Utd,0
196,Fábio Ferreira Vieira,Arsenal,1
197,Reiss Nelson,Arsenal,1
199,Gabriel Martinelli Silva,Arsenal,1
201,Nicolas Pépé,Arsenal,0
202,Leandro Trossard,Arsenal,1
204,Thomas Partey,Arsenal,1
205,Kai Havertz,Arsenal,1
207,Gustavo Hamer,Sheffield Utd,1
211,Bukayo Saka,Arsenal,1
212,Granit Xhaka,Arsenal,0
214,Marcus Oliveira Alencar,Arsenal,0
216,Jorge Luiz Frello Filho,Arsenal,1
217,Martin Ødegaard,Arsenal,1
218,Emile Smith Rowe,Arsenal,1
222,Declan Rice,Arsenal,1
224,Mohamed Elneny,Arsenal,0
227,Moisés Caicedo Corozo,Chelsea,1
229,Edson Álvarez Velázquez,West Ham,1
230,Matheus Luiz Nunes,Man City,1
231,Brennan Johnson,Spurs,1
232,Tommy Doyle,Wolves,1
234,Pablo Fornals Malla,West Ham,1
236,Lucas Tolentino Coelho de Lima,West Ham,1
237,Flynn Downes,West Ham,0
245,Conor Coventry,West Ham,0
247,Maxwel Cornet,West Ham,0
249,Jarrod Bowen,West Ham,1
250,Nikola Vlašić,West Ham,0
253,Saïd Benrahma,West Ham,1
254,Tomáš Souček,West Ham,1
257,Josh Dasilva,Brentford,0
259,Yegor Yarmolyuk,Brentford,0
260,Keane Lewis-Potter,Brentford,1
263,Mathias Jensen,Brentford,1
264,Sergi Canós Tenés,Brentford,0
265,Shandon Baptiste,Brentford,0
271,Mads Bidstrup,Brentford,0
272,Vitaly Janelt,Brentford,1
273,Mikkel Damsgaard,Brentford,0
274,Frank Onyeka,Brentford,1
282,Kevin Schade,Brentford,0
283,Bryan Mbeumo,Brentford,1
284,Christian Nørgaard,Brentford,1
286,Ryan Trevitt,Brentford,0
287,James McAtee,Sheffield Utd,1
288,Cole Palmer,Chelsea,1
298,Albert Sambi Lokonga,Luton,0
301,Tyler Onyango,Everton,0
303,Lewis Dobbin,Everton,0
309,Christian Pulisic,Chelsea,0
312,Raheem Sterling,Chelsea,1
314,Omari Forson,Man Utd,0
317,Mykhailo Mudryk,Chelsea,1
319,Noni Madueke,Chelsea,0
325,Lesley Ugochukwu,Chelsea,1
328,Carney Chukwuemeka,Chelsea,0
329,Enzo Fernández,Chelsea,1
330,Ângelo Gabriel Borges Damaceno,Chelsea,0
331,Hakim Ziyech,Chelsea,0
333,Conor Gallagher,Chelsea,1
334,Ian Maatsen,Chelsea,1
339,Carlos Henrique Casimiro,Man Utd,1
340,Hwang Hee-chan,Wolves,1
341,Bruno Borges Fernandes,Man Utd,1
342,Pablo Sarabia,Wolves,1
343,Kobbie Mainoo,Man Utd,0
344,Pedro Lomba Neto,Wolves,1
345,Antony Matheus dos Santos,Man Utd,1
349,Donny van de Beek,Man Utd,0
351,Jadon Sancho,Man Utd,0
353,Daniel Castelo Podence,Wolves,0
354,Bruno Cavaco Jordão,Wolves,0
356,Luke Cundle,Wolves,0
357,Marcus Rashford,Man Utd,1
358,Mario Lemina,Wolves,1
362,Mason Mount,Man Utd,1
366,Boubacar Traoré,Wolves,1
368,Joe Hodge,Wolves,0
371,Christian Eriksen,Man Utd,1
372,Gonçalo Manuel Ganchinho Guedes,Wolves,0
374,Alejandro Garnacho,Man Utd,1
379,Frederico Rodrigues de Paula Santos,Man Utd,0
381,Francisco Jorge Tomás Oliveira,Wolves,0
384,Facundo Pellistri Rebollo,Man Utd,0
387,João Victor Gomes da Silva,Wolves,1
389,Amad Diallo,Man Utd,0
393,Scott McTominay,Man Utd,1
395,Hannibal Mejbri,Man Utd,0
396,Michael Olakigbe,Brentford,0
398,James Garner,Everton,1
400,Abdoulaye Doucouré,Everton,1
404,André Tavares Gomes,Everton,0
406,Idrissa Gueye,Everton,1
407,Arnaut Danjuma Groeneveld,Everton,1
412,Amadou Onana,Everton,1
413,Dwight McNeil,Everton,1
414,Demarai Gray,Everton,0
416,Dele Alli,Everton,0
418,Jean-Philippe Gbamin,Everton,0
423,Lewis O'Brien,Nott'm Forest,0
425,Anthony Elanga,Nott'm Forest,1
429,Josh Bowler,Nott'm Forest,0
433,Remo Freuler,Nott'm Forest,0
435,Alex Mighten,Nott'm Forest,0
436,Harry Arter,Nott'm Forest,0
438,Morgan Gibbs-White,Nott'm Forest,1
441,Orel Mangala,Nott'm Forest,1
453,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
454,Jonjo Shelvey,Nott'm Forest,0
455,Danilo dos Santos de Oliveira,Nott'm Forest,0
456,Cheikhou Kouyaté,Nott'm Forest,1
457,Ryan Yates,Nott'm Forest,1
458,Brandon Aguilera Zamora,Nott'm Forest,0
459,Braian Ojeda Rodríguez,Nott'm Forest,0
462,Andrey Nascimento dos Santos,Nott'm Forest,0
465,Scott Twine,Burnley,0
467,Carlos Mendes Gomes,Luton,0
468,Dion Pereira,Luton,0
473,Josh Cullen,Burnley,1
475,Jóhann Berg Gudmundsson,Burnley,0
477,Anass Zaroury,Burnley,0
478,Josh Brownhill,Burnley,1
480,Ross Barkley,Luton,1
482,Samuel Bastien,Burnley,0
483,Allan Campbell,Luton,0
487,Tahith Chong,Luton,1
489,Glen Rea,Luton,0
496,Pelly Ruddock Mpanzu,Luton,1
497,Sander Berge,Burnley,1
501,Luke Freeman,Luton,0
503,Luke Berry,Luton,0
505,Marvelous Nakamba,Luton,1
508,Luca Koleosho,Burnley,1
510,Jacob Bruun Larsen,Burnley,1
512,Elliot Thorpe,Luton,0
513,Louie Watson,Luton,0
514,Jordan Clark,Luton,0
520,Enock Agyei,Burnley,0
521,Darko Churlinov,Burnley,0
529,Nathan Redmond,Burnley,0
530,Fred Onyedinma,Luton,0
531,Dara Costelloe,Burnley,0
533,Jack Cork,Burnley,0
535,Manuel Benson Hedilazio,Burnley,0
539,Andre Brooks,Sheffield Utd,0
541,Vini de Souza Costa,Sheffield Utd,1
547,John Fleck,Sheffield Utd,0
548,Ben Osborn,Sheffield Utd,1
555,Ismaila Coulibaly,Sheffield Utd,0
560,Anis Slimane,Sheffield Utd,0
564,Willian Borges da Silva,Fulham,1
565,João Palhinha Gonçalves,Fulham,1
568,Tyrese Francois,Fulham,0
571,Tom Cairney,Fulham,1
575,Alex Iwobi,Fulham,1
577,Jordan Ayew,Crystal Palace,1
579,Will Hughes,Crystal Palace,1
581,Harry Wilson,Fulham,1
582,Michael Olise,Crystal Palace,0
585,Naouirou Ahamada,Crystal Palace,0
588,Callum Hudson-Odoi,Nott'm Forest,1
589,Ivan Neves Abreu Cavaleiro,Fulham,0
590,Jeffrey Schlupp,Crystal Palace,1
592,Jairo Riedewald,Crystal Palace,1
593,Jefferson Lerma Solís,Crystal Palace,1
594,Oliver Norwood,Sheffield Utd,1
599,Andreas Hoelgebaum Pereira,Fulham,1
605,Malcolm Ebiowei,Crystal Palace,0
606,Saša Lukić,Fulham,1
608,Eberechi Eze,Crystal Palace,1
610,Harrison Reed,Fulham,1
613,Bobby De Cordova-Reid,Fulham,1
615,Cheick Doucouré,Crystal Palace,1
616,Anthony Knockaert,Fulham,0
622,Matthew Dibley-Dias,Fulham,0
625,Matheus França de Oliveira,Crystal Palace,1
626,Jesurun Rak-Sakyi,Crystal Palace,1
627,David Brooks,Bournemouth,1
629,Jaidon Anthony,Bournemouth,0
630,Jamal Lowe,Bournemouth,0
631,Emiliano Marcondes,Bournemouth,0
632,Marcus Tavernier,Bournemouth,1
637,Hamed Traorè,Bournemouth,0
638,Gavin Kilkenny,Bournemouth,0
640,Justin Kluivert,Bournemouth,0
642,Siriki Dembélé,Bournemouth,0
643,Joe Rothwell,Bournemouth,1
645,Ryan Christie,Bournemouth,1
650,Philip Billing,Bournemouth,1
651,Dango Ouattara,Bournemouth,1
654,Lewis Cook,Bournemouth,0
655,Ben Pearson,Bournemouth,0
657,Alex Scott,Bournemouth,0
661,Aaron Ramsey,Burnley,0
662,Adama Traoré,Fulham,0
664,Alex Matos,Chelsea,0
668,Andros Townsend,Luton,0
669,Anssumane Fati Vieira,Brighton,1
674,Carlos Baleba,Brighton,0
676,Daniel Gore,Man Utd,0
677,David Ozoh,Crystal Palace,0
679,Diego Manuel Jadon da Silva Moreira,Chelsea,0
683,Enso González,Wolves,0
684,Ethan Brierley,Brentford,0
687,Han-Noah Massengo,Burnley,0
689,Ibrahim Sangaré,Nott'm Forest,0
690,Jack Harrison,Everton,1
691,Jadan Raymond,Crystal Palace,0
692,James Ward-Prowse,West Ham,1
694,Jayden Luker,Luton,0
695,Jean-Ricner Bellegarde,Wolves,0
701,Jérémy Doku,Man City,1
703,Luis Sinisterra,Bournemouth,1
705,Luke Harris,Fulham,0
707,Mackenzie Hunt,Everton,0
708,Mike Trésor,Burnley,1
709,Mohammed Kudus,West Ham,1
712,Nicolás Domínguez,Nott'm Forest,0
713,Nicolò Zaniolo,Aston Villa,0
718,Roméo Lavia,Chelsea,0
720,Ryan Gravenberch,Liverpool,0
721,Ryan Oné,Sheffield Utd,0
722,Saman Ghoddos,Brentford,0
724,Sofyan Amrabat,Man Utd,0
728,Tyler Adams,Bournemouth,1
729,Wataru Endo,Liverpool,0
730,Wilson Odobert,Burnley,0
