index,name,team,points,value
Alexander Isak2023-10-28T16:30:00Z,Alexander Isak,Newcastle,2.9713115869400313,75
Callum Wilson2023-10-28T16:30:00Z,Callum Wilson,Newcastle,3.529454339204885,78
Ollie Watkins2023-10-29T14:00:00Z,Ollie Watkins,Aston Villa,5.577515172867816,83
Danny Welbeck2023-10-29T14:00:00Z,Danny Welbeck,Brighton,2.7731824357565613,58
João Pedro Junqueira de Jesus2023-10-29T14:00:00Z,João Pedro Junqueira de Jesus,Brighton,3.5350167311597063,53
Evan Ferguson2023-10-29T14:00:00Z,Evan Ferguson,Brighton,3.17785159199262,60
Darwin Núñez Ribeiro2023-10-29T14:00:00Z,Darwin Núñez Ribeiro,Liverpool,4.181485612307909,74
Cody Gakpo2023-10-29T14:00:00Z,Cody Gakpo,Liverpool,3.3882017255651906,72
Julián Álvarez2023-10-29T15:30:00Z,Julián Álvarez,Man City,3.8755028894606673,71
Erling Haaland2023-10-29T15:30:00Z,Erling Haaland,Man City,6.836102802944589,140
Gabriel Fernando de Jesus2023-10-28T14:00:00Z,Gabriel Fernando de Jesus,Arsenal,4.5441712651730635,79
Eddie Nketiah2023-10-28T14:00:00Z,Eddie Nketiah,Arsenal,2.895463247486515,55
Michail Antonio2023-10-29T13:00:00Z,Michail Antonio,West Ham,3.053855169298225,58
Yoane Wissa2023-10-28T11:30:00Z,Yoane Wissa,Brentford,3.7804750011576,59
Nicolas Jackson2023-10-28T11:30:00Z,Nicolas Jackson,Chelsea,2.7773962952699867,69
Rasmus Højlund2023-10-29T15:30:00Z,Rasmus Højlund,Man Utd,2.060521696261832,72
Cameron Archer2023-10-28T14:00:00Z,Cameron Archer,Sheffield Utd,1.912652285366672,45
Armando Broja2023-10-28T11:30:00Z,Armando Broja,Chelsea,2.528351283497217,49
Anthony Martial2023-10-29T15:30:00Z,Anthony Martial,Man Utd,2.0806873552748857,65
Matheus Santos Carneiro Da Cunha2023-10-28T16:30:00Z,Matheus Santos Carneiro Da Cunha,Wolves,2.989273683084515,55
Fábio Silva2023-10-28T16:30:00Z,Fábio Silva,Wolves,1.785655582183212,53
Sasa Kalajdzic2023-10-28T16:30:00Z,Sasa Kalajdzic,Wolves,1.655866809692127,49
Dominic Calvert-Lewin2023-10-29T13:00:00Z,Dominic Calvert-Lewin,Everton,2.8945181174420282,58
Taiwo Awoniyi2023-10-29T14:00:00Z,Taiwo Awoniyi,Nott'm Forest,2.141551031102164,65
Chris Wood2023-10-29T14:00:00Z,Chris Wood,Nott'm Forest,2.5028912167348376,49
Chiedozie Ogbene2023-10-29T14:00:00Z,Chiedozie Ogbene,Luton,2.213698730609746,49
Carlton Morris2023-10-29T14:00:00Z,Carlton Morris,Luton,2.3769357589049824,55
Cauley Woodrow2023-10-29T14:00:00Z,Cauley Woodrow,Luton,1.3163621945076245,44
Elijah Adebayo2023-10-29T14:00:00Z,Elijah Adebayo,Luton,2.1527974346511245,48
Jacob Brown2023-10-29T14:00:00Z,Jacob Brown,Luton,1.9996896550694636,49
Neal Maupay2023-10-28T11:30:00Z,Neal Maupay,Brentford,2.4056818504945663,49
Lyle Foster2023-10-28T14:00:00Z,Lyle Foster,Burnley,3.0835077623716827,50
Zeki Amdouni2023-10-28T14:00:00Z,Zeki Amdouni,Burnley,2.8466894303906383,54
Oliver McBurnie2023-10-28T14:00:00Z,Oliver McBurnie,Sheffield Utd,1.8784335916137427,54
Rhian Brewster2023-10-28T14:00:00Z,Rhian Brewster,Sheffield Utd,1.3098834733445923,49
Carlos Vinícius Alves Morais2023-10-29T14:00:00Z,Carlos Vinícius Alves Morais,Fulham,2.2972438730811966,48
Odsonne Edouard2023-10-27T19:00:00Z,Odsonne Edouard,Crystal Palace,2.9951974012970948,55
Jean-Philippe Mateta2023-10-27T19:00:00Z,Jean-Philippe Mateta,Crystal Palace,2.4401021834422307,49
Raúl Jiménez2023-10-29T14:00:00Z,Raúl Jiménez,Fulham,1.8695151312693241,53
Dominic Solanke2023-10-28T14:00:00Z,Dominic Solanke,Bournemouth,5.046332020252419,64
Kieffer Moore2023-10-28T14:00:00Z,Kieffer Moore,Bournemouth,2.034354876297366,47
Norberto Bercique Gomes Betuncal2023-10-29T13:00:00Z,Norberto Bercique Gomes Betuncal,Everton,2.1176813395549576,59
