index,name,team,points,value
Alexander Isak2023-10-08T13:00:00Z,Alexander Isak,Newcastle,3.130472130864623,75
Anthony Martial2023-10-07T14:00:00Z,Anthony Martial,Man Utd,2.6965467030733272,65
Antoine Semenyo2023-10-07T14:00:00Z,Antoine Semenyo,Bournemouth,2.1597817329124416,45
Armando Broja2023-10-07T14:00:00Z,Armando Broja,Chelsea,3.013116749512883,49
Bénie Traoré2023-10-07T14:00:00Z,Bénie Traoré,Sheffield Utd,2.1001338570941366,53
Callum Wilson2023-10-08T13:00:00Z,Callum Wilson,Newcastle,3.770618602327115,78
Cameron Archer2023-10-07T14:00:00Z,Cameron Archer,Sheffield Utd,2.8626548638020557,45
Carlos Vinícius Alves Morais2023-10-07T14:00:00Z,Carlos Vinícius Alves Morais,Fulham,2.657987459515582,48
Carlton Morris2023-10-07T11:30:00Z,Carlton Morris,Luton,3.1582894586391674,56
Chiedozie Ogbene2023-10-07T11:30:00Z,Chiedozie Ogbene,Luton,1.9589446583340497,49
Chris Wood2023-10-07T16:30:00Z,Chris Wood,Nott'm Forest,1.858452263980036,49
Cody Gakpo2023-10-08T13:00:00Z,Cody Gakpo,Liverpool,1.9574184616505352,72
Danny Welbeck2023-10-08T13:00:00Z,Danny Welbeck,Brighton,2.502454146565782,58
Darwin Núñez Ribeiro2023-10-08T13:00:00Z,Darwin Núñez Ribeiro,Liverpool,2.6707571977964477,74
Dominic Calvert-Lewin2023-10-07T14:00:00Z,Dominic Calvert-Lewin,Everton,3.9199791584494887,58
Dominic Solanke2023-10-07T14:00:00Z,Dominic Solanke,Bournemouth,4.8004898464620585,64
Eddie Nketiah2023-10-08T15:30:00Z,Eddie Nketiah,Arsenal,1.8128030868173237,55
Elijah Adebayo2023-10-07T11:30:00Z,Elijah Adebayo,Luton,2.0189781007031176,48
Erling Haaland2023-10-08T15:30:00Z,Erling Haaland,Man City,6.825324320243375,141
Evan Ferguson2023-10-08T13:00:00Z,Evan Ferguson,Brighton,2.4367071192174787,60
Fábio Silva2023-10-08T13:00:00Z,Fábio Silva,Wolves,1.9068253242416986,54
Gabriel Fernando de Jesus2023-10-08T15:30:00Z,Gabriel Fernando de Jesus,Arsenal,2.315212630894329,80
Jacob Brown2023-10-07T11:30:00Z,Jacob Brown,Luton,2.4652565481551383,49
Jean-Philippe Mateta2023-10-07T16:30:00Z,Jean-Philippe Mateta,Crystal Palace,2.831579732900289,49
Jhon Durán2023-10-08T13:00:00Z,Jhon Durán,Aston Villa,1.941433649882254,50
João Pedro Junqueira de Jesus2023-10-08T13:00:00Z,João Pedro Junqueira de Jesus,Brighton,1.9833971849262344,53
Julián Álvarez2023-10-08T15:30:00Z,Julián Álvarez,Man City,3.441330011096191,70
Lyle Foster2023-10-07T14:00:00Z,Lyle Foster,Burnley,3.070862899141171,50
Matheus Santos Carneiro Da Cunha2023-10-08T13:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,2.5253321086765035,55
Michail Antonio2023-10-08T13:00:00Z,Michail Antonio,West Ham,2.4491641053098245,59
Neal Maupay2023-10-07T14:00:00Z,Neal Maupay,Brentford,1.9015825882902462,49
Nicolas Jackson2023-10-07T14:00:00Z,Nicolas Jackson,Chelsea,3.0599013697796478,69
Norberto Bercique Gomes Betuncal2023-10-07T14:00:00Z,Norberto Bercique Gomes Betuncal,Everton,2.651037432894939,60
Odsonne Edouard2023-10-07T16:30:00Z,Odsonne Edouard,Crystal Palace,3.462360940955732,55
Oliver McBurnie2023-10-07T14:00:00Z,Oliver McBurnie,Sheffield Utd,2.3611583202134505,54
Ollie Watkins2023-10-08T13:00:00Z,Ollie Watkins,Aston Villa,3.658921047077946,80
Rasmus Højlund2023-10-07T14:00:00Z,Rasmus Højlund,Man Utd,3.4296124382957283,71
Raúl Jiménez2023-10-07T14:00:00Z,Raúl Jiménez,Fulham,2.9304883104129034,54
Rhian Brewster2023-10-07T14:00:00Z,Rhian Brewster,Sheffield Utd,2.0057386387487184,49
Taiwo Awoniyi2023-10-07T16:30:00Z,Taiwo Awoniyi,Nott'm Forest,2.50913293256957,66
Yoane Wissa2023-10-07T14:00:00Z,Yoane Wissa,Brentford,2.682642497108901,60
Zeki Amdouni2023-10-07T14:00:00Z,Zeki Amdouni,Burnley,3.372169841924457,54
