index,name,team,points,value
Alisson Ramses Becker2023-10-08T13:00:00Z,Alisson Ramses Becker,Liverpool,2.6781375358117954,55
Alphonse Areola2023-10-08T13:00:00Z,Alphonse Areola,West Ham,2.6219243320460737,42
André Onana2023-10-07T14:00:00Z,André Onana,Man Utd,2.990516916266091,49
Bart Verbruggen2023-10-08T13:00:00Z,Bart Verbruggen,Brighton,2.3116361011535878,44
Bernd Leno2023-10-07T14:00:00Z,Bernd Leno,Fulham,3.265919774214726,47
David Raya Martin2023-10-08T15:30:00Z,David Raya Martin,Arsenal,2.5137002598895553,48
Ederson Santana de Moraes2023-10-08T15:30:00Z,Ederson Santana de Moraes,Man City,2.9053635014785346,56
Emiliano Martínez Romero2023-10-08T13:00:00Z,Emiliano Martínez Romero,Aston Villa,3.4212910242247028,49
Guglielmo Vicario2023-10-07T11:30:00Z,Guglielmo Vicario,Spurs,4.600437173055187,51
James Trafford2023-10-07T14:00:00Z,James Trafford,Burnley,3.1261428158828717,45
Jason Steele2023-10-08T13:00:00Z,Jason Steele,Brighton,2.512889905314532,44
Jordan Pickford2023-10-07T14:00:00Z,Jordan Pickford,Everton,3.167633880459718,44
José Malheiro de Sá2023-10-08T13:00:00Z,José Malheiro de Sá,Wolves,2.7146409212739346,50
Mark Flekken2023-10-07T14:00:00Z,Mark Flekken,Brentford,2.511577493531419,45
Matt Turner2023-10-07T16:30:00Z,Matt Turner,Nott'm Forest,2.454386615250285,40
Nick Pope2023-10-08T13:00:00Z,Nick Pope,Newcastle,3.026179089391035,55
Norberto Murara Neto2023-10-07T14:00:00Z,Norberto Murara Neto,Bournemouth,3.8327539133159587,45
Robert Sánchez2023-10-07T14:00:00Z,Robert Sánchez,Chelsea,2.924359045816333,46
Sam Johnstone2023-10-07T16:30:00Z,Sam Johnstone,Crystal Palace,3.08556013930441,45
Thomas Kaminski2023-10-07T11:30:00Z,Thomas Kaminski,Luton,2.652484114287837,45
Wes Foderingham2023-10-07T14:00:00Z,Wes Foderingham,Sheffield Utd,2.744230372487698,45
