,name,team,minutes
231,Fodé Ballo-Touré,Fulham,0
242,Gabriel Osho,Luton,0
244,Gabriel dos Santos Magalhães,Arsenal,1
247,George Baldock,Sheffield Utd,0
251,Giulian Biancone,Nott'm Forest,0
253,Gonzalo Montiel,Nott'm Forest,1
263,Hannes Delcroix,Burnley,0
265,Harrison Ashby,Newcastle,0
269,Harry Maguire,Man Utd,0
270,Harry Toffolo,Nott'm Forest,1
274,Hjalmar Ekdal,Burnley,0
275,Hugo Bueno López,Wolves,1
281,Ibrahima Konaté,Liverpool,1
283,Igor Julio dos Santos de Paulo,Brighton,0
285,Illia Zabarnyi,Bournemouth,1
289,Issa Diop,Fulham,1
290,Issa Kaboré,Luton,1
292,Ivan Perišić,Spurs,1
298,Jack Robinson,Sheffield Utd,1
308,Jake O'Brien,Crystal Palace,0
309,Jakub Kiwior,Arsenal,0
311,Jamaal Lascelles,Newcastle,1
312,Jamal Lewis,Newcastle,0
315,James Hill,Bournemouth,0
321,James Tarkowski,Everton,1
322,James Tomkins,Crystal Palace,0
326,Jan Paul van Hecke,Brighton,1
327,Japhet Tanganga,Spurs,0
328,Jarell Quansah,Liverpool,1
329,Jarrad Branthwaite,Everton,1
332,Javier Manquillo Gaitán,Newcastle,0
335,Jayden Bogle,Sheffield Utd,1
345,Joachim Andersen,Crystal Palace,1
346,Joe Gomez,Liverpool,1
348,Joe Rodon,Spurs,0
353,Joe Worrall,Nott'm Forest,1
354,Joel Matip,Liverpool,1
355,Joel Ward,Crystal Palace,1
357,John Egan,Sheffield Utd,1
361,John Stones,Man City,0
363,Jonathan Castro Otto,Wolves,0
364,Jonathan Panzo,Nott'm Forest,0
366,Jonny Evans,Man Utd,0
369,Jordan Beyer,Burnley,1
375,Joseph Johnson,Luton,0
377,Josh Brooking,Chelsea,0
381,Josh Powell,Nott'm Forest,0
383,João Cancelo,Man City,0
388,Joël Veltman,Brighton,1
389,Joško Gvardiol,Man City,1
392,Jurriën Timber,Arsenal,0
404,Kell Watts,Newcastle,0
405,Kenny Tete,Fulham,1
408,Kevin Mbabu,Fulham,0
410,Ki-Jana Hoever,Wolves,0
412,Kieran Tierney,Arsenal,0
413,Kieran Trippier,Newcastle,1
416,Konstantinos Mavropanos,West Ham,1
417,Konstantinos Tsimikas,Liverpool,0
418,Kortney Hause,Aston Villa,0
419,Kristoffer Ajer,Brentford,1
420,Kurt Zouma,West Ham,1
421,Kyle Walker,Man City,1
427,Levi Colwill,Chelsea,1
430,Lewis Dunk,Brighton,1
431,Lewis Hall,Newcastle,0
434,Lisandro Martínez,Man Utd,1
435,Lloyd Kelly,Bournemouth,1
439,Loïc Mbe Soh,Nott'm Forest,0
440,Luc De Fougerolles,Fulham,0
443,Lucas Digne,Aston Villa,1
452,Luke McNally,Burnley,0
454,Luke Shaw,Man Utd,1
455,Luke Thomas,Sheffield Utd,0
458,Mads Bech Sørensen,Brentford,0
460,Mads Juel Andersen,Luton,1
461,Mads Roerslev Rasmussen,Brentford,1
463,Malang Sarr,Chelsea,0
465,Malo Gusto,Chelsea,1
467,Manuel Akanji,Man City,1
469,Marc Cucurella Saseta,Chelsea,1
470,Marc Guéhi,Crystal Palace,1
471,Marcos Senesi,Bournemouth,1
485,Mason Holgate,Everton,0
492,Mathias Jorgensen,Brentford,0
494,Matt Doherty,Wolves,1
497,Matt Targett,Newcastle,0
501,Matty Cash,Aston Villa,1
502,Max Aarons,Bournemouth,1
503,Max Kilman,Wolves,1
504,Max Lowe,Sheffield Utd,0
506,Michael Keane,Everton,0
511,Michał Karbownik,Brighton,0
512,Micky van de Ven,Spurs,1
516,Milos Kerkez,Bournemouth,1
517,Mohamed Dräger,Nott'm Forest,0
525,Moussa Niakhaté,Nott'm Forest,1
526,Murillo Santiago Costa dos Santos,Nott'm Forest,1
530,Nathan Aké,Man City,1
531,Nathan Collins,Brentford,1
533,Nathan Patterson,Everton,1
535,Nathaniel Clyne,Crystal Palace,0
536,Nathaniel Phillips,Liverpool,0
537,Nayef Aguerd,West Ham,1
539,Neco Williams,Nott'm Forest,0
549,Nuno Varela Tavares,Nott'm Forest,0
550,Nélson Cabral Semedo,Wolves,1
553,Oleksandr Zinchenko,Arsenal,1
559,Olu Aina,Nott'm Forest,1
560,Omar Richards,Nott'm Forest,0
565,Owen Dodgson,Burnley,0
570,Pau Torres,Aston Villa,1
571,Paul Dummett,Newcastle,0
573,Pedro Porro,Spurs,1
575,Pervis Estupiñán,Brighton,1
583,Raphaël Varane,Man Utd,1
585,Rayan Aït-Nouri,Wolves,1
587,Reece Burke,Luton,1
588,Reece James,Chelsea,0
593,Rhys Norrington-Davies,Sheffield Utd,0
595,Richie Laryea,Nott'm Forest,0
596,Rico Henry,Brentford,1
597,Rico Lewis,Man City,0
599,Rob Holding,Crystal Palace,0
611,Ryan Fredericks,Bournemouth,0
612,Ryan Giles,Luton,1
614,Ryan Sessegnon,Spurs,0
617,Rúben Gato Alves Dias,Man City,1
625,Santiago Bueno,Wolves,0
630,Scott McKenna,Nott'm Forest,1
633,Seamus Coleman,Everton,0
635,Sepp van den Berg,Liverpool,0
636,Serge Aurier,Nott'm Forest,1
638,Sergio Gómez,Man City,0
639,Sergio Reguilón,Man Utd,1
650,Steve Cook,Nott'm Forest,0
653,Sven Botman,Newcastle,1
656,Takehiro Tomiyasu,Arsenal,1
658,Tariq Lamptey,Brighton,1
659,Teden Mengi,Luton,0
660,Terence Kongolo,Fulham,0
662,Thiago Emiliano da Silva,Chelsea,1
663,Thilo Kehrer,West Ham,0
670,Tim Ream,Fulham,1
671,Timothy Castagne,Fulham,1
672,Tino Livramento,Newcastle,0
677,Tom Lockyer,Luton,1
681,Tosin Adarabioyo,Fulham,0
682,Toti António Gomes,Wolves,1
683,Trent Alexander-Arnold,Liverpool,1
684,Trevoh Chalobah,Chelsea,0
687,Tyrell Malacia,Man Utd,0
689,Tyrick Mitchell,Crystal Palace,1
690,Tyrone Mings,Aston Villa,0
692,Victor Lindelöf,Man Utd,1
693,Victor da Silva,Burnley,1
696,Virgil van Dijk,Liverpool,1
697,Vitalii Mykolenko,Everton,1
699,Vladimír Coufal,West Ham,1
703,Wesley Fofana,Chelsea,0
707,William Saliba,Arsenal,1
709,Willy Boly,Nott'm Forest,1
713,Yasser Larouci,Sheffield Utd,0
721,Álvaro Fernández Carreras,Man Utd,0
