index,name,team,points,value
Aaron Hickey2023-10-07T14:00:00Z,Aaron Hickey,Brentford,1.9217620143471397,45
Aaron Wan-Bissaka2023-10-07T14:00:00Z,Aaron Wan-Bissaka,Man Utd,2.133601598861002,45
Adam Webster2023-10-08T13:00:00Z,Adam Webster,Brighton,2.613327597033248,44
Alfie Doughty2023-10-07T11:30:00Z,Alfie Doughty,Luton,2.2338227787692952,44
Amari'i Bell2023-10-07T11:30:00Z,Amari'i Bell,Luton,1.5697702845207535,40
Ameen Al-Dakhil2023-10-07T14:00:00Z,Ameen Al-Dakhil,Burnley,2.4244663424124373,40
Andrew Omobamidele2023-10-07T16:30:00Z,Andrew Omobamidele,Nott'm Forest,2.602815599632982,45
Andrew Robertson2023-10-08T13:00:00Z,Andrew Robertson,Liverpool,3.565826180845339,66
Anel Ahmedhodžić2023-10-07T14:00:00Z,Anel Ahmedhodžić,Sheffield Utd,2.514807421981477,44
Antonee Robinson2023-10-07T14:00:00Z,Antonee Robinson,Fulham,4.213000129078056,45
Ashley Young2023-10-07T14:00:00Z,Ashley Young,Everton,3.134668628428263,44
Axel Disasi2023-10-07T14:00:00Z,Axel Disasi,Chelsea,2.799764811088298,51
Ben Chilwell2023-10-07T14:00:00Z,Ben Chilwell,Chelsea,2.9753921397873433,55
Ben Davies2023-10-07T11:30:00Z,Ben Davies,Spurs,2.261989941944773,43
Ben Mee2023-10-07T14:00:00Z,Ben Mee,Brentford,2.2220384105563893,48
Benjamin White2023-10-08T15:30:00Z,Benjamin White,Arsenal,1.7008064776583287,55
Charlie Taylor2023-10-07T14:00:00Z,Charlie Taylor,Burnley,2.9769557547417578,39
Chris Basham2023-10-07T14:00:00Z,Chris Basham,Sheffield Utd,1.7144090587514023,40
Clément Lenglet2023-10-08T13:00:00Z,Clément Lenglet,Aston Villa,2.3666968365508723,45
Connor Roberts2023-10-07T14:00:00Z,Connor Roberts,Burnley,2.7549277653329045,44
Craig Dawson2023-10-08T13:00:00Z,Craig Dawson,Wolves,2.354816695988683,45
Cristian Romero2023-10-07T11:30:00Z,Cristian Romero,Spurs,4.561879684150944,48
Dan Burn2023-10-08T13:00:00Z,Dan Burn,Newcastle,2.994614015097163,46
Dara O'Shea2023-10-07T14:00:00Z,Dara O'Shea,Burnley,2.574195752865427,44
Destiny Udogie2023-10-07T11:30:00Z,Destiny Udogie,Spurs,4.317608218311941,48
Diogo Dalot Teixeira2023-10-07T14:00:00Z,Diogo Dalot Teixeira,Man Utd,3.071476202576846,49
Emerson Palmieri dos Santos2023-10-08T13:00:00Z,Emerson Palmieri dos Santos,West Ham,2.252566311041322,45
Ethan Pinnock2023-10-07T14:00:00Z,Ethan Pinnock,Brentford,2.081404152771043,45
Ezri Konsa Ngoyo2023-10-08T13:00:00Z,Ezri Konsa Ngoyo,Aston Villa,3.2342965461854627,45
Fabian Schär2023-10-08T13:00:00Z,Fabian Schär,Newcastle,3.174004181747906,51
Gabriel dos Santos Magalhães2023-10-08T15:30:00Z,Gabriel dos Santos Magalhães,Arsenal,1.256679747938879,47
Gonzalo Montiel2023-10-07T16:30:00Z,Gonzalo Montiel,Nott'm Forest,2.602815599632982,45
Harry Toffolo2023-10-07T16:30:00Z,Harry Toffolo,Nott'm Forest,2.06688843346228,44
Hugo Bueno López2023-10-08T13:00:00Z,Hugo Bueno López,Wolves,1.913926056170487,44
Ibrahima Konaté2023-10-08T13:00:00Z,Ibrahima Konaté,Liverpool,1.6054539202776041,49
Illia Zabarnyi2023-10-07T14:00:00Z,Illia Zabarnyi,Bournemouth,3.0727102559354575,45
Issa Diop2023-10-07T14:00:00Z,Issa Diop,Fulham,3.461339849598436,45
Issa Kaboré2023-10-07T11:30:00Z,Issa Kaboré,Luton,2.075375747245658,40
Ivan Perišić2023-10-07T11:30:00Z,Ivan Perišić,Spurs,2.6476626527696863,48
Jack Robinson2023-10-07T14:00:00Z,Jack Robinson,Sheffield Utd,2.227746947210791,45
Jamaal Lascelles2023-10-08T13:00:00Z,Jamaal Lascelles,Newcastle,2.1975790516562475,39
James Tarkowski2023-10-07T14:00:00Z,James Tarkowski,Everton,3.3304669204285697,44
Jan Paul van Hecke2023-10-08T13:00:00Z,Jan Paul van Hecke,Brighton,1.9222069246802058,40
Jarell Quansah2023-10-08T13:00:00Z,Jarell Quansah,Liverpool,1.3908783648388412,40
Jarrad Branthwaite2023-10-07T14:00:00Z,Jarrad Branthwaite,Everton,2.5240262165496756,40
Jayden Bogle2023-10-07T14:00:00Z,Jayden Bogle,Sheffield Utd,2.286115676638229,45
Joachim Andersen2023-10-07T16:30:00Z,Joachim Andersen,Crystal Palace,2.052602239388288,48
Joe Gomez2023-10-08T13:00:00Z,Joe Gomez,Liverpool,1.8954390256538438,45
Joe Worrall2023-10-07T16:30:00Z,Joe Worrall,Nott'm Forest,2.110812740588675,45
Joel Matip2023-10-08T13:00:00Z,Joel Matip,Liverpool,2.6381587670207463,49
Joel Ward2023-10-07T16:30:00Z,Joel Ward,Crystal Palace,3.0444831583364924,45
John Egan2023-10-07T14:00:00Z,John Egan,Sheffield Utd,1.9903294834204255,44
Jordan Beyer2023-10-07T14:00:00Z,Jordan Beyer,Burnley,2.8133747687747896,40
Joël Veltman2023-10-08T13:00:00Z,Joël Veltman,Brighton,2.697211030984065,44
Joško Gvardiol2023-10-08T15:30:00Z,Joško Gvardiol,Man City,2.0250769407283573,50
Kenny Tete2023-10-07T14:00:00Z,Kenny Tete,Fulham,3.820649147591861,45
Kieran Trippier2023-10-08T13:00:00Z,Kieran Trippier,Newcastle,5.249163534135883,68
Konstantinos Mavropanos2023-10-08T13:00:00Z,Konstantinos Mavropanos,West Ham,1.3203185732900597,45
Kristoffer Ajer2023-10-07T14:00:00Z,Kristoffer Ajer,Brentford,1.9040264506743467,45
Kurt Zouma2023-10-08T13:00:00Z,Kurt Zouma,West Ham,2.311851762595462,45
Kyle Walker2023-10-08T15:30:00Z,Kyle Walker,Man City,2.5616021296650433,53
Levi Colwill2023-10-07T14:00:00Z,Levi Colwill,Chelsea,3.1918337803068506,45
Lewis Dunk2023-10-08T13:00:00Z,Lewis Dunk,Brighton,2.9565161599292833,50
Lisandro Martínez2023-10-07T14:00:00Z,Lisandro Martínez,Man Utd,2.6153118732990843,48
Lloyd Kelly2023-10-07T14:00:00Z,Lloyd Kelly,Bournemouth,3.5187928202593572,45
Lucas Digne2023-10-08T13:00:00Z,Lucas Digne,Aston Villa,3.695042378535038,46
Luke Shaw2023-10-07T14:00:00Z,Luke Shaw,Man Utd,2.817515706256756,52
Mads Juel Andersen2023-10-07T11:30:00Z,Mads Juel Andersen,Luton,1.455274742847951,40
Mads Roerslev Rasmussen2023-10-07T14:00:00Z,Mads Roerslev Rasmussen,Brentford,2.0836467622002175,44
Malo Gusto2023-10-07T14:00:00Z,Malo Gusto,Chelsea,2.531947901324348,42
Manuel Akanji2023-10-08T15:30:00Z,Manuel Akanji,Man City,2.6982607603736817,50
Marc Cucurella Saseta2023-10-07T14:00:00Z,Marc Cucurella Saseta,Chelsea,3.2847736134141887,48
Marc Guéhi2023-10-07T16:30:00Z,Marc Guéhi,Crystal Palace,3.1313843317584875,45
Marcos Senesi2023-10-07T14:00:00Z,Marcos Senesi,Bournemouth,2.884348275043778,44
Matt Doherty2023-10-08T13:00:00Z,Matt Doherty,Wolves,1.8579062111046654,43
Matty Cash2023-10-08T13:00:00Z,Matty Cash,Aston Villa,3.6183656723934177,49
Max Aarons2023-10-07T14:00:00Z,Max Aarons,Bournemouth,3.2848269938343537,45
Max Kilman2023-10-08T13:00:00Z,Max Kilman,Wolves,2.2635292448661675,45
Micky van de Ven2023-10-07T11:30:00Z,Micky van de Ven,Spurs,4.279631722135722,45
Milos Kerkez2023-10-07T14:00:00Z,Milos Kerkez,Bournemouth,2.8352991212374974,45
Moussa Niakhaté2023-10-07T16:30:00Z,Moussa Niakhaté,Nott'm Forest,2.162202451922337,45
Murillo Santiago Costa dos Santos2023-10-07T16:30:00Z,Murillo Santiago Costa dos Santos,Nott'm Forest,2.602815599632982,45
Nathan Aké2023-10-08T15:30:00Z,Nathan Aké,Man City,2.7959094285285038,51
Nathan Collins2023-10-07T14:00:00Z,Nathan Collins,Brentford,2.082395412284754,45
Nathan Patterson2023-10-07T14:00:00Z,Nathan Patterson,Everton,2.0535035903512475,45
Nayef Aguerd2023-10-08T13:00:00Z,Nayef Aguerd,West Ham,2.531929841416299,45
Nélson Cabral Semedo2023-10-08T13:00:00Z,Nélson Cabral Semedo,Wolves,2.0285322411833646,45
Oleksandr Zinchenko2023-10-08T15:30:00Z,Oleksandr Zinchenko,Arsenal,1.5576066683532952,49
Olu Aina2023-10-07T16:30:00Z,Olu Aina,Nott'm Forest,2.377269957681386,45
Pau Torres2023-10-08T13:00:00Z,Pau Torres,Aston Villa,3.725740333745693,45
Pedro Porro2023-10-07T11:30:00Z,Pedro Porro,Spurs,5.420127081256433,50
Pervis Estupiñán2023-10-08T13:00:00Z,Pervis Estupiñán,Brighton,2.9165087473162137,53
Raphaël Varane2023-10-07T14:00:00Z,Raphaël Varane,Man Utd,2.8788968399373194,50
Rayan Aït-Nouri2023-10-08T13:00:00Z,Rayan Aït-Nouri,Wolves,2.0506000126272648,45
Reece Burke2023-10-07T11:30:00Z,Reece Burke,Luton,1.4255658935293916,40
Rico Henry2023-10-07T14:00:00Z,Rico Henry,Brentford,2.0312282382445135,45
Ryan Giles2023-10-07T11:30:00Z,Ryan Giles,Luton,1.866876606541785,45
Rúben Gato Alves Dias2023-10-08T15:30:00Z,Rúben Gato Alves Dias,Man City,3.033567674663383,55
Scott McKenna2023-10-07T16:30:00Z,Scott McKenna,Nott'm Forest,2.1673691082918753,45
Serge Aurier2023-10-07T16:30:00Z,Serge Aurier,Nott'm Forest,2.1669877910164312,45
Sergio Reguilón2023-10-07T14:00:00Z,Sergio Reguilón,Man Utd,2.936360587357222,44
Sven Botman2023-10-08T13:00:00Z,Sven Botman,Newcastle,3.1991929709853975,47
Takehiro Tomiyasu2023-10-08T15:30:00Z,Takehiro Tomiyasu,Arsenal,1.0800063152349109,45
Tariq Lamptey2023-10-08T13:00:00Z,Tariq Lamptey,Brighton,1.8669460166625491,39
Thiago Emiliano da Silva2023-10-07T14:00:00Z,Thiago Emiliano da Silva,Chelsea,2.5370380115023448,50
Tim Ream2023-10-07T14:00:00Z,Tim Ream,Fulham,3.767844034881754,45
Timothy Castagne2023-10-07T14:00:00Z,Timothy Castagne,Fulham,4.4818580794445575,45
Tom Lockyer2023-10-07T11:30:00Z,Tom Lockyer,Luton,2.0088959493173895,43
Toti António Gomes2023-10-08T13:00:00Z,Toti António Gomes,Wolves,2.014113398153398,44
Trent Alexander-Arnold2023-10-08T13:00:00Z,Trent Alexander-Arnold,Liverpool,2.5699693713949885,79
Tyrick Mitchell2023-10-07T16:30:00Z,Tyrick Mitchell,Crystal Palace,2.662840487016682,45
Victor Lindelöf2023-10-07T14:00:00Z,Victor Lindelöf,Man Utd,2.855762207889937,45
Victor da Silva2023-10-07T14:00:00Z,Victor da Silva,Burnley,2.2030694200259036,44
Virgil van Dijk2023-10-08T13:00:00Z,Virgil van Dijk,Liverpool,2.469884121652339,60
Vitalii Mykolenko2023-10-07T14:00:00Z,Vitalii Mykolenko,Everton,2.8699480472818077,43
Vladimír Coufal2023-10-08T13:00:00Z,Vladimír Coufal,West Ham,2.510021353889273,45
William Saliba2023-10-08T15:30:00Z,William Saliba,Arsenal,1.5182676237622743,52
Willy Boly2023-10-07T16:30:00Z,Willy Boly,Nott'm Forest,2.2193879775176204,45
