,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,44,FWD,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
1,2,Cédric Alves Soares,39,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
2,3,Mohamed Elneny,44,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
3,4,Fábio Ferreira Vieira,54,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
4,5,Gabriel dos Santos Magalhães,47,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
5,6,Kai Havertz,71,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
6,8,Gabriel Fernando de Jesus,80,FWD,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
7,9,Jorge Luiz Frello Filho,54,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
8,10,Jakub Kiwior,43,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
9,11,Marcus Oliveira Alencar,45,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
10,12,Gabriel Martinelli Silva,77,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
11,13,Eddie Nketiah,55,FWD,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
12,14,Martin Ødegaard,85,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
13,15,Thomas Partey,48,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
14,16,Nicolas Pépé,49,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
15,17,Aaron Ramsdale,48,GKP,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
16,18,Rúnar Alex Rúnarsson,40,GKP,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
17,19,Bukayo Saka,86,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
18,20,William Saliba,52,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
19,22,Emile Smith Rowe,53,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
20,24,Kieran Tierney,44,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
21,25,Takehiro Tomiyasu,45,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
22,26,Leandro Trossard,66,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
23,29,Benjamin White,56,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
24,30,Granit Xhaka,60,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
25,31,Oleksandr Zinchenko,49,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
26,113,David Raya Martin,48,GKP,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
27,540,Declan Rice,54,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
28,578,Reiss Nelson,49,MID,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
29,585,Jurriën Timber,47,DEF,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
30,646,Karl Hein,40,GKP,Chelsea,Arsenal,2023-10-21T16:30:00Z,False,Arsenal
31,32,Alexandre Moreno Lopera,50,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
32,34,Leon Bailey,55,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
33,35,Emiliano Buendía Stati,58,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
34,36,Matty Cash,50,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
35,37,Calum Chambers,39,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
36,38,Philippe Coutinho Correia,58,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
37,39,Keinan Davis,49,FWD,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
38,40,Leander Dendoncker,49,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
39,41,Diego Carlos Santos Silva,44,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
40,42,Lucas Digne,46,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
41,43,Douglas Luiz Soares de Paulo,54,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
42,44,Jhon Durán,50,FWD,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
43,45,Kortney Hause,40,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
44,46,Tim Iroegbunam,44,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
45,47,Boubacar Kamara,50,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
46,48,Ezri Konsa Ngoyo,45,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
47,49,Emiliano Martínez Romero,49,GKP,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
48,50,John McGinn,55,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
49,51,Tyrone Mings,42,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
50,53,Robin Olsen,40,GKP,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
51,54,Jaden Philogene-Bidace,45,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
52,55,Jacob Ramsey,59,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
53,56,Morgan Sanson,45,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
54,57,Viljami Sinisalo,40,GKP,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
55,58,Youri Tielemans,57,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
56,59,Bertrand Traoré,50,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
57,60,Ollie Watkins,81,FWD,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
58,61,Wesley Moraes Ferreira da Silva,50,FWD,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
59,584,Pau Torres,45,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
60,599,Moussa Diaby,67,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
61,618,Omari Kellyman,45,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
62,670,Filip Marschall,40,GKP,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
63,672,Nicolò Zaniolo,55,MID,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
64,686,Oliwier Zych,40,GKP,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
65,699,Clément Lenglet,45,DEF,Aston Villa,West Ham,2023-10-22T15:30:00Z,True,Aston Villa
66,62,Jaidon Anthony,49,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
67,63,Philip Billing,53,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
68,64,David Brooks,49,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
69,65,Ryan Christie,50,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
70,66,Lewis Cook,50,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
71,67,Siriki Dembélé,45,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
72,68,Ryan Fredericks,44,DEF,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
73,69,James Hill,40,DEF,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
74,70,Lloyd Kelly,45,DEF,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
75,71,Gavin Kilkenny,44,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
76,72,Justin Kluivert,47,MID,Bournemouth,Wolves,2023-10-21T14:00:00Z,True,Bournemouth
