,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
225,196,Carney Chukwuemeka,43,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
226,197,Levi Colwill,45,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
227,198,Marc Cucurella Saseta,48,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
228,199,Enzo Fernández,49,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
229,200,David Datro Fofana,50,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
230,201,Wesley Fofana,44,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
231,202,Conor Gallagher,54,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
232,203,Malo Gusto,42,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
233,206,Reece James,53,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
234,207,Romelu Lukaku Bolingoli,68,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
235,208,Noni Madueke,53,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
236,210,Mykhailo Mudryk,63,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
237,211,Nicolas Jackson,69,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
238,212,Christopher Nkunku,73,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
239,213,Christian Pulisic,55,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
240,214,Malang Sarr,44,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
241,215,Gabriel Słonina,40,GKP,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
242,216,Raheem Sterling,71,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
243,217,Thiago Emiliano da Silva,50,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
244,218,Hakim Ziyech,54,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
245,362,Cole Palmer,49,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
246,589,Ângelo Gabriel Borges Damaceno,50,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
247,609,Ian Maatsen,52,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
248,611,Axel Disasi,51,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
249,613,Lesley Ugochukwu,44,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
250,623,Mason Burstow,45,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
251,659,Lucas Bergström,40,GKP,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
252,667,Roméo Lavia,49,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
253,671,Bashir Humphreys,40,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
254,677,Deivid Washington de Souza Eugênio,45,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
255,680,Eddie Beach,40,GKP,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
256,681,Diego Manuel Jadon da Silva Moreira,45,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
257,687,Djordje Petrovic,45,GKP,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
258,716,Alfie Gilchrist,40,DEF,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
259,717,Ronnie Stutter,45,FWD,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
260,718,Alex Matos,45,MID,Burnley,Chelsea,2023-10-07T14:00:00Z,False,Chelsea
