,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
38,40,Leander Dendoncker,49,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
39,41,Diego Carlos Santos Silva,45,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
40,42,Lucas Digne,46,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
41,43,Douglas Luiz Soares de Paulo,54,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
42,44,Jhon Durán,50,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
43,45,Kortney Hause,40,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
44,46,Tim Iroegbunam,44,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
45,47,Boubacar Kamara,50,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
46,48,Ezri Konsa Ngoyo,45,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
47,49,Emiliano Martínez Romero,49,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
48,50,John McGinn,55,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
49,51,Tyrone Mings,43,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
50,53,Robin Olsen,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
51,54,Jaden Philogene-Bidace,45,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
52,55,Jacob Ramsey,59,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
53,56,Morgan Sanson,45,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
54,57,Viljami Sinisalo,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
55,58,Youri Tielemans,58,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
56,59,Bertrand Traoré,50,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
57,60,Ollie Watkins,79,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
58,61,Wesley Moraes Ferreira da Silva,50,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
59,584,Pau Torres,45,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
60,599,Moussa Diaby,66,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
61,618,Omari Kellyman,45,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
62,670,Filip Marschall,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
63,672,Nicolò Zaniolo,55,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
64,686,Oliwier Zych,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
65,699,Clément Lenglet,45,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,False,Aston Villa
66,62,Jaidon Anthony,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
67,63,Philip Billing,53,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
68,64,David Brooks,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
69,65,Ryan Christie,50,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
70,66,Lewis Cook,50,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
71,67,Siriki Dembélé,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
72,68,Ryan Fredericks,44,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
73,69,James Hill,40,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
74,70,Lloyd Kelly,45,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
75,71,Gavin Kilkenny,44,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
76,72,Justin Kluivert,48,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
77,73,Jamal Lowe,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
78,74,Emiliano Marcondes,44,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
79,75,Chris Mepham,44,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
80,76,Kieffer Moore,48,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
81,77,Norberto Murara Neto,45,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
82,78,Dango Ouattara,48,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
83,79,Ben Pearson,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
84,80,Darren Randolph,40,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
85,81,Joe Rothwell,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
86,82,Antoine Semenyo,45,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
87,83,Marcos Senesi,44,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
88,84,Adam Smith,44,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
89,85,Dominic Solanke,65,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
90,86,Marcus Tavernier,54,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
91,87,Hamed Traorè,48,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
92,88,Mark Travers,40,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
93,89,Illia Zabarnyi,45,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
94,595,Milos Kerkez,45,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
95,607,Ionuț Radu,44,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
96,619,Ben Greenwood,40,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
97,643,Max Aarons,45,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
98,644,Alex Scott,50,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
99,673,Tyler Adams,50,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
100,705,Luis Sinisterra,55,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,False,Bournemouth
101,90,Kristoffer Ajer,45,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
102,91,Ellery Balcombe,40,GKP,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
103,92,Shandon Baptiste,44,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
104,93,Mads Bech Sørensen,40,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
105,94,Mads Bidstrup,45,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
106,95,Sergi Canós Tenés,50,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
107,96,Nathan Collins,45,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
108,97,Matthew Cox,40,GKP,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
109,98,Mikkel Damsgaard,49,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
110,99,Josh Dasilva,48,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
111,100,Halil Dervişoğlu,45,FWD,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
112,101,Mark Flekken,45,GKP,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
113,102,Charlie Goode,40,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
114,103,Rico Henry,46,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
115,104,Aaron Hickey,45,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
116,105,Vitaly Janelt,54,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
117,106,Mathias Jensen,54,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
118,107,Keane Lewis-Potter,48,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
119,108,Bryan Mbeumo,69,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
120,109,Ben Mee,49,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
121,110,Christian Nørgaard,55,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
122,111,Frank Onyeka,49,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
123,112,Ethan Pinnock,45,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
124,114,Mads Roerslev Rasmussen,44,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
125,115,Kevin Schade,54,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
126,116,Thomas Strakosha,40,GKP,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
127,117,Ivan Toney,79,FWD,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
128,118,Ryan Trevitt,45,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
129,119,Yoane Wissa,61,FWD,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
130,120,Yegor Yarmolyuk,44,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
131,121,Mathias Jorgensen,44,DEF,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
132,258,Neal Maupay,49,FWD,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
133,620,Michael Olakigbe,45,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
134,684,Ethan Brierley,45,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
135,701,Saman Ghoddos,45,MID,Brentford,Everton,2023-09-23T16:30:00Z,True,Brentford
136,122,Simon Adingra,50,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
137,123,Steven Alzate,44,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
138,124,Yasin Ayari,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
139,125,Facundo Buonanotte,48,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
140,127,Aaron Connolly,45,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
141,128,Mahmoud Dahoud,48,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
142,129,Lewis Dunk,50,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
143,130,Julio Enciso,52,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
144,131,Pervis Estupiñán,53,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
145,132,Evan Ferguson,60,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
146,133,Billy Gilmour,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
147,134,Pascal Groß,63,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
148,135,João Pedro Junqueira de Jesus,54,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
149,136,Michał Karbownik,40,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
150,137,Kacper Kozłowski,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
151,138,Adam Lallana,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
152,139,Tariq Lamptey,39,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
153,140,Solly March,66,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
154,141,Tom McGill,40,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
155,142,James Milner,49,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
156,143,Kaoru Mitoma,65,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
157,144,Jakub Moder,44,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
158,146,Jeremy Sarmiento Morante,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
159,147,Kjell Scherpen,40,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
160,148,Jason Steele,44,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
161,149,Deniz Undav,55,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
162,150,Jan Paul van Hecke,40,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
163,151,Joël Veltman,44,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
164,152,Bart Verbruggen,44,GKP,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
165,153,Adam Webster,44,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
166,154,Danny Welbeck,58,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
167,155,Andi Zeqiri,44,FWD,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
168,606,Igor Julio dos Santos de Paulo,43,DEF,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
169,621,Jack Hinshelwood,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
170,690,Carlos Baleba,45,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
171,700,Anssumane Fati Vieira,65,MID,Brighton,Bournemouth,2023-09-24T13:00:00Z,True,Brighton
172,156,Enock Agyei,44,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
173,157,Ameen Al-Dakhil,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
174,158,Samuel Bastien,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
175,159,Manuel Benson Hedilazio,53,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
176,160,Jordan Beyer,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
177,161,Josh Brownhill,48,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
178,162,Darko Churlinov,44,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
179,163,Jack Cork,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
180,164,Dara Costelloe,45,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
181,165,Josh Cullen,50,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
182,166,CJ Egan-Riley,39,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
183,167,Hjalmar Ekdal,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
184,168,Lyle Foster,50,FWD,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
185,169,Denis Franchi,40,GKP,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
186,170,Jóhann Berg Gudmundsson,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
187,171,Luke McNally,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
188,172,Arijanet Muric,44,GKP,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
189,173,Dara O'Shea,45,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
190,174,Michael Obafemi,49,FWD,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
191,175,Bailey Peacock-Farrell,40,GKP,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
192,176,Connor Roberts,44,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
193,177,Jay Rodriguez,53,FWD,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
194,178,Charlie Taylor,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
195,179,Bobby Thomas,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
196,180,Scott Twine,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
197,181,Lawrence Vigouroux,40,GKP,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
198,182,Victor da Silva,44,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
199,183,Wout Weghorst,55,FWD,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
200,184,Anass Zaroury,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
201,475,Sander Berge,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
202,594,Zeki Amdouni,54,FWD,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
203,596,James Trafford,45,GKP,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
204,600,Nathan Redmond,48,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
205,605,Luca Koleosho,50,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
206,608,Jacob Bruun Larsen,49,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
207,622,Owen Dodgson,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
208,660,Wilson Odobert,50,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
209,674,Hannes Delcroix,40,DEF,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
210,675,Aaron Ramsey,50,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
211,694,Han-Noah Massengo,50,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
212,706,Mike Trésor,55,MID,Burnley,Man Utd,2023-09-23T19:00:00Z,True,Burnley
213,126,Moisés Caicedo Corozo,49,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
214,145,Robert Sánchez,45,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
215,185,Ethan Ampadu,40,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
216,187,Kepa Arrizabalaga,50,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
217,188,Pierre-Emerick Aubameyang,65,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
218,189,César Azpilicueta,45,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
219,190,Abdul Rahman Baba,40,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
220,191,Benoît Badiashile,44,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
221,192,Marcus Bettinelli,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
222,193,Armando Broja,49,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
223,194,Trevoh Chalobah,43,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
224,195,Ben Chilwell,58,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
225,196,Carney Chukwuemeka,44,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
226,197,Levi Colwill,45,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
227,198,Marc Cucurella Saseta,49,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
228,199,Enzo Fernández,50,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
229,200,David Datro Fofana,50,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
230,201,Wesley Fofana,44,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
231,202,Conor Gallagher,54,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
232,203,Malo Gusto,42,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
233,206,Reece James,53,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
234,207,Romelu Lukaku Bolingoli,68,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
235,208,Noni Madueke,54,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
236,210,Mykhailo Mudryk,64,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
237,211,Nicolas Jackson,70,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
238,212,Christopher Nkunku,73,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
239,213,Christian Pulisic,55,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
240,214,Malang Sarr,44,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
241,215,Gabriel Słonina,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
242,216,Raheem Sterling,72,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
243,217,Thiago Emiliano da Silva,50,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
244,218,Hakim Ziyech,54,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
245,362,Cole Palmer,49,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
246,589,Ângelo Gabriel Borges Damaceno,50,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
247,609,Ian Maatsen,53,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
248,611,Axel Disasi,51,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
249,613,Lesley Ugochukwu,44,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
250,623,Mason Burstow,45,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
251,659,Lucas Bergström,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
252,667,Roméo Lavia,50,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
253,671,Bashir Humphreys,40,DEF,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
254,677,Deivid Washington de Souza Eugênio,45,FWD,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
255,680,Eddie Beach,40,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
256,681,Diego Manuel Jadon da Silva Moreira,45,MID,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
257,687,Djordje Petrovic,45,GKP,Chelsea,Aston Villa,2023-09-24T13:00:00Z,True,Chelsea
