,id,name,cost,position,home_team,away_team,kickoff_time,is_home,team_x
0,1,Folarin Balogun,45,FWD,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
1,2,Cédric Alves Soares,40,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
2,3,Mohamed Elneny,45,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
3,4,Fábio Ferreira Vieira,55,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
4,5,Gabriel dos Santos Magalhães,50,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
5,6,Kai Havertz,75,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
6,7,Rob Holding,45,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
7,8,Gabriel Fernando de Jesus,80,FWD,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
8,9,Jorge Luiz Frello Filho,55,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
9,10,Jakub Kiwior,45,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
10,11,Marcus Oliveira Alencar,45,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
11,12,Gabriel Martinelli Silva,80,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
12,13,Eddie Nketiah,55,FWD,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
13,14,Martin Ødegaard,85,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
14,15,Thomas Partey,50,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
15,16,Nicolas Pépé,50,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
16,17,Aaron Ramsdale,50,GKP,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
17,18,Rúnar Alex Rúnarsson,40,GKP,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
18,19,Bukayo Saka,85,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
19,20,William Saliba,50,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
20,21,Albert Sambi Lokonga,50,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
21,22,Emile Smith Rowe,55,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
22,23,Nuno Varela Tavares,40,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
23,24,Kieran Tierney,45,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
24,25,Takehiro Tomiyasu,45,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
25,26,Leandro Trossard,70,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
26,28,Matt Turner,40,GKP,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
27,29,Benjamin White,55,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
28,30,Granit Xhaka,60,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
29,31,Oleksandr Zinchenko,50,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
30,540,Declan Rice,55,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
31,578,Reiss Nelson,50,MID,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
32,585,Jurriën Timber,50,DEF,Arsenal,Nott'm Forest,2023-08-12T11:30:00Z,True,Arsenal
33,32,Alexandre Moreno Lopera,50,DEF,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
34,33,Cameron Archer,45,FWD,Newcastle,Aston Villa,2023-08-12T16:30:00Z,False,Aston Villa
