,name,team,minutes
16,Aaron Ramsdale,Arsenal,1
550,Adam Davies,Sheffield Utd,0
331,Adrián San Miguel del Castillo,Liverpool,0
603,Alfie Whiteman,Spurs,0
333,Alisson Ramses Becker,Liverpool,1
610,Alphonse Areola,West Ham,1
459,André Onana,Man Utd,1
294,Andy Lonergan,Everton,0
181,Arijanet Muric,Burnley,0
184,Bailey Peacock-Farrell,Burnley,0
159,Bart Verbruggen,Brighton,0
310,Bernd Leno,Fulham,1
572,Brandon Austin,Spurs,0
343,Caoimhin Kelleher,Liverpool,0
635,Daniel Bentley,Wolves,0
83,Darren Randolph,Bournemouth,0
121,David Raya Martin,Brentford,0
442,Dean Henderson,Man Utd,0
178,Denis Franchi,Burnley,0
408,Ederson Santana de Moraes,Man City,1
99,Ellery Balcombe,Brentford,0
50,Emiliano Martínez Romero,Aston Villa,1
517,Ethan Horvath,Nott'm Forest,0
580,Fraser Forster,Spurs,0
233,Gabriel Słonina,Chelsea,0
540,George Shelvey,Nott'm Forest,0
602,Guglielmo Vicario,Spurs,1
584,Hugo Lloris,Spurs,0
94,Ionuț Radu,Bournemouth,0
385,Jack Walton,Luton,0
382,James Shea,Luton,0
196,James Trafford,Burnley,1
155,Jason Steele,Brighton,1
267,Joe Whitworth,Crystal Palace,0
544,Jordan Amissah,Sheffield Utd,0
290,Jordan Pickford,Everton,1
632,Joseph Anang,West Ham,0
656,José Malheiro de Sá,Wolves,1
293,João Neves Virgínia,Everton,0
468,Karl Darlow,Newcastle,0
32,Karl Hein,Arsenal,0
206,Kepa Arrizabalaga,Chelsea,0
154,Kjell Scherpen,Brighton,0
190,Lawrence Vigouroux,Burnley,0
494,Loris Karius,Newcastle,0
242,Lucas Bergström,Chelsea,0
619,Lukasz Fabianski,West Ham,0
211,Marcus Bettinelli,Chelsea,0
319,Marek Rodák,Fulham,0
109,Mark Flekken,Brentford,1
471,Mark Gillespie,Newcastle,0
91,Mark Travers,Bournemouth,0
469,Martin Dubravka,Newcastle,0
658,Matija Šarkić,Wolves,0
370,Matt Macey,Luton,0
500,Matt Turner,Nott'm Forest,1
105,Matthew Cox,Brentford,0
484,Nick Pope,Newcastle,1
80,Norberto Murara Neto,Bournemouth,1
257,Remi Matthews,Crystal Palace,0
203,Robert Sánchez,Chelsea,1
53,Robin Olsen,Aston Villa,0
17,Rúnar Alex Rúnarsson,Arsenal,0
254,Sam Johnstone,Crystal Palace,1
403,Scott Carson,Man City,0
417,Stefan Ortega Moreno,Man City,0
393,Thomas Kaminski,Luton,1
124,Thomas Strakosha,Brentford,0
441,Tom Heaton,Man Utd,0
651,Tom King,Wolves,0
149,Tom McGill,Brighton,0
251,Vicente Guaita,Crystal Palace,0
57,Viljami Sinisalo,Aston Villa,0
516,Wayne Hennessey,Nott'm Forest,0
553,Wes Foderingham,Sheffield Utd,1
423,Zack Steffen,Man City,0
