,name,team,minutes
250,Eberechi Eze,Crystal Palace,1
631,Edson Álvarez Velázquez,West Ham,1
463,Elliot Anderson,Newcastle,0
384,Elliot Thorpe,Luton,0
21,Emile Smith Rowe,Arsenal,0
36,Emiliano Buendía Stati,Aston Villa,0
77,Emiliano Marcondes,Bournemouth,0
165,Enock Agyei,Burnley,0
218,Enzo Fernández,Chelsea,1
338,Fabio Henrique Tavares,Liverpool,0
134,Facundo Buonanotte,Brighton,0
451,Facundo Pellistri Rebollo,Man Utd,0
617,Flynn Downes,West Ham,0
638,Francisco Jorge Tomás Oliveira,Wolves,0
119,Frank Onyeka,Brentford,0
376,Fred Onyedinma,Luton,0
438,Frederico Rodrigues de Paula Santos,Man Utd,0
3,Fábio Ferreira Vieira,Arsenal,0
11,Gabriel Martinelli Silva,Arsenal,1
478,Garang Kuol,Newcastle,0
74,Gavin Kilkenny,Bournemouth,0
585,Giovani Lo Celso,Spurs,0
381,Glen Rea,Luton,0
642,Gonçalo Manuel Ganchinho Guedes,Wolves,0
27,Granit Xhaka,Arsenal,0
571,Gustavo Hamer,Sheffield Utd,1
530,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
236,Hakim Ziyech,Chelsea,0
90,Hamed Traorè,Bournemouth,0
440,Hannibal Mejbri,Man Utd,0
317,Harrison Reed,Fulham,1
503,Harry Arter,Nott'm Forest,0
323,Harry Wilson,Fulham,1
496,Harvey Barnes,Newcastle,1
337,Harvey Elliott,Liverpool,1
645,Hwang Hee-chan,Wolves,1
238,Ian Maatsen,Chelsea,1
281,Idrissa Gueye,Everton,1
473,Isaac Hayden,Newcastle,0
549,Ismaila Coulibaly,Sheffield Utd,0
304,Ivan Neves Abreu Cavaleiro,Fulham,0
172,Jack Cork,Burnley,0
410,Jack Grealish,Man City,0
301,Jack Harrison,Everton,1
164,Jack Hinshelwood,Brighton,0
199,Jacob Bruun Larsen,Burnley,0
483,Jacob Murphy,Newcastle,1
55,Jacob Ramsey,Aston Villa,0
54,Jaden Philogene-Bidace,Aston Villa,0
454,Jadon Sancho,Man Utd,1
65,Jaidon Anthony,Bournemouth,1
263,Jairo Riedewald,Crystal Palace,0
152,Jakub Moder,Brighton,0
76,Jamal Lowe,Bournemouth,0
277,James Garner,Everton,1
586,James Maddison,Spurs,1
416,James McAtee,Man City,0
359,James McConnell,Liverpool,0
150,James Milner,Brighton,1
633,James Ward-Prowse,West Ham,1
612,Jarrod Bowen,West Ham,1
278,Jean-Philippe Gbamin,Everton,0
474,Jeff Hendrick,Newcastle,0
255,Jefferson Lerma Solís,Crystal Palace,1
264,Jeffrey Schlupp,Crystal Palace,1
153,Jeremy Sarmiento Morante,Brighton,0
269,Jesurun Rak-Sakyi,Crystal Palace,0
643,Joe Hodge,Wolves,0
84,Joe Rothwell,Bournemouth,1
492,Joe Willock,Newcastle,0
476,Joelinton Cássio Apolinário de Lira,Newcastle,1
552,John Fleck,Sheffield Utd,0
51,John McGinn,Aston Villa,1
531,Jonjo Shelvey,Nott'm Forest,0
245,Jordan Ayew,Crystal Palace,1
367,Jordan Clark,Luton,0
341,Jordan Henderson,Liverpool,0
8,Jorge Luiz Frello Filho,Arsenal,0
508,Josh Bowler,Nott'm Forest,0
170,Josh Brownhill,Burnley,0
174,Josh Cullen,Burnley,1
107,Josh Dasilva,Brentford,0
315,João Palhinha Gonçalves,Fulham,0
646,João Victor Gomes da Silva,Wolves,1
138,Julio Enciso,Brighton,0
75,Justin Kluivert,Bournemouth,0
179,Jóhann Berg Gudmundsson,Burnley,0
145,Kacper Kozłowski,Brighton,0
5,Kai Havertz,Arsenal,1
420,Kalvin Phillips,Man City,0
151,Kaoru Mitoma,Brighton,1
115,Keane Lewis-Potter,Brentford,0
405,Kevin De Bruyne,Man City,1
123,Kevin Schade,Brentford,0
445,Kobbie Mainoo,Man Utd,0
41,Leander Dendoncker,Aston Villa,0
25,Leandro Trossard,Arsenal,1
35,Leon Bailey,Aston Villa,1
240,Lesley Ugochukwu,Chelsea,0
69,Lewis Cook,Bournemouth,0
297,Lewis Dobbin,Everton,0
499,Lewis Miley,Newcastle,0
526,Lewis O'Brien,Nott'm Forest,0
386,Louie Watson,Luton,0
198,Luca Koleosho,Burnley,1
625,Lucas Tolentino Coelho de Lima,West Ham,1
345,Luis Díaz,Liverpool,1
364,Luke Berry,Luton,0
639,Luke Cundle,Wolves,0
369,Luke Freeman,Luton,0
102,Mads Bidstrup,Brentford,0
136,Mahmoud Dahoud,Brighton,1
248,Malcolm Ebiowei,Crystal Palace,0
604,Manor Solomon,Spurs,0
168,Manuel Benson Hedilazio,Burnley,0
10,Marcus Oliveira Alencar,Arsenal,0
453,Marcus Rashford,Man Utd,1
89,Marcus Tavernier,Bournemouth,0
652,Mario Lemina,Wolves,1
13,Martin Ødegaard,Arsenal,1
360,Marvelous Nakamba,Luton,1
427,Mason Mount,Man Utd,1
412,Mateo Kovačić,Man City,1
268,Matheus França de Oliveira,Crystal Palace,1
653,Matheus Luiz Nunes,Wolves,1
114,Mathias Jensen,Brentford,1
485,Matt Ritchie,Newcastle,0
329,Matthew Dibley-Dias,Fulham,0
613,Maxwel Cornet,West Ham,0
260,Michael Olise,Crystal Palace,0
130,Michale Olakigbe,Brentford,0
462,Miguel Almirón Rejala,Newcastle,1
106,Mikkel Damsgaard,Brentford,1
2,Mohamed Elneny,Arsenal,0
350,Mohamed Salah,Liverpool,1
202,Moisés Caicedo Corozo,Chelsea,0
515,Morgan Gibbs-White,Nott'm Forest,1
56,Morgan Sanson,Aston Villa,0
63,Moussa Diaby,Aston Villa,1
228,Mykhailo Mudryk,Chelsea,1
419,Máximo Perrone,Man City,0
243,Naouirou Ahamada,Crystal Palace,0
197,Nathan Redmond,Burnley,0
15,Nicolas Pépé,Arsenal,0
628,Nikola Vlašić,West Ham,0
227,Noni Madueke,Chelsea,0
559,Oliver Norwood,Sheffield Utd,1
597,Oliver Skipp,Spurs,1
461,Omari Forson,Man Utd,0
64,Omari Kellyman,Aston Villa,0
521,Orel Mangala,Nott'm Forest,1
401,Oscar Bobb,Man City,0
620,Pablo Fornals Malla,West Ham,1
657,Pablo Sarabia,Wolves,1
595,Pape Matar Sarr,Spurs,1
142,Pascal Groß,Brighton,1
654,Pedro Lomba Neto,Wolves,1
390,Pelly Ruddock Mpanzu,Luton,1
409,Phil Foden,Man City,1
66,Philip Billing,Bournemouth,1
39,Philippe Coutinho Correia,Aston Villa,0
581,Pierre-Emile Højbjerg,Spurs,0
234,Raheem Sterling,Chelsea,1
30,Reiss Nelson,Arsenal,0
514,Remo Freuler,Nott'm Forest,0
591,Richarlison de Andrade,Spurs,1
415,Riyad Mahrez,Man City,0
573,Rodrigo Bentancur,Spurs,0
421,Rodrigo Hernandez,Man City,1
394,Ross Barkley,Luton,0
68,Ryan Christie,Bournemouth,1
470,Ryan Fraser,Newcastle,0
126,Ryan Trevitt,Brentford,0
538,Ryan Yates,Nott'm Forest,1
167,Samuel Bastien,Burnley,0
194,Sander Berge,Burnley,1
489,Sandro Tonali,Newcastle,1
611,Saïd Benrahma,West Ham,1
311,Saša Lukić,Fulham,1
449,Scott McTominay,Man Utd,0
189,Scott Twine,Burnley,0
481,Sean Longstaff,Newcastle,0
103,Sergi Canós Tenés,Brentford,0
100,Shandon Baptiste,Brentford,0
404,Shea Charles,Man City,0
131,Simon Adingra,Brighton,1
70,Siriki Dembélé,Bournemouth,0
148,Solly March,Brighton,1
598,Son Heung-min,Spurs,1
334,Stefan Bajcetic,Liverpool,0
132,Steven Alzate,Brighton,0
391,Tahith Chong,Luton,1
587,Tanguy Ndombélé Alvaro,Spurs,0
352,Thiago Alcántara do Nascimento,Liverpool,0
14,Thomas Partey,Arsenal,1
47,Tim Iroegbunam,Aston Villa,0
303,Tom Cairney,Fulham,1
407,Tommy Doyle,Man City,0
627,Tomáš Souček,West Ham,1
300,Tyler Onyango,Everton,0
307,Tyrese Francois,Fulham,0
566,Vini de Souza Costa,Sheffield Utd,1
113,Vitaly Janelt,Brentford,1
253,Will Hughes,Crystal Palace,0
325,Willian Borges da Silva,Fulham,1
201,Wilson Odobert,Burnley,1
133,Yasin Ayari,Brighton,0
128,Yegor Yarmolyuk,Brentford,0
58,Youri Tielemans,Aston Villa,1
574,Yves Bissouma,Spurs,1
237,Ângelo Gabriel Borges Damaceno,Chelsea,0
