index,name,team,points,value
Trent Alexander-Arnold2023-08-19T14:00:00Z,Trent Alexander-Arnold,Liverpool,5.271146401475258,80
Andrew Robertson2023-08-19T14:00:00Z,Andrew Robertson,Liverpool,5.014950814127812,65
Raphaël Varane2023-08-19T16:30:00Z,Raphaël Varane,Man Utd,4.285871444269694,50
Luke Shaw2023-08-19T16:30:00Z,Luke Shaw,Man Utd,4.243979652702945,55
Ben Chilwell2023-08-20T15:30:00Z,Ben Chilwell,Chelsea,4.052765635115542,56
Reece James2023-08-20T15:30:00Z,Reece James,Chelsea,4.023343898073171,55
Willy Boly2023-08-18T18:45:00Z,Willy Boly,Nott'm Forest,3.9703628571717036,45
Virgil van Dijk2023-08-19T14:00:00Z,Virgil van Dijk,Liverpool,3.9578693691318754,60
Aaron Wan-Bissaka2023-08-19T16:30:00Z,Aaron Wan-Bissaka,Man Utd,3.9317278124293096,45
Axel Disasi2023-08-20T15:30:00Z,Axel Disasi,Chelsea,3.8261602444677916,50
Pervis Estupiñán2023-08-19T14:00:00Z,Pervis Estupiñán,Brighton,3.7665834789655888,50
Benjamin White2023-08-21T19:00:00Z,Benjamin White,Arsenal,3.6157417237740783,55
Kenny Tete2023-08-19T14:00:00Z,Kenny Tete,Fulham,3.5625087648661826,45
Tim Ream2023-08-19T14:00:00Z,Tim Ream,Fulham,3.548878663615399,45
Antonee Robinson2023-08-19T14:00:00Z,Antonee Robinson,Fulham,3.548237328945479,45
Issa Diop2023-08-19T14:00:00Z,Issa Diop,Fulham,3.534735629595447,45
Lucas Digne2023-08-20T13:00:00Z,Lucas Digne,Aston Villa,3.5001111430596943,45
Joe Worrall2023-08-18T18:45:00Z,Joe Worrall,Nott'm Forest,3.416459648012779,45
Serge Aurier2023-08-18T18:45:00Z,Serge Aurier,Nott'm Forest,3.3959041653148403,45
Kieran Trippier2023-08-19T19:00:00Z,Kieran Trippier,Newcastle,3.3740432382980043,65
Scott McKenna2023-08-18T18:45:00Z,Scott McKenna,Nott'm Forest,3.3699988036291892,45
Ibrahima Konaté2023-08-19T14:00:00Z,Ibrahima Konaté,Liverpool,3.347592474092738,50
William Saliba2023-08-21T19:00:00Z,William Saliba,Arsenal,3.305191067305594,50
Emerson Palmieri dos Santos2023-08-20T15:30:00Z,Emerson Palmieri dos Santos,West Ham,3.2675130448690393,45
Vladimír Coufal2023-08-20T15:30:00Z,Vladimír Coufal,West Ham,3.2479229415581843,45
Takehiro Tomiyasu2023-08-21T19:00:00Z,Takehiro Tomiyasu,Arsenal,3.2393472179959537,45
Ezri Konsa Ngoyo2023-08-20T13:00:00Z,Ezri Konsa Ngoyo,Aston Villa,3.181588956910779,45
Nayef Aguerd2023-08-20T15:30:00Z,Nayef Aguerd,West Ham,3.158125172492828,45
Kurt Zouma2023-08-20T15:30:00Z,Kurt Zouma,West Ham,3.154462318397392,45
Olu Aina2023-08-18T18:45:00Z,Olu Aina,Nott'm Forest,3.1477886082452273,45
Rico Henry2023-08-19T14:00:00Z,Rico Henry,Brentford,3.128155097961496,45
Thiago Emiliano da Silva2023-08-20T15:30:00Z,Thiago Emiliano da Silva,Chelsea,3.121376902062618,50
Lewis Dunk2023-08-19T14:00:00Z,Lewis Dunk,Brighton,3.119165657116676,50
Jan Paul van Hecke2023-08-19T14:00:00Z,Jan Paul van Hecke,Brighton,3.090401808008368,40
Lisandro Martínez2023-08-19T16:30:00Z,Lisandro Martínez,Man Utd,3.0518635888131644,50
Dara O'Shea2023-08-27T13:00:00Z,Dara O'Shea,Burnley,2.976282734237077,45
James Tarkowski2023-08-20T13:00:00Z,James Tarkowski,Everton,2.967335510476062,45
Max Lowe2023-08-18T18:45:00Z,Max Lowe,Sheffield Utd,2.958725676631221,45
Levi Colwill2023-08-20T15:30:00Z,Levi Colwill,Chelsea,2.952462547688584,45
Connor Roberts2023-08-27T13:00:00Z,Connor Roberts,Burnley,2.948606320399663,45
Mathias Jorgensen2023-08-19T14:00:00Z,Mathias Jorgensen,Brentford,2.9216390450653615,45
Ryan Giles2023-08-25T19:00:00Z,Ryan Giles,Luton,2.921266798258067,45
Ethan Pinnock2023-08-19T14:00:00Z,Ethan Pinnock,Brentford,2.910061311165121,45
Tyrone Mings2023-08-20T13:00:00Z,Tyrone Mings,Aston Villa,2.8840326199127513,45
Michael Keane2023-08-20T13:00:00Z,Michael Keane,Everton,2.8770275685916,45
Ashley Young2023-08-20T13:00:00Z,Ashley Young,Everton,2.8624264518094797,45
Nathan Collins2023-08-19T14:00:00Z,Nathan Collins,Brentford,2.858215439429898,45
John Egan2023-08-18T18:45:00Z,John Egan,Sheffield Utd,2.8084070532573984,45
Aaron Hickey2023-08-19T14:00:00Z,Aaron Hickey,Brentford,2.785765804492425,45
Diego Carlos Santos Silva2023-08-20T13:00:00Z,Diego Carlos Santos Silva,Aston Villa,2.7552669894853405,45
Jack Robinson2023-08-18T18:45:00Z,Jack Robinson,Sheffield Utd,2.745151054146612,45
Issa Kaboré2023-08-25T19:00:00Z,Issa Kaboré,Luton,2.6418451685175883,40
Kristoffer Ajer2023-08-19T14:00:00Z,Kristoffer Ajer,Brentford,2.6022148911600933,45
Tom Lockyer2023-08-25T19:00:00Z,Tom Lockyer,Luton,2.587436464158047,45
Matty Cash2023-08-20T13:00:00Z,Matty Cash,Aston Villa,2.5715817525696694,45
Victor da Silva2023-08-27T13:00:00Z,Victor da Silva,Burnley,2.4663556923636887,45
Ivan Perišić2023-08-19T16:30:00Z,Ivan Perišić,Spurs,2.431077292236829,50
Emerson Leite de Souza Junior2023-08-19T16:30:00Z,Emerson Leite de Souza Junior,Spurs,2.362423581538277,45
Marc Guéhi2023-08-21T19:00:00Z,Marc Guéhi,Crystal Palace,2.228990467747344,45
Victor Lindelöf2023-08-19T16:30:00Z,Victor Lindelöf,Man Utd,2.198403688155108,45
Nathan Patterson2023-08-20T13:00:00Z,Nathan Patterson,Everton,2.1866728724798854,45
Rico Lewis2023-08-19T19:00:00Z,Rico Lewis,Man City,2.1766638319218385,45
Joachim Andersen2023-08-21T19:00:00Z,Joachim Andersen,Crystal Palace,2.154784892082747,45
Anel Ahmedhodžić2023-08-18T18:45:00Z,Anel Ahmedhodžić,Sheffield Utd,2.0733894515836035,45
Aymeric Laporte2023-08-19T19:00:00Z,Aymeric Laporte,Man City,2.0718563546514686,50
Fabian Schär2023-08-19T19:00:00Z,Fabian Schär,Newcastle,2.0549711092070333,50
Nathan Aké2023-08-19T19:00:00Z,Nathan Aké,Man City,2.0519545661115064,50
Kyle Walker2023-08-19T19:00:00Z,Kyle Walker,Man City,2.002302225251912,50
Nélson Cabral Semedo2023-08-19T14:00:00Z,Nélson Cabral Semedo,Wolves,1.984272825682135,45
Sven Botman2023-08-19T19:00:00Z,Sven Botman,Newcastle,1.981747899736006,45
Manuel Akanji2023-08-19T19:00:00Z,Manuel Akanji,Man City,1.9314325705915238,50
Destiny Udogie2023-08-19T16:30:00Z,Destiny Udogie,Spurs,1.9312874518485486,45
Tyrick Mitchell2023-08-21T19:00:00Z,Tyrick Mitchell,Crystal Palace,1.9236931574200102,45
Ben Davies2023-08-19T16:30:00Z,Ben Davies,Spurs,1.8467476724280378,45
Cristian Romero2023-08-19T16:30:00Z,Cristian Romero,Spurs,1.8448392000700196,45
Hugo Bueno López2023-08-19T14:00:00Z,Hugo Bueno López,Wolves,1.753670393427243,45
Dan Burn2023-08-19T19:00:00Z,Dan Burn,Newcastle,1.7479108137185628,45
Davinson Sánchez2023-08-19T16:30:00Z,Davinson Sánchez,Spurs,1.7145521968600628,45
Max Kilman2023-08-19T14:00:00Z,Max Kilman,Wolves,1.6918233100448519,45
Craig Dawson2023-08-19T14:00:00Z,Craig Dawson,Wolves,1.6637690311615891,45
Rayan Aït-Nouri2023-08-19T14:00:00Z,Rayan Aït-Nouri,Wolves,1.6454537033866645,45
Joel Ward2023-08-21T19:00:00Z,Joel Ward,Crystal Palace,1.5103833858157263,45
Illia Zabarnyi2023-08-19T14:00:00Z,Illia Zabarnyi,Bournemouth,1.3341462398937751,45
