,name,team,minutes
659,Nélson Cabral Semedo,Wolves,1
28,Oleksandr Zinchenko,Arsenal,0
539,Olu Aina,Nott'm Forest,1
529,Omar Richards,Nott'm Forest,0
200,Owen Dodgson,Burnley,0
62,Pau Torres,Aston Villa,0
495,Paul Dummett,Newcastle,0
588,Pedro Porro,Spurs,0
139,Pervis Estupiñán,Brighton,1
452,Raphaël Varane,Man Utd,1
634,Rayan Aït-Nouri,Wolves,1
365,Reece Burke,Luton,0
225,Reece James,Chelsea,1
558,Rhys Norrington-Davies,Sheffield Utd,0
520,Richie Laryea,Nott'm Forest,0
111,Rico Henry,Brentford,1
414,Rico Lewis,Man City,1
6,Rob Holding,Arsenal,0
71,Ryan Fredericks,Bournemouth,0
388,Ryan Giles,Luton,1
596,Ryan Sessegnon,Spurs,0
406,Rúben Gato Alves Dias,Man City,0
523,Scott McKenna,Nott'm Forest,1
274,Seamus Coleman,Everton,0
354,Sepp van den Berg,Liverpool,0
504,Serge Aurier,Nott'm Forest,1
422,Sergio Gómez,Man City,0
590,Sergio Reguilón,Spurs,0
509,Steve Cook,Nott'm Forest,0
465,Sven Botman,Newcastle,1
24,Takehiro Tomiyasu,Arsenal,1
147,Tariq Lamptey,Brighton,0
450,Teden Mengi,Man Utd,0
309,Terence Kongolo,Fulham,0
235,Thiago Emiliano da Silva,Chelsea,1
623,Thilo Kehrer,West Ham,0
316,Tim Ream,Fulham,1
497,Tino Livramento,Newcastle,0
389,Tom Lockyer,Luton,1
321,Tosin Adarabioyo,Fulham,0
660,Toti António Gomes,Wolves,0
332,Trent Alexander-Arnold,Liverpool,1
213,Trevoh Chalobah,Chelsea,0
446,Tyrell Malacia,Man Utd,0
258,Tyrick Mitchell,Crystal Palace,1
52,Tyrone Mings,Aston Villa,1
443,Victor Lindelöf,Man Utd,1
191,Victor da Silva,Burnley,1
355,Virgil van Dijk,Liverpool,1
287,Vitalii Mykolenko,Everton,0
614,Vladimír Coufal,West Ham,1
220,Wesley Fofana,Chelsea,0
19,William Saliba,Arsenal,1
507,Willy Boly,Nott'm Forest,1
564,Yasser Larouci,Sheffield Utd,0
437,Álvaro Fernández Carreras,Man Utd,0
