index,name,team,points,value
Mohamed Salah2023-08-19T14:00:00Z,Mohamed Salah,Liverpool,8.632015805271719,125
Bruno Borges Fernandes2023-08-19T16:30:00Z,Bruno Borges Fernandes,Man Utd,6.864969032889766,85
Kevin De Bruyne2023-08-19T19:00:00Z,Kevin De Bruyne,Man City,5.862478753987943,104
Marcus Rashford2023-08-19T16:30:00Z,Marcus Rashford,Man Utd,5.458460852899205,90
Son Heung-min2023-08-19T16:30:00Z,Son Heung-min,Spurs,5.322744963390536,90
Pascal Groß2023-08-19T14:00:00Z,Pascal Groß,Brighton,5.244024584582307,65
Bukayo Saka2023-08-21T19:00:00Z,Bukayo Saka,Arsenal,5.21580516759768,86
Jarrod Bowen2023-08-20T15:30:00Z,Jarrod Bowen,West Ham,5.170593129984345,70
Eberechi Eze2023-08-21T19:00:00Z,Eberechi Eze,Crystal Palace,5.083082274828829,65
Gabriel Martinelli Silva2023-08-21T19:00:00Z,Gabriel Martinelli Silva,Arsenal,5.049453032020586,80
Kaoru Mitoma2023-08-19T14:00:00Z,Kaoru Mitoma,Brighton,4.932440622599193,65
Raheem Sterling2023-08-20T15:30:00Z,Raheem Sterling,Chelsea,4.903256715100356,70
Martin Ødegaard2023-08-21T19:00:00Z,Martin Ødegaard,Arsenal,4.871545543123465,85
Solly March2023-08-19T14:00:00Z,Solly March,Brighton,4.818989027330587,65
Phil Foden2023-08-19T19:00:00Z,Phil Foden,Man City,4.717124234326852,75
Bryan Mbeumo2023-08-19T14:00:00Z,Bryan Mbeumo,Brentford,4.714704409995422,65
James Maddison2023-08-19T16:30:00Z,James Maddison,Spurs,4.705127438073224,75
Harvey Barnes2023-08-19T19:00:00Z,Harvey Barnes,Newcastle,4.652187846637341,65
Kai Havertz2023-08-21T19:00:00Z,Kai Havertz,Arsenal,4.501910738300731,75
Luis Díaz2023-08-19T14:00:00Z,Luis Díaz,Liverpool,4.501476170998106,75
Bobby De Cordova-Reid2023-08-19T14:00:00Z,Bobby De Cordova-Reid,Fulham,4.459444344986049,55
Rodrigo Hernandez2023-08-19T19:00:00Z,Rodrigo Hernandez,Man City,4.23558968131169,56
Miguel Almirón Rejala2023-08-19T19:00:00Z,Miguel Almirón Rejala,Newcastle,4.228410910394487,65
Antony Matheus dos Santos2023-08-19T16:30:00Z,Antony Matheus dos Santos,Man Utd,4.199813327514638,70
Richarlison de Andrade2023-08-19T16:30:00Z,Richarlison de Andrade,Spurs,4.050439824456467,70
Moussa Diaby2023-08-20T13:00:00Z,Moussa Diaby,Aston Villa,3.980098074581381,65
Alex Iwobi2023-08-20T13:00:00Z,Alex Iwobi,Everton,3.9096678127955453,55
Dejan Kulusevski2023-08-19T16:30:00Z,Dejan Kulusevski,Spurs,3.897195801584486,70
Pedro Lomba Neto2023-08-19T14:00:00Z,Pedro Lomba Neto,Wolves,3.878414474534134,55
Dominik Szoboszlai2023-08-19T14:00:00Z,Dominik Szoboszlai,Liverpool,3.8566122038174315,70
Simon Adingra2023-08-19T14:00:00Z,Simon Adingra,Brighton,3.836602974602137,50
Jordan Ayew2023-08-21T19:00:00Z,Jordan Ayew,Crystal Palace,3.7932168639796715,55
Diogo Teixeira da Silva2023-08-19T14:00:00Z,Diogo Teixeira da Silva,Liverpool,3.5649619029170174,80
James Ward-Prowse2023-08-20T15:30:00Z,James Ward-Prowse,West Ham,3.554117792766148,60
Harrison Reed2023-08-19T14:00:00Z,Harrison Reed,Fulham,3.5478063689533137,50
