,name,team,minutes
639,Aaron Cresswell,West Ham,0
116,Aaron Hickey,Brentford,1
474,Aaron Wan-Bissaka,Man Utd,1
214,Abdul Rahman Baba,Chelsea,0
90,Adam Smith,Bournemouth,0
164,Adam Webster,Brighton,1
409,Aidan Francis-Clarke,Luton,0
517,Alex Murphy,Newcastle,0
444,Alex Telles,Man Utd,0
34,Alexandre Moreno Lopera,Aston Villa,0
381,Alfie Doughty,Luton,0
376,Amari'i Bell,Luton,1
170,Ameen Al-Dakhil,Burnley,1
361,Andrew Robertson,Liverpool,1
565,Anel Ahmedhodžić,Sheffield Utd,1
653,Angelo Ogbonna,West Ham,1
328,Antonee Robinson,Fulham,1
305,Ashley Young,Everton,1
563,Auston Trusty,Sheffield Utd,0
243,Axel Disasi,Chelsea,1
428,Aymeric Laporte,Man City,0
248,Bashir Humphreys,Chelsea,0
219,Ben Chilwell,Chelsea,1
599,Ben Davies,Spurs,0
600,Ben Davies,Spurs,1
289,Ben Godfrey,Everton,0
98,Ben Greenwood,Bournemouth,0
645,Ben Johnson,West Ham,0
121,Ben Mee,Brentford,0
661,Bendegúz Bolla,Wolves,0
26,Benjamin White,Arsenal,1
215,Benoît Badiashile,Chelsea,0
192,Bobby Thomas,Burnley,0
448,Brandon Williams,Man Utd,0
179,CJ Egan-Riley,Burnley,0
38,Calum Chambers,Aston Villa,0
336,Calvin Bassey,Fulham,1
114,Charlie Goode,Brentford,0
191,Charlie Taylor,Burnley,0
568,Chris Basham,Sheffield Utd,1
81,Chris Mepham,Bournemouth,0
272,Chris Richards,Crystal Palace,0
189,Connor Roberts,Burnley,1
665,Craig Dawson,Wolves,1
616,Cristian Romero,Spurs,1
1,Cédric Alves Soares,Arsenal,0
213,César Azpilicueta,Chelsea,0
486,Dan Burn,Newcastle,1
393,Dan Potts,Luton,0
186,Dara O'Shea,Burnley,1
617,Davinson Sánchez,Spurs,0
624,Destiny Udogie,Spurs,1
42,Diego Carlos Santos Silva,Aston Villa,1
451,Diogo Dalot Teixeira,Man Utd,1
622,Djed Spence,Spurs,0
602,Emerson Leite de Souza Junior,Spurs,1
641,Emerson Palmieri dos Santos,West Ham,1
496,Emil Krafth,Newcastle,0
449,Eric Bailly,Man Utd,0
601,Eric Dier,Spurs,0
210,Ethan Ampadu,Chelsea,0
124,Ethan Pinnock,Brentford,1
49,Ezri Konsa Ngoyo,Aston Villa,1
506,Fabian Schär,Newcastle,1
533,Felipe Augusto de Almeida Monteiro,Nott'm Forest,0
589,Femi Seriki,Sheffield Utd,0
390,Gabriel Osho,Luton,0
4,Gabriel dos Santos Magalhães,Arsenal,1
567,George Baldock,Sheffield Utd,1
526,Giulian Biancone,Nott'm Forest,0
562,Gonzalo Montiel,Nott'm Forest,1
206,Hannes Delcroix,Burnley,0
483,Harrison Ashby,Newcastle,0
460,Harry Maguire,Man Utd,0
553,Harry Toffolo,Nott'm Forest,0
180,Hjalmar Ekdal,Burnley,0
662,Hugo Bueno López,Wolves,1
356,Ibrahima Konaté,Liverpool,1
167,Igor Julio dos Santos de Paulo,Brighton,0
95,Illia Zabarnyi,Bournemouth,1
316,Issa Diop,Fulham,1
405,Issa Kaboré,Luton,1
612,Ivan Perišić,Spurs,1
584,Jack Robinson,Sheffield Utd,1
269,Jake O'Brien,Crystal Palace,0
9,Jakub Kiwior,Arsenal,1
498,Jamaal Lascelles,Newcastle,0
499,Jamal Lewis,Newcastle,0
75,James Hill,Bournemouth,0
302,James Tarkowski,Everton,1
275,James Tomkins,Crystal Palace,0
161,Jan Paul van Hecke,Brighton,0
623,Japhet Tanganga,Spurs,0
368,Jarell Quansah,Liverpool,0
282,Jarrad Branthwaite,Everton,0
501,Javier Manquillo Gaitán,Newcastle,0
569,Jayden Bogle,Sheffield Utd,1
254,Joachim Andersen,Crystal Palace,1
352,Joe Gomez,Liverpool,1
615,Joe Rodon,Spurs,0
557,Joe Worrall,Nott'm Forest,0
359,Joel Matip,Liverpool,0
276,Joel Ward,Crystal Palace,1
573,John Egan,Sheffield Utd,1
439,John Stones,Man City,0
672,Jonathan Castro Otto,Wolves,0
548,Jonathan Panzo,Nott'm Forest,0
173,Jordan Beyer,Burnley,1
411,Joseph Johnson,Luton,0
561,Josh Powell,Nott'm Forest,0
417,João Cancelo,Man City,0
162,Joël Veltman,Brighton,1
441,Joško Gvardiol,Man City,1
32,Jurriën Timber,Arsenal,1
510,Kell Watts,Newcastle,0
330,Kenny Tete,Fulham,1
322,Kevin Mbabu,Fulham,0
669,Ki-Jana Hoever,Wolves,0
23,Kieran Tierney,Arsenal,0
509,Kieran Trippier,Newcastle,1
657,Konstantinos Mavropanos,West Ham,1
365,Konstantinos Tsimikas,Liverpool,0
46,Kortney Hause,Aston Villa,0
102,Kristoffer Ajer,Brentford,1
652,Kurt Zouma,West Ham,1
440,Kyle Walker,Man City,1
221,Levi Colwill,Chelsea,1
141,Lewis Dunk,Brighton,1
480,Lewis Hall,Newcastle,0
464,Lisandro Martínez,Man Utd,1
76,Lloyd Kelly,Bournemouth,1
542,Loïc Mbe Soh,Nott'm Forest,0
337,Luc De Fougerolles,Fulham,0
43,Lucas Digne,Aston Villa,1
184,Luke McNally,Burnley,0
471,Luke Shaw,Man Utd,1
105,Mads Bech Sørensen,Brentford,0
375,Mads Juel Andersen,Luton,1
125,Mads Roerslev Rasmussen,Brentford,0
236,Malang Sarr,Chelsea,0
227,Malo Gusto,Chelsea,1
412,Manuel Akanji,Man City,1
222,Marc Cucurella Saseta,Chelsea,0
262,Marc Guéhi,Crystal Palace,1
89,Marcos Senesi,Bournemouth,1
292,Mason Holgate,Everton,0
132,Mathias Jorgensen,Brentford,0
688,Matt Doherty,Wolves,0
507,Matt Targett,Newcastle,0
37,Matty Cash,Aston Villa,1
99,Max Aarons,Bournemouth,1
675,Max Kilman,Wolves,1
577,Max Lowe,Sheffield Utd,1
294,Michael Keane,Everton,1
148,Michał Karbownik,Brighton,0
628,Micky van de Ven,Spurs,1
96,Milos Kerkez,Bournemouth,1
532,Mohamed Dräger,Nott'm Forest,0
545,Moussa Niakhaté,Nott'm Forest,0
413,Nathan Aké,Man City,1
108,Nathan Collins,Brentford,1
299,Nathan Patterson,Everton,1
256,Nathaniel Clyne,Crystal Palace,0
360,Nathaniel Phillips,Liverpool,0
631,Nayef Aguerd,West Ham,1
555,Neco Williams,Nott'm Forest,1
22,Nuno Varela Tavares,Arsenal,0
684,Nélson Cabral Semedo,Wolves,1
28,Oleksandr Zinchenko,Arsenal,1
559,Olu Aina,Nott'm Forest,1
549,Omar Richards,Nott'm Forest,0
204,Owen Dodgson,Burnley,0
62,Pau Torres,Aston Villa,1
514,Paul Dummett,Newcastle,0
611,Pedro Porro,Spurs,1
143,Pervis Estupiñán,Brighton,1
468,Raphaël Varane,Man Utd,1
659,Rayan Aït-Nouri,Wolves,1
378,Reece Burke,Luton,0
229,Reece James,Chelsea,1
580,Rhys Norrington-Davies,Sheffield Utd,0
540,Richie Laryea,Nott'm Forest,0
115,Rico Henry,Brentford,1
429,Rico Lewis,Man City,0
6,Rob Holding,Arsenal,0
74,Ryan Fredericks,Bournemouth,0
401,Ryan Giles,Luton,1
619,Ryan Sessegnon,Spurs,0
421,Rúben Gato Alves Dias,Man City,1
543,Scott McKenna,Nott'm Forest,1
284,Seamus Coleman,Everton,0
366,Sepp van den Berg,Liverpool,0
524,Serge Aurier,Nott'm Forest,1
437,Sergio Gómez,Man City,0
613,Sergio Reguilón,Spurs,0
529,Steve Cook,Nott'm Forest,0
484,Sven Botman,Newcastle,1
24,Takehiro Tomiyasu,Arsenal,0
151,Tariq Lamptey,Brighton,0
466,Teden Mengi,Man Utd,0
319,Terence Kongolo,Fulham,0
239,Thiago Emiliano da Silva,Chelsea,1
646,Thilo Kehrer,West Ham,0
326,Tim Ream,Fulham,1
342,Timothy Castagne,Fulham,1
516,Tino Livramento,Newcastle,0
402,Tom Lockyer,Luton,1
331,Tosin Adarabioyo,Fulham,0
685,Toti António Gomes,Wolves,0
344,Trent Alexander-Arnold,Liverpool,1
218,Trevoh Chalobah,Chelsea,0
462,Tyrell Malacia,Man Utd,0
268,Tyrick Mitchell,Crystal Palace,1
52,Tyrone Mings,Aston Villa,1
459,Victor Lindelöf,Man Utd,1
195,Victor da Silva,Burnley,1
367,Virgil van Dijk,Liverpool,1
297,Vitalii Mykolenko,Everton,0
637,Vladimír Coufal,West Ham,1
225,Wesley Fofana,Chelsea,0
19,William Saliba,Arsenal,1
527,Willy Boly,Nott'm Forest,1
586,Yasser Larouci,Sheffield Utd,1
453,Álvaro Fernández Carreras,Man Utd,0
