,name,team,minutes
207,Aaron Ramsey,Burnley,1
286,Abdoulaye Doucouré,Everton,1
150,Adam Lallana,Brighton,1
340,Adama Traoré,Fulham,1
20,Albert Sambi Lokonga,Arsenal,0
455,Alejandro Garnacho,Man Utd,1
293,Alex Iwobi,Everton,1
544,Alex Mighten,Nott'm Forest,0
100,Alex Scott,Bournemouth,0
358,Alexis Mac Allister,Liverpool,1
379,Allan Campbell,Luton,0
505,Allan Saint-Maximin,Newcastle,0
445,Amad Diallo,Man Utd,0
298,Amadou Onana,Everton,1
197,Anass Zaroury,Burnley,0
591,Andre Brooks,Sheffield Utd,0
312,Andreas Hoelgebaum Pereira,Fulham,1
520,Andrey Nascimento dos Santos,Nott'm Forest,0
281,André Tavares Gomes,Everton,0
585,Anis Slimane,Sheffield Utd,0
521,Anthony Elanga,Nott'm Forest,1
491,Anthony Gordon,Newcastle,1
318,Anthony Knockaert,Fulham,0
446,Antony Matheus dos Santos,Man Utd,1
306,Arnaut Danjuma Groeneveld,Everton,1
370,Ben Doak,Liverpool,0
582,Ben Osborn,Sheffield Utd,1
85,Ben Pearson,Bournemouth,0
415,Bernardo Veiga de Carvalho e Silva,Man City,1
59,Bertrand Traoré,Aston Villa,0
145,Billy Gilmour,Brighton,1
369,Bobby Clark,Liverpool,0
315,Bobby De Cordova-Reid,Fulham,1
48,Boubacar Kamara,Aston Villa,1
686,Boubacar Traoré,Wolves,0
547,Braian Ojeda Rodríguez,Nott'm Forest,0
522,Brandon Aguilera Zamora,Nott'm Forest,0
538,Brennan Johnson,Nott'm Forest,1
447,Bruno Borges Fernandes,Man Utd,1
673,Bruno Cavaco Jordão,Wolves,0
485,Bruno Guimarães Rodriguez Moura,Newcastle,1
598,Bryan Gil Salvatierra,Spurs,0
120,Bryan Mbeumo,Brentford,1
18,Bukayo Saka,Arsenal,1
228,Callum Hudson-Odoi,Chelsea,0
450,Carlos Henrique Casimiro,Man Utd,1
385,Carlos Mendes Gomes,Luton,0
220,Carney Chukwuemeka,Chelsea,1
257,Cheick Doucouré,Crystal Palace,1
539,Cheikhou Kouyaté,Nott'm Forest,1
452,Christian Eriksen,Man Utd,1
122,Christian Nørgaard,Brentford,1
235,Christian Pulisic,Chelsea,0
433,Cole Palmer,Man City,0
638,Conor Coventry,West Ham,0
226,Conor Gallagher,Chelsea,1
354,Curtis Jones,Liverpool,1
84,Dango Ouattara,Bournemouth,0
