,name,team,minutes
680,Daniel Castelo Podence,Wolves,0
479,Daniel Gore,Man Utd,0
530,Danilo dos Santos de Oliveira,Nott'm Forest,1
177,Dara Costelloe,Burnley,0
175,Darko Churlinov,Burnley,0
70,David Brooks,Bournemouth,1
30,Declan Rice,Arsenal,1
606,Dejan Kulusevski,Spurs,1
285,Dele Alli,Everton,0
290,Demarai Gray,Everton,0
251,Diego Manuel Jadon da Silva Moreira,Chelsea,0
348,Diogo Teixeira da Silva,Liverpool,1
392,Dion Pereira,Luton,0
363,Dominik Szoboszlai,Liverpool,1
473,Donny van de Beek,Man Utd,0
44,Douglas Luiz Soares de Paulo,Aston Villa,1
296,Dwight McNeil,Everton,0
260,Eberechi Eze,Crystal Palace,1
654,Edson Álvarez Velázquez,West Ham,1
482,Elliot Anderson,Newcastle,1
397,Elliot Thorpe,Luton,0
21,Emile Smith Rowe,Arsenal,0
36,Emiliano Buendía Stati,Aston Villa,0
80,Emiliano Marcondes,Bournemouth,0
169,Enock Agyei,Burnley,0
223,Enzo Fernández,Chelsea,1
134,Ethan Brierley,Brentford,0
350,Fabio Henrique Tavares,Liverpool,0
138,Facundo Buonanotte,Brighton,0
467,Facundo Pellistri Rebollo,Man Utd,0
640,Flynn Downes,West Ham,0
663,Francisco Jorge Tomás Oliveira,Wolves,0
123,Frank Onyeka,Brentford,1
389,Fred Onyedinma,Luton,0
454,Frederico Rodrigues de Paula Santos,Man Utd,0
3,Fábio Ferreira Vieira,Arsenal,1
11,Gabriel Martinelli Silva,Arsenal,1
497,Garang Kuol,Newcastle,0
77,Gavin Kilkenny,Bournemouth,0
608,Giovani Lo Celso,Spurs,1
394,Glen Rea,Luton,0
667,Gonçalo Manuel Ganchinho Guedes,Wolves,0
27,Granit Xhaka,Arsenal,0
593,Gustavo Hamer,Sheffield Utd,1
550,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
240,Hakim Ziyech,Chelsea,0
93,Hamed Traorè,Bournemouth,1
456,Hannibal Mejbri,Man Utd,0
327,Harrison Reed,Fulham,1
523,Harry Arter,Nott'm Forest,0
333,Harry Wilson,Fulham,1
515,Harvey Barnes,Newcastle,1
349,Harvey Elliott,Liverpool,1
670,Hwang Hee-chan,Wolves,1
242,Ian Maatsen,Chelsea,0
291,Idrissa Gueye,Everton,1
492,Isaac Hayden,Newcastle,0
571,Ismaila Coulibaly,Sheffield Utd,0
314,Ivan Neves Abreu Cavaleiro,Fulham,0
176,Jack Cork,Burnley,0
425,Jack Grealish,Man City,1
311,Jack Harrison,Everton,1
168,Jack Hinshelwood,Brighton,0
203,Jacob Bruun Larsen,Burnley,0
502,Jacob Murphy,Newcastle,1
55,Jacob Ramsey,Aston Villa,0
54,Jaden Philogene-Bidace,Aston Villa,0
470,Jadon Sancho,Man Utd,1
68,Jaidon Anthony,Bournemouth,1
273,Jairo Riedewald,Crystal Palace,0
156,Jakub Moder,Brighton,0
79,Jamal Lowe,Bournemouth,0
287,James Garner,Everton,1
609,James Maddison,Spurs,1
431,James McAtee,Man City,0
371,James McConnell,Liverpool,0
154,James Milner,Brighton,1
656,James Ward-Prowse,West Ham,1
635,Jarrod Bowen,West Ham,1
288,Jean-Philippe Gbamin,Everton,0
493,Jeff Hendrick,Newcastle,0
265,Jefferson Lerma Solís,Crystal Palace,1
274,Jeffrey Schlupp,Crystal Palace,1
157,Jeremy Sarmiento Morante,Brighton,0
279,Jesurun Rak-Sakyi,Crystal Palace,0
668,Joe Hodge,Wolves,0
87,Joe Rothwell,Bournemouth,1
511,Joe Willock,Newcastle,0
495,Joelinton Cássio Apolinário de Lira,Newcastle,1
574,John Fleck,Sheffield Utd,0
51,John McGinn,Aston Villa,1
551,Jonjo Shelvey,Nott'm Forest,0
255,Jordan Ayew,Crystal Palace,1
380,Jordan Clark,Luton,0
353,Jordan Henderson,Liverpool,0
8,Jorge Luiz Frello Filho,Arsenal,1
528,Josh Bowler,Nott'm Forest,0
174,Josh Brownhill,Burnley,0
178,Josh Cullen,Burnley,1
111,Josh Dasilva,Brentford,0
325,João Palhinha Gonçalves,Fulham,1
671,João Victor Gomes da Silva,Wolves,1
142,Julio Enciso,Brighton,1
78,Justin Kluivert,Bournemouth,1
442,Jérémy Doku,Man City,1
183,Jóhann Berg Gudmundsson,Burnley,0
149,Kacper Kozłowski,Brighton,0
5,Kai Havertz,Arsenal,1
435,Kalvin Phillips,Man City,0
155,Kaoru Mitoma,Brighton,1
119,Keane Lewis-Potter,Brentford,1
420,Kevin De Bruyne,Man City,1
126,Kevin Schade,Brentford,1
461,Kobbie Mainoo,Man Utd,0
41,Leander Dendoncker,Aston Villa,0
25,Leandro Trossard,Arsenal,1
35,Leon Bailey,Aston Villa,1
244,Lesley Ugochukwu,Chelsea,0
72,Lewis Cook,Bournemouth,1
307,Lewis Dobbin,Everton,1
518,Lewis Miley,Newcastle,0
546,Lewis O'Brien,Nott'm Forest,0
399,Louie Watson,Luton,0
202,Luca Koleosho,Burnley,1
648,Lucas Tolentino Coelho de Lima,West Ham,1
357,Luis Díaz,Liverpool,1
377,Luke Berry,Luton,0
664,Luke Cundle,Wolves,0
382,Luke Freeman,Luton,0
341,Luke Harris,Fulham,0
106,Mads Bidstrup,Brentford,0
140,Mahmoud Dahoud,Brighton,1
258,Malcolm Ebiowei,Crystal Palace,0
627,Manor Solomon,Spurs,0
172,Manuel Benson Hedilazio,Burnley,0
10,Marcus Oliveira Alencar,Arsenal,0
469,Marcus Rashford,Man Utd,1
92,Marcus Tavernier,Bournemouth,0
677,Mario Lemina,Wolves,1
13,Martin Ødegaard,Arsenal,1
373,Marvelous Nakamba,Luton,1
443,Mason Mount,Man Utd,1
427,Mateo Kovačić,Man City,1
278,Matheus França de Oliveira,Crystal Palace,0
678,Matheus Luiz Nunes,Wolves,1
118,Mathias Jensen,Brentford,1
504,Matt Ritchie,Newcastle,0
339,Matthew Dibley-Dias,Fulham,0
636,Maxwel Cornet,West Ham,0
270,Michael Olise,Crystal Palace,0
133,Michale Olakigbe,Brentford,0
481,Miguel Almirón Rejala,Newcastle,1
110,Mikkel Damsgaard,Brentford,1
2,Mohamed Elneny,Arsenal,0
362,Mohamed Salah,Liverpool,1
658,Mohammed Kudus,West Ham,1
208,Moisés Caicedo Corozo,Chelsea,1
535,Morgan Gibbs-White,Nott'm Forest,1
56,Morgan Sanson,Aston Villa,0
63,Moussa Diaby,Aston Villa,1
232,Mykhailo Mudryk,Chelsea,1
434,Máximo Perrone,Man City,0
253,Naouirou Ahamada,Crystal Palace,0
201,Nathan Redmond,Burnley,0
15,Nicolas Pépé,Arsenal,0
66,Nicolò Zaniolo,Aston Villa,1
651,Nikola Vlašić,West Ham,0
231,Noni Madueke,Chelsea,1
581,Oliver Norwood,Sheffield Utd,1
620,Oliver Skipp,Spurs,0
477,Omari Forson,Man Utd,0
64,Omari Kellyman,Aston Villa,0
541,Orel Mangala,Nott'm Forest,1
416,Oscar Bobb,Man City,0
643,Pablo Fornals Malla,West Ham,1
682,Pablo Sarabia,Wolves,1
618,Pape Matar Sarr,Spurs,1
146,Pascal Groß,Brighton,1
679,Pedro Lomba Neto,Wolves,1
403,Pelly Ruddock Mpanzu,Luton,1
424,Phil Foden,Man City,1
69,Philip Billing,Bournemouth,1
39,Philippe Coutinho Correia,Aston Villa,1
604,Pierre-Emile Højbjerg,Spurs,1
238,Raheem Sterling,Chelsea,1
31,Reiss Nelson,Arsenal,0
534,Remo Freuler,Nott'm Forest,0
614,Richarlison de Andrade,Spurs,1
430,Riyad Mahrez,Man City,0
596,Rodrigo Bentancur,Spurs,0
436,Rodrigo Hernandez,Man City,1
247,Roméo Lavia,Chelsea,1
407,Ross Barkley,Luton,0
71,Ryan Christie,Bournemouth,1
489,Ryan Fraser,Newcastle,0
129,Ryan Trevitt,Brentford,0
558,Ryan Yates,Nott'm Forest,1
171,Samuel Bastien,Burnley,0
198,Sander Berge,Burnley,1
508,Sandro Tonali,Newcastle,1
634,Saïd Benrahma,West Ham,1
321,Saša Lukić,Fulham,1
465,Scott McTominay,Man Utd,1
193,Scott Twine,Burnley,0
500,Sean Longstaff,Newcastle,1
107,Sergi Canós Tenés,Brentford,0
104,Shandon Baptiste,Brentford,0
419,Shea Charles,Man City,0
135,Simon Adingra,Brighton,1
73,Siriki Dembélé,Bournemouth,0
152,Solly March,Brighton,1
621,Son Heung-min,Spurs,1
346,Stefan Bajcetic,Liverpool,0
136,Steven Alzate,Brighton,0
404,Tahith Chong,Luton,1
610,Tanguy Ndombélé Alvaro,Spurs,0
364,Thiago Alcántara do Nascimento,Liverpool,0
14,Thomas Partey,Arsenal,1
47,Tim Iroegbunam,Aston Villa,0
313,Tom Cairney,Fulham,1
594,Tom Davies,Sheffield Utd,1
422,Tommy Doyle,Man City,0
650,Tomáš Souček,West Ham,1
101,Tyler Adams,Bournemouth,1
310,Tyler Onyango,Everton,0
317,Tyrese Francois,Fulham,0
588,Vini de Souza Costa,Sheffield Utd,1
117,Vitaly Janelt,Brentford,1
372,Wataru Endo,Liverpool,1
263,Will Hughes,Crystal Palace,0
335,Willian Borges da Silva,Fulham,1
205,Wilson Odobert,Burnley,1
137,Yasin Ayari,Brighton,0
131,Yegor Yarmolyuk,Brentford,0
58,Youri Tielemans,Aston Villa,1
597,Yves Bissouma,Spurs,1
241,Ângelo Gabriel Borges Damaceno,Chelsea,0
