,name,team,minutes
16,Aaron Ramsdale,Arsenal,1
572,Adam Davies,Sheffield Utd,0
343,Adrián San Miguel del Castillo,Liverpool,0
626,Alfie Whiteman,Spurs,0
345,Alisson Ramses Becker,Liverpool,1
633,Alphonse Areola,West Ham,1
475,André Onana,Man Utd,1
304,Andy Lonergan,Everton,0
185,Arijanet Muric,Burnley,0
188,Bailey Peacock-Farrell,Burnley,0
163,Bart Verbruggen,Brighton,0
320,Bernd Leno,Fulham,1
595,Brandon Austin,Spurs,0
355,Caoimhin Kelleher,Liverpool,0
660,Daniel Bentley,Wolves,0
86,Darren Randolph,Bournemouth,0
29,David Raya Martin,Arsenal,0
458,Dean Henderson,Man Utd,0
182,Denis Franchi,Burnley,0
252,Djordje Petrovic,Chelsea,0
250,Eddie Beach,Chelsea,0
423,Ederson Santana de Moraes,Man City,1
103,Ellery Balcombe,Brentford,0
50,Emiliano Martínez Romero,Aston Villa,1
537,Ethan Horvath,Nott'm Forest,0
65,Filip Marschall,Aston Villa,0
603,Fraser Forster,Spurs,0
237,Gabriel Słonina,Chelsea,0
560,George Shelvey,Nott'm Forest,0
625,Guglielmo Vicario,Spurs,1
607,Hugo Lloris,Spurs,0
97,Ionuț Radu,Bournemouth,0
398,Jack Walton,Luton,0
395,James Shea,Luton,0
200,James Trafford,Burnley,1
159,Jason Steele,Brighton,1
277,Joe Whitworth,Crystal Palace,0
566,Jordan Amissah,Sheffield Utd,0
300,Jordan Pickford,Everton,1
655,Joseph Anang,West Ham,0
681,José Malheiro de Sá,Wolves,1
303,João Neves Virgínia,Everton,0
487,Karl Darlow,Newcastle,0
33,Karl Hein,Arsenal,0
211,Kepa Arrizabalaga,Chelsea,0
158,Kjell Scherpen,Brighton,0
194,Lawrence Vigouroux,Burnley,0
513,Loris Karius,Newcastle,0
246,Lucas Bergström,Chelsea,0
642,Lukasz Fabianski,West Ham,0
216,Marcus Bettinelli,Chelsea,0
329,Marek Rodák,Fulham,0
113,Mark Flekken,Brentford,1
490,Mark Gillespie,Newcastle,0
94,Mark Travers,Bournemouth,0
488,Martin Dubravka,Newcastle,0
683,Matija Šarkić,Wolves,0
383,Matt Macey,Luton,0
519,Matt Turner,Nott'm Forest,1
109,Matthew Cox,Brentford,0
503,Nick Pope,Newcastle,1
83,Norberto Murara Neto,Bournemouth,1
67,Oliwier Zych,Aston Villa,0
478,Radek Vítek,Man Utd,0
267,Remi Matthews,Crystal Palace,0
209,Robert Sánchez,Chelsea,1
53,Robin Olsen,Aston Villa,0
17,Rúnar Alex Rúnarsson,Arsenal,0
264,Sam Johnstone,Crystal Palace,1
418,Scott Carson,Man City,0
432,Stefan Ortega Moreno,Man City,0
406,Thomas Kaminski,Luton,1
127,Thomas Strakosha,Brentford,0
410,Tim Krul,Luton,0
457,Tom Heaton,Man Utd,0
676,Tom King,Wolves,0
153,Tom McGill,Brighton,0
261,Vicente Guaita,Crystal Palace,0
57,Viljami Sinisalo,Aston Villa,0
536,Wayne Hennessey,Nott'm Forest,0
575,Wes Foderingham,Sheffield Utd,1
438,Zack Steffen,Man City,0
