,name,team,minutes
210,Aaron Ramsey,Burnley,0
296,Abdoulaye Doucouré,Everton,1
151,Adam Lallana,Brighton,1
350,Adama Traoré,Fulham,0
386,Albert Sambi Lokonga,Luton,1
468,Alejandro Garnacho,Man Utd,0
321,Alex Iwobi,Fulham,1
260,Alex Matos,Chelsea,0
560,Alex Mighten,Nott'm Forest,0
98,Alex Scott,Bournemouth,0
370,Alexis Mac Allister,Liverpool,1
393,Allan Campbell,Luton,0
520,Allan Saint-Maximin,Newcastle,0
458,Amad Diallo,Man Utd,0
306,Amadou Onana,Everton,1
200,Anass Zaroury,Burnley,0
614,Andre Brooks,Sheffield Utd,0
322,Andreas Hoelgebaum Pereira,Fulham,1
536,Andrey Nascimento dos Santos,Nott'm Forest,0
291,André Tavares Gomes,Everton,0
608,Anis Slimane,Sheffield Utd,0
171,Anssumane Fati Vieira,Brighton,0
538,Anthony Elanga,Nott'm Forest,1
506,Anthony Gordon,Newcastle,1
328,Anthony Knockaert,Fulham,0
459,Antony Matheus dos Santos,Man Utd,1
314,Arnaut Danjuma Groeneveld,Everton,1
382,Ben Doak,Liverpool,0
605,Ben Osborn,Sheffield Utd,0
83,Ben Pearson,Bournemouth,0
430,Bernardo Veiga de Carvalho e Silva,Man City,1
56,Bertrand Traoré,Aston Villa,0
146,Billy Gilmour,Brighton,1
381,Bobby Clark,Liverpool,0
325,Bobby De Cordova-Reid,Fulham,1
45,Boubacar Kamara,Aston Villa,1
711,Boubacar Traoré,Wolves,0
563,Braian Ojeda Rodríguez,Nott'm Forest,0
539,Brandon Aguilera Zamora,Nott'm Forest,0
619,Brennan Johnson,Spurs,1
460,Bruno Borges Fernandes,Man Utd,1
699,Bruno Cavaco Jordão,Wolves,0
500,Bruno Guimarães Rodriguez Moura,Newcastle,1
623,Bryan Gil Salvatierra,Spurs,0
119,Bryan Mbeumo,Brentford,1
17,Bukayo Saka,Arsenal,1
537,Callum Hudson-Odoi,Nott'm Forest,1
170,Carlos Baleba,Brighton,0
463,Carlos Henrique Casimiro,Man Utd,1
399,Carlos Mendes Gomes,Luton,0
225,Carney Chukwuemeka,Chelsea,1
266,Cheick Doucouré,Crystal Palace,1
555,Cheikhou Kouyaté,Nott'm Forest,0
465,Christian Eriksen,Man Utd,1
121,Christian Nørgaard,Brentford,1
239,Christian Pulisic,Chelsea,0
245,Cole Palmer,Chelsea,1
663,Conor Coventry,West Ham,0
231,Conor Gallagher,Chelsea,1
366,Curtis Jones,Liverpool,1
82,Dango Ouattara,Bournemouth,1
705,Daniel Castelo Podence,Wolves,0
491,Daniel Gore,Man Utd,0
547,Danilo dos Santos de Oliveira,Nott'm Forest,0
180,Dara Costelloe,Burnley,0
178,Darko Churlinov,Burnley,0
68,David Brooks,Bournemouth,1
27,Declan Rice,Arsenal,1
631,Dejan Kulusevski,Spurs,1
295,Dele Alli,Everton,0
300,Demarai Gray,Everton,0
256,Diego Manuel Jadon da Silva Moreira,Chelsea,0
360,Diogo Teixeira da Silva,Liverpool,1
406,Dion Pereira,Luton,0
375,Dominik Szoboszlai,Liverpool,1
484,Donny van de Beek,Man Utd,0
41,Douglas Luiz Soares de Paulo,Aston Villa,1
304,Dwight McNeil,Everton,1
269,Eberechi Eze,Crystal Palace,1
679,Edson Álvarez Velázquez,West Ham,1
497,Elliot Anderson,Newcastle,1
411,Elliot Thorpe,Luton,0
19,Emile Smith Rowe,Arsenal,0
33,Emiliano Buendía Stati,Aston Villa,0
78,Emiliano Marcondes,Bournemouth,0
172,Enock Agyei,Burnley,0
715,Enso González,Wolves,0
228,Enzo Fernández,Chelsea,1
134,Ethan Brierley,Brentford,0
362,Fabio Henrique Tavares,Liverpool,0
139,Facundo Buonanotte,Brighton,0
478,Facundo Pellistri Rebollo,Man Utd,0
665,Flynn Downes,West Ham,0
689,Francisco Jorge Tomás Oliveira,Wolves,0
122,Frank Onyeka,Brentford,1
403,Fred Onyedinma,Luton,0
467,Frederico Rodrigues de Paula Santos,Man Utd,0
3,Fábio Ferreira Vieira,Arsenal,1
10,Gabriel Martinelli Silva,Arsenal,1
512,Garang Kuol,Newcastle,0
75,Gavin Kilkenny,Bournemouth,0
633,Giovani Lo Celso,Spurs,0
408,Glen Rea,Luton,0
693,Gonçalo Manuel Ganchinho Guedes,Wolves,0
24,Granit Xhaka,Arsenal,0
616,Gustavo Hamer,Sheffield Utd,1
566,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
244,Hakim Ziyech,Chelsea,0
91,Hamed Traorè,Bournemouth,0
211,Han-Noah Massengo,Burnley,0
469,Hannibal Mejbri,Man Utd,1
337,Harrison Reed,Fulham,1
540,Harry Arter,Nott'm Forest,0
343,Harry Wilson,Fulham,1
530,Harvey Barnes,Newcastle,1
361,Harvey Elliott,Liverpool,1
696,Hwang Hee-chan,Wolves,1
247,Ian Maatsen,Chelsea,0
583,Ibrahim Sangaré,Nott'm Forest,0
301,Idrissa Gueye,Everton,1
507,Isaac Hayden,Newcastle,0
594,Ismaila Coulibaly,Sheffield Utd,0
324,Ivan Neves Abreu Cavaleiro,Fulham,0
179,Jack Cork,Burnley,0
439,Jack Grealish,Man City,1
319,Jack Harrison,Everton,1
169,Jack Hinshelwood,Brighton,0
206,Jacob Bruun Larsen,Burnley,1
517,Jacob Murphy,Newcastle,0
52,Jacob Ramsey,Aston Villa,0
51,Jaden Philogene-Bidace,Aston Villa,0
481,Jadon Sancho,Man Utd,1
66,Jaidon Anthony,Bournemouth,0
282,Jairo Riedewald,Crystal Palace,0
157,Jakub Moder,Brighton,0
77,Jamal Lowe,Bournemouth,0
297,James Garner,Everton,1
634,James Maddison,Spurs,1
587,James McAtee,Sheffield Utd,1
383,James McConnell,Liverpool,0
155,James Milner,Brighton,0
681,James Ward-Prowse,West Ham,1
660,Jarrod Bowen,West Ham,1
298,Jean-Philippe Gbamin,Everton,0
717,Jean-Ricner Bellegarde,Wolves,0
508,Jeff Hendrick,Newcastle,0
274,Jefferson Lerma Solís,Crystal Palace,1
283,Jeffrey Schlupp,Crystal Palace,1
158,Jeremy Sarmiento Morante,Brighton,0
289,Jesurun Rak-Sakyi,Crystal Palace,0
694,Joe Hodge,Wolves,0
85,Joe Rothwell,Bournemouth,0
526,Joe Willock,Newcastle,0
510,Joelinton Cássio Apolinário de Lira,Newcastle,1
597,John Fleck,Sheffield Utd,0
48,John McGinn,Aston Villa,1
567,Jonjo Shelvey,Nott'm Forest,0
264,Jordan Ayew,Crystal Palace,1
394,Jordan Clark,Luton,0
365,Jordan Henderson,Liverpool,0
7,Jorge Luiz Frello Filho,Arsenal,0
545,Josh Bowler,Nott'm Forest,0
177,Josh Brownhill,Burnley,1
181,Josh Cullen,Burnley,1
110,Josh Dasilva,Brentford,0
335,João Palhinha Gonçalves,Fulham,1
697,João Victor Gomes da Silva,Wolves,1
143,Julio Enciso,Brighton,0
76,Justin Kluivert,Bournemouth,1
455,Jérémy Doku,Man City,0
186,Jóhann Berg Gudmundsson,Burnley,0
150,Kacper Kozłowski,Brighton,0
5,Kai Havertz,Arsenal,1
447,Kalvin Phillips,Man City,0
156,Kaoru Mitoma,Brighton,1
118,Keane Lewis-Potter,Brentford,1
435,Kevin De Bruyne,Man City,0
125,Kevin Schade,Brentford,1
473,Kobbie Mainoo,Man Utd,0
38,Leander Dendoncker,Aston Villa,0
22,Leandro Trossard,Arsenal,1
32,Leon Bailey,Aston Villa,1
249,Lesley Ugochukwu,Chelsea,1
70,Lewis Cook,Bournemouth,1
315,Lewis Dobbin,Everton,0
533,Lewis Miley,Newcastle,0
562,Lewis O'Brien,Nott'm Forest,0
413,Louie Watson,Luton,0
205,Luca Koleosho,Burnley,1
673,Lucas Tolentino Coelho de Lima,West Ham,1
369,Luis Díaz,Liverpool,1
100,Luis Sinisterra,Bournemouth,1
391,Luke Berry,Luton,0
690,Luke Cundle,Wolves,0
396,Luke Freeman,Luton,0
351,Luke Harris,Fulham,0
105,Mads Bidstrup,Brentford,0
141,Mahmoud Dahoud,Brighton,1
267,Malcolm Ebiowei,Crystal Palace,0
651,Manor Solomon,Spurs,1
175,Manuel Benson Hedilazio,Burnley,0
9,Marcus Oliveira Alencar,Arsenal,0
480,Marcus Rashford,Man Utd,1
90,Marcus Tavernier,Bournemouth,1
703,Mario Lemina,Wolves,1
12,Martin Ødegaard,Arsenal,1
387,Marvelous Nakamba,Luton,1
456,Mason Mount,Man Utd,0
441,Mateo Kovačić,Man City,1
288,Matheus França de Oliveira,Crystal Palace,0
453,Matheus Luiz Nunes,Man City,1
117,Mathias Jensen,Brentford,1
519,Matt Ritchie,Newcastle,0
349,Matthew Dibley-Dias,Fulham,0
661,Maxwel Cornet,West Ham,0
133,Michael Olakigbe,Brentford,0
279,Michael Olise,Crystal Palace,0
496,Miguel Almirón Rejala,Newcastle,1
212,Mike Trésor,Burnley,0
109,Mikkel Damsgaard,Brentford,0
2,Mohamed Elneny,Arsenal,0
374,Mohamed Salah,Liverpool,1
683,Mohammed Kudus,West Ham,1
213,Moisés Caicedo Corozo,Chelsea,1
552,Morgan Gibbs-White,Nott'm Forest,1
53,Morgan Sanson,Aston Villa,0
60,Moussa Diaby,Aston Villa,1
236,Mykhailo Mudryk,Chelsea,1
446,Máximo Perrone,Man City,0
262,Naouirou Ahamada,Crystal Palace,0
204,Nathan Redmond,Burnley,0
14,Nicolas Pépé,Arsenal,0
582,Nicolás Domínguez,Nott'm Forest,0
63,Nicolò Zaniolo,Aston Villa,0
676,Nikola Vlašić,West Ham,0
