,name,team,minutes
389,Mads Juel Andersen,Luton,0
124,Mads Roerslev Rasmussen,Brentford,1
240,Malang Sarr,Chelsea,0
232,Malo Gusto,Chelsea,1
427,Manuel Akanji,Man City,1
227,Marc Cucurella Saseta,Chelsea,0
271,Marc Guéhi,Crystal Palace,1
87,Marcos Senesi,Bournemouth,1
302,Mason Holgate,Everton,0
131,Mathias Jorgensen,Brentford,0
713,Matt Doherty,Wolves,0
522,Matt Targett,Newcastle,0
34,Matty Cash,Aston Villa,1
97,Max Aarons,Bournemouth,1
701,Max Kilman,Wolves,1
600,Max Lowe,Sheffield Utd,0
303,Michael Keane,Everton,0
149,Michał Karbownik,Brighton,0
652,Micky van de Ven,Spurs,1
94,Milos Kerkez,Bournemouth,1
549,Mohamed Dräger,Nott'm Forest,0
561,Moussa Niakhaté,Nott'm Forest,0
579,Murillo Santiago Costa dos Santos,Nott'm Forest,0
428,Nathan Aké,Man City,0
107,Nathan Collins,Brentford,1
307,Nathan Patterson,Everton,0
265,Nathaniel Clyne,Crystal Palace,0
372,Nathaniel Phillips,Liverpool,0
656,Nayef Aguerd,West Ham,1
571,Neco Williams,Nott'm Forest,0
534,Nuno Varela Tavares,Nott'm Forest,0
709,Nélson Cabral Semedo,Wolves,1
25,Oleksandr Zinchenko,Arsenal,1
575,Olu Aina,Nott'm Forest,1
565,Omar Richards,Nott'm Forest,0
207,Owen Dodgson,Burnley,0
59,Pau Torres,Aston Villa,1
529,Paul Dummett,Newcastle,0
636,Pedro Porro,Spurs,1
144,Pervis Estupiñán,Brighton,0
479,Raphaël Varane,Man Utd,0
685,Rayan Aït-Nouri,Wolves,1
392,Reece Burke,Luton,0
233,Reece James,Chelsea,0
603,Rhys Norrington-Davies,Sheffield Utd,0
556,Richie Laryea,Nott'm Forest,0
114,Rico Henry,Brentford,1
443,Rico Lewis,Man City,0
261,Rob Holding,Crystal Palace,0
72,Ryan Fredericks,Bournemouth,0
416,Ryan Giles,Luton,1
643,Ryan Sessegnon,Spurs,0
436,Rúben Gato Alves Dias,Man City,1
714,Santiago Bueno,Wolves,0
559,Scott McKenna,Nott'm Forest,1
294,Seamus Coleman,Everton,0
378,Sepp van den Berg,Liverpool,0
541,Serge Aurier,Nott'm Forest,1
449,Sergio Gómez,Man City,0
486,Sergio Reguilón,Man Utd,0
546,Steve Cook,Nott'm Forest,0
499,Sven Botman,Newcastle,1
21,Takehiro Tomiyasu,Arsenal,1
152,Tariq Lamptey,Brighton,0
415,Teden Mengi,Luton,0
329,Terence Kongolo,Fulham,0
243,Thiago Emiliano da Silva,Chelsea,1
671,Thilo Kehrer,West Ham,0
336,Tim Ream,Fulham,1
352,Timothy Castagne,Fulham,1
531,Tino Livramento,Newcastle,0
417,Tom Lockyer,Luton,1
341,Tosin Adarabioyo,Fulham,0
710,Toti António Gomes,Wolves,0
356,Trent Alexander-Arnold,Liverpool,1
223,Trevoh Chalobah,Chelsea,0
474,Tyrell Malacia,Man Utd,0
277,Tyrick Mitchell,Crystal Palace,1
49,Tyrone Mings,Aston Villa,0
471,Victor Lindelöf,Man Utd,1
198,Victor da Silva,Burnley,1
379,Virgil van Dijk,Liverpool,0
305,Vitalii Mykolenko,Everton,1
662,Vladimír Coufal,West Ham,1
230,Wesley Fofana,Chelsea,0
18,William Saliba,Arsenal,1
544,Willy Boly,Nott'm Forest,1
609,Yasser Larouci,Sheffield Utd,1
466,Álvaro Fernández Carreras,Man Utd,0
