index,name,team,points,value
Abdoulaye Doucouré2023-09-23T16:30:00Z,Abdoulaye Doucouré,Everton,2.948560216524807,55
Adam Lallana2023-09-24T13:00:00Z,Adam Lallana,Brighton,2.323196053602131,49
Albert Sambi Lokonga2023-09-23T14:00:00Z,Albert Sambi Lokonga,Luton,1.8685769519063251,49
Alex Iwobi2023-09-23T14:00:00Z,Alex Iwobi,Fulham,2.274550800331114,54
Alexis Mac Allister2023-09-24T13:00:00Z,Alexis Mac Allister,Liverpool,2.8895178662832137,59
Amadou Onana2023-09-23T16:30:00Z,Amadou Onana,Everton,2.073878832250816,49
Andreas Hoelgebaum Pereira2023-09-23T14:00:00Z,Andreas Hoelgebaum Pereira,Fulham,3.3185166496623326,55
Anthony Elanga2023-09-23T14:00:00Z,Anthony Elanga,Nott'm Forest,2.0537250575896313,50
Anthony Gordon2023-09-24T15:30:00Z,Anthony Gordon,Newcastle,3.1437483693225454,55
Antony Matheus dos Santos2023-09-23T19:00:00Z,Antony Matheus dos Santos,Man Utd,3.807928497425088,68
Arnaut Danjuma Groeneveld2023-09-23T16:30:00Z,Arnaut Danjuma Groeneveld,Everton,2.7404424119740303,55
Bernardo Veiga de Carvalho e Silva2023-09-23T14:00:00Z,Bernardo Veiga de Carvalho e Silva,Man City,3.1725316418104765,64
Billy Gilmour2023-09-24T13:00:00Z,Billy Gilmour,Brighton,2.6484766637443657,49
Bobby De Cordova-Reid2023-09-23T14:00:00Z,Bobby De Cordova-Reid,Fulham,2.5922796253658826,55
Boubacar Kamara2023-09-24T13:00:00Z,Boubacar Kamara,Aston Villa,2.3487463236855355,50
Brennan Johnson2023-09-24T13:00:00Z,Brennan Johnson,Spurs,1.8669070324419188,59
Bruno Borges Fernandes2023-09-23T19:00:00Z,Bruno Borges Fernandes,Man Utd,4.783326511894338,84
Bruno Guimarães Rodriguez Moura2023-09-24T15:30:00Z,Bruno Guimarães Rodriguez Moura,Newcastle,3.111979600825078,58
Bryan Mbeumo2023-09-23T16:30:00Z,Bryan Mbeumo,Brentford,5.529750510476806,69
Bukayo Saka2023-09-24T13:00:00Z,Bukayo Saka,Arsenal,4.676818976642599,87
Callum Hudson-Odoi2023-09-23T14:00:00Z,Callum Hudson-Odoi,Nott'm Forest,1.659053938803306,49
Carlos Henrique Casimiro2023-09-23T19:00:00Z,Carlos Henrique Casimiro,Man Utd,3.5178803957878833,54
Carney Chukwuemeka2023-09-24T13:00:00Z,Carney Chukwuemeka,Chelsea,1.8272756788576356,44
Cheick Doucouré2023-09-23T14:00:00Z,Cheick Doucouré,Crystal Palace,3.07602491194085,50
Christian Eriksen2023-09-23T19:00:00Z,Christian Eriksen,Man Utd,3.2695950453972817,59
Christian Nørgaard2023-09-23T16:30:00Z,Christian Nørgaard,Brentford,3.115066711187361,55
Cole Palmer2023-09-24T13:00:00Z,Cole Palmer,Chelsea,1.849783323085491,49
Conor Gallagher2023-09-24T13:00:00Z,Conor Gallagher,Chelsea,2.7557443751235513,54
Curtis Jones2023-09-24T13:00:00Z,Curtis Jones,Liverpool,2.486171367290854,49
Dango Ouattara2023-09-24T13:00:00Z,Dango Ouattara,Bournemouth,1.9509694320476068,48
David Brooks2023-09-24T13:00:00Z,David Brooks,Bournemouth,2.0242138108796737,49
Declan Rice2023-09-24T13:00:00Z,Declan Rice,Arsenal,2.833354826409073,54
Dejan Kulusevski2023-09-24T13:00:00Z,Dejan Kulusevski,Spurs,4.451831802700768,70
Diogo Teixeira da Silva2023-09-24T13:00:00Z,Diogo Teixeira da Silva,Liverpool,3.315975666513639,79
Dominik Szoboszlai2023-09-24T13:00:00Z,Dominik Szoboszlai,Liverpool,3.8901427474193184,70
Douglas Luiz Soares de Paulo2023-09-24T13:00:00Z,Douglas Luiz Soares de Paulo,Aston Villa,3.054853120451709,54
Dwight McNeil2023-09-23T16:30:00Z,Dwight McNeil,Everton,2.454672483302664,54
Eberechi Eze2023-09-23T14:00:00Z,Eberechi Eze,Crystal Palace,4.651661704574236,63
Edson Álvarez Velázquez2023-09-24T13:00:00Z,Edson Álvarez Velázquez,West Ham,2.106132227589316,50
Elliot Anderson2023-09-24T15:30:00Z,Elliot Anderson,Newcastle,2.246046060271979,44
Enzo Fernández2023-09-24T13:00:00Z,Enzo Fernández,Chelsea,2.695792849837346,50
