,name,team_x,kickoff_time,minutes,total_points,value,was_home,GW,team_last_position,opponent_last_position,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,mode result 3,mode clean_sheets 3,mode minutes 3,mean bonus 3,mean bps 3,mean ict_index 3,mean influence 3,mean value 3,mean penalties_saved 3,mean saves 3,mean threat 3,mean result_difference 3,mean goals_conceded 3,mean total_points 3,std minutes 3,count 3 result win,count 3 result loss,count 3 result draw,count 3 yellow_cards 1,count 3 was_home True,count 3 bonus 1,count 3 minutes 1,kickoff_hour
15077,Matt Macey,Arsenal,2020-09-12 11:30:00+00:00,0,0,40,False,1,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,11
15078,Matt Macey,Arsenal,2020-09-19 19:00:00+00:00,0,0,40,True,2,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,-2,-2,-2,-2,-2,-2,19
15079,Matt Macey,Arsenal,2020-09-28 19:00:00+00:00,0,0,40,False,3,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,-2,-2,1,-2,-2,19
15080,Matt Macey,Arsenal,2020-10-04 13:00:00+00:00,0,0,40,True,4,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,13
15081,Matt Macey,Arsenal,2020-10-17 16:30:00+00:00,0,0,40,False,5,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,16
15082,Matt Macey,Arsenal,2020-10-25 19:15:00+00:00,0,0,40,True,6,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,19
15083,Matt Macey,Arsenal,2020-11-01 16:30:00+00:00,0,0,40,False,7,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,16
15084,Matt Macey,Arsenal,2020-11-08 19:15:00+00:00,0,0,40,True,8,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,19
15085,Matt Macey,Arsenal,2020-11-22 16:30:00+00:00,0,0,40,False,9,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,16
15086,Matt Macey,Arsenal,2020-11-29 19:15:00+00:00,0,0,40,True,10,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,19
15087,Matt Macey,Arsenal,2020-12-06 16:30:00+00:00,0,0,40,False,11,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,-2,2,1,-2,2,-2,-2,16
15088,Matt Macey,Arsenal,2020-12-13 19:15:00+00:00,0,0,40,True,12,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,19
15089,Matt Macey,Arsenal,2020-12-16 18:00:00+00:00,0,0,40,True,13,8,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,18
15090,Matt Macey,Arsenal,2020-12-19 17:30:00+00:00,0,0,40,False,14,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,17
15091,Matt Macey,Arsenal,2020-12-26 17:30:00+00:00,0,0,40,True,15,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,17
15092,Matt Macey,Arsenal,2020-12-29 18:00:00+00:00,0,0,40,False,16,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,18
15093,Matt Macey,Arsenal,2021-01-02 20:00:00+00:00,0,0,40,False,17,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,20
15094,Matt Macey,Arsenal,2021-01-14 20:00:00+00:00,0,0,40,True,18,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,20
15095,Matt Macey,Arsenal,2021-01-18 20:00:00+00:00,0,0,40,True,19,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,2,-2,1,-2,1,-2,-2,20
15096,Matt Macey,Arsenal,2021-01-26 20:15:00+00:00,0,0,40,False,20,8,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,20
15097,Matt Macey,Arsenal,2021-01-30 17:30:00+00:00,0,0,40,True,21,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,17
15098,Matt Macey,Arsenal,2021-02-02 18:00:00+00:00,0,0,40,False,22,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,18
15099,Matt Macey,Arsenal,2021-02-06 12:30:00+00:00,0,0,40,False,23,8,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,-2,1,-2,1,-2,-2,12
15100,Matt Macey,Arsenal,2021-02-14 16:30:00+00:00,0,0,40,True,24,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2,-2,1,-2,1,-2,-2,16
15101,Matt Macey,Arsenal,2021-02-21 16:30:00+00:00,0,0,40,True,25,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,16
15102,Matt Macey,Arsenal,2021-02-28 12:00:00+00:00,0,0,40,False,26,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,12
15103,Matt Macey,Arsenal,2021-03-06 12:30:00+00:00,0,0,40,False,27,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,12
15104,Matt Macey,Arsenal,2021-03-14 16:30:00+00:00,0,0,40,True,28,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,16
15105,Matt Macey,Arsenal,2021-03-21 15:00:00+00:00,0,0,40,False,29,8,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,15
15106,Matt Macey,Arsenal,2021-04-03 19:00:00+00:00,0,0,40,True,30,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-2,1,2,-2,1,-2,-2,19
15107,Matt Macey,Arsenal,2021-04-11 18:00:00+00:00,0,0,40,False,31,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,-2,2,1,-2,2,-2,-2,18
15108,Matt Macey,Arsenal,2021-04-18 12:30:00+00:00,0,0,40,True,32,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,12
15109,Matt Macey,Arsenal,2021-04-23 19:00:00+00:00,0,0,40,True,33,8,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,19
15110,Matt Macey,Arsenal,2021-05-02 13:00:00+00:00,0,0,40,False,34,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,13
15111,Matt Macey,Arsenal,2021-05-12 19:15:00+00:00,0,0,40,False,35,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,draw,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,2,-2,-2,19
15112,Matt Macey,Arsenal,2021-05-19 18:00:00+00:00,0,0,40,False,37,8,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,18
15113,Matt Macey,Arsenal,2021-05-23 15:00:00+00:00,0,0,40,True,38,8,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,win,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,3,-2,-2,-2,-2,-2,-2,15
14377,Marek Rodák,Fulham,2020-09-12 11:30:00+00:00,1,1,45,True,1,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,11
14378,Marek Rodák,Fulham,2020-09-19 14:00:00+00:00,0,0,45,False,2,20,20,,,,,,,,,,,,,,,loss,0.0,1.0,0.0,11.0,1.8,18.2,45.0,0.0,2.0,0.0,3.0,3.0,1.0,0.0,-2,1,-2,-2,1,-2,1,14
14379,Marek Rodák,Fulham,2020-09-28 16:45:00+00:00,0,0,45,True,3,20,17,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,5.5,0.9,9.1,45.0,0.0,1.0,0.0,2.0,1.5,0.5,0.5,1,1,-2,-2,1,-2,1,16
14380,Marek Rodák,Fulham,2020-10-04 13:00:00+00:00,0,0,45,False,4,20,7,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,3.6666666666666665,0.6,6.066666666666666,45.0,0.0,0.6666666666666666,0.0,2.3333333333333335,1.0,0.3333333333333333,0.4714045207910317,1,2,-2,-2,2,-2,1,13
14381,Marek Rodák,Fulham,2020-10-18 11:00:00+00:00,0,0,44,False,5,20,9,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,11
14382,Marek Rodák,Fulham,2020-10-24 14:00:00+00:00,0,0,44,True,6,20,14,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,44.666666666666664,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,14
14383,Marek Rodák,Fulham,2020-11-02 17:30:00+00:00,0,0,44,True,7,20,20,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,44.333333333333336,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,17
14384,Marek Rodák,Fulham,2020-11-07 20:00:00+00:00,0,0,44,False,8,20,16,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2,2,1,-2,2,-2,-2,20
14385,Marek Rodák,Fulham,2020-11-22 12:00:00+00:00,0,0,44,True,9,20,12,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,12
14386,Marek Rodák,Fulham,2020-11-30 17:30:00+00:00,0,0,44,False,10,20,5,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,17
14387,Marek Rodák,Fulham,2020-12-05 15:00:00+00:00,0,0,44,False,11,20,2,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,15
14388,Marek Rodák,Fulham,2020-12-13 16:30:00+00:00,0,0,43,True,12,20,1,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,16
14389,Marek Rodák,Fulham,2020-12-16 20:00:00+00:00,0,0,43,True,13,20,15,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,43.666666666666664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,-2,1,-2,1,-2,-2,20
14390,Marek Rodák,Fulham,2020-12-19 20:00:00+00:00,0,0,43,False,14,20,13,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.333333333333336,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1,-2,2,-2,2,-2,-2,20
14391,Marek Rodák,Fulham,2020-12-26 15:00:00+00:00,0,0,43,True,15,20,11,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2,3,-2,2,-2,-2,15
14392,Marek Rodák,Fulham,2021-01-13 20:15:00+00:00,0,0,43,False,18,20,6,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2,3,-2,2,-2,-2,20
14393,Marek Rodák,Fulham,2021-01-20 20:15:00+00:00,0,0,43,True,19,20,3,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2,3,-2,1,-2,-2,20
14394,Marek Rodák,Fulham,2021-01-27 19:30:00+00:00,0,0,43,False,20,20,15,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-2,1,2,-2,2,-2,-2,19
14395,Marek Rodák,Fulham,2021-01-30 15:00:00+00:00,0,0,43,False,21,20,20,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-2,1,2,-2,1,-2,-2,15
14396,Marek Rodák,Fulham,2021-02-03 18:00:00+00:00,0,0,43,True,22,20,5,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-2,1,2,-2,1,-2,-2,18
14397,Marek Rodák,Fulham,2021-02-06 17:30:00+00:00,0,0,43,True,23,20,16,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-2,1,2,-2,1,-2,-2,17
14398,Marek Rodák,Fulham,2021-02-17 18:00:00+00:00,0,0,43,False,24,20,10,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-2,1,2,-2,2,-2,-2,18
14399,Marek Rodák,Fulham,2021-02-20 20:00:00+00:00,0,0,43,True,25,20,9,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-2,1,2,-2,2,-2,-2,20
14400,Marek Rodák,Fulham,2021-03-04 18:00:00+00:00,0,0,43,True,26,20,6,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-2,1,2,-2,2,-2,-2,18
14401,Marek Rodák,Fulham,2021-03-07 14:00:00+00:00,0,0,43,False,27,20,1,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-2,2,1,-2,2,-2,-2,14
14402,Marek Rodák,Fulham,2021-03-13 20:00:00+00:00,0,0,43,True,28,20,2,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,20
14403,Marek Rodák,Fulham,2021-03-19 20:00:00+00:00,0,0,43,True,29,20,20,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,20
14404,Marek Rodák,Fulham,2021-04-04 15:30:00+00:00,0,0,43,False,30,20,17,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,15
14405,Marek Rodák,Fulham,2021-04-09 19:00:00+00:00,0,0,43,True,31,20,7,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,19
14406,Marek Rodák,Fulham,2021-04-18 12:30:00+00:00,0,0,43,False,32,20,8,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,12
14407,Marek Rodák,Fulham,2021-05-01 16:30:00+00:00,0,0,43,False,34,20,4,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,16
14408,Marek Rodák,Fulham,2021-05-10 19:00:00+00:00,0,0,43,True,35,20,10,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,19
14409,Marek Rodák,Fulham,2021-05-15 14:00:00+00:00,0,0,43,False,36,20,11,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,14
14410,Marek Rodák,Fulham,2021-05-18 17:00:00+00:00,0,0,43,False,37,20,3,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,17
14411,Marek Rodák,Fulham,2021-05-23 15:00:00+00:00,1,1,43,True,38,20,13,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,15
14308,Marcus Bettinelli,Fulham,2020-09-12 11:30:00+00:00,0,0,45,True,1,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,-2,-2,-2,-2,-2,11
14309,Marcus Bettinelli,Fulham,2020-09-19 14:00:00+00:00,0,0,45,False,2,20,20,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-2,1,-2,-2,1,-2,-2,14
14310,Marcus Bettinelli,Fulham,2020-09-28 16:45:00+00:00,0,0,45,True,3,20,17,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1,1,-2,-2,1,-2,-2,16
14311,Marcus Bettinelli,Fulham,2020-10-04 13:00:00+00:00,0,0,44,False,4,20,7,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,13
14312,Marcus Bettinelli,Fulham,2020-10-18 11:00:00+00:00,0,0,44,False,5,20,9,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,44.666666666666664,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,11
14313,Marcus Bettinelli,Fulham,2020-10-24 14:00:00+00:00,0,0,44,True,6,20,14,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,44.333333333333336,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,14
14314,Marcus Bettinelli,Fulham,2020-11-02 17:30:00+00:00,0,0,44,True,7,20,20,,,,,,,,,,,,,,,draw,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,1,1,1,-2,1,-2,-2,17
14315,Marcus Bettinelli,Fulham,2020-11-07 20:00:00+00:00,0,0,44,False,8,20,16,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2,2,1,-2,2,-2,-2,20
14316,Marcus Bettinelli,Fulham,2020-11-22 12:00:00+00:00,0,0,44,True,9,20,12,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,12
14317,Marcus Bettinelli,Fulham,2020-11-30 17:30:00+00:00,0,0,44,False,10,20,5,,,,,,,,,,,,,,,loss,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,1,2,-2,-2,2,-2,-2,17
14318,Marcus Bettinelli,Fulham,2020-12-05 15:00:00+00:00,0,0,44,False,11,20,2,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,15
14319,Marcus Bettinelli,Fulham,2020-12-13 16:30:00+00:00,0,0,44,True,12,20,1,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,2,1,-2,-2,1,-2,-2,16
14320,Marcus Bettinelli,Fulham,2020-12-16 20:00:00+00:00,0,0,44,True,13,20,15,,,,,,,,,,,,,,,win,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,-2,1,-2,1,-2,-2,20
