,name,team,minutes
661,Aaron Cresswell,West Ham,0
115,Aaron Hickey,Brentford,1
482,Aaron Wan-Bissaka,Man Utd,1
219,Abdul Rahman Baba,Chelsea,0
88,Adam Smith,Bournemouth,0
165,Adam Webster,Brighton,1
421,Aidan Francis-Clarke,Luton,0
529,Alex Murphy,Newcastle,0
454,Alex Telles,Man Utd,0
31,Alexandre Moreno Lopera,Aston Villa,0
392,Alfie Doughty,Luton,0
387,Amari'i Bell,Luton,1
173,Ameen Al-Dakhil,Burnley,1
578,Andrew Omobamidele,Nott'm Forest,0
370,Andrew Robertson,Liverpool,1
585,Anel Ahmedhodžić,Sheffield Utd,1
675,Angelo Ogbonna,West Ham,0
335,Antonee Robinson,Fulham,1
652,Ashley Phillips,Spurs,0
310,Ashley Young,Everton,1
582,Auston Trusty,Sheffield Utd,0
248,Axel Disasi,Chelsea,1
439,Aymeric Laporte,Man City,0
253,Bashir Humphreys,Chelsea,0
224,Ben Chilwell,Chelsea,1
621,Ben Davies,Spurs,0
622,Ben Davies,Spurs,1
296,Ben Godfrey,Everton,0
96,Ben Greenwood,Bournemouth,0
667,Ben Johnson,West Ham,0
120,Ben Mee,Brentford,1
684,Bendegúz Bolla,Wolves,0
23,Benjamin White,Arsenal,1
220,Benoît Badiashile,Chelsea,0
195,Bobby Thomas,Burnley,0
458,Brandon Williams,Man Utd,0
182,CJ Egan-Riley,Burnley,0
35,Calum Chambers,Aston Villa,0
343,Calvin Bassey,Fulham,0
113,Charlie Goode,Brentford,0
194,Charlie Taylor,Burnley,0
588,Chris Basham,Sheffield Utd,0
79,Chris Mepham,Bournemouth,0
278,Chris Richards,Crystal Palace,0
65,Clément Lenglet,Aston Villa,1
192,Connor Roberts,Burnley,1
688,Craig Dawson,Wolves,1
637,Cristian Romero,Spurs,1
1,Cédric Alves Soares,Arsenal,0
218,César Azpilicueta,Chelsea,0
498,Dan Burn,Newcastle,1
404,Dan Potts,Luton,0
189,Dara O'Shea,Burnley,1
638,Davinson Sánchez,Spurs,0
645,Destiny Udogie,Spurs,1
39,Diego Carlos Santos Silva,Aston Villa,1
461,Diogo Dalot Teixeira,Man Utd,1
643,Djed Spence,Spurs,0
624,Emerson Leite de Souza Junior,Spurs,0
663,Emerson Palmieri dos Santos,West Ham,1
508,Emil Krafth,Newcastle,0
459,Eric Bailly,Man Utd,0
623,Eric Dier,Spurs,0
215,Ethan Ampadu,Chelsea,0
123,Ethan Pinnock,Brentford,1
46,Ezri Konsa Ngoyo,Aston Villa,1
518,Fabian Schär,Newcastle,1
547,Felipe Augusto de Almeida Monteiro,Nott'm Forest,0
609,Femi Seriki,Sheffield Utd,0
351,Fodé Ballo-Touré,Fulham,0
401,Gabriel Osho,Luton,0
4,Gabriel dos Santos Magalhães,Arsenal,1
587,George Baldock,Sheffield Utd,0
540,Giulian Biancone,Nott'm Forest,0
575,Gonzalo Montiel,Nott'm Forest,0
209,Hannes Delcroix,Burnley,0
495,Harrison Ashby,Newcastle,0
469,Harry Maguire,Man Utd,0
566,Harry Toffolo,Nott'm Forest,0
183,Hjalmar Ekdal,Burnley,0
685,Hugo Bueno López,Wolves,0
365,Ibrahima Konaté,Liverpool,1
168,Igor Julio dos Santos de Paulo,Brighton,0
93,Illia Zabarnyi,Bournemouth,1
323,Issa Diop,Fulham,1
417,Issa Kaboré,Luton,1
634,Ivan Perišić,Spurs,1
604,Jack Robinson,Sheffield Utd,1
275,Jake O'Brien,Crystal Palace,0
8,Jakub Kiwior,Arsenal,0
510,Jamaal Lascelles,Newcastle,0
511,Jamal Lewis,Newcastle,0
73,James Hill,Bournemouth,0
307,James Tarkowski,Everton,1
281,James Tomkins,Crystal Palace,0
162,Jan Paul van Hecke,Brighton,0
644,Japhet Tanganga,Spurs,0
377,Jarell Quansah,Liverpool,0
289,Jarrad Branthwaite,Everton,0
513,Javier Manquillo Gaitán,Newcastle,0
589,Jayden Bogle,Sheffield Utd,0
260,Joachim Andersen,Crystal Palace,1
361,Joe Gomez,Liverpool,1
636,Joe Rodon,Spurs,0
570,Joe Worrall,Nott'm Forest,0
368,Joel Matip,Liverpool,1
282,Joel Ward,Crystal Palace,1
593,John Egan,Sheffield Utd,1
448,John Stones,Man City,0
695,Jonathan Castro Otto,Wolves,0
561,Jonathan Panzo,Nott'm Forest,0
490,Jonny Evans,Man Utd,0
176,Jordan Beyer,Burnley,1
423,Joseph Johnson,Luton,0
574,Josh Powell,Nott'm Forest,0
429,João Cancelo,Man City,0
163,Joël Veltman,Brighton,1
451,Joško Gvardiol,Man City,1
29,Jurriën Timber,Arsenal,0
522,Kell Watts,Newcastle,0
337,Kenny Tete,Fulham,1
329,Kevin Mbabu,Fulham,0
692,Ki-Jana Hoever,Wolves,0
20,Kieran Tierney,Arsenal,0
521,Kieran Trippier,Newcastle,1
679,Konstantinos Mavropanos,West Ham,0
374,Konstantinos Tsimikas,Liverpool,0
43,Kortney Hause,Aston Villa,0
101,Kristoffer Ajer,Brentford,0
674,Kurt Zouma,West Ham,1
449,Kyle Walker,Man City,1
226,Levi Colwill,Chelsea,1
142,Lewis Dunk,Brighton,1
492,Lewis Hall,Newcastle,0
473,Lisandro Martínez,Man Utd,1
74,Lloyd Kelly,Bournemouth,0
555,Loïc Mbe Soh,Nott'm Forest,0
344,Luc De Fougerolles,Fulham,0
40,Lucas Digne,Aston Villa,1
187,Luke McNally,Burnley,0
479,Luke Shaw,Man Utd,1
615,Luke Thomas,Sheffield Utd,0
104,Mads Bech Sørensen,Brentford,0
386,Mads Juel Andersen,Luton,0
124,Mads Roerslev Rasmussen,Brentford,0
240,Malang Sarr,Chelsea,0
232,Malo Gusto,Chelsea,1
424,Manuel Akanji,Man City,1
227,Marc Cucurella Saseta,Chelsea,0
268,Marc Guéhi,Crystal Palace,1
87,Marcos Senesi,Bournemouth,1
299,Mason Holgate,Everton,0
131,Mathias Jorgensen,Brentford,0
710,Matt Doherty,Wolves,0
519,Matt Targett,Newcastle,0
34,Matty Cash,Aston Villa,1
97,Max Aarons,Bournemouth,1
698,Max Kilman,Wolves,1
597,Max Lowe,Sheffield Utd,0
300,Michael Keane,Everton,1
149,Michał Karbownik,Brighton,0
649,Micky van de Ven,Spurs,1
94,Milos Kerkez,Bournemouth,1
546,Mohamed Dräger,Nott'm Forest,0
558,Moussa Niakhaté,Nott'm Forest,0
576,Murillo Santiago Costa dos Santos,Nott'm Forest,0
425,Nathan Aké,Man City,1
107,Nathan Collins,Brentford,1
304,Nathan Patterson,Everton,1
262,Nathaniel Clyne,Crystal Palace,0
369,Nathaniel Phillips,Liverpool,0
653,Nayef Aguerd,West Ham,0
568,Neco Williams,Nott'm Forest,0
531,Nuno Varela Tavares,Nott'm Forest,0
706,Nélson Cabral Semedo,Wolves,1
25,Oleksandr Zinchenko,Arsenal,1
572,Olu Aina,Nott'm Forest,1
562,Omar Richards,Nott'm Forest,0
207,Owen Dodgson,Burnley,0
59,Pau Torres,Aston Villa,1
526,Paul Dummett,Newcastle,0
633,Pedro Porro,Spurs,1
144,Pervis Estupiñán,Brighton,1
476,Raphaël Varane,Man Utd,0
682,Rayan Aït-Nouri,Wolves,1
389,Reece Burke,Luton,0
233,Reece James,Chelsea,1
600,Rhys Norrington-Davies,Sheffield Utd,0
553,Richie Laryea,Nott'm Forest,0
114,Rico Henry,Brentford,1
440,Rico Lewis,Man City,0
258,Rob Holding,Crystal Palace,0
72,Ryan Fredericks,Bournemouth,0
413,Ryan Giles,Luton,1
640,Ryan Sessegnon,Spurs,0
433,Rúben Gato Alves Dias,Man City,1
711,Santiago Bueno,Wolves,0
556,Scott McKenna,Nott'm Forest,1
291,Seamus Coleman,Everton,0
375,Sepp van den Berg,Liverpool,0
538,Serge Aurier,Nott'm Forest,1
446,Sergio Gómez,Man City,0
483,Sergio Reguilón,Man Utd,0
543,Steve Cook,Nott'm Forest,0
496,Sven Botman,Newcastle,1
21,Takehiro Tomiyasu,Arsenal,0
152,Tariq Lamptey,Brighton,0
412,Teden Mengi,Luton,0
326,Terence Kongolo,Fulham,0
243,Thiago Emiliano da Silva,Chelsea,1
668,Thilo Kehrer,West Ham,0
333,Tim Ream,Fulham,0
349,Timothy Castagne,Fulham,1
528,Tino Livramento,Newcastle,0
414,Tom Lockyer,Luton,1
338,Tosin Adarabioyo,Fulham,0
707,Toti António Gomes,Wolves,0
353,Trent Alexander-Arnold,Liverpool,1
223,Trevoh Chalobah,Chelsea,0
471,Tyrell Malacia,Man Utd,0
274,Tyrick Mitchell,Crystal Palace,1
49,Tyrone Mings,Aston Villa,0
468,Victor Lindelöf,Man Utd,0
198,Victor da Silva,Burnley,1
376,Virgil van Dijk,Liverpool,1
302,Vitalii Mykolenko,Everton,0
659,Vladimír Coufal,West Ham,1
230,Wesley Fofana,Chelsea,0
18,William Saliba,Arsenal,1
541,Willy Boly,Nott'm Forest,1
606,Yasser Larouci,Sheffield Utd,1
463,Álvaro Fernández Carreras,Man Utd,0
