,name,team,minutes
15,Aaron Ramsdale,Arsenal,1
592,Adam Davies,Sheffield Utd,0
352,Adrián San Miguel del Castillo,Liverpool,0
647,Alfie Whiteman,Spurs,0
354,Alisson Ramses Becker,Liverpool,1
655,Alphonse Areola,West Ham,1
489,Altay Bayindir,Man Utd,0
484,André Onana,Man Utd,1
309,Andy Lonergan,Everton,0
188,Arijanet Muric,Burnley,0
191,Bailey Peacock-Farrell,Burnley,0
164,Bart Verbruggen,Brighton,1
327,Bernd Leno,Fulham,1
617,Brandon Austin,Spurs,0
364,Caoimhin Kelleher,Liverpool,0
683,Daniel Bentley,Wolves,0
84,Darren Randolph,Bournemouth,0
26,David Raya Martin,Arsenal,0
284,Dean Henderson,Crystal Palace,0
185,Denis Franchi,Burnley,0
257,Djordje Petrovic,Chelsea,0
255,Eddie Beach,Chelsea,0
434,Ederson Santana de Moraes,Man City,1
102,Ellery Balcombe,Brentford,0
47,Emiliano Martínez Romero,Aston Villa,1
551,Ethan Horvath,Nott'm Forest,0
62,Filip Marschall,Aston Villa,0
625,Fraser Forster,Spurs,0
241,Gabriel Słonina,Chelsea,0
573,George Shelvey,Nott'm Forest,0
646,Guglielmo Vicario,Spurs,1
629,Hugo Lloris,Spurs,0
95,Ionuț Radu,Bournemouth,0
409,Jack Walton,Luton,0
406,James Shea,Luton,0
203,James Trafford,Burnley,1
160,Jason Steele,Brighton,1
283,Joe Whitworth,Crystal Palace,0
586,Jordan Amissah,Sheffield Utd,0
305,Jordan Pickford,Everton,1
677,Joseph Anang,West Ham,0
703,José Malheiro de Sá,Wolves,1
308,João Neves Virgínia,Everton,0
499,Karl Darlow,Newcastle,0
30,Karl Hein,Arsenal,0
216,Kepa Arrizabalaga,Chelsea,0
159,Kjell Scherpen,Brighton,0
197,Lawrence Vigouroux,Burnley,0
525,Loris Karius,Newcastle,0
251,Lucas Bergström,Chelsea,0
664,Lukasz Fabianski,West Ham,0
221,Marcus Bettinelli,Chelsea,0
336,Marek Rodák,Fulham,0
112,Mark Flekken,Brentford,1
502,Mark Gillespie,Newcastle,0
92,Mark Travers,Bournemouth,0
500,Martin Dubravka,Newcastle,0
705,Matija Šarkić,Wolves,0
394,Matt Macey,Luton,0
532,Matt Turner,Nott'm Forest,1
108,Matthew Cox,Brentford,0
515,Nick Pope,Newcastle,1
81,Norberto Murara Neto,Bournemouth,1
577,Odysseas Vlachodimos,Nott'm Forest,0
64,Oliwier Zych,Aston Villa,0
487,Radek Vítek,Man Utd,0
273,Remi Matthews,Crystal Palace,0
214,Robert Sánchez,Chelsea,1
50,Robin Olsen,Aston Villa,0
16,Rúnar Alex Rúnarsson,Arsenal,0
270,Sam Johnstone,Crystal Palace,1
430,Scott Carson,Man City,0
442,Stefan Ortega Moreno,Man City,0
350,Steven Benda,Fulham,0
418,Thomas Kaminski,Luton,1
126,Thomas Strakosha,Brentford,0
422,Tim Krul,Luton,0
467,Tom Heaton,Man Utd,0
699,Tom King,Wolves,0
154,Tom McGill,Brighton,0
267,Vicente Guaita,Crystal Palace,0
54,Viljami Sinisalo,Aston Villa,0
550,Wayne Hennessey,Nott'm Forest,0
595,Wes Foderingham,Sheffield Utd,1
447,Zack Steffen,Man City,0
