index,name,team,points,value
Aaron Hickey2023-09-16T16:30:00Z,Aaron Hickey,Brentford,1.7553880235128574,45
Aaron Wan-Bissaka2023-09-16T14:00:00Z,Aaron Wan-Bissaka,Man Utd,2.49146597050561,46
Adam Webster2023-09-16T14:00:00Z,Adam Webster,Brighton,1.9733105435262484,44
Amari'i Bell2023-09-16T14:00:00Z,Amari'i Bell,Luton,1.406358968598802,40
Ameen Al-Dakhil2023-09-18T18:45:00Z,Ameen Al-Dakhil,Burnley,1.4460006978610125,40
Andrew Robertson2023-09-16T11:30:00Z,Andrew Robertson,Liverpool,4.43353068433825,65
Anel Ahmedhodžić2023-09-16T14:00:00Z,Anel Ahmedhodžić,Sheffield Utd,2.109320986056044,45
Antonee Robinson2023-09-16T14:00:00Z,Antonee Robinson,Fulham,4.330584930040448,45
Ashley Young2023-09-17T15:30:00Z,Ashley Young,Everton,1.9901657593584967,45
Axel Disasi2023-09-17T13:00:00Z,Axel Disasi,Chelsea,3.2067258324684995,51
Ben Chilwell2023-09-17T13:00:00Z,Ben Chilwell,Chelsea,3.4129897351174603,58
Ben Davies2023-09-16T14:00:00Z,Ben Davies,Spurs,3.2883545250694457,44
Ben Mee2023-09-16T16:30:00Z,Ben Mee,Brentford,2.1400951426750687,49
Benjamin White2023-09-17T15:30:00Z,Benjamin White,Arsenal,3.1867403409620185,55
Clément Lenglet2023-09-16T14:00:00Z,Clément Lenglet,Aston Villa,2.678858570810512,45
Connor Roberts2023-09-18T18:45:00Z,Connor Roberts,Burnley,1.8801652158176234,45
Craig Dawson2023-09-16T11:30:00Z,Craig Dawson,Wolves,2.359115035450011,45
Cristian Romero2023-09-16T14:00:00Z,Cristian Romero,Spurs,4.642390712367969,47
Dan Burn2023-09-16T16:30:00Z,Dan Burn,Newcastle,3.5897689888479887,45
Dara O'Shea2023-09-18T18:45:00Z,Dara O'Shea,Burnley,1.5333327978855382,45
Destiny Udogie2023-09-16T14:00:00Z,Destiny Udogie,Spurs,4.356750169629562,47
Diego Carlos Santos Silva2023-09-16T14:00:00Z,Diego Carlos Santos Silva,Aston Villa,2.6421786503612044,45
Diogo Dalot Teixeira2023-09-16T14:00:00Z,Diogo Dalot Teixeira,Man Utd,2.4059561948975183,49
Emerson Palmieri dos Santos2023-09-16T14:00:00Z,Emerson Palmieri dos Santos,West Ham,1.892362053515321,45
Ethan Pinnock2023-09-16T16:30:00Z,Ethan Pinnock,Brentford,2.177396946688386,45
Ezri Konsa Ngoyo2023-09-16T14:00:00Z,Ezri Konsa Ngoyo,Aston Villa,3.377056255671628,45
Fabian Schär2023-09-16T16:30:00Z,Fabian Schär,Newcastle,3.0511101090700348,50
Gabriel dos Santos Magalhães2023-09-17T15:30:00Z,Gabriel dos Santos Magalhães,Arsenal,3.0089342991109955,48
