index,name,team,points,value
Aleksandar Mitrović2023-09-16T14:00:00Z,Aleksandar Mitrović,Fulham,3.3150902171733123,74
Alexander Isak2023-09-16T16:30:00Z,Alexander Isak,Newcastle,3.3332514821621073,77
Anthony Martial2023-09-16T14:00:00Z,Anthony Martial,Man Utd,3.0146568142467425,65
Antoine Semenyo2023-09-17T13:00:00Z,Antoine Semenyo,Bournemouth,2.462335972302167,45
Bénie Traoré2023-09-16T14:00:00Z,Bénie Traoré,Sheffield Utd,2.30730694818944,55
Callum Wilson2023-09-16T16:30:00Z,Callum Wilson,Newcastle,3.1112870907053742,78
Cameron Archer2023-09-16T14:00:00Z,Cameron Archer,Sheffield Utd,1.882858666201946,45
Carlton Morris2023-09-16T14:00:00Z,Carlton Morris,Luton,2.089115977906932,55
Chris Wood2023-09-18T18:45:00Z,Chris Wood,Nott'm Forest,2.31368959632418,50
Cody Gakpo2023-09-16T11:30:00Z,Cody Gakpo,Liverpool,2.63973258298265,73
Danny Welbeck2023-09-16T14:00:00Z,Danny Welbeck,Brighton,2.3754486174334177,58
Darwin Núñez Ribeiro2023-09-16T11:30:00Z,Darwin Núñez Ribeiro,Liverpool,3.1557215484043644,74
Dominic Solanke2023-09-17T13:00:00Z,Dominic Solanke,Bournemouth,3.9605893917448953,65
Eddie Nketiah2023-09-17T15:30:00Z,Eddie Nketiah,Arsenal,3.109389824475264,56
Elijah Adebayo2023-09-16T14:00:00Z,Elijah Adebayo,Luton,2.1091816576891182,49
Erling Haaland2023-09-16T14:00:00Z,Erling Haaland,Man City,8.652108577212285,141
Evan Ferguson2023-09-16T14:00:00Z,Evan Ferguson,Brighton,2.606999422999613,60
Fábio Silva2023-09-16T11:30:00Z,Fábio Silva,Wolves,2.504953721726917,54
Gabriel Fernando de Jesus2023-09-17T15:30:00Z,Gabriel Fernando de Jesus,Arsenal,3.0348782126627882,79
Jhon Durán2023-09-16T14:00:00Z,Jhon Durán,Aston Villa,2.082431786550837,50
João Pedro Junqueira de Jesus2023-09-16T14:00:00Z,João Pedro Junqueira de Jesus,Brighton,2.524070419007301,54
Julián Álvarez2023-09-16T14:00:00Z,Julián Álvarez,Man City,6.047810898209963,67
Lyle Foster2023-09-18T18:45:00Z,Lyle Foster,Burnley,2.4877672824891075,50
Matheus Santos Carneiro Da Cunha2023-09-16T11:30:00Z,Matheus Santos Carneiro Da Cunha,Wolves,3.2198823779280104,55
Michail Antonio2023-09-16T14:00:00Z,Michail Antonio,West Ham,2.6456158100428597,61
Neal Maupay2023-09-16T16:30:00Z,Neal Maupay,Brentford,2.2977247264334317,49
Nicolas Jackson2023-09-17T13:00:00Z,Nicolas Jackson,Chelsea,3.3746815341368954,72
Norberto Bercique Gomes Betuncal2023-09-17T15:30:00Z,Norberto Bercique Gomes Betuncal,Everton,2.2381315671372324,60
Odsonne Edouard2023-09-16T14:00:00Z,Odsonne Edouard,Crystal Palace,3.848354652507989,55
Oliver McBurnie2023-09-16T14:00:00Z,Oliver McBurnie,Sheffield Utd,3.0562265246551243,54
Ollie Watkins2023-09-16T14:00:00Z,Ollie Watkins,Aston Villa,4.362292515211911,80
Rasmus Højlund2023-09-16T14:00:00Z,Rasmus Højlund,Man Utd,2.5300349638765076,70
Raúl Jiménez2023-09-16T14:00:00Z,Raúl Jiménez,Fulham,3.214690260586811,54
Taiwo Awoniyi2023-09-18T18:45:00Z,Taiwo Awoniyi,Nott'm Forest,4.139966832709252,66
Yoane Wissa2023-09-16T16:30:00Z,Yoane Wissa,Brentford,2.817523232678893,62
Zeki Amdouni2023-09-18T18:45:00Z,Zeki Amdouni,Burnley,2.4666330516169235,54
