,name,team,minutes
210,Aaron Ramsey,Burnley,0
293,Abdoulaye Doucouré,Everton,1
151,Adam Lallana,Brighton,0
347,Adama Traoré,Fulham,0
383,Albert Sambi Lokonga,Luton,0
465,Alejandro Garnacho,Man Utd,0
318,Alex Iwobi,Fulham,1
557,Alex Mighten,Nott'm Forest,0
98,Alex Scott,Bournemouth,0
367,Alexis Mac Allister,Liverpool,0
390,Allan Campbell,Luton,0
517,Allan Saint-Maximin,Newcastle,0
455,Amad Diallo,Man Utd,0
303,Amadou Onana,Everton,1
200,Anass Zaroury,Burnley,0
611,Andre Brooks,Sheffield Utd,0
319,Andreas Hoelgebaum Pereira,Fulham,1
533,Andrey Nascimento dos Santos,Nott'm Forest,0
288,André Tavares Gomes,Everton,0
605,Anis Slimane,Sheffield Utd,0
171,Anssumane Fati Vieira,Brighton,1
535,Anthony Elanga,Nott'm Forest,1
503,Anthony Gordon,Newcastle,1
325,Anthony Knockaert,Fulham,0
456,Antony Matheus dos Santos,Man Utd,1
311,Arnaut Danjuma Groeneveld,Everton,1
379,Ben Doak,Liverpool,0
602,Ben Osborn,Sheffield Utd,1
83,Ben Pearson,Bournemouth,0
427,Bernardo Veiga de Carvalho e Silva,Man City,1
56,Bertrand Traoré,Aston Villa,0
146,Billy Gilmour,Brighton,1
378,Bobby Clark,Liverpool,0
322,Bobby De Cordova-Reid,Fulham,1
45,Boubacar Kamara,Aston Villa,1
708,Boubacar Traoré,Wolves,0
560,Braian Ojeda Rodríguez,Nott'm Forest,0
536,Brandon Aguilera Zamora,Nott'm Forest,0
616,Brennan Johnson,Spurs,1
457,Bruno Borges Fernandes,Man Utd,1
696,Bruno Cavaco Jordão,Wolves,0
497,Bruno Guimarães Rodriguez Moura,Newcastle,1
620,Bryan Gil Salvatierra,Spurs,0
119,Bryan Mbeumo,Brentford,1
17,Bukayo Saka,Arsenal,1
534,Callum Hudson-Odoi,Nott'm Forest,0
170,Carlos Baleba,Brighton,0
460,Carlos Henrique Casimiro,Man Utd,1
396,Carlos Mendes Gomes,Luton,0
225,Carney Chukwuemeka,Chelsea,1
263,Cheick Doucouré,Crystal Palace,1
552,Cheikhou Kouyaté,Nott'm Forest,0
462,Christian Eriksen,Man Utd,1
121,Christian Nørgaard,Brentford,1
239,Christian Pulisic,Chelsea,0
245,Cole Palmer,Chelsea,0
660,Conor Coventry,West Ham,0
231,Conor Gallagher,Chelsea,1
363,Curtis Jones,Liverpool,0
82,Dango Ouattara,Bournemouth,0
702,Daniel Castelo Podence,Wolves,0
488,Daniel Gore,Man Utd,0
544,Danilo dos Santos de Oliveira,Nott'm Forest,1
180,Dara Costelloe,Burnley,0
178,Darko Churlinov,Burnley,0
