,name,team,minutes
231,Fodé Ballo-Touré,Fulham,1
242,Gabriel Osho,Luton,0
244,Gabriel dos Santos Magalhães,Arsenal,1
247,George Baldock,Sheffield Utd,0
251,Giulian Biancone,Nott'm Forest,0
253,Gonzalo Montiel,Nott'm Forest,1
263,Hannes Delcroix,Burnley,0
265,Harrison Ashby,Newcastle,0
269,Harry Maguire,Man Utd,1
270,Harry Toffolo,Nott'm Forest,1
274,Hjalmar Ekdal,Burnley,0
275,Hugo Bueno López,Wolves,0
281,Ibrahima Konaté,Liverpool,1
283,Igor Julio dos Santos de Paulo,Brighton,1
285,Illia Zabarnyi,Bournemouth,1
289,Issa Diop,Fulham,1
290,Issa Kaboré,Luton,1
292,Ivan Perišić,Spurs,0
298,Jack Robinson,Sheffield Utd,1
309,Jake O'Brien,Crystal Palace,0
310,Jakub Kiwior,Arsenal,0
312,Jamaal Lascelles,Newcastle,0
313,Jamal Lewis,Newcastle,0
316,James Hill,Bournemouth,0
322,James Tarkowski,Everton,1
323,James Tomkins,Crystal Palace,0
327,Jan Paul van Hecke,Brighton,1
328,Japhet Tanganga,Spurs,0
329,Jarell Quansah,Liverpool,0
330,Jarrad Branthwaite,Everton,1
333,Javier Manquillo Gaitán,Newcastle,0
336,Jayden Bogle,Sheffield Utd,1
346,Ji-Soo Kim,Brentford,0
347,Joachim Andersen,Crystal Palace,1
348,Joe Gomez,Liverpool,1
350,Joe Rodon,Spurs,0
355,Joe Worrall,Nott'm Forest,0
356,Joel Matip,Liverpool,1
357,Joel Ward,Crystal Palace,1
359,John Egan,Sheffield Utd,1
363,John Stones,Man City,1
365,Jonathan Castro Otto,Wolves,0
366,Jonathan Panzo,Nott'm Forest,0
368,Jonny Evans,Man Utd,0
371,Jordan Beyer,Burnley,1
377,Joseph Johnson,Luton,0
379,Josh Brooking,Chelsea,0
383,Josh Powell,Nott'm Forest,0
385,João Cancelo,Man City,0
390,Joël Veltman,Brighton,1
391,Joško Gvardiol,Man City,1
394,Jurriën Timber,Arsenal,0
406,Kell Watts,Newcastle,0
407,Kenny Tete,Fulham,0
410,Kevin Mbabu,Fulham,0
412,Ki-Jana Hoever,Wolves,0
414,Kieran Tierney,Arsenal,0
415,Kieran Trippier,Newcastle,1
418,Konstantinos Mavropanos,West Ham,1
419,Konstantinos Tsimikas,Liverpool,0
420,Kortney Hause,Aston Villa,0
421,Kristoffer Ajer,Brentford,1
422,Kurt Zouma,West Ham,1
423,Kyle Walker,Man City,1
429,Levi Colwill,Chelsea,1
432,Lewis Dunk,Brighton,1
433,Lewis Hall,Newcastle,0
436,Lisandro Martínez,Man Utd,0
437,Lloyd Kelly,Bournemouth,1
441,Loïc Mbe Soh,Nott'm Forest,0
442,Luc De Fougerolles,Fulham,0
445,Lucas Digne,Aston Villa,1
451,Luke Chambers,Liverpool,0
455,Luke McNally,Burnley,0
457,Luke Shaw,Man Utd,0
458,Luke Thomas,Sheffield Utd,0
461,Mads Bech Sørensen,Brentford,0
463,Mads Juel Andersen,Luton,0
464,Mads Roerslev Rasmussen,Brentford,1
466,Malang Sarr,Chelsea,0
468,Malo Gusto,Chelsea,0
470,Manuel Akanji,Man City,1
472,Marc Cucurella Saseta,Chelsea,1
473,Marc Guéhi,Crystal Palace,1
474,Marcos Senesi,Bournemouth,1
488,Mason Holgate,Everton,0
495,Mathias Jorgensen,Brentford,0
497,Matt Doherty,Wolves,1
500,Matt Targett,Newcastle,0
504,Matty Cash,Aston Villa,1
505,Max Aarons,Bournemouth,1
506,Max Kilman,Wolves,1
507,Max Lowe,Sheffield Utd,0
509,Michael Keane,Everton,0
514,Michał Karbownik,Brighton,0
515,Micky van de Ven,Spurs,1
519,Milos Kerkez,Bournemouth,1
520,Mohamed Dräger,Nott'm Forest,0
528,Moussa Niakhaté,Nott'm Forest,0
529,Murillo Santiago Costa dos Santos,Nott'm Forest,1
533,Nathan Aké,Man City,1
534,Nathan Collins,Brentford,1
536,Nathan Patterson,Everton,1
538,Nathaniel Clyne,Crystal Palace,1
539,Nathaniel Phillips,Liverpool,0
540,Nayef Aguerd,West Ham,1
542,Neco Williams,Nott'm Forest,0
552,Nuno Varela Tavares,Nott'm Forest,0
553,Nélson Cabral Semedo,Wolves,1
556,Oleksandr Zinchenko,Arsenal,1
562,Olu Aina,Nott'm Forest,1
563,Omar Richards,Nott'm Forest,0
568,Owen Dodgson,Burnley,0
573,Pau Torres,Aston Villa,1
574,Paul Dummett,Newcastle,0
576,Pedro Porro,Spurs,1
578,Pervis Estupiñán,Brighton,1
586,Raphaël Varane,Man Utd,1
588,Rayan Aït-Nouri,Wolves,1
590,Reece Burke,Luton,1
591,Reece James,Chelsea,0
596,Rhys Norrington-Davies,Sheffield Utd,0
598,Richie Laryea,Nott'm Forest,0
599,Rico Henry,Brentford,0
600,Rico Lewis,Man City,0
602,Rob Holding,Crystal Palace,0
614,Ryan Fredericks,Bournemouth,0
615,Ryan Giles,Luton,1
617,Ryan Sessegnon,Spurs,0
620,Rúben Gato Alves Dias,Man City,1
628,Santiago Bueno,Wolves,1
633,Scott McKenna,Nott'm Forest,0
636,Seamus Coleman,Everton,0
638,Sepp van den Berg,Liverpool,0
639,Serge Aurier,Nott'm Forest,1
641,Sergio Gómez,Man City,0
642,Sergio Reguilón,Man Utd,1
653,Steve Cook,Nott'm Forest,0
656,Sven Botman,Newcastle,1
659,Takehiro Tomiyasu,Arsenal,1
661,Tariq Lamptey,Brighton,1
662,Teden Mengi,Luton,1
663,Terence Kongolo,Fulham,0
665,Thiago Emiliano da Silva,Chelsea,1
666,Thilo Kehrer,West Ham,0
673,Tim Ream,Fulham,1
674,Timothy Castagne,Fulham,1
675,Tino Livramento,Newcastle,0
680,Tom Lockyer,Luton,1
684,Tosin Adarabioyo,Fulham,0
685,Toti António Gomes,Wolves,1
686,Trent Alexander-Arnold,Liverpool,1
687,Trevoh Chalobah,Chelsea,0
690,Tyrell Malacia,Man Utd,0
692,Tyrick Mitchell,Crystal Palace,1
693,Tyrone Mings,Aston Villa,0
695,Victor Lindelöf,Man Utd,1
696,Victor da Silva,Burnley,1
699,Virgil van Dijk,Liverpool,1
700,Vitalii Mykolenko,Everton,1
702,Vladimír Coufal,West Ham,1
706,Wesley Fofana,Chelsea,0
710,William Saliba,Arsenal,1
712,Willy Boly,Nott'm Forest,1
716,Yasser Larouci,Sheffield Utd,1
724,Álvaro Fernández Carreras,Man Utd,0
