index,name,team,points,value
Alexander Isak2023-10-21T14:00:00Z,Alexander Isak,Newcastle,3.9878878119822447,75
Anthony Martial2023-10-21T19:00:00Z,Anthony Martial,Man Utd,2.6679555951357647,65
Antoine Semenyo2023-10-21T14:00:00Z,Antoine Semenyo,Bournemouth,1.8290538131530967,45
Armando Broja2023-10-21T16:30:00Z,Armando Broja,Chelsea,2.3953529875436073,49
Bénie Traoré2023-10-21T19:00:00Z,Bénie Traoré,Sheffield Utd,1.5735093727363783,53
Callum Wilson2023-10-21T14:00:00Z,Callum Wilson,Newcastle,2.8247382552503177,78
Cameron Archer2023-10-21T19:00:00Z,Cameron Archer,Sheffield Utd,2.079305443412,45
Carlos Vinícius Alves Morais2023-10-23T19:00:00Z,Carlos Vinícius Alves Morais,Fulham,2.44352973683469,48
Carlton Morris2023-10-21T14:00:00Z,Carlton Morris,Luton,3.1169860036906196,56
Chiedozie Ogbene2023-10-21T14:00:00Z,Chiedozie Ogbene,Luton,2.3381022736555956,49
Chris Wood2023-10-21T14:00:00Z,Chris Wood,Nott'm Forest,2.6888594398259014,49
Cody Gakpo2023-10-21T11:30:00Z,Cody Gakpo,Liverpool,3.153349143596951,72
Danny Welbeck2023-10-21T14:00:00Z,Danny Welbeck,Brighton,1.9946833379193178,58
Darwin Núñez Ribeiro2023-10-21T11:30:00Z,Darwin Núñez Ribeiro,Liverpool,4.001410599605672,74
Dominic Calvert-Lewin2023-10-21T11:30:00Z,Dominic Calvert-Lewin,Everton,2.976671238831398,58
Dominic Solanke2023-10-21T14:00:00Z,Dominic Solanke,Bournemouth,3.702066042530141,64
Eddie Nketiah2023-10-21T16:30:00Z,Eddie Nketiah,Arsenal,3.2875411399468573,55
Elijah Adebayo2023-10-21T14:00:00Z,Elijah Adebayo,Luton,2.3050250219181696,48
Erling Haaland2023-10-21T14:00:00Z,Erling Haaland,Man City,7.618920635972614,141
Evan Ferguson2023-10-21T14:00:00Z,Evan Ferguson,Brighton,2.173441041108942,60
Gabriel Fernando de Jesus2023-10-21T16:30:00Z,Gabriel Fernando de Jesus,Arsenal,4.055132876317414,80
Jacob Brown2023-10-21T14:00:00Z,Jacob Brown,Luton,2.5944313915888677,49
Jean-Philippe Mateta2023-10-21T14:00:00Z,Jean-Philippe Mateta,Crystal Palace,2.537835483375002,49
João Pedro Junqueira de Jesus2023-10-21T14:00:00Z,João Pedro Junqueira de Jesus,Brighton,2.2511526663025365,53
Julián Álvarez2023-10-21T14:00:00Z,Julián Álvarez,Man City,4.117079564449278,70
Lyle Foster2023-10-21T14:00:00Z,Lyle Foster,Burnley,3.326859356158468,50
Matheus Santos Carneiro Da Cunha2023-10-21T14:00:00Z,Matheus Santos Carneiro Da Cunha,Wolves,2.670022975554707,55
Michail Antonio2023-10-22T15:30:00Z,Michail Antonio,West Ham,2.8346575833353174,59
Neal Maupay2023-10-21T14:00:00Z,Neal Maupay,Brentford,2.2241923121911964,49
Nicolas Jackson2023-10-21T16:30:00Z,Nicolas Jackson,Chelsea,3.142367207090847,69
Norberto Bercique Gomes Betuncal2023-10-21T11:30:00Z,Norberto Bercique Gomes Betuncal,Everton,2.0949210938042797,60
Odsonne Edouard2023-10-21T14:00:00Z,Odsonne Edouard,Crystal Palace,2.7337483107149136,55
Oliver McBurnie2023-10-21T19:00:00Z,Oliver McBurnie,Sheffield Utd,1.9490847589327014,54
Ollie Watkins2023-10-22T15:30:00Z,Ollie Watkins,Aston Villa,4.393181029202714,81
Rasmus Højlund2023-10-21T19:00:00Z,Rasmus Højlund,Man Utd,3.3557210365068597,72
Raúl Jiménez2023-10-23T19:00:00Z,Raúl Jiménez,Fulham,2.045350523518415,54
Rhian Brewster2023-10-21T19:00:00Z,Rhian Brewster,Sheffield Utd,1.3320144708593866,49
Sasa Kalajdzic2023-10-21T14:00:00Z,Sasa Kalajdzic,Wolves,1.5090143136793686,49
Taiwo Awoniyi2023-10-21T14:00:00Z,Taiwo Awoniyi,Nott'm Forest,4.180170753181448,66
Yoane Wissa2023-10-21T14:00:00Z,Yoane Wissa,Brentford,3.2128037918698755,59
Zeki Amdouni2023-10-21T14:00:00Z,Zeki Amdouni,Burnley,3.006059277314712,54
