index,name,team,points,value
Alisson Ramses Becker2023-10-21T11:30:00Z,Alisson Ramses Becker,Liverpool,3.5629589416053946,55
Alphonse Areola2023-10-22T15:30:00Z,Alphonse Areola,West Ham,3.3133784585338235,42
André Onana2023-10-21T19:00:00Z,André Onana,Man Utd,3.7135916881665914,49
Bart Verbruggen2023-10-21T14:00:00Z,Bart Verbruggen,Brighton,2.00283338193576,44
Bernd Leno2023-10-23T19:00:00Z,Bernd Leno,Fulham,3.316877754693924,47
David Raya Martin2023-10-21T16:30:00Z,David Raya Martin,Arsenal,3.9806816272985435,48
Ederson Santana de Moraes2023-10-21T14:00:00Z,Ederson Santana de Moraes,Man City,3.069064638112574,56
Emiliano Martínez Romero2023-10-22T15:30:00Z,Emiliano Martínez Romero,Aston Villa,3.4170036423054384,49
Guglielmo Vicario2023-10-23T19:00:00Z,Guglielmo Vicario,Spurs,3.7727959477728534,51
James Trafford2023-10-21T14:00:00Z,James Trafford,Burnley,2.6213272884957384,45
Jordan Pickford2023-10-21T11:30:00Z,Jordan Pickford,Everton,2.2877046998954613,44
José Malheiro de Sá2023-10-21T14:00:00Z,José Malheiro de Sá,Wolves,3.155026262481557,50
Mark Flekken2023-10-21T14:00:00Z,Mark Flekken,Brentford,3.4456425761323697,45
Matt Turner2023-10-21T14:00:00Z,Matt Turner,Nott'm Forest,3.6710769373518715,41
Nick Pope2023-10-21T14:00:00Z,Nick Pope,Newcastle,2.852375424826468,55
Norberto Murara Neto2023-10-21T14:00:00Z,Norberto Murara Neto,Bournemouth,3.4317079018864027,45
Robert Sánchez2023-10-21T16:30:00Z,Robert Sánchez,Chelsea,2.5123423748491613,46
Sam Johnstone2023-10-21T14:00:00Z,Sam Johnstone,Crystal Palace,2.4062790087481956,45
Thomas Kaminski2023-10-21T14:00:00Z,Thomas Kaminski,Luton,3.1903385627878476,45
Wes Foderingham2023-10-21T19:00:00Z,Wes Foderingham,Sheffield Utd,1.8891990084097028,45
