,name,team,minutes
255,Granit Xhaka,Arsenal,0
257,Gustavo Hamer,Sheffield Utd,1
258,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
259,Hakim Ziyech,Chelsea,0
261,Hamed Traorè,Bournemouth,0
262,Han-Noah Massengo,Burnley,0
264,Hannibal Mejbri,Man Utd,1
266,Harrison Reed,Fulham,1
267,Harry Arter,Nott'm Forest,0
271,Harry Wilson,Fulham,1
272,Harvey Barnes,Newcastle,0
273,Harvey Elliott,Liverpool,1
277,Hwang Hee-chan,Wolves,1
279,Ian Maatsen,Chelsea,1
280,Ibrahim Sangaré,Nott'm Forest,0
282,Idrissa Gueye,Everton,1
287,Isaac Hayden,Newcastle,0
288,Ismaila Coulibaly,Sheffield Utd,0
291,Ivan Neves Abreu Cavaleiro,Fulham,0
294,Jack Cork,Burnley,0
295,Jack Grealish,Man City,1
296,Jack Harrison,Everton,1
297,Jack Hinshelwood,Brighton,0
301,Jacob Bruun Larsen,Burnley,1
302,Jacob Murphy,Newcastle,0
303,Jacob Ramsey,Aston Villa,1
304,Jadan Raymond,Crystal Palace,0
305,Jaden Philogene-Bidace,Aston Villa,0
306,Jadon Sancho,Man Utd,0
307,Jaidon Anthony,Bournemouth,0
308,Jairo Riedewald,Crystal Palace,1
311,Jakub Moder,Brighton,0
314,Jamal Lowe,Bournemouth,0
315,James Garner,Everton,1
317,James Maddison,Spurs,1
318,James McAtee,Sheffield Utd,1
319,James McConnell,Liverpool,0
320,James Milner,Brighton,0
325,James Ward-Prowse,West Ham,1
331,Jarrod Bowen,West Ham,1
337,Jean-Philippe Gbamin,Everton,0
339,Jean-Ricner Bellegarde,Wolves,0
340,Jeff Hendrick,Newcastle,0
341,Jefferson Lerma Solís,Crystal Palace,0
342,Jeffrey Schlupp,Crystal Palace,1
343,Jeremy Sarmiento Morante,Brighton,0
344,Jesurun Rak-Sakyi,Crystal Palace,1
349,Joe Hodge,Wolves,0
351,Joe Rothwell,Bournemouth,1
354,Joe Willock,Newcastle,0
358,Joelinton Cássio Apolinário de Lira,Newcastle,1
360,John Fleck,Sheffield Utd,0
362,John McGinn,Aston Villa,1
367,Jonjo Shelvey,Nott'm Forest,0
370,Jordan Ayew,Crystal Palace,1
372,Jordan Clark,Luton,0
373,Jordan Henderson,Liverpool,0
375,Jorge Luiz Frello Filho,Arsenal,1
378,Josh Bowler,Nott'm Forest,0
380,Josh Brownhill,Burnley,1
381,Josh Cullen,Burnley,1
382,Josh Dasilva,Brentford,0
387,João Palhinha Gonçalves,Fulham,1
389,João Victor Gomes da Silva,Wolves,1
392,Julio Enciso,Brighton,0
395,Justin Kluivert,Bournemouth,1
396,Jérémy Doku,Man City,1
397,Jóhann Berg Gudmundsson,Burnley,0
398,Kacper Kozłowski,Brighton,0
399,Kai Havertz,Arsenal,1
400,Kalvin Phillips,Man City,1
401,Kaoru Mitoma,Brighton,1
404,Keane Lewis-Potter,Brentford,1
409,Kevin De Bruyne,Man City,0
411,Kevin Schade,Brentford,0
417,Kobbie Mainoo,Man Utd,0
425,Leander Dendoncker,Aston Villa,0
426,Leandro Trossard,Arsenal,1
427,Leon Bailey,Aston Villa,1
428,Lesley Ugochukwu,Chelsea,1
430,Lewis Cook,Bournemouth,1
431,Lewis Dobbin,Everton,0
434,Lewis Miley,Newcastle,0
435,Lewis O'Brien,Nott'm Forest,0
440,Louie Watson,Luton,0
443,Luca Koleosho,Burnley,1
446,Lucas Tolentino Coelho de Lima,West Ham,1
447,Luis Díaz,Liverpool,1
448,Luis Sinisterra,Bournemouth,1
450,Luke Berry,Luton,0
452,Luke Cundle,Wolves,0
453,Luke Freeman,Luton,0
454,Luke Harris,Fulham,0
460,Mackenzie Hunt,Everton,0
462,Mads Bidstrup,Brentford,0
465,Mahmoud Dahoud,Brighton,1
467,Malcolm Ebiowei,Crystal Palace,0
469,Manor Solomon,Spurs,1
471,Manuel Benson Hedilazio,Burnley,0
476,Marcus Oliveira Alencar,Arsenal,0
477,Marcus Rashford,Man Utd,1
478,Marcus Tavernier,Bournemouth,1
480,Mario Lemina,Wolves,0
485,Martin Ødegaard,Arsenal,1
486,Marvelous Nakamba,Luton,1
489,Mason Mount,Man Utd,1
490,Mateo Kovačić,Man City,1
491,Matheus França de Oliveira,Crystal Palace,0
492,Matheus Luiz Nunes,Man City,1
494,Mathias Jensen,Brentford,1
499,Matt Ritchie,Newcastle,0
503,Matthew Dibley-Dias,Fulham,0
508,Maxwel Cornet,West Ham,0
511,Michael Olakigbe,Brentford,0
512,Michael Olise,Crystal Palace,0
516,Miguel Almirón Rejala,Newcastle,1
517,Mike Trésor,Burnley,1
518,Mikkel Damsgaard,Brentford,0
521,Mohamed Elneny,Arsenal,0
522,Mohamed Salah,Liverpool,1
523,Mohammed Kudus,West Ham,1
524,Moisés Caicedo Corozo,Chelsea,1
525,Morgan Gibbs-White,Nott'm Forest,1
526,Morgan Sanson,Aston Villa,0
527,Moussa Diaby,Aston Villa,1
530,Mykhailo Mudryk,Chelsea,1
531,Máximo Perrone,Man City,0
532,Naouirou Ahamada,Crystal Palace,0
537,Nathan Redmond,Burnley,0
545,Nicolas Pépé,Arsenal,0
546,Nicolás Domínguez,Nott'm Forest,0
547,Nicolò Zaniolo,Aston Villa,0
548,Nikola Vlašić,West Ham,0
549,Noni Madueke,Chelsea,0
558,Oliver Norwood,Sheffield Utd,1
559,Oliver Skipp,Spurs,1
564,Omari Forson,Man Utd,0
565,Omari Kellyman,Aston Villa,0
566,Orel Mangala,Nott'm Forest,1
567,Oscar Bobb,Man City,0
569,Pablo Fornals Malla,West Ham,1
570,Pablo Sarabia,Wolves,0
571,Pape Matar Sarr,Spurs,1
572,Pascal Groß,Brighton,1
575,Pedro Lomba Neto,Wolves,1
577,Pelly Ruddock Mpanzu,Luton,1
579,Phil Foden,Man City,1
580,Philip Billing,Bournemouth,1
581,Philippe Coutinho Correia,Aston Villa,0
583,Pierre-Emile Højbjerg,Spurs,1
585,Raheem Sterling,Chelsea,1
592,Reiss Nelson,Arsenal,1
594,Remo Freuler,Nott'm Forest,0
597,Richarlison de Andrade,Spurs,1
601,Riyad Mahrez,Man City,0
605,Rodrigo Bentancur,Spurs,0
606,Rodrigo Hernandez,Man City,0
609,Roméo Lavia,Chelsea,0
611,Ross Barkley,Luton,0
612,Ryan Christie,Bournemouth,1
613,Ryan Fraser,Newcastle,0
616,Ryan Gravenberch,Liverpool,0
618,Ryan Trevitt,Brentford,0
619,Ryan Yates,Nott'm Forest,1
624,Saman Ghoddos,Brentford,0
625,Samuel Bastien,Burnley,0
626,Sander Berge,Burnley,1
627,Sandro Tonali,Newcastle,1
630,Saïd Benrahma,West Ham,1
631,Saša Lukić,Fulham,1
634,Scott McTominay,Man Utd,1
635,Scott Twine,Burnley,0
637,Sean Longstaff,Newcastle,1
640,Sergi Canós Tenés,Brentford,0
643,Shandon Baptiste,Brentford,0
644,Shea Charles,Man City,0
646,Simon Adingra,Brighton,1
647,Siriki Dembélé,Bournemouth,0
648,Sofyan Amrabat,Man Utd,0
649,Solly March,Brighton,1
650,Son Heung-min,Spurs,1
651,Stefan Bajcetic,Liverpool,0
654,Steven Alzate,Brighton,0
657,Tahith Chong,Luton,1
660,Tanguy Ndombélé Alvaro,Spurs,0
664,Thiago Alcántara do Nascimento,Liverpool,0
669,Thomas Partey,Arsenal,1
671,Tim Iroegbunam,Aston Villa,0
676,Tom Cairney,Fulham,1
677,Tom Davies,Sheffield Utd,0
682,Tommy Doyle,Wolves,0
683,Tomáš Souček,West Ham,1
688,Tyler Adams,Bournemouth,1
689,Tyler Onyango,Everton,0
691,Tyrese Francois,Fulham,0
698,Vini de Souza Costa,Sheffield Utd,1
701,Vitaly Janelt,Brentford,1
703,Wataru Endo,Liverpool,0
708,Will Hughes,Crystal Palace,1
711,Willian Borges da Silva,Fulham,1
713,Wilson Odobert,Burnley,0
715,Yasin Ayari,Brighton,0
717,Yegor Yarmolyuk,Brentford,0
719,Youri Tielemans,Aston Villa,1
721,Yves Bissouma,Spurs,0
725,Ângelo Gabriel Borges Damaceno,Chelsea,0
