,name,team,minutes
26,Jhon Durán,Aston Villa,0
30,Ollie Watkins,Aston Villa,1
43,Wesley Moraes Ferreira da Silva,Aston Villa,0
55,Callum Wilson,Newcastle,1
56,Alexander Isak,Newcastle,1
65,Keinan Davis,Aston Villa,0
80,Darwin Núñez Ribeiro,Liverpool,1
88,Cody Gakpo,Liverpool,1
103,Folarin Balogun,Arsenal,0
110,Deniz Undav,Brighton,0
114,Eddie Nketiah,Arsenal,1
119,João Pedro Junqueira de Jesus,Brighton,1
123,Danny Welbeck,Brighton,1
125,Evan Ferguson,Brighton,1
127,Aaron Connolly,Brighton,0
128,Gabriel Fernando de Jesus,Arsenal,1
146,Andi Zeqiri,Brighton,0
164,Dane Scarlett,Spurs,0
165,Alejo Véliz,Spurs,0
182,Julián Álvarez,Man City,1
207,Harry Kane,Spurs,0
217,Erling Haaland,Man City,1
238,Ivan Toney,Brentford,0
255,Halil Dervişoğlu,Brentford,0
258,Yoane Wissa,Brentford,1
264,Danny Ings,West Ham,0
271,Gianluca Scamacca,West Ham,0
275,Divin Mubama,West Ham,0
278,Michail Antonio,West Ham,1
298,Matheus Santos Carneiro Da Cunha,Wolves,1
300,Fábio Silva,Wolves,0
321,Sasa Kalajdzic,Wolves,1
323,Pierre-Emerick Aubameyang,Chelsea,0
330,Thomas Cannon,Everton,0
332,Youssef Ramalho Chermiti,Everton,0
334,Mason Burstow,Chelsea,0
342,Nicolas Jackson,Chelsea,1
348,Neal Maupay,Brentford,1
358,Rasmus Højlund,Man Utd,1
359,Cameron Archer,Sheffield Utd,1
364,Armando Broja,Chelsea,1
366,Romelu Lukaku Bolingoli,Chelsea,0
370,Christopher Nkunku,Chelsea,0
373,David Datro Fofana,Chelsea,0
381,Ellis Simms,Everton,0
389,Dominic Calvert-Lewin,Everton,1
391,Shola Shoretire,Man Utd,0
398,Anthony Martial,Man Utd,1
423,Jacob Brown,Luton,1
426,Admiral Muskwe,Luton,0
429,Emmanuel Dennis,Nott'm Forest,0
436,Wout Weghorst,Burnley,0
449,Zeki Amdouni,Burnley,1
451,Jay Rodriguez,Burnley,0
462,Hwang Ui-jo,Nott'm Forest,0
467,Taiwo Awoniyi,Nott'm Forest,1
478,Sam Surridge,Nott'm Forest,0
486,Aribim Pepple,Luton,0
488,Elijah Adebayo,Luton,1
494,Michael Obafemi,Burnley,0
501,Joe Taylor,Luton,0
502,Chiedozie Ogbene,Luton,1
503,Lyle Foster,Burnley,1
505,John McAtee,Luton,0
512,Cauley Woodrow,Luton,1
520,Chris Wood,Nott'm Forest,1
528,Carlton Morris,Luton,1
539,Antoine Semenyo,Bournemouth,1
548,Kieffer Moore,Bournemouth,1
549,Dominic Solanke,Bournemouth,1
569,Luke Plange,Crystal Palace,0
586,Aleksandar Mitrović,Fulham,0
587,Louie Marsh,Sheffield Utd,0
591,Carlos Vinícius Alves Morais,Fulham,1
597,Raúl Jiménez,Fulham,1
605,Antwoine Hackford,Sheffield Utd,0
609,Odsonne Edouard,Crystal Palace,1
611,Jean-Philippe Mateta,Crystal Palace,1
624,Rodrigo Muniz Carvalho,Fulham,1
632,John-Kymani Gordon,Crystal Palace,0
633,Jay Stansfield,Fulham,0
637,Oliver McBurnie,Sheffield Utd,1
638,Iliman Ndiaye,Sheffield Utd,0
642,William Osula,Sheffield Utd,0
649,Daniel Jebbison,Sheffield Utd,0
651,Bénie Traoré,Sheffield Utd,0
653,Rhian Brewster,Sheffield Utd,1
663,Ademola Ola-Adebomi,Crystal Palace,0
678,Deivid Washington de Souza Eugênio,Chelsea,0
681,Divock Origi,Nott'm Forest,0
694,Jamie Donley,Spurs,0
712,Nathan Fraser,Wolves,0
715,Norberto Bercique Gomes Betuncal,Everton,1
720,Ronnie Stutter,Chelsea,0
