index,name,team,points,value
Emiliano Martínez Romero2023-11-05T14:00:00Z,Emiliano Martínez Romero,Aston Villa,3.1013882941278204,49
Nick Pope2023-11-04T17:30:00Z,Nick Pope,Newcastle,2.2139903458954664,55
Jason Steele2023-11-04T15:00:00Z,Jason Steele,Brighton,2.705881545237129,43
Alisson Ramses Becker2023-11-05T16:30:00Z,Alisson Ramses Becker,Liverpool,3.895642636728988,56
David Raya Martin2023-11-04T17:30:00Z,David Raya Martin,Arsenal,3.3329614544103685,48
Guglielmo Vicario2023-11-06T20:00:00Z,Guglielmo Vicario,Spurs,3.0532177677227272,52
Ederson Santana de Moraes2023-11-04T15:00:00Z,Ederson Santana de Moraes,Man City,3.9536050363609654,55
Mark Flekken2023-11-04T15:00:00Z,Mark Flekken,Brentford,3.8355361864671207,45
Alphonse Areola2023-11-04T15:00:00Z,Alphonse Areola,West Ham,2.792931140929984,43
José Malheiro de Sá2023-11-04T15:00:00Z,José Malheiro de Sá,Wolves,3.4288550909979962,50
Robert Sánchez2023-11-06T20:00:00Z,Robert Sánchez,Chelsea,1.964029173573507,46
Jordan Pickford2023-11-04T15:00:00Z,Jordan Pickford,Everton,2.4114976377662756,44
André Onana2023-11-04T12:30:00Z,André Onana,Man Utd,2.8537256806719054,48
James Trafford2023-11-04T15:00:00Z,James Trafford,Burnley,3.2451576173628665,45
Thomas Kaminski2023-11-05T16:30:00Z,Thomas Kaminski,Luton,1.6509966731439085,45
Matt Turner2023-11-05T14:00:00Z,Matt Turner,Nott'm Forest,3.1730452133169376,41
Ionuț Radu2023-11-04T15:00:00Z,Ionuț Radu,Bournemouth,1.6941215490436112,44
Norberto Murara Neto2023-11-04T15:00:00Z,Norberto Murara Neto,Bournemouth,2.052073394223742,45
Bernd Leno2023-11-04T12:30:00Z,Bernd Leno,Fulham,3.839870502804804,47
Sam Johnstone2023-11-04T15:00:00Z,Sam Johnstone,Crystal Palace,3.694210446904643,45
Wes Foderingham2023-11-04T15:00:00Z,Wes Foderingham,Sheffield Utd,2.534534499786238,45
