index,name,team,points,value
Dan Burn2023-11-04T17:30:00Z,Dan Burn,Newcastle,1.9697549823746408,47
Diego Carlos Santos Silva2023-11-05T14:00:00Z,Diego Carlos Santos Silva,Aston Villa,2.2962171145697483,44
Jamaal Lascelles2023-11-04T17:30:00Z,Jamaal Lascelles,Newcastle,1.771935327156102,40
Lucas Digne2023-11-05T14:00:00Z,Lucas Digne,Aston Villa,2.9881093012343025,47
Kieran Trippier2023-11-04T17:30:00Z,Kieran Trippier,Newcastle,3.717348723280227,70
Fabian Schär2023-11-04T17:30:00Z,Fabian Schär,Newcastle,1.7488431975363503,52
Matty Cash2023-11-05T14:00:00Z,Matty Cash,Aston Villa,3.4099319950824976,52
Ezri Konsa Ngoyo2023-11-05T14:00:00Z,Ezri Konsa Ngoyo,Aston Villa,2.955030357840132,45
Pau Torres2023-11-05T14:00:00Z,Pau Torres,Aston Villa,2.991842976849058,45
Trent Alexander-Arnold2023-11-05T16:30:00Z,Trent Alexander-Arnold,Liverpool,4.811076843502363,79
Virgil van Dijk2023-11-05T16:30:00Z,Virgil van Dijk,Liverpool,4.171828638316641,61
Konstantinos Tsimikas2023-11-05T16:30:00Z,Konstantinos Tsimikas,Liverpool,3.370799699869314,45
Ibrahima Konaté2023-11-05T16:30:00Z,Ibrahima Konaté,Liverpool,3.5252952826111534,49
Joel Matip2023-11-05T16:30:00Z,Joel Matip,Liverpool,3.104301697505922,49
Andrew Robertson2023-11-05T16:30:00Z,Andrew Robertson,Liverpool,4.345344959165208,65
Joe Gomez2023-11-05T16:30:00Z,Joe Gomez,Liverpool,2.2131947178768288,45
Gabriel dos Santos Magalhães2023-11-04T17:30:00Z,Gabriel dos Santos Magalhães,Arsenal,2.625943868887521,48
Jan Paul van Hecke2023-11-04T15:00:00Z,Jan Paul van Hecke,Brighton,1.7029763698532039,40
Igor Julio dos Santos de Paulo2023-11-04T15:00:00Z,Igor Julio dos Santos de Paulo,Brighton,2.758025111333478,43
Joël Veltman2023-11-04T15:00:00Z,Joël Veltman,Brighton,2.3437468132466104,44
Benjamin White2023-11-04T17:30:00Z,Benjamin White,Arsenal,2.797193259859882,57
Oleksandr Zinchenko2023-11-04T17:30:00Z,Oleksandr Zinchenko,Arsenal,2.4849330662620046,49
Takehiro Tomiyasu2023-11-04T17:30:00Z,Takehiro Tomiyasu,Arsenal,1.8940100872468668,45
Adam Webster2023-11-04T15:00:00Z,Adam Webster,Brighton,2.3291040631727062,43
William Saliba2023-11-04T17:30:00Z,William Saliba,Arsenal,2.5234059487193483,52
Lewis Dunk2023-11-04T15:00:00Z,Lewis Dunk,Brighton,2.901581612292988,50
Micky van de Ven2023-11-06T20:00:00Z,Micky van de Ven,Spurs,2.6524591531566455,47
Rúben Gato Alves Dias2023-11-04T15:00:00Z,Rúben Gato Alves Dias,Man City,4.205547292899707,55
Destiny Udogie2023-11-06T20:00:00Z,Destiny Udogie,Spurs,2.8086069066236945,49
Cristian Romero2023-11-06T20:00:00Z,Cristian Romero,Spurs,3.7554772912900924,49
Nathan Aké2023-11-04T15:00:00Z,Nathan Aké,Man City,3.699040792401281,50
Pedro Porro2023-11-06T20:00:00Z,Pedro Porro,Spurs,3.530833083515383,52
Kyle Walker2023-11-04T15:00:00Z,Kyle Walker,Man City,4.443443290898439,53
John Stones2023-11-04T15:00:00Z,John Stones,Man City,4.6747691934052735,53
Ben Davies2023-11-06T20:00:00Z,Ben Davies,Spurs,1.9138763762902822,43
Emerson Leite de Souza Junior2023-11-06T20:00:00Z,Emerson Leite de Souza Junior,Spurs,2.280617969292404,44
Joško Gvardiol2023-11-04T15:00:00Z,Joško Gvardiol,Man City,4.38338804570487,50
Nathan Collins2023-11-04T15:00:00Z,Nathan Collins,Brentford,3.32653684366303,45
Mads Roerslev Rasmussen2023-11-04T15:00:00Z,Mads Roerslev Rasmussen,Brentford,3.0951252618937812,44
Kristoffer Ajer2023-11-04T15:00:00Z,Kristoffer Ajer,Brentford,3.0738573914585015,45
Ethan Pinnock2023-11-04T15:00:00Z,Ethan Pinnock,Brentford,3.4551214280643556,45
Aaron Hickey2023-11-04T15:00:00Z,Aaron Hickey,Brentford,2.9213847564625834,45
Vladimír Coufal2023-11-04T15:00:00Z,Vladimír Coufal,West Ham,3.2175821598701426,46
Aaron Cresswell2023-11-04T15:00:00Z,Aaron Cresswell,West Ham,2.2722413483548354,42
Emerson Palmieri dos Santos2023-11-04T15:00:00Z,Emerson Palmieri dos Santos,West Ham,2.4253195576965245,45
Nayef Aguerd2023-11-04T15:00:00Z,Nayef Aguerd,West Ham,2.2998101560825237,45
Kurt Zouma2023-11-04T15:00:00Z,Kurt Zouma,West Ham,2.5269927928791707,45
Max Kilman2023-11-04T15:00:00Z,Max Kilman,Wolves,3.6434232582432715,45
