,name,team,minutes
13,Emiliano Martínez Romero,Aston Villa,1
23,Robin Olsen,Aston Villa,0
25,Nick Pope,Newcastle,1
37,Karl Darlow,Newcastle,0
46,Viljami Sinisalo,Aston Villa,0
48,Loris Karius,Newcastle,0
51,Mark Gillespie,Newcastle,0
58,Martin Dubravka,Newcastle,0
70,Jason Steele,Brighton,1
71,Karl Hein,Arsenal,0
72,Caoimhin Kelleher,Liverpool,0
74,Alisson Ramses Becker,Liverpool,1
84,Adrián San Miguel del Castillo,Liverpool,0
121,David Raya Martin,Arsenal,1
132,Tom McGill,Brighton,0
145,Bart Verbruggen,Brighton,0
150,Aaron Ramsdale,Arsenal,0
151,Kjell Scherpen,Brighton,0
153,Rúnar Alex Rúnarsson,Arsenal,0
166,Scott Carson,Man City,0
171,Hugo Lloris,Spurs,0
173,Alfie Whiteman,Spurs,0
175,Guglielmo Vicario,Spurs,1
193,Ederson Santana de Moraes,Man City,1
201,Stefan Ortega Moreno,Man City,0
202,Zack Steffen,Man City,0
215,Brandon Austin,Spurs,0
218,Fraser Forster,Spurs,0
239,Ellery Balcombe,Brentford,0
245,Matthew Cox,Brentford,0
248,Mark Flekken,Brentford,1
250,Thomas Strakosha,Brentford,0
263,Joseph Anang,West Ham,0
284,Alphonse Areola,West Ham,1
285,Lukasz Fabianski,West Ham,0
297,Matija Šarkić,Wolves,0
302,Marcus Bettinelli,Chelsea,0
305,Daniel Bentley,Wolves,0
307,José Malheiro de Sá,Wolves,1
309,Kepa Arrizabalaga,Chelsea,0
316,Tom King,Wolves,0
324,Robert Sánchez,Chelsea,1
335,Lucas Bergström,Chelsea,0
368,Andy Lonergan,Everton,0
374,Gabriel Słonina,Chelsea,0
383,João Neves Virgínia,Everton,0
384,Jordan Pickford,Everton,1
410,André Onana,Man Utd,1
414,Tom Heaton,Man Utd,0
428,Jack Walton,Luton,0
432,Wayne Hennessey,Nott'm Forest,0
435,Ethan Horvath,Nott'm Forest,0
437,Bailey Peacock-Farrell,Burnley,0
440,George Shelvey,Nott'm Forest,0
443,James Shea,Luton,0
446,James Trafford,Burnley,1
452,Arijanet Muric,Burnley,0
464,Thomas Kaminski,Luton,1
506,Matt Turner,Nott'm Forest,1
529,Matt Macey,Luton,0
532,Lawrence Vigouroux,Burnley,0
540,Mark Travers,Bournemouth,0
541,Darren Randolph,Bournemouth,0
546,Ionuț Radu,Bournemouth,1
550,Norberto Murara Neto,Bournemouth,1
558,Denis Franchi,Burnley,0
571,Marek Rodák,Fulham,0
579,Vicente Guaita,Crystal Palace,0
595,Remi Matthews,Crystal Palace,0
596,Dean Henderson,Crystal Palace,0
613,Bernd Leno,Fulham,1
616,Joe Whitworth,Crystal Palace,0
623,Sam Johnstone,Crystal Palace,1
641,Adam Davies,Sheffield Utd,0
643,Jordan Amissah,Sheffield Utd,0
646,Wes Foderingham,Sheffield Utd,1
660,Filip Marschall,Aston Villa,0
666,Altay Bayindir,Man Utd,0
682,Djordje Petrovic,Chelsea,0
683,Eddie Beach,Chelsea,0
716,Odysseas Vlachodimos,Nott'm Forest,0
717,Oliwier Zych,Aston Villa,0
718,Radek Vítek,Man Utd,0
726,Steven Benda,Fulham,0
727,Tim Krul,Luton,0
