,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
51,2.0,False,2023-08-12T16:30:00Z,63.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.8,18.1,0.0,1.9,55,0.0,40207.0,0.0,0.0,John McGinn,55.0,MID,Aston Villa,1,0.0,Newcastle,7,4,3.5256410256410255,5,1.0,5.0,90.0,2692.0,31.0,349.2,375.0,326.0,3.0,354.0,105.1,10.0,0.0,7.0,0.6,51.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,0.0,False,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,2333274.0,0.0,0.0,John Stones,54.0,DEF,Man City,1,3.0,Burnley,1,20,3.3132530120481927,1,2.0,2.0,93.0,1844.0,17.0,164.1,396.0,135.0,13.0,422.0,69.6,7.0,0.0,2.0,8.2,56.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,0.0,False,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,6023.0,0.0,0.0,Jonathan Castro Otto,45.0,DEF,Wolves,1,0.0,Man Utd,13,3,3.1802120141342756,0,1.0,0.0,45.0,1257.0,21.0,118.2,233.2,83.0,0.0,219.0,43.7,5.0,1.0,3.0,0.3,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,11981.0,0.0,0.0,Jonathan Panzo,40.0,DEF,Nott'm Forest,1,0.0,Arsenal,16,2,2.1333333333333333,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,3080.0,0.0,0.0,Jonjo Shelvey,50.0,MID,Nott'm Forest,1,0.0,Arsenal,16,2,2.6666666666666665,3,0.0,0.0,16.0,573.0,11.0,102.1,55.6,11.0,0.0,67.0,16.3,1.0,0.0,2.0,0.0,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,30105.0,0.0,0.0,Jordan Amissah,40.0,GKP,Sheffield Utd,1,0.0,Crystal Palace,20,11,3.6036036036036037,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,6.0,False,2023-08-12T14:00:00Z,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,26.8,32.0,32.0,9.1,55,0.0,22910.0,0.0,0.0,Jordan Ayew,55.0,MID,Crystal Palace,1,3.0,Sheffield Utd,11,20,4.661016949152542,2,4.0,3.0,104.0,2708.0,41.0,465.5,490.8,429.0,4.0,332.0,138.7,8.0,0.0,5.0,0.4,52.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1.0,True,2023-08-11T19:00:00Z,73.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,40,0.0,404404.0,0.0,0.0,Jordan Beyer,40.0,DEF,Burnley,1,0.0,Man City,20,1,2.4539877300613497,3,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1305.0,0.0,0.0,Jordan Clark,50.0,MID,Luton,1,0.0,Brighton,20,6,3.225806451612903,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,0.0,False,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1375.0,0.0,0.0,Jordan Henderson,50.0,MID,Liverpool,1,1.0,Chelsea,5,12,3.401360544217687,5,0.0,3.0,69.0,2060.0,30.0,506.1,307.4,174.0,0.0,401.0,99.1,8.0,0.0,2.0,0.5,53.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,2.0,True,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,14.0,10.0,0.0,2.4,45,0.0,1296893.0,0.0,0.0,Jordan Pickford,45.0,GKP,Everton,1,0.0,Fulham,17,10,3.629032258064516,0,0.0,1.0,124.0,3330.0,57.0,23.0,991.2,0.0,10.0,666.0,101.3,8.0,0.0,6.0,6.2,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,14497.0,0.0,0.0,Jorge Luiz Frello Filho,55.0,MID,Arsenal,1,3.0,Nott'm Forest,2,16,3.0555555555555554,6,2.0,2.0,79.0,2127.0,23.0,254.1,386.4,97.0,5.0,379.0,73.9,9.0,0.0,4.0,1.9,57.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,554.0,0.0,0.0,Josh Bowler,45.0,MID,Nott'm Forest,1,0.0,Arsenal,16,2,2.4,10,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,1.0,True,2023-08-11T19:00:00Z,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,50,0.0,26648.0,0.0,0.0,Josh Brownhill,50.0,MID,Burnley,1,0.0,Man City,20,1,3.067484662576687,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,2.0,True,2023-08-11T19:00:00Z,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,50,0.0,3884.0,0.0,0.0,Josh Cullen,50.0,MID,Burnley,1,0.0,Man City,20,1,3.067484662576687,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.0,True,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,10712.0,0.0,0.0,Josh Dasilva,50.0,MID,Brentford,1,1.0,Spurs,9,8,3.3112582781456954,5,4.0,2.0,81.0,1371.0,17.0,206.1,304.2,182.0,3.0,274.0,69.2,5.0,0.0,1.0,3.8,41.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,2.0,False,2023-08-14T19:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,12.0,19.2,0.0,0.0,1.9,50,0.0,89889.0,0.0,0.0,José Malheiro de Sá,50.0,GKP,Wolves,1,0.0,Man Utd,13,3,3.5335689045936394,0,0.0,0.0,148.0,3240.0,55.0,0.0,845.6,0.0,18.0,683.0,84.7,11.0,0.0,2.0,5.1,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,0.0,False,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,303916.0,0.0,0.0,João Cancelo,59.0,DEF,Man City,1,3.0,Burnley,1,20,3.6144578313253013,0,2.0,2.0,73.0,1273.0,16.0,266.4,277.0,276.0,10.0,304.0,81.2,6.0,1.0,3.0,17.8,71.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,50351.0,0.0,0.0,João Neves Virgínia,40.0,GKP,Everton,1,0.0,Fulham,17,10,3.225806451612903,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,14930.0,0.0,0.0,João Palhinha Gonçalves,50.0,MID,Fulham,1,3.0,Everton,10,17,4.11522633744856,4,3.0,0.0,83.0,3108.0,43.0,141.8,560.4,336.0,5.0,379.0,104.2,9.0,0.0,14.0,0.3,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,7.0,True,2023-08-12T14:00:00Z,87.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,55,0.0,2090041.0,0.0,0.0,João Pedro Junqueira de Jesus,55.0,FWD,Brighton,1,3.0,Luton,6,20,3.3950617283950617,2,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,2.0,False,2023-08-14T19:00:00Z,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,15.4,23.0,13.0,5.1,50,0.0,4329.0,0.0,0.0,João Victor Gomes da Silva,50.0,MID,Wolves,1,0.0,Man Utd,13,3,3.5335689045936394,4,1.0,0.0,21.0,649.0,18.0,72.0,133.0,46.0,2.0,84.0,24.9,2.0,0.0,5.0,0.0,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1.0,True,2023-08-12T14:00:00Z,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.3,0.0,0.1,45,0.0,98555.0,0.0,0.0,Joël Veltman,45.0,DEF,Brighton,1,3.0,Luton,6,20,2.7777777777777777,2,1.0,1.0,95.0,2183.0,29.0,200.8,406.2,162.0,6.0,447.0,77.2,10.0,0.0,6.0,2.4,46.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.0,True,2023-08-12T14:00:00Z,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,55,0.0,361260.0,0.0,0.0,Julio Enciso,55.0,MID,Brighton,1,3.0,Luton,6,20,3.3950617283950617,3,4.0,3.0,57.0,794.0,12.0,161.0,255.8,370.0,7.0,189.0,78.5,4.0,0.0,1.0,2.4,46.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,5.0,False,2023-08-11T19:00:00Z,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,30.6,84.8,28.0,14.3,65,0.0,396614.0,0.0,0.0,Julián Álvarez,65.0,FWD,Man City,1,3.0,Burnley,1,20,3.9156626506024095,1,9.0,3.0,103.0,1448.0,16.0,271.1,430.8,545.0,14.0,393.0,124.7,5.0,0.0,0.0,7.7,61.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0,True,2023-08-12T12:00:00Z,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,50,0.0,489582.0,0.0,0.0,Jurriën Timber,49.0,DEF,Arsenal,1,3.0,Nott'm Forest,2,16,2.7777777777777777,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1.0,True,2023-08-12T14:00:00Z,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50,0.0,43879.0,0.0,0.0,Justin Kluivert,50.0,MID,Bournemouth,1,1.0,West Ham,15,14,3.508771929824561,2,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0.0,True,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,3995.0,0.0,0.0,Jóhann Berg Gudmundsson,50.0,MID,Burnley,1,0.0,Man City,20,1,3.067484662576687,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,246.0,0.0,0.0,Kacper Kozłowski,45.0,MID,Brighton,1,3.0,Luton,6,20,2.7777777777777777,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2.0,True,2023-08-12T12:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.4,30.3,15.0,5.5,75,0.0,407159.0,0.0,0.0,Kai Havertz,75.0,MID,Arsenal,1,3.0,Nott'm Forest,2,16,4.166666666666667,3,7.0,1.0,102.0,2565.0,31.0,513.3,470.2,1012.0,13.0,301.0,199.3,9.0,0.0,5.0,3.2,74.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,0.0,False,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,3997.0,0.0,0.0,Kalvin Phillips,50.0,MID,Man City,1,3.0,Burnley,1,20,3.0120481927710845,6,0.0,0.0,14.0,291.0,3.0,46.5,39.0,19.0,0.0,68.0,10.5,1.0,0.0,1.0,0.1,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,5.0,True,2023-08-12T14:00:00Z,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,28.6,61.9,22.0,11.3,65,0.0,3166456.0,0.0,0.0,Kaoru Mitoma,65.0,MID,Brighton,1,3.0,Luton,6,20,4.012345679012346,0,7.0,9.0,138.0,2311.0,35.0,567.6,566.8,857.0,11.0,457.0,198.9,8.0,0.0,0.0,27.3,57.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0.0,True,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1719.0,0.0,0.0,Karl Darlow,40.0,GKP,Newcastle,1,3.0,Aston Villa,4,7,2.2792022792022792,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,39.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.0,True,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,3091.0,0.0,0.0,Keane Lewis-Potter,50.0,MID,Brentford,1,1.0,Spurs,9,8,3.3112582781456954,5,0.0,1.0,14.0,313.0,4.0,64.0,42.0,114.0,0.0,37.0,21.9,0.0,0.0,0.0,0.0,52.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,False,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,20200.0,0.0,0.0,Keinan Davis,50.0,FWD,Aston Villa,1,0.0,Newcastle,7,4,3.2051282051282053,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,0.0,True,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,13591.0,0.0,0.0,Kell Watts,40.0,DEF,Newcastle,1,3.0,Aston Villa,4,7,2.2792022792022792,6,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,5.0,False,2023-08-12T14:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24.2,16.6,0.0,4.1,45,0.0,51675.0,0.0,0.0,Kenny Tete,45.0,DEF,Fulham,1,3.0,Everton,10,17,3.7037037037037037,0,1.0,5.0,90.0,2569.0,36.0,385.6,617.8,110.0,1.0,484.0,111.6,7.0,0.0,8.0,0.4,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0.0,True,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,94608.0,0.0,0.0,Kepa Arrizabalaga,50.0,GKP,Chelsea,1,1.0,Liverpool,12,5,2.506265664160401,0,0.0,0.0,118.0,2565.0,33.0,0.1,706.2,0.0,15.0,575.0,70.6,9.0,0.0,1.0,6.4,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,1.0,False,2023-08-11T19:00:00Z,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.4,18.8,1.0,2.2,105,0.0,1377801.0,0.0,0.0,Kevin De Bruyne,104.0,MID,Man City,1,3.0,Burnley,1,20,6.325301204819277,0,7.0,18.0,183.0,2413.0,23.0,1476.7,897.8,598.0,26.0,742.0,297.6,10.0,0.0,1.0,25.5,121.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,48889.0,0.0,0.0,Kevin Mbabu,40.0,DEF,Fulham,1,3.0,Everton,10,17,3.292181069958848,6,0.0,1.0,7.0,141.0,7.0,37.7,39.8,0.0,0.0,39.0,7.8,0.0,0.0,1.0,0.1,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1.0,True,2023-08-13T13:00:00Z,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,6.0,0.4,55,0.0,8667.0,0.0,0.0,Kevin Schade,55.0,MID,Brentford,1,1.0,Spurs,9,8,3.642384105960265,1,0.0,1.0,29.0,723.0,7.0,110.4,72.2,205.0,0.0,76.0,38.7,3.0,0.0,2.0,0.0,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,0.0,False,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,9603.0,0.0,0.0,Ki-Jana Hoever,40.0,DEF,Wolves,1,0.0,Man Utd,13,3,2.8268551236749118,8,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.0,True,2023-08-12T14:00:00Z,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.3,7.0,0.9,50,0.0,42328.0,0.0,0.0,Kieffer Moore,50.0,FWD,Bournemouth,1,1.0,West Ham,15,14,3.508771929824561,1,4.0,0.0,57.0,1269.0,34.0,89.6,216.2,272.0,3.0,161.0,57.3,3.0,0.0,1.0,0.7,49.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,27894.0,0.0,0.0,Kieran Tierney,45.0,DEF,Arsenal,1,3.0,Nott'm Forest,2,16,2.5,5,0.0,1.0,37.0,774.0,10.0,85.5,144.0,67.0,0.0,164.0,29.9,1.0,0.0,0.0,0.8,46.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,2.0,True,2023-08-12T16:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,55.8,2.0,7.5,65,0.0,2707037.0,0.0,0.0,Kieran Trippier,65.0,DEF,Newcastle,1,3.0,Aston Villa,4,7,3.7037037037037037,0,1.0,9.0,198.0,3342.0,31.0,1818.5,904.8,117.0,39.0,941.0,284.3,16.0,0.0,5.0,62.4,60.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,106.0,0.0,0.0,Kjell Scherpen,40.0,GKP,Brighton,1,3.0,Luton,6,20,2.4691358024691357,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,0.0,True,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,2770.0,0.0,0.0,Kobbie Mainoo,45.0,MID,Man Utd,1,3.0,Wolves,3,13,2.623906705539359,11,0.0,0.0,1.0,10.0,0.0,0.8,5.8,6.0,0.0,2.0,1.3,0.0,0.0,0.0,0.0,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,0.0,False,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,10487.0,0.0,0.0,Konstantinos Tsimikas,45.0,DEF,Liverpool,1,1.0,Chelsea,5,12,3.061224489795918,5,0.0,4.0,48.0,762.0,11.0,281.7,177.6,124.0,2.0,216.0,58.5,4.0,0.0,3.0,0.4,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0,False,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,16597.0,0.0,0.0,Kortney Hause,40.0,DEF,Aston Villa,1,0.0,Newcastle,7,4,2.5641025641025643,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.0,True,2023-08-13T13:00:00Z,83.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.2,1.0,2.0,1.7,45,0.0,22045.0,0.0,0.0,Kristoffer Ajer,45.0,DEF,Brentford,1,1.0,Spurs,9,8,2.980132450331126,1,0.0,0.0,29.0,763.0,14.0,24.7,96.8,27.0,0.0,129.0,15.1,4.0,0.0,0.0,0.1,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,2.0,False,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.4,0.0,0.0,1.9,45,0.0,78870.0,0.0,0.0,Kurt Zouma,45.0,DEF,West Ham,1,1.0,Bournemouth,14,15,3.896103896103896,0,2.0,1.0,88.0,1988.0,29.0,18.7,415.0,239.0,8.0,385.0,67.4,7.0,0.0,0.0,1.4,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,6.0,False,2023-08-11T19:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.6,14.5,2.0,2.0,50,0.0,266642.0,0.0,0.0,Kyle Walker,50.0,DEF,Man City,1,3.0,Burnley,1,20,3.0120481927710845,3,0.0,0.0,69.0,1953.0,20.0,176.2,223.8,39.0,0.0,376.0,43.8,7.0,0.0,3.0,4.5,47.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0.0,True,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,20116.0,0.0,0.0,Lawrence Vigouroux,40.0,GKP,Burnley,1,0.0,Man City,20,1,2.4539877300613497,2,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
