,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
528,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,40,,,,,Jonathan Panzo,,DEF,Nott'm Forest,2,,Sheffield Utd,16,20,2.0460358056265986,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11981.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,50,,,,,Jonjo Shelvey,,MID,Nott'm Forest,2,,Sheffield Utd,16,20,2.557544757033248,3,0.0,0.0,16.0,573.0,11.0,102.1,55.6,11.0,0.0,67.0,16.3,1.0,0.0,2.0,0.0,48.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,,False,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,40,,,,,Jordan Amissah,,GKP,Sheffield Utd,2,,Nott'm Forest,20,16,2.888086642599278,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30105.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,,True,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Jordan Ayew,,MID,Crystal Palace,2,,Arsenal,11,2,4.166666666666667,2,4.0,3.0,104.0,2708.0,41.0,465.5,490.8,429.0,4.0,332.0,138.7,8.0,0.0,5.0,0.4,52.0,MID,2023-24,1.0,0.0,14.0,1.0,32.0,0.0,0.0,9.1,26.8,90.0,0.0,0.0,0.0,0.0,0.0,22910.0,32.0,6.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,,True,2023-08-27T13:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Jordan Beyer,,DEF,Burnley,2,,Aston Villa,20,7,2.3255813953488373,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,18.0,0.0,0.0,2.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,404404.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Jordan Clark,,MID,Luton,2,,Chelsea,20,12,2.9585798816568047,0,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1305.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Jordan Henderson,,MID,Liverpool,2,,Bournemouth,5,15,3.0395136778115504,5,0.0,3.0,69.0,2060.0,30.0,506.1,307.4,174.0,0.0,401.0,99.1,8.0,0.0,2.0,0.5,53.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,,False,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Jordan Pickford,,GKP,Everton,2,,Aston Villa,17,7,3.0405405405405403,0,0.0,1.0,124.0,3330.0,57.0,23.0,991.2,0.0,10.0,666.0,101.3,8.0,0.0,6.0,6.2,44.0,GK,2023-24,0.0,0.0,10.0,0.0,10.0,1.0,0.0,2.4,14.0,90.0,0.0,0.0,0.0,0.0,1.0,1296893.0,0.0,2.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Jorge Luiz Frello Filho,,MID,Arsenal,2,,Crystal Palace,2,11,3.0709101060859854,6,2.0,2.0,79.0,2127.0,23.0,254.1,386.4,97.0,5.0,379.0,73.9,9.0,0.0,4.0,1.9,57.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14497.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,,True,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,40,,,,,Joseph Anang,,GKP,West Ham,2,,Chelsea,14,12,3.0651340996168583,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,GK,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,45,,,,,Josh Bowler,,MID,Nott'm Forest,2,,Sheffield Utd,16,20,2.3017902813299234,10,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,,True,2023-08-27T13:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Josh Brownhill,,MID,Burnley,2,,Aston Villa,20,7,2.9069767441860463,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26648.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,,True,2023-08-27T13:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Josh Cullen,,MID,Burnley,2,,Aston Villa,20,7,2.9069767441860463,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3884.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Josh Dasilva,,MID,Brentford,2,,Fulham,9,10,3.115264797507788,5,4.0,2.0,81.0,1371.0,17.0,206.1,304.2,182.0,3.0,274.0,69.2,5.0,0.0,1.0,3.8,41.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10712.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,40,,,,,Josh Powell,,DEF,Nott'm Forest,2,,Sheffield Utd,16,20,2.0460358056265986,12,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,José Malheiro de Sá,,GKP,Wolves,2,,Brighton,13,6,3.5335689045936394,0,0.0,0.0,148.0,3240.0,55.0,0.0,845.6,0.0,18.0,683.0,84.7,11.0,0.0,2.0,5.1,50.0,GK,2023-24,0.0,0.0,12.0,0.0,0.0,1.0,0.0,1.9,19.2,90.0,0.0,0.0,0.0,0.0,2.0,89889.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,60,,,,,João Cancelo,,DEF,Man City,2,,Newcastle,1,4,3.508771929824561,0,2.0,2.0,73.0,1273.0,16.0,266.4,277.0,276.0,10.0,304.0,81.2,6.0,1.0,3.0,17.8,71.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303916.0,0.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,,False,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,João Neves Virgínia,,GKP,Everton,2,,Aston Villa,17,7,2.7027027027027026,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50351.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,João Palhinha Gonçalves,,MID,Fulham,2,,Brentford,10,9,3.5842293906810037,4,3.0,0.0,83.0,3108.0,43.0,141.8,560.4,336.0,5.0,379.0,104.2,9.0,0.0,14.0,0.3,49.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14930.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,João Pedro Junqueira de Jesus,,FWD,Brighton,2,,Wolves,6,13,3.3033033033033035,2,,,,,,,,,,,,,,,,,,2023-24,0.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,2090041.0,0.0,7.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,João Victor Gomes da Silva,,MID,Wolves,2,,Brighton,13,6,3.5335689045936394,4,1.0,0.0,21.0,649.0,18.0,72.0,133.0,46.0,2.0,84.0,24.9,2.0,0.0,5.0,0.0,45.0,MID,2023-24,0.0,0.0,20.0,0.0,23.0,1.0,0.0,5.1,15.4,87.0,0.0,0.0,0.0,0.0,0.0,4329.0,13.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Joël Veltman,,DEF,Brighton,2,,Wolves,6,13,2.7027027027027026,2,1.0,1.0,95.0,2183.0,29.0,200.8,406.2,162.0,6.0,447.0,77.2,10.0,0.0,6.0,2.4,46.0,DEF,2023-24,0.0,0.0,2.0,0.0,0.3,1.0,0.0,0.1,0.2,11.0,0.0,0.0,0.0,0.0,0.0,98555.0,0.0,1.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Joško Gvardiol,,DEF,Man City,2,,Newcastle,1,4,2.9239766081871346,3,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Julio Enciso,,MID,Brighton,2,,Wolves,6,13,3.3033033033033035,3,4.0,3.0,57.0,794.0,12.0,161.0,255.8,370.0,7.0,189.0,78.5,4.0,0.0,1.0,2.4,46.0,FWD,2023-24,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,361260.0,0.0,1.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,65,,,,,Julián Álvarez,,FWD,Man City,2,,Newcastle,1,4,3.801169590643275,1,9.0,3.0,103.0,1448.0,16.0,271.1,430.8,545.0,14.0,393.0,124.7,5.0,0.0,0.0,7.7,61.0,FWD,2023-24,1.0,0.0,25.0,1.0,84.8,0.0,0.0,14.3,30.6,90.0,0.0,0.0,0.0,0.0,0.0,396614.0,28.0,5.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Jurriën Timber,,DEF,Arsenal,2,,Crystal Palace,2,11,2.7917364600781687,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,489582.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Justin Kluivert,,MID,Bournemouth,2,,Liverpool,15,5,3.2051282051282053,2,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,43879.0,0.0,1.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,,True,2023-08-27T13:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Jóhann Berg Gudmundsson,,MID,Burnley,2,,Aston Villa,20,7,2.9069767441860463,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3995.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Kacper Kozłowski,,MID,Brighton,2,,Wolves,6,13,2.7027027027027026,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,75,,,,,Kai Havertz,,MID,Arsenal,2,,Crystal Palace,2,11,4.187604690117253,3,7.0,1.0,102.0,2565.0,31.0,513.3,470.2,1012.0,13.0,301.0,199.3,9.0,0.0,5.0,3.2,74.0,FWD,2023-24,0.0,0.0,11.0,0.0,30.3,1.0,0.0,5.5,9.4,90.0,0.0,0.0,0.0,0.0,0.0,407159.0,15.0,2.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Kalvin Phillips,,MID,Man City,2,,Newcastle,1,4,2.9239766081871346,6,0.0,0.0,14.0,291.0,3.0,46.5,39.0,19.0,0.0,68.0,10.5,1.0,0.0,1.0,0.1,48.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3997.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,65,,,,,Kaoru Mitoma,,MID,Brighton,2,,Wolves,6,13,3.903903903903904,0,7.0,9.0,138.0,2311.0,35.0,567.6,566.8,857.0,11.0,457.0,198.9,8.0,0.0,0.0,27.3,57.0,MID,2023-24,1.0,1.0,26.0,0.0,61.9,1.0,0.0,11.3,28.6,90.0,0.0,0.0,0.0,0.0,0.0,3166456.0,22.0,5.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Karl Darlow,,GKP,Newcastle,2,,Man City,4,1,2.1208907741251326,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,39.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Karl Hein,,GKP,Arsenal,2,,Crystal Palace,2,11,2.233389168062535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,GK,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Keane Lewis-Potter,,MID,Brentford,2,,Fulham,9,10,3.115264797507788,5,0.0,1.0,14.0,313.0,4.0,64.0,42.0,114.0,0.0,37.0,21.9,0.0,0.0,0.0,0.0,52.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Keinan Davis,,FWD,Aston Villa,2,,Everton,7,17,3.115264797507788,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20200.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Kell Watts,,DEF,Newcastle,2,,Man City,4,1,2.1208907741251326,7,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13591.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Kenny Tete,,DEF,Fulham,2,,Brentford,10,9,3.225806451612903,0,1.0,5.0,90.0,2569.0,36.0,385.6,617.8,110.0,1.0,484.0,111.6,7.0,0.0,8.0,0.4,44.0,DEF,2023-24,0.0,0.0,24.0,1.0,16.6,0.0,0.0,4.1,24.2,90.0,0.0,0.0,0.0,0.0,0.0,51675.0,0.0,5.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Kepa Arrizabalaga,,GKP,Chelsea,2,,West Ham,12,14,2.4026910139356077,0,0.0,0.0,118.0,2565.0,33.0,0.1,706.2,0.0,15.0,575.0,70.6,9.0,0.0,1.0,6.4,45.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94608.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,104,,,,,Kevin De Bruyne,,MID,Man City,2,,Newcastle,1,4,6.081871345029239,0,7.0,18.0,183.0,2413.0,23.0,1476.7,897.8,598.0,26.0,742.0,297.6,10.0,0.0,1.0,25.5,121.0,MID,2023-24,0.0,0.0,4.0,0.0,18.8,0.0,0.0,2.2,2.4,22.0,0.0,0.0,0.0,0.0,0.0,1377801.0,1.0,1.0,0.0,0.0,105.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Kevin Mbabu,,DEF,Fulham,2,,Brentford,10,9,2.867383512544803,6,0.0,1.0,7.0,141.0,7.0,37.7,39.8,0.0,0.0,39.0,7.8,0.0,0.0,1.0,0.1,43.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48889.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Kevin Schade,,MID,Brentford,2,,Fulham,9,10,3.426791277258567,1,0.0,1.0,29.0,723.0,7.0,110.4,72.2,205.0,0.0,76.0,38.7,3.0,0.0,2.0,0.0,49.0,MID,2023-24,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.4,0.0,18.0,0.0,0.0,0.0,0.0,0.0,8667.0,6.0,1.0,0.0,0.0,55.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Ki-Jana Hoever,,DEF,Wolves,2,,Brighton,13,6,2.8268551236749118,8,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9603.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Kieffer Moore,,FWD,Bournemouth,2,,Liverpool,15,5,3.2051282051282053,1,4.0,0.0,57.0,1269.0,34.0,89.6,216.2,272.0,3.0,161.0,57.3,3.0,0.0,1.0,0.7,49.0,FWD,2023-24,0.0,0.0,2.0,0.0,3.3,0.0,0.0,0.9,0.0,23.0,0.0,0.0,0.0,0.0,0.0,42328.0,7.0,1.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Kieran Tierney,,DEF,Arsenal,2,,Crystal Palace,2,11,2.512562814070352,5,0.0,1.0,37.0,774.0,10.0,85.5,144.0,67.0,0.0,164.0,29.9,1.0,0.0,0.0,0.8,46.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27894.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,65,,,,,Kieran Trippier,,DEF,Newcastle,2,,Man City,4,1,3.4464475079533403,0,1.0,9.0,198.0,3342.0,31.0,1818.5,904.8,117.0,39.0,941.0,284.3,16.0,0.0,5.0,62.4,60.0,DEF,2023-24,0.0,0.0,22.0,0.0,55.8,1.0,0.0,7.5,17.0,90.0,0.0,0.0,0.0,0.0,0.0,2707037.0,2.0,2.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Kjell Scherpen,,GKP,Brighton,2,,Wolves,6,13,2.4024024024024024,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Kobbie Mainoo,,MID,Man Utd,2,,Spurs,3,8,2.459016393442623,11,0.0,0.0,1.0,10.0,0.0,0.8,5.8,6.0,0.0,2.0,1.3,0.0,0.0,0.0,0.0,45.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Konstantinos Tsimikas,,DEF,Liverpool,2,,Bournemouth,5,15,2.735562310030395,5,0.0,4.0,48.0,762.0,11.0,281.7,177.6,124.0,2.0,216.0,58.5,4.0,0.0,3.0,0.4,43.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10487.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
