,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
435,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Diogo Dalot Teixeira,,DEF,Man Utd,2,,Spurs,3,8,2.73224043715847,1,1.0,2.0,102.0,2152.0,34.0,418.6,469.4,272.0,19.0,502.0,116.0,10.0,0.0,6.0,6.3,48.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165972.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,80,,,,,Diogo Teixeira da Silva,,MID,Liverpool,2,,Bournemouth,5,15,4.86322188449848,1,7.0,4.0,80.0,1125.0,19.0,237.9,304.2,337.0,9.0,282.0,87.5,5.0,0.0,2.0,2.0,86.0,FWD,2023-24,0.0,0.0,3.0,0.0,12.9,1.0,0.0,2.6,3.2,65.0,0.0,0.0,0.0,0.0,0.0,238521.0,10.0,1.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Dion Pereira,,MID,Luton,2,,Chelsea,20,12,2.662721893491124,8,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18802.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,,True,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Divin Mubama,,FWD,West Ham,2,,Chelsea,14,12,3.4482758620689653,3,0.0,0.0,3.0,36.0,0.0,11.4,2.4,0.0,0.0,7.0,1.4,0.0,0.0,0.0,0.1,45.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006999.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,40,,,,,Djed Spence,,DEF,Spurs,2,,Man Utd,8,3,2.185792349726776,11,0.0,0.0,4.0,5.0,0.0,1.3,0.2,20.0,0.0,10.0,2.2,0.0,0.0,0.0,0.2,41.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49345.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,,False,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,60,,,,,Dominic Calvert-Lewin,,FWD,Everton,2,,Aston Villa,17,7,4.054054054054054,0,2.0,1.0,40.0,1166.0,22.0,122.4,138.4,409.0,2.0,89.0,66.4,4.0,0.0,3.0,0.3,79.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84782.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,65,,,,,Dominic Solanke,,FWD,Bournemouth,2,,Liverpool,15,5,4.166666666666667,0,6.0,10.0,130.0,2865.0,52.0,279.9,524.8,1046.0,14.0,339.0,184.4,8.0,0.0,2.0,3.6,56.0,FWD,2023-24,0.0,1.0,22.0,0.0,23.0,1.0,1.0,13.6,40.6,90.0,0.0,0.0,0.0,0.0,0.0,252120.0,72.0,7.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,70,,,,,Dominik Szoboszlai,,MID,Liverpool,2,,Bournemouth,5,15,4.25531914893617,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,308481.0,0.0,2.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Donny van de Beek,,MID,Man Utd,2,,Spurs,3,8,2.73224043715847,7,0.0,0.0,8.0,162.0,3.0,40.2,11.2,54.0,0.0,21.0,10.5,0.0,0.0,0.0,0.1,51.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Douglas Luiz Soares de Paulo,,MID,Aston Villa,2,,Everton,7,17,3.426791277258567,5,6.0,7.0,142.0,2922.0,35.0,655.4,661.6,242.0,17.0,594.0,155.8,13.0,1.0,6.0,1.0,48.0,MID,2023-24,0.0,0.0,10.0,0.0,22.3,5.0,0.0,5.1,9.4,90.0,0.0,0.0,0.0,0.0,0.0,255432.0,19.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,,False,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Dwight McNeil,,MID,Everton,2,,Aston Villa,17,7,3.7162162162162162,0,7.0,5.0,126.0,2490.0,46.0,726.6,699.4,462.0,14.0,505.0,189.2,5.0,0.0,5.0,2.0,52.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9121.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,,True,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,65,,,,,Eberechi Eze,,MID,Crystal Palace,2,,Arsenal,11,2,4.924242424242424,0,10.0,5.0,159.0,2631.0,35.0,800.4,692.8,597.0,21.0,580.0,208.9,9.0,0.0,3.0,12.8,57.0,MID,2023-24,0.0,0.0,21.0,1.0,96.2,0.0,0.0,14.5,13.4,90.0,0.0,0.0,0.0,0.0,0.0,1431792.0,35.0,3.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Eddie Nketiah,,FWD,Arsenal,2,,Crystal Palace,2,11,3.0709101060859854,1,4.0,2.0,63.0,1071.0,16.0,128.2,213.4,598.0,5.0,161.0,93.1,2.0,0.0,3.0,1.8,63.0,FWD,2023-24,0.0,2.0,26.0,1.0,5.9,0.0,1.0,7.2,30.2,72.0,0.0,0.0,0.0,0.0,0.0,210426.0,36.0,8.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Ederson Santana de Moraes,,GKP,Man City,2,,Newcastle,1,4,3.216374269005848,0,0.0,1.0,121.0,3150.0,32.0,13.1,479.0,0.0,8.0,581.0,49.2,11.0,0.0,3.0,15.0,54.0,GK,2023-24,0.0,0.0,27.0,1.0,0.0,0.0,0.0,1.8,18.4,90.0,0.0,0.0,0.0,0.0,1.0,1174256.0,0.0,6.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,,True,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Edson Álvarez Velázquez,,MID,West Ham,2,,Chelsea,14,12,3.8314176245210727,5,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Elijah Adebayo,,FWD,Luton,2,,Chelsea,20,12,2.9585798816568047,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,96850.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Ellery Balcombe,,GKP,Brentford,2,,Fulham,9,10,2.4922118380062304,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21041.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Elliot Anderson,,MID,Newcastle,2,,Man City,4,1,2.3860021208907742,11,0.0,1.0,30.0,395.0,7.0,114.7,70.2,180.0,2.0,93.0,36.5,1.0,0.0,0.0,0.1,43.0,MID,2023-24,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,517541.0,0.0,1.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,,False,2023-08-25T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Elliot Thorpe,,MID,Luton,2,,Chelsea,20,12,2.662721893491124,8,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,,False,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ellis Simms,,FWD,Everton,2,,Aston Villa,17,7,3.0405405405405403,3,1.0,0.0,17.0,219.0,4.0,39.3,40.8,54.0,0.0,59.0,13.0,0.0,0.0,0.0,0.1,45.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4518.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Emerson Leite de Souza Junior,,DEF,Spurs,2,,Man Utd,8,3,2.459016393442623,2,2.0,2.0,86.0,1729.0,27.0,178.9,376.2,230.0,9.0,402.0,78.7,7.0,1.0,2.0,1.8,48.0,DEF,2023-24,0.0,1.0,27.0,0.0,12.3,2.0,1.0,7.2,48.6,90.0,0.0,0.0,0.0,0.0,0.0,43765.0,11.0,8.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,,True,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Emerson Palmieri dos Santos,,DEF,West Ham,2,,Chelsea,14,12,3.4482758620689653,0,1.0,0.0,39.0,1317.0,28.0,188.8,224.8,178.0,2.0,209.0,59.4,2.0,0.0,2.0,1.3,40.0,DEF,2023-24,0.0,0.0,8.0,0.0,26.0,1.0,0.0,5.0,20.4,90.0,0.0,0.0,0.0,0.0,0.0,29980.0,4.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Emil Krafth,,DEF,Newcastle,2,,Man City,4,1,2.3860021208907742,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,55,,,,,Emile Smith Rowe,,MID,Arsenal,2,,Crystal Palace,2,11,3.0709101060859854,6,0.0,2.0,18.0,161.0,5.0,64.3,36.6,39.0,0.0,60.0,13.8,0.0,0.0,0.0,0.4,56.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14977.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,60,,,,,Emiliano Buendía Stati,,MID,Aston Villa,2,,Everton,7,17,3.7383177570093458,1,5.0,3.0,117.0,2404.0,34.0,546.3,438.2,580.0,8.0,370.0,156.6,11.0,0.0,0.0,0.7,57.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19802.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Emiliano Marcondes,,MID,Bournemouth,2,,Liverpool,15,5,2.8846153846153846,12,0.0,0.0,1.0,8.0,1.0,0.0,1.2,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,47.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3266.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Emiliano Martínez Romero,,GKP,Aston Villa,2,,Everton,7,17,3.115264797507788,0,0.0,0.0,135.0,3139.0,38.0,23.0,813.0,0.0,15.0,678.0,83.5,11.0,0.0,7.0,6.6,50.0,GK,2023-24,0.0,0.0,18.0,0.0,0.0,5.0,0.0,4.6,45.6,90.0,0.0,0.0,0.0,0.0,7.0,649104.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,50,,,,,Emmanuel Dennis,,FWD,Nott'm Forest,2,,Sheffield Utd,16,20,2.557544757033248,1,2.0,2.0,39.0,709.0,17.0,96.8,166.4,286.0,3.0,113.0,54.6,1.0,0.0,3.0,0.1,56.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52483.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,,True,2023-08-27T13:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Enock Agyei,,MID,Burnley,2,,Aston Villa,20,7,2.616279069767442,13,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16245.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Enzo Fernández,,MID,Chelsea,2,,West Ham,12,14,2.4026910139356077,7,0.0,2.0,42.0,1547.0,25.0,307.3,298.2,64.0,1.0,265.0,67.1,3.0,0.0,3.0,0.8,50.0,MID,2023-24,0.0,0.0,18.0,0.0,38.5,1.0,0.0,6.7,19.8,90.0,0.0,0.0,0.0,0.0,0.0,292482.0,9.0,1.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,40,,,,,Eric Bailly,,DEF,Man Utd,2,,Spurs,3,8,2.185792349726776,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,40.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16776.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,,True,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Eric Dier,,DEF,Spurs,2,,Man Utd,8,3,2.459016393442623,2,2.0,1.0,96.0,2816.0,52.0,112.3,653.2,235.0,5.0,569.0,100.1,9.0,0.0,3.0,4.8,50.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96112.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,,True,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,140,,,,,Erling Haaland,,FWD,Man City,2,,Newcastle,1,4,8.187134502923977,0,36.0,9.0,272.0,2767.0,26.0,371.0,1390.0,1825.0,40.0,1040.0,358.1,13.0,0.0,5.0,78.4,124.0,FWD,2023-24,0.0,3.0,56.0,1.0,23.7,0.0,2.0,13.9,67.6,79.0,0.0,0.0,0.0,0.0,0.0,7200159.0,48.0,13.0,0.0,0.0,140.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,,False,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,40,,,,,Ethan Ampadu,,DEF,Chelsea,2,,West Ham,12,14,1.9221528111484862,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ethan Horvath,,GKP,Nott'm Forest,2,,Sheffield Utd,16,20,2.3017902813299234,0,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11308.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ethan Pinnock,,DEF,Brentford,2,,Fulham,9,10,2.803738317757009,1,3.0,0.0,112.0,2700.0,34.0,104.9,751.6,279.0,6.0,575.0,113.8,10.0,0.0,0.0,0.9,44.0,DEF,2023-24,0.0,0.0,14.0,0.0,0.5,2.0,0.0,2.5,24.4,90.0,0.0,0.0,0.0,0.0,0.0,176746.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,60,,,,,Evan Ferguson,,FWD,Brighton,2,,Wolves,6,13,3.6036036036036037,0,6.0,2.0,65.0,942.0,12.0,129.1,284.2,350.0,8.0,213.0,76.5,6.0,0.0,1.0,1.7,46.0,FWD,2023-24,0.0,0.0,25.0,0.0,10.6,1.0,1.0,8.0,32.2,12.0,0.0,0.0,0.0,0.0,0.0,559185.0,37.0,5.0,0.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,,True,2023-08-20T13:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Ezri Konsa Ngoyo,,DEF,Aston Villa,2,,Everton,7,17,2.803738317757009,1,0.0,0.0,110.0,3322.0,45.0,116.1,560.4,72.0,6.0,633.0,74.9,12.0,0.0,6.0,1.0,44.0,DEF,2023-24,0.0,0.0,16.0,0.0,1.3,5.0,0.0,1.5,13.2,90.0,0.0,0.0,0.0,0.0,0.0,102941.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,,False,2023-08-19T19:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Fabian Schär,,DEF,Newcastle,2,,Man City,4,1,2.651113467656416,1,1.0,3.0,139.0,3207.0,28.0,263.9,653.4,521.0,6.0,617.0,144.1,15.0,0.0,7.0,14.4,51.0,DEF,2023-24,0.0,0.0,14.0,0.0,3.7,1.0,0.0,1.7,13.2,90.0,0.0,0.0,0.0,0.0,0.0,187133.0,0.0,2.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Fabio Henrique Tavares,,MID,Liverpool,2,,Bournemouth,5,15,3.0395136778115504,5,0.0,2.0,70.0,2666.0,34.0,302.0,379.2,109.0,0.0,394.0,79.0,11.0,0.0,11.0,0.8,52.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,,False,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Facundo Buonanotte,,MID,Brighton,2,,Wolves,6,13,3.003003003003003,4,1.0,1.0,26.0,558.0,12.0,96.1,87.8,102.0,2.0,72.0,27.8,1.0,0.0,2.0,0.1,45.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4956.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,,False,2023-08-19T16:30:00Z,,,,,,,,,,,,,,,,,,45,,,,,Facundo Pellistri Rebollo,,MID,Man Utd,2,,Spurs,3,8,2.459016393442623,11,0.0,0.0,4.0,60.0,1.0,1.7,3.2,2.0,0.0,14.0,0.6,0.0,0.0,0.0,0.0,43.0,MID,2023-24,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.8,0.2,13.0,0.0,0.0,0.0,0.0,0.0,11697.0,7.0,1.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,,True,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,45,,,,,Felipe Augusto de Almeida Monteiro,,DEF,Nott'm Forest,2,,Sheffield Utd,16,20,2.3017902813299234,0,0.0,1.0,25.0,1417.0,32.0,79.5,379.0,130.0,3.0,233.0,59.0,1.0,0.0,4.0,0.1,45.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,,False,2023-08-18T18:45:00Z,,,,,,,,,,,,,,,,,,40,,,,,Femi Seriki,,DEF,Sheffield Utd,2,,Nott'm Forest,20,16,2.888086642599278,6,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,,True,2023-08-20T15:30:00Z,,,,,,,,,,,,,,,,,,50,,,,,Flynn Downes,,MID,West Ham,2,,Chelsea,14,12,3.8314176245210727,5,0.0,0.0,27.0,752.0,14.0,28.9,55.8,51.0,0.0,104.0,13.4,1.0,0.0,2.0,0.3,42.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2241.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,False,2023-08-21T19:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Folarin Balogun,,FWD,Arsenal,2,,Crystal Palace,2,11,2.512562814070352,2,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59090.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,,True,2023-08-19T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Francisco Jorge Tomás Oliveira,,MID,Wolves,2,,Brighton,13,6,3.1802120141342756,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1245.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
