,name,team,minutes
0,Folarin Balogun,Arsenal,0
7,Gabriel Fernando de Jesus,Arsenal,1
12,Eddie Nketiah,Arsenal,0
34,Cameron Archer,Aston Villa,0
40,Keinan Davis,Aston Villa,0
45,Jhon Durán,Aston Villa,0
60,Ollie Watkins,Aston Villa,1
61,Wesley Moraes Ferreira da Silva,Aston Villa,0
78,Kieffer Moore,Bournemouth,0
84,Antoine Semenyo,Bournemouth,0
87,Dominic Solanke,Bournemouth,1
104,Halil Dervişoğlu,Brentford,0
121,Ivan Toney,Brentford,1
123,Yoane Wissa,Brentford,1
131,Aaron Connolly,Brighton,0
136,Evan Ferguson,Brighton,0
139,João Pedro Junqueira de Jesus,Brighton,0
153,Deniz Undav,Brighton,0
158,Danny Welbeck,Brighton,1
159,Andi Zeqiri,Brighton,0
173,Lyle Foster,Burnley,0
179,Michael Obafemi,Burnley,0
182,Jay Rodriguez,Burnley,1
188,Wout Weghorst,Burnley,0
190,Zeki Amdouni,Burnley,1
198,Pierre-Emerick Aubameyang,Chelsea,0
203,Armando Broja,Chelsea,0
210,David Datro Fofana,Chelsea,0
217,Romelu Lukaku Bolingoli,Chelsea,1
220,Nicolas Jackson,Chelsea,1
221,Christopher Nkunku,Chelsea,1
238,Odsonne Edouard,Crystal Palace,1
245,Jean-Philippe Mateta,Crystal Palace,0
250,Luke Plange,Crystal Palace,0
259,Dominic Calvert-Lewin,Everton,1
271,Neal Maupay,Everton,0
277,Ellis Simms,Everton,0
294,Aleksandar Mitrović,Fulham,1
295,Rodrigo Muniz Carvalho,Fulham,0
303,Carlos Vinícius Alves Morais,Fulham,0
305,Raúl Jiménez,Fulham,0
312,Darwin Núñez Ribeiro,Liverpool,1
316,Cody Gakpo,Liverpool,1
334,Elijah Adebayo,Luton,0
344,John McAtee,Luton,0
346,Carlton Morris,Luton,1
347,Admiral Muskwe,Luton,0
348,Chiedozie Ogbene,Luton,0
351,Aribim Pepple,Luton,0
356,Joe Taylor,Luton,0
360,Cauley Woodrow,Luton,0
369,Julián Álvarez,Man City,1
381,Erling Haaland,Man City,1
416,Anthony Martial,Man Utd,0
425,Shola Shoretire,Man Utd,0
442,Alexander Isak,Newcastle,1
460,Callum Wilson,Newcastle,1
468,Taiwo Awoniyi,Nott'm Forest,1
474,Emmanuel Dennis,Nott'm Forest,0
495,Sam Surridge,Nott'm Forest,0
497,Hwang Ui-jo,Nott'm Forest,0
499,Chris Wood,Nott'm Forest,0
510,Rhian Brewster,Sheffield Utd,0
516,Daniel Jebbison,Sheffield Utd,0
518,Oliver McBurnie,Sheffield Utd,1
519,Iliman Ndiaye,Sheffield Utd,1
523,William Osula,Sheffield Utd,0
527,Bénie Traoré,Sheffield Utd,1
538,Harry Kane,Spurs,1
562,Michail Antonio,West Ham,1
574,Danny Ings,West Ham,1
577,Divin Mubama,West Ham,0
579,Gianluca Scamacca,West Ham,0
591,Fábio Silva,Wolves,1
599,Sasa Kalajdzic,Wolves,0
612,Matheus Santos Carneiro Da Cunha,Wolves,0
